year,tout_DET honneur_NOUN,tout_DET sonneur_NOUN
1969,2.911266835381454e-07,0.0
1970,3.2650948755819087e-07,0.0
1971,3.309127838413417e-07,0.0
1972,2.78566969047489e-07,0.0
1973,2.5471000086874085e-07,5.513203782392395e-10
1974,2.711525657339564e-07,0.0
1975,2.593012027318764e-07,0.0
1976,2.4339624360436574e-07,0.0
1977,2.6092912541741953e-07,0.0
1978,2.744553226907698e-07,5.940591352171509e-10
1979,2.9962103020864106e-07,5.851973350345929e-10
1980,2.819834802325616e-07,0.0
1981,2.498592051036752e-07,0.0
1982,2.9175259408376064e-07,0.0
1983,2.3808740934327943e-07,0.0
1984,2.7719259332315005e-07,0.0
1985,2.6408300546343355e-07,0.0
1986,2.5776288398171587e-07,0.0
1987,2.6520944640395783e-07,0.0
1988,2.7704079652579594e-07,0.0
1989,2.716620617349008e-07,2.7440609784434855e-09
1990,2.8496445658721115e-07,5.44865097484859e-10
1991,3.0714076570959037e-07,5.861465202094962e-10
1992,2.57314383134144e-07,5.509944167592096e-10
1993,2.669897984919345e-07,0.0
1994,2.658563000856873e-07,0.0
1995,2.5810864645592346e-07,0.0
1996,2.6797222441032886e-07,1.067618438099771e-09
1997,2.4501911199958926e-07,0.0
1998,2.655847904931008e-07,0.0
1999,2.8746566338444524e-07,0.0
2000,2.9733352557848036e-07,0.0
2001,2.6024398080970457e-07,1.3143635069212678e-09
2002,2.59368316823938e-07,0.0
2003,2.4918200058898776e-07,0.0
2004,2.5371596423795495e-07,0.0
2005,2.441032278532873e-07,0.0
2006,2.767221973787315e-07,0.0
2007,3.367346053662068e-07,7.988958938831558e-10
2008,2.992979982741062e-07,4.257439678578834e-10
2009,3.194688940055812e-07,4.76819250749827e-10
2010,3.665663288465737e-07,0.0
2011,3.5295261802126277e-07,0.0
2012,3.3634017593264787e-07,3.404252713057332e-10
2013,3.662121186298606e-07,0.0
2014,4.1360001612478214e-07,0.0
2015,4.3866027166217236e-07,6.649726325136385e-10
2016,4.592160758321029e-07,0.0
2017,4.115540062077372e-07,0.0
2018,4.233605287451425e-07,0.0
2019,3.9897448989023587e-07,2.55098775436835e-10
