year,tout_DET honneur_NOUN,tout_DET sonneur_NOUN
1800,3.6472307485269084e-07,0.0
1801,3.8098920640550205e-07,0.0
1802,2.774921767922933e-07,0.0
1803,2.0868630201675842e-07,0.0
1804,3.6583392670763715e-07,0.0
1805,2.729162638104299e-07,0.0
1806,3.227469420608031e-07,0.0
1807,2.4768510797912313e-07,0.0
1808,1.880841375978548e-07,0.0
1809,3.637039185377944e-07,0.0
1810,2.246521670912216e-07,0.0
1811,3.585119721094543e-07,0.0
1812,2.9339290463781253e-07,0.0
1813,4.888760862797881e-07,0.0
1814,4.2480141715373065e-07,0.0
1815,2.966945888971395e-07,0.0
1816,3.128765371229747e-07,0.0
1817,3.004765547487409e-07,0.0
1818,4.5777321311391006e-07,0.0
1819,4.067962589004992e-07,0.0
1820,4.865257441366566e-07,0.0
1821,5.127973663476837e-07,0.0
1822,4.952654109047216e-07,0.0
1823,6.018556124587349e-07,0.0
1824,6.47583586754763e-07,0.0
1825,8.558890494114735e-07,0.0
1826,6.782147874417888e-07,0.0
1827,3.5209982307549126e-07,0.0
1828,3.210305312695283e-07,0.0
1829,4.7152468862776686e-07,0.0
1830,4.769633852319544e-07,0.0
1831,4.3187641285413747e-07,0.0
1832,4.4378299568492707e-07,0.0
1833,3.660426548535156e-07,0.0
1834,3.4257728032116574e-07,0.0
1835,7.631155867215966e-07,0.0
1836,7.661654937152207e-07,0.0
1837,4.842692278295146e-07,0.0
1838,5.598887460322999e-07,0.0
1839,4.859075239949107e-07,0.0
1840,4.904660029225738e-07,0.0
1841,5.097915618534898e-07,0.0
1842,4.769576591456826e-07,0.0
1843,5.263057829552054e-07,0.0
1844,4.067024017562204e-07,0.0
1845,5.691832285492637e-07,0.0
1846,5.228069923646217e-07,0.0
1847,4.5572740781096854e-07,0.0
1848,4.553595456258108e-07,0.0
1849,2.8741394331177617e-07,0.0
1850,3.6592687369108035e-07,0.0
1851,4.424315043216609e-07,0.0
1852,4.7461877139554076e-07,1.3021090872200602e-09
1853,5.189608942579582e-07,0.0
1854,5.564556584403135e-07,0.0
1855,6.12951232881187e-07,1.0613874223963649e-09
1856,5.140949079773804e-07,1.5531567143511893e-09
1857,6.438710564715677e-07,4.881509085841174e-10
1858,6.278586606178749e-07,0.0
1859,6.915171661958652e-07,0.0
1860,6.046459750663757e-07,0.0
1861,5.437505992134106e-07,0.0
1862,5.426101670202854e-07,0.0
1863,5.489088286125821e-07,0.0
1864,5.763263004610053e-07,4.794727948009836e-10
1865,5.96357186744001e-07,0.0
1866,5.877660624875602e-07,0.0
1867,4.2607685557527475e-07,0.0
1868,4.885535456189416e-07,0.0
1869,6.128816583128582e-07,0.0
1870,5.562027611816234e-07,0.0
1871,4.7158027727256524e-07,0.0
1872,4.2633741426101324e-07,0.0
1873,5.36346025814538e-07,0.0
1874,4.158328095194008e-07,0.0
1875,5.996160394872163e-07,0.0
1876,5.108882401572146e-07,0.0
1877,4.954037589044447e-07,6.184815992682502e-10
1878,4.378339262256503e-07,0.0
1879,6.042122588922894e-07,0.0
1880,4.5053281461093775e-07,0.0
1881,4.246257097051398e-07,0.0
1882,4.5722495300992705e-07,0.0
1883,4.0759734787343405e-07,6.319338941018771e-10
1884,3.901603014000443e-07,0.0
1885,4.4926079789675555e-07,0.0
1886,4.259286054963951e-07,0.0
1887,3.7476027925364974e-07,0.0
1888,4.0072683615832716e-07,0.0
1889,5.218858776245838e-07,0.0
1890,3.9785126659808157e-07,0.0
1891,4.0030102166355164e-07,0.0
1892,4.782874993836117e-07,0.0
1893,3.9044360322648686e-07,0.0
1894,4.2031267932785e-07,0.0
1895,4.0746020846249564e-07,0.0
1896,3.9804945051180596e-07,0.0
1897,3.064851299416915e-07,0.0
1898,3.5704220602283954e-07,0.0
1899,3.3662952958479764e-07,0.0
1900,3.197688762668349e-07,0.0
1901,3.839463682542288e-07,0.0
1902,3.486301611843601e-07,0.0
1903,2.68930961944136e-07,0.0
1904,3.2516481507371964e-07,0.0
1905,3.4112617375292587e-07,0.0
1906,3.240836274898129e-07,5.144184522798412e-10
1907,2.9262777401228846e-07,0.0
1908,3.0696182307110575e-07,0.0
1909,3.6911598755295927e-07,0.0
1910,3.714184615422056e-07,0.0
1911,3.6284951687726164e-07,0.0
1912,3.5997101366369577e-07,0.0
1913,3.2136119076930925e-07,0.0
1914,2.986747755784336e-07,0.0
1915,3.369297835176255e-07,0.0
1916,3.241301382850281e-07,0.0
1917,4.2549726231300156e-07,0.0
1918,3.652667794895592e-07,0.0
1919,3.701555029156367e-07,0.0
1920,3.3544986433042823e-07,0.0
1921,2.824634732778719e-07,0.0
1922,4.330848071276705e-07,0.0
1923,3.811125468544674e-07,0.0
1924,3.815920803784678e-07,0.0
1925,3.574407854145534e-07,0.0
1926,3.4218643851779973e-07,0.0
1927,3.456259732859124e-07,0.0
1928,3.47351658547268e-07,0.0
1929,3.2641391500831674e-07,0.0
1930,3.4976998419811167e-07,0.0
1931,3.467228308906556e-07,0.0
1932,3.4193753117861547e-07,0.0
1933,2.3973683305200666e-07,0.0
1934,2.983413320833961e-07,0.0
1935,3.0399440653638976e-07,1.196828414151696e-09
1936,3.3342965499727484e-07,0.0
1937,3.1603707717486884e-07,0.0
1938,3.293164437812024e-07,0.0
1939,3.1046921300514896e-07,0.0
1940,3.6008117376695736e-07,0.0
1941,4.958524186804425e-07,0.0
1942,4.1265279104862884e-07,0.0
1943,3.629044025288408e-07,0.0
1944,2.666944567408791e-07,0.0
1945,3.137045947454453e-07,0.0
1946,2.8955896969051764e-07,0.0
1947,3.182872443385776e-07,0.0
1948,3.783417019675994e-07,0.0
1949,2.7880303088423375e-07,0.0
1950,2.924724356034858e-07,0.0
1951,2.953208246836425e-07,0.0
1952,2.8576418631409695e-07,1.0544803918932644e-09
1953,2.6826830989978845e-07,1.0773827385790469e-09
1954,2.4626791939041937e-07,0.0
1955,2.477800564726351e-07,0.0
1956,2.843092030690997e-07,8.72114158667614e-10
1957,2.7211917075220526e-07,0.0
1958,2.771201575990645e-07,0.0
1959,2.9452842209565233e-07,0.0
1960,3.072850083274403e-07,0.0
1961,3.126671770381506e-07,0.0
1962,2.5367825173816527e-07,2.5367825617905737e-09
1963,2.870927633402687e-07,0.0
1964,2.920304814635344e-07,0.0
1965,3.157368908546232e-07,0.0
1966,3.0077176405018946e-07,0.0
1967,3.332906972630667e-07,2.465167847631733e-09
1968,3.35957916819396e-07,0.0
