year,utilisant_VERB en_ADP
1920,2.8017256958889902e-08
1921,4.316466117870732e-08
1922,7.599273893488245e-08
1923,5.095655097875351e-08
1924,7.734974616369072e-08
1925,4.7292164850887275e-08
1926,5.684530468563764e-08
1927,5.4631201340527014e-08
1928,5.7130206232436365e-08
1929,3.787738322991174e-08
1930,4.8316575629314684e-08
1931,7.413481828422164e-08
1932,4.9317913419777426e-08
1933,4.81767814530798e-08
1934,6.47005329312833e-08
1935,4.547947884958603e-08
1936,6.426098897449606e-08
1937,7.554670800047347e-08
1938,1.076112793318984e-07
1939,6.117620188206274e-08
1940,6.593035806190528e-08
1941,2.3612021227137348e-08
1942,7.282108560602296e-08
1943,9.00002921078169e-08
1944,1.2210107236398926e-07
1945,6.75336235822499e-08
1946,6.682130315738277e-08
1947,7.867775098091556e-08
1948,8.371353654723634e-08
1949,7.951776992420889e-08
1950,7.657460532328741e-08
1951,9.382033461236006e-08
1952,9.701219561009111e-08
1953,1.0881565426501538e-07
1954,1.0847515352629955e-07
1955,8.353190672494293e-08
1956,1.1773541408466315e-07
1957,1.1132147792469738e-07
1958,1.3070143944915458e-07
1959,9.455912319822346e-08
1960,1.2595916443203237e-07
1961,1.1186536763574395e-07
1962,1.2557073381103123e-07
1963,1.0733648059257916e-07
1964,1.0890303192567785e-07
1965,1.0396882377250449e-07
1966,1.1798229548887207e-07
1967,9.41694064948706e-08
1968,1.0779398351701275e-07
1969,8.72017497099975e-08
1970,9.6113355163574e-08
1971,8.889427549618745e-08
1972,8.875153834075888e-08
1973,1.0034031161509915e-07
1974,7.988311900852807e-08
1975,1.1708534097820689e-07
1976,1.0684295181917491e-07
1977,1.116588517757755e-07
1978,1.0158411001270906e-07
1979,9.597236516611929e-08
1980,1.2848440045232223e-07
1981,1.258784374513766e-07
1982,1.2352929434911175e-07
1983,8.273064144859177e-08
1984,9.104443271512608e-08
1985,9.143648127540871e-08
1986,9.591176852730143e-08
1987,1.0755037821441604e-07
1988,9.834348424497819e-08
1989,6.64062795863174e-08
1990,7.900544263250708e-08
1991,8.264666018220623e-08
1992,8.044518606808992e-08
1993,7.754890463118613e-08
1994,8.756378355734284e-08
1995,8.079451596643139e-08
1996,7.366567356115183e-08
1997,7.000545665380997e-08
1998,1.0346840761954468e-07
1999,6.032665389454905e-08
2000,7.554833980627507e-08
2001,6.440381594696731e-08
2002,7.579513017219597e-08
2003,5.9170307098455055e-08
2004,7.179809760615719e-08
2005,6.575474686965066e-08
2006,6.6298030843015e-08
2007,5.752050435958722e-08
2008,6.428733745345028e-08
2009,6.246331962778129e-08
2010,5.5740759119515815e-08
2011,5.5829991241207466e-08
2012,5.582974577089672e-08
2013,4.0163398939974115e-08
2014,3.897801259533651e-08
2015,4.012001486586314e-08
2016,2.5270347869810195e-08
2017,3.7985732476153444e-08
2018,3.7947560316275997e-08
2019,3.7499520377792805e-08
