year,jetant_VERB en_ADP,jetant_VERB sans_ADP
1949,5.2030142749792674e-08,1.2762110479513922e-08
1950,6.806631347444636e-08,1.7016577702477775e-08
1951,5.010858927789741e-08,1.1727541604500402e-08
1952,5.799642255333026e-08,8.435843135146115e-09
1953,4.3095308654983455e-08,3.232148326759443e-09
1954,7.036225779799565e-08,7.818028890937967e-09
1955,4.1296675412638706e-08,8.447047505910632e-09
1956,7.500181564701336e-08,5.232684952005684e-09
1957,5.6544241289202546e-08,6.184526502028831e-09
1958,5.3769582231133484e-08,4.1361216673863055e-09
1959,5.735553543217975e-08,7.750747599288843e-09
1960,5.1214165353030694e-08,9.689166802218097e-09
1961,5.905935296368625e-08,1.389631876236308e-08
1962,7.483508790429028e-08,8.244543714397423e-09
1963,5.431484673135145e-08,4.526237162849611e-09
1964,6.144808195607254e-08,5.475571440705096e-09
1965,4.322914293197755e-08,1.2038495200705768e-08
1966,6.2591546168278e-08,2.215629901769489e-09
1967,6.015009368365298e-08,2.465167847631733e-09
1968,6.153239778816655e-08,6.737123747768692e-09
1969,5.495526961274422e-08,1.0446042669753908e-08
1970,6.208279046404641e-08,4.598724956395017e-09
1971,7.913131860881606e-08,4.624557625731995e-09
1972,5.130146973897354e-08,6.669190977248718e-09
1973,5.678599990233124e-08,6.064523994098181e-09
1974,5.513060230555311e-08,3.3753431161187564e-09
1975,3.940921189382607e-08,2.8557400888473694e-09
1976,3.713792295911844e-08,8.570290255249802e-09
1977,4.701425632136491e-08,4.11374712072643e-09
1978,4.217819693508318e-08,2.970295565063452e-09
1979,4.3889801348839796e-08,5.266775904289034e-09
1980,3.695347783327918e-08,5.6851505725319385e-09
1981,3.732074344009462e-08,5.060439622894819e-09
1982,4.7177016626598345e-08,8.069752976958e-09
1983,3.978649010250024e-08,8.209910751233451e-09
1984,5.161117666574455e-08,4.059305780401701e-09
1985,4.8124465190646504e-08,3.0077789148208467e-09
1986,6.474044433879556e-08,1.1988970927134801e-09
1987,3.6664902669514277e-08,3.6664902225425067e-09
1988,3.1781734577407406e-08,5.99655392008458e-09
1989,3.677041959804228e-08,2.7440609784434855e-09
1990,4.0320016769790357e-08,3.814055737905164e-09
1991,2.8135032359433154e-08,5.2753188484189195e-09
1992,3.801861325758438e-08,2.754972083796048e-09
1993,4.4867579873653085e-08,4.985286850001103e-09
1994,4.536436981616987e-08,6.329911705904578e-09
1995,4.012613474824178e-08,8.675921314704738e-09
1996,4.697521238661295e-08,4.270473752399084e-09
1997,3.356426292455694e-08,7.192341833217597e-09
1998,4.9588542716527684e-08,9.536258005482523e-09
1999,3.838968867797554e-08,8.226361813967742e-09
2000,2.960081080249921e-08,4.859834423776022e-09
2001,4.687896701383032e-08,5.257454110951798e-09
2002,4.205972459203622e-08,3.9430991805033955e-09
2003,4.833630545819645e-08,5.416999737661854e-09
2004,5.1536056866474667e-08,5.285749532513151e-09
2005,4.1884871682107416e-08,7.656374312325909e-09
2006,5.270899200437995e-08,8.235780224463696e-09
2007,4.8732648139093726e-08,7.988958827809256e-09
2008,4.896055694203483e-08,5.108927503272298e-09
2009,6.580105349485166e-08,1.0490023516496194e-08
2010,6.896738080630627e-08,1.5116137674908714e-08
2011,6.462512389115993e-08,1.185431308670104e-08
2012,8.442546417519736e-08,1.3276585664190321e-08
2013,1.001295915070699e-07,1.4503450496139436e-08
2014,9.181487892195861e-08,2.0788274546212904e-08
2015,9.996755245822442e-08,1.4851055496478693e-08
2016,1.110238241341932e-07,1.8227792747405047e-08
2017,8.200892764875789e-08,2.188581876838569e-08
2018,9.628871078248835e-08,2.1426173391070336e-08
2019,8.418259428433217e-08,1.93875064335991e-08
