year,devrait_VERB ôter_VERB,devrait_VERB sauter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,2.2660739951163578e-09,0.0
1809,2.259030518203531e-09,0.0
1810,4.680253518074551e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,8.627225156487839e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,1.8682481339737933e-08,0.0
1818,2.384235475716423e-09,0.0
1819,3.1053151161586356e-09,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,8.02049271442229e-09,0.0
1823,6.917880934764753e-09,0.0
1824,8.421112696055388e-10,8.421112696055388e-10
1825,1.3208164340028361e-08,0.0
1826,1.7615968683770689e-09,0.0
1827,4.608636583469661e-09,0.0
1828,9.172301251858528e-10,0.0
1829,1.714635211591542e-09,0.0
1830,9.39315203396518e-09,0.0
1831,3.1182412207897414e-09,0.0
1832,0.0,0.0
1833,1.1583628500844156e-09,0.0
1834,9.334530925997342e-10,5.600718555598405e-09
1835,1.5126175867408165e-09,5.294161553592858e-09
1836,8.064899859050456e-09,2.688300027031687e-09
1837,5.5663127440652715e-09,0.0
1838,8.2058102535143e-09,0.0
1839,2.0974426639952526e-09,0.0
1840,1.2739377330817092e-09,0.0
1841,1.2841097074556274e-09,4.494383976094696e-09
1842,3.3541325272778977e-09,2.0124795163667386e-09
1843,3.5441467538532834e-09,5.906911071384968e-10
1844,1.097712254427563e-09,1.6465684371524958e-09
1845,5.580227946389016e-10,0.0
1846,5.854501328173001e-10,0.0
1847,2.1572894581822766e-09,0.0
1848,6.43617736884039e-09,0.0
1849,0.0,0.0
1850,7.467895635215882e-09,6.788996032014438e-10
1851,7.739326512989919e-09,6.449438760824933e-10
1852,6.510545436100301e-10,0.0
1853,5.3747388761848924e-09,5.971931837933653e-10
1854,5.7152309551611324e-09,4.1565315633818045e-09
1855,9.021793090369101e-09,4.2455496895854594e-09
1856,3.6240324075009767e-09,2.5885946719483854e-09
1857,1.4644527812635033e-09,1.4644527812635033e-09
1858,4.893676130990343e-09,2.4468380654951716e-09
1859,8.656694916453489e-09,1.5276520048956854e-09
1860,7.323494255473406e-09,5.034902272882391e-09
1861,7.545541969022906e-09,0.0
1862,2.710791813242963e-09,4.517986262886353e-10
1863,3.995696662428827e-09,4.994620717013731e-09
1864,2.3973640850272204e-09,0.0
1865,0.0,4.706844358715045e-10
1866,3.8924903300596725e-09,0.0
1867,9.7056229719783e-10,1.94112459439566e-09
1868,2.9639244392143382e-09,2.4699371437009177e-09
1869,7.325278605918584e-09,0.0
1870,5.734048791339319e-10,0.0
1871,1.0621177271019633e-09,0.0
1872,1.2094678591978436e-09,6.047339295989218e-10
1873,0.0,1.7958012854535355e-09
1874,4.182226565063729e-09,5.974609140757536e-10
1875,4.005069165202713e-09,0.0
1876,5.441413541973361e-09,0.0
1877,3.0924081073635534e-09,6.184815992682502e-10
1878,3.6234530931267273e-09,6.039088673581716e-10
1879,5.498392852132383e-09,0.0
1880,1.9253538763308597e-09,1.9253538763308597e-09
1881,0.0,2.091752326904839e-09
1882,1.3310770263785798e-09,1.3310770263785798e-09
1883,0.0,1.2638677882037541e-09
1884,1.5844072720483382e-08,1.3203393933736152e-09
1885,3.2228177904158883e-09,7.7347630522695e-09
1886,1.2906927748801422e-09,1.2906927748801422e-09
1887,8.48760173255414e-09,6.528924623161458e-10
1888,3.1703073499755874e-09,3.1703073499755874e-09
1889,0.0,7.51816386923565e-09
1890,3.2771931834929546e-09,3.9326319978272295e-09
1891,3.824531802365527e-09,3.824531802365527e-09
1892,1.2537024751679837e-09,2.5074049503359674e-09
1893,3.695050043717174e-09,6.158416554491453e-10
1894,6.9316934414587195e-09,6.301539290376468e-10
1895,2.4074457982692365e-09,3.611168697403855e-09
1896,2.358811590497112e-09,5.89702897624278e-10
1897,6.992056267307589e-09,2.330685422435863e-09
1898,5.6583548957434e-10,2.26334195829736e-09
1899,5.527578395003729e-10,1.6582735185011188e-09
1900,3.114631885736685e-09,5.191053142894475e-10
1901,3.912117296778206e-09,6.147612641171918e-09
1902,0.0,1.4730852093691738e-09
1903,1.0800440541913758e-09,0.0
1904,1.6123875568041512e-09,5.374625189347171e-10
1905,2.0643036169332163e-09,0.0
1906,2.572092316910357e-09,9.259531807970234e-09
1907,5.142843373384665e-10,2.5714217422034835e-09
1908,4.911389073214423e-10,2.4556945366072114e-09
1909,5.500983557560346e-10,3.300590023513905e-09
1910,2.137660271017694e-09,2.67207544979442e-09
1911,1.0640748282497725e-09,1.0640748282497725e-09
1912,2.0837684910901544e-09,1.5628263128064646e-09
1913,4.772690687104841e-09,2.6514948014977335e-09
1914,6.696743715117748e-10,6.696743715117748e-10
1915,0.0,0.0
1916,1.0987462051303964e-09,0.0
1917,0.0,1.315970976634162e-08
1918,1.1486376294556067e-09,0.0
1919,0.0,6.4454939163738345e-09
1920,7.572231730534895e-10,1.514446346106979e-09
1921,4.543648568500203e-09,4.543648568500203e-09
1922,0.0,0.0
1923,1.0615948120573648e-09,3.1847844361720945e-09
1924,6.445812328337297e-09,9.02413699321869e-09
1925,0.0,3.299453377181294e-09
1926,2.229227691330493e-09,0.0
1927,1.1149224876660924e-09,6.689535148041159e-09
1928,0.0,1.1426041224282812e-09
1929,0.0,5.570202965543558e-09
1930,2.100720708497761e-09,3.1510811737689437e-09
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,0.0,1.0959536611565568e-09
1933,0.0,1.1470662197865522e-09
1934,0.0,2.3963160344919743e-09
1935,1.196828414151696e-09,7.180970484910176e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,0.0,5.0364472592434595e-09
1938,0.0,6.482607339819424e-09
1939,3.058810094103137e-09,4.588215141154706e-09
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,0.0,1.7419411690866582e-08
1944,0.0,0.0
1945,0.0,1.089252066321933e-08
1946,0.0,6.960552134671616e-09
1947,2.3841741914054637e-09,7.152522574216391e-09
1948,1.0871887834440486e-09,7.610321262063735e-09
1949,0.0,1.9634016634739737e-09
1950,0.0,2.1270722960764488e-09
1951,1.0661401761424827e-09,8.529121409139861e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,0.0,2.1547654771580937e-09
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,0.0,5.631364707880948e-09
1956,0.0,7.849027205963921e-09
1957,0.0,4.417518795207798e-09
1958,0.0,0.0
1959,7.750747821333448e-10,3.8753737996444215e-09
1960,6.920833350854139e-10,6.920833350854139e-10
1961,6.948159270159238e-10,4.16889545107324e-09
1962,2.5367825617905737e-09,6.341956293454132e-09
1963,6.466053248388448e-10,9.052474325699222e-09
1964,4.258777774879263e-09,7.909158661334459e-09
1965,1.0944086747954884e-09,3.2832261354087677e-09
1966,5.539074754423723e-10,6.092982118843793e-09
1967,2.9582012395223956e-09,2.9582012395223956e-09
1968,8.982831700699023e-10,1.122853987567396e-08
1969,1.8167031212712459e-09,5.450109252791435e-09
1970,1.8394900047624674e-09,9.197449912790034e-09
1971,3.5968783507200897e-09,4.1107179882260425e-09
1972,5.130146862875051e-10,5.130146862875051e-10
1973,3.3079223804577396e-09,6.064523994098181e-09
1974,2.812785782069227e-09,1.6876715580593782e-09
1975,1.1422960355389478e-09,9.138368284311582e-09
1976,1.7140580066410394e-09,3.9994687561772935e-09
1977,2.3507127355770763e-09,5.289103821581875e-09
1978,4.752473081737207e-09,4.158414057542359e-09
1979,3.5111840102075575e-09,5.851973128301324e-09
1980,1.7055452605774235e-09,5.116635559687666e-09
1981,2.5302198114474095e-09,2.5302198114474095e-09
1982,2.483000915987077e-09,2.483000915987077e-09
1983,1.2630632095778083e-09,8.209910973278056e-09
1984,1.739702604197646e-09,4.059305780401701e-09
1985,1.2031116103372597e-09,8.421781494405423e-09
1986,2.3977941854269602e-09,1.1389522214244607e-08
1987,1.2221633705067347e-09,4.277571630240118e-09
1988,4.797243047249822e-09,1.0194141530917022e-08
1989,2.1952488715726304e-09,1.2622680678475717e-08
1990,3.2691906959314565e-09,4.90378582185258e-09
1991,6.4476117778156095e-09,1.2895223555631219e-08
1992,1.65298330578878e-09,1.1019888113139586e-08
1993,2.2156829704300662e-09,7.200969598386564e-09
1994,4.2199412852994556e-09,1.002236071911966e-08
1995,2.1689803286761844e-09,4.880205572987961e-09
1996,5.871901187504136e-09,3.2028553142993132e-09
1997,2.876936688878118e-09,5.753873377756236e-09
1998,2.3840645013706308e-09,1.9072516899143466e-09
1999,5.0272213059088244e-09,5.484241505371301e-09
2000,2.2090156370779823e-09,1.0161472552283612e-08
2001,2.190605918883648e-09,5.695575122643959e-09
2002,3.066854992184176e-09,5.6955880012310445e-09
2003,5.416999737661854e-09,5.8336921959778465e-09
2004,3.0833537945085254e-09,6.607186797680242e-09
2005,1.3511248786457486e-09,8.557123898356167e-09
2006,2.0589450144825605e-09,7.412201963319376e-09
2007,2.3966877371606188e-09,3.1955835755326234e-09
2008,3.405951742863067e-09,5.960415716543821e-09
2009,1.430457752249481e-09,1.192048149079028e-08
2010,6.140930874920514e-09,1.0392344762522043e-08
2011,3.82397197240536e-10,1.3383901986685487e-08
2012,3.744677901096338e-09,1.327658516458996e-08
2013,2.7891249310130206e-09,1.338780020176955e-08
2014,4.7639794331644225e-09,1.4291938299493268e-08
2015,3.546520632724537e-09,1.7510945582444037e-08
2016,4.556948152156792e-09,1.1806638333666797e-08
2017,2.264050280587071e-09,1.2578056818313144e-08
2018,4.64663996169179e-09,1.652138692520566e-08
2019,4.846876677788714e-09,1.2754938438774843e-08
