year,put_VERB avoir_VERB,put_VERB savoir_VERB
1800,3.804439074883703e-07,1.0690159513160324e-07
1801,4.071822274909209e-07,4.286128785224719e-08
1802,4.5875722776145267e-07,5.370816325012129e-08
1803,3.939685200293752e-07,3.1205427575287104e-08
1804,4.671798308208963e-07,7.415552971679062e-08
1805,2.6154475563089363e-07,5.685755510853596e-08
1806,4.120786911698815e-07,2.305335300434308e-08
1807,4.6690064436916145e-07,3.9857372513552036e-08
1808,4.4188442416270846e-07,2.2660739062985158e-08
1809,3.637039185377944e-07,1.1295152546608733e-07
1810,3.6271964631851006e-07,4.680253340438867e-08
1811,4.938941060572688e-07,7.270522672797597e-08
1812,3.1473058470510296e-07,4.800974906515876e-08
1813,3.8822511783109803e-07,6.614205716459765e-08
1814,5.789885904050607e-07,3.1466772298927026e-08
1815,6.149669502519828e-07,4.315557688983063e-08
1816,5.376841158977186e-07,6.489290882427667e-08
1817,5.386781936067564e-07,9.341240314597599e-08
1818,5.20955438787496e-07,9.179306914575136e-08
1819,6.065715183467546e-07,7.03871378959775e-08
1820,4.248200298206939e-07,1.0205173595068118e-07
1821,5.433680030364485e-07,8.776724769177235e-08
1822,5.012807946513931e-07,1.3434325296657335e-07
1823,6.720227361256548e-07,1.1365089847004128e-07
1824,1.07537607618724e-06,2.450543661325355e-07
1825,8.030564231376047e-07,1.5321471380502771e-07
1826,8.209041197915212e-07,6.694067877788257e-08
1827,5.097152211419598e-07,7.742509211539073e-08
1828,5.136488425705465e-07,9.539193257523948e-08
1829,6.387016355802189e-07,7.372931065674493e-08
1830,6.157733309919422e-07,1.1897992635567789e-07
1831,3.32092696453401e-07,6.860130952190957e-08
1832,4.88431908252096e-07,5.953186388296672e-08
1833,3.394003158518899e-07,1.1236119945579048e-07
1834,5.10598852088151e-07,9.987947890977011e-08
1835,5.415171244749217e-07,1.868082790679182e-07
1836,7.977530458447291e-07,7.661655132551459e-08
1837,5.990743829897838e-07,1.0993467469688767e-07
1838,6.400532015504723e-07,9.72072911054056e-08
1839,4.963947617397935e-07,5.5232654005976656e-08
1840,5.974767987027008e-07,9.427139247009109e-08
1841,4.6356359462151886e-07,8.475124246842825e-08
1842,4.4006219468428753e-07,1.348361280406607e-07
1843,4.4951593736186624e-07,9.332919148619112e-08
1844,5.181202027415566e-07,8.946354768113451e-08
1845,4.229812873290939e-07,7.031087534414837e-08
1846,4.7070190589693084e-07,4.9177810268474786e-08
1847,3.6943580994375225e-07,6.25613978399997e-08
1848,4.3041936237386835e-07,3.378993085334514e-08
1849,4.147810273025243e-07,7.122502410084053e-08
1850,4.1141316842185915e-07,5.363306954109248e-08
1851,5.101505848870147e-07,6.965393595237401e-08
1852,3.8607535657320113e-07,5.7943854159248076e-08
1853,4.4311732949608995e-07,8.659301187208257e-08
1854,4.463075811145245e-07,6.910233452117609e-08
1855,3.9695891018709517e-07,1.0666943239812099e-07
1856,5.265201252768748e-07,7.455152228885709e-08
1857,5.149992148290039e-07,1.1129840515877731e-07
1858,4.5315439933801827e-07,8.025628517316363e-08
1859,3.79366923652924e-07,5.754155907311542e-08
1860,3.455773764926562e-07,9.474770479300787e-08
1861,3.871806200095307e-07,7.922819378336499e-08
1862,3.808662540905061e-07,8.087195624284504e-08
1863,4.3153522710781544e-07,8.041339327746755e-08
1864,3.370693661963742e-07,6.616724590458034e-08
1865,4.5562254058495455e-07,6.165966226490127e-08
1866,4.194158407244686e-07,6.909170480184912e-08
1867,4.682963208324509e-07,9.026229008668452e-08
1868,3.3195954074471956e-07,8.348386870693503e-08
1869,3.5454348790153745e-07,6.983432143670143e-08
1870,4.466824066184927e-07,5.2179842668920173e-08
1871,3.781139241709752e-07,5.629224020253787e-08
1872,4.0880013330024667e-07,4.233137573805834e-08
1873,3.220470432552247e-07,8.021245889722195e-08
1874,4.6960428790043807e-07,8.902167536462002e-08
1875,4.239651616444462e-07,6.751402281679475e-08
1876,4.183842179372732e-07,3.869449471949338e-08
1877,3.8284011338873825e-07,5.3807898581226254e-08
1878,4.1126193650598e-07,5.5559617351264023e-08
1879,3.9832801235206716e-07,3.5434087664043545e-08
1880,4.0817502622303437e-07,4.428314070992201e-08
1881,4.7134150804595265e-07,6.275256936305595e-08
1882,4.998194071959006e-07,3.1945848633085916e-08
1883,3.728409865288995e-07,5.624211496524367e-08
1884,3.776170558467129e-07,5.215340692643622e-08
1885,4.312130386097124e-07,4.640857653726016e-08
1886,3.9430665310646873e-07,6.453463896605172e-08
1887,3.3428094070586667e-07,5.810742820244741e-08
1888,3.7916876749477524e-07,5.0090857683926515e-08
1889,3.665105055006279e-07,4.2602930960811136e-08
1890,2.9625826414303447e-07,5.1124214195397144e-08
1891,3.658802256722993e-07,4.6531805963923034e-08
1892,3.6608111031455337e-07,7.14610379759506e-08
1893,3.2885944278859824e-07,4.92673315477532e-08
1894,3.711606666456646e-07,4.0329851458409394e-08
1895,3.159772745675582e-07,5.11582243234443e-08
1896,3.9804945117793977e-07,3.3613066108273415e-08
1897,3.123118403891567e-07,5.302309347143819e-08
1898,3.06116987758287e-07,4.7530182456512193e-08
1899,3.7366430660767946e-07,5.5828543565894506e-08
1900,3.41052185603985e-07,6.644548022904928e-08
1901,3.727688806520746e-07,4.079779358789892e-08
1902,3.0345555046551453e-07,3.4863013809172116e-08
1903,3.531744141582749e-07,6.480264147512571e-08
1904,3.455884041159152e-07,6.503296390292235e-08
1905,3.6331744013295975e-07,4.8511136441220515e-08
1906,3.307710585431778e-07,6.687439935149087e-08
1907,3.5845619095198344e-07,5.554270998686661e-08
1908,3.894731435138965e-07,5.009616899087632e-08
1909,3.8286844983304036e-07,4.7858556229130045e-08
1910,3.714184799719078e-07,6.252655992966538e-08
1911,3.2720299714128487e-07,5.054355511902031e-08
1912,3.2975637509480293e-07,5.053138707467042e-08
1913,3.6696690131066134e-07,4.18936174639839e-08
1914,4.0850136429071426e-07,3.0135346662518714e-08
1915,2.9687521418964025e-07,3.652036184575991e-08
1916,3.439075726419105e-07,1.9777431248257926e-08
1917,2.774505389879778e-07,4.386569685266295e-08
1918,3.4344265031904797e-07,3.675640414257941e-08
1919,3.4069037724293594e-07,6.353415216153735e-08
1920,3.354498687713203e-07,3.407504323149624e-08
1921,3.2032721719588153e-07,3.862101038976107e-08
1922,3.246291555569769e-07,6.418803621954794e-08
1923,3.0998569400253473e-07,7.112685551646791e-08
1924,3.416280378587544e-07,5.0277336072213075e-08
1925,3.101486072409898e-07,5.609070896639423e-08
1926,3.2546725492466066e-07,4.904300965336006e-08
1927,3.723841075498058e-07,6.243566019747959e-08
1928,3.747741459392273e-07,2.9707706517001498e-08
1929,3.1527349619864253e-07,4.567566591617833e-08
1930,4.1489232671665377e-07,4.20144132817768e-08
1931,3.22771597893734e-07,3.763767608688795e-08
1932,3.013872458268452e-07,3.3974561830518724e-08
1933,3.3838452395684726e-07,2.867665571670841e-08
1934,3.079265979977208e-07,2.7557634396657704e-08
1935,3.051912358387199e-07,4.0692164304800826e-08
1936,2.9463055284395523e-07,4.00115567344983e-08
1937,2.9463217288139276e-07,2.895957251780601e-08
1938,2.489321104803821e-07,4.926781471681352e-08
1939,2.905869678215822e-07,3.058810094103137e-08
1940,2.6625721716300177e-07,2.7893612752905028e-08
1941,3.217137702904438e-07,1.4757512545315876e-08
1942,3.6410540360520827e-07,3.3376331032286544e-08
1943,2.8742027780026547e-07,5.516146828199453e-08
1944,3.3095818707806757e-07,5.462416652335378e-08
1945,3.572746720692521e-07,4.574858536443571e-08
1946,2.9234320209070574e-07,4.1763314584386535e-08
1947,3.4093690715053526e-07,5.006765846360395e-08
1948,2.8593063916559913e-07,2.391815279167986e-08
1949,2.483702985500713e-07,4.0249734212238764e-08
1950,2.9779010901620495e-07,3.509669355139522e-08
1951,2.8465942136790545e-07,4.477788806411809e-08
1952,2.456939398598479e-07,4.428817490520487e-08
1953,2.661135454218311e-07,2.693456835345387e-08
1954,2.1988206810874544e-07,1.9545073115523337e-08
1955,2.5904276412802574e-07,2.815682265122632e-08
1956,2.1192373367284745e-07,4.186147961604547e-08
1957,2.4296352307828784e-07,2.9155623693100097e-08
1958,2.3658616044031078e-07,2.8952852559882558e-08
1959,2.487990116151195e-07,3.1778064624177205e-08
1960,2.7060457341576694e-07,2.7683332959327345e-08
1961,2.570818935510033e-07,3.752005994783758e-08
1962,2.5050727003872453e-07,3.0441391629665304e-08
1963,2.644615904046077e-07,1.681173777967615e-08
1964,2.4457551717205206e-07,2.5552667537454e-08
1965,2.8345183977762645e-07,3.173785145804686e-08
1966,2.420575526684843e-07,3.5450078428311826e-08
1967,2.3567004348024057e-07,2.415864486238206e-08
1968,2.861031873635511e-07,2.8745061442236874e-08
1969,2.2527119369897264e-07,2.5888018839737015e-08
1970,2.441923072638019e-07,2.575285940054073e-08
1971,2.63599787331259e-07,2.8261185391897925e-08
1972,2.5137720172097033e-07,2.1033601527165047e-08
1973,2.3486248323933978e-07,2.205281468548037e-08
1974,2.2952332301429124e-07,2.0814615808717463e-08
1975,2.3816872385395982e-07,1.9990180177842376e-08
1976,2.4853841296135215e-07,1.8854638739185248e-08
1977,1.9452147625997895e-07,1.645498848290572e-08
1978,2.1861376353626838e-07,2.613860239364385e-08
1979,2.1886380352498236e-07,2.2237498953359136e-08
1980,1.671434262107141e-07,1.9329512213062117e-08
1981,2.2265933807830152e-07,1.4548763971333756e-08
1982,2.1477957545812387e-07,2.7933760193832313e-08
1983,1.9703786335867335e-07,2.7787390166622572e-08
1984,1.7744966385180305e-07,1.9136727757995686e-08
1985,1.8527919110056246e-07,1.3835783185811579e-08
1986,1.9302243003949116e-07,2.937297871596911e-08
1987,1.717139497259268e-07,1.588812459374367e-08
1988,2.044824896074715e-07,1.4991384134077634e-08
1989,1.7726634382597695e-07,1.3171493229435782e-08
1990,1.8416440639157372e-07,9.80757164370516e-09
1991,1.9342834889357619e-07,1.582595565707834e-08
1992,1.74114234141598e-07,1.7631821336294706e-08
1993,1.8168600490753306e-07,2.4926434250005514e-08
1994,1.6457771323530324e-07,1.2659823411809157e-08
1995,1.7189168488584983e-07,2.060531301140145e-08
1996,1.553384834096505e-07,1.8149513891785318e-08
1997,1.9227526593112998e-07,1.8220598363427598e-08
1998,1.4828881944595196e-07,1.382757464085671e-08
1999,1.7412466490895895e-07,1.9194844824710344e-08
2000,1.497712673881324e-07,9.719669513685858e-09
2001,1.515899299420198e-07,2.6725391677473453e-08
2002,1.4939965353732987e-07,1.3143664823189738e-08
2003,1.4625899780185136e-07,1.12506919336397e-08
2004,1.3963187939225463e-07,2.334539317416784e-08
2005,1.5087560711890546e-07,1.261049931144953e-08
2006,1.4906761691690917e-07,1.317724773741702e-08
2007,1.374100975226611e-07,1.2382886716011399e-08
2008,1.2218852418754977e-07,1.8732734474724566e-08
2009,1.2492664325236547e-07,2.0026408975581944e-08
2010,1.1148151202178269e-07,1.8895171649546683e-08
2011,9.330491934633756e-08,2.0267052036615496e-08
2012,9.804247724787274e-08,3.199997422598244e-08
2013,1.1379630393548723e-07,4.267361219945087e-08
2014,1.396712150381063e-07,5.348649523284621e-08
2015,1.347677880403353e-07,5.5192728609654296e-08
2016,1.572147141359892e-07,5.5304777646369985e-08
2017,8.955576191738146e-08,2.8174847344075715e-08
2018,1.0919604420678297e-07,3.7947561537521324e-08
2019,1.252534929108151e-07,5.484623599727456e-08
