year,perdant_VERB en_ADP,perdant_VERB sans_ADP
1850,5.702756666892128e-08,4.752297222410107e-09
1851,3.934157732921051e-08,8.384270167027807e-09
1852,5.859491025717034e-08,1.1718981340891332e-08
1853,2.8068079416243563e-08,6.569124799682413e-09
1854,3.4810952342922974e-08,1.2989160858012383e-08
1855,3.92713346286655e-08,6.8990182455763716e-09
1856,6.62680221807932e-08,7.248064815001953e-09
1857,4.4421732070532016e-08,1.1715621417440758e-08
1858,4.306435008594178e-08,1.4191660235862713e-08
1859,5.244938683368616e-08,4.073738679721828e-09
1860,6.728460277827253e-08,5.950338888283113e-09
1861,3.3954938694069625e-08,1.5091083938045813e-08
1862,5.511943257374696e-08,5.873382225018986e-09
1863,5.793760138317339e-08,2.4973104473247076e-08
1864,4.698833389049639e-08,3.3563094525845827e-09
1865,5.836486982602196e-08,1.2237795665726026e-08
1866,5.5954547661940524e-08,1.751620715140234e-08
1867,6.308654754150211e-08,4.85281148598915e-09
1868,8.64477989193091e-08,1.4819622196071691e-09
1869,5.274200631788517e-08,1.3185501579471293e-08
1870,5.504686839685746e-08,9.17447806614291e-09
1871,7.222400455475508e-08,1.0621176826930423e-08
1872,6.349706183073067e-08,9.071008832961525e-09
1873,3.7711828326791874e-08,7.183205141814142e-09
1874,6.273339286932966e-08,7.169530746864439e-09
1875,5.9503880489586436e-08,8.010138330405425e-09
1876,6.952916664637598e-08,4.232210137899983e-09
1877,5.75187900642149e-08,6.184816214727107e-09
1878,5.7975250322694905e-08,1.268208649207736e-08
1879,5.315112849846315e-08,7.331190321480108e-09
1880,4.5566708850586224e-08,1.6686399817444908e-08
1881,5.9266312746331096e-08,2.091752326904839e-09
1882,3.660461800336634e-08,9.317538740560849e-09
1883,6.508919325742824e-08,7.58320695126713e-09
1884,4.951272813968899e-08,5.281357573494461e-09
1885,7.412480768076435e-08,1.2891271383708158e-09
1886,4.840097744818195e-08,1.0325542088018835e-08
1887,8.55289101764356e-08,2.415702127223085e-08
1888,6.721051448721482e-08,8.876860135842435e-09
1889,4.322944491264025e-08,1.566284169030041e-08
1890,6.554386544621593e-08,1.0487018364813139e-08
1891,6.437961985739094e-08,8.286486163910922e-09
1892,8.086380631766588e-08,7.522214851007902e-09
1893,6.466337509891673e-08,6.15841644346915e-09
1894,6.175508815431385e-08,3.150769645188234e-09
1895,6.500103921780465e-08,4.213030146971164e-09
1896,6.073939573525422e-08,9.435246361988447e-09
1897,5.535378022614168e-08,8.157399200570126e-09
1898,5.545187964361986e-08,4.52668391659472e-09
1899,7.185852091140532e-08,8.291367592505594e-09
1900,6.177353384373419e-08,6.22926377147337e-09
1901,4.806315345717849e-08,1.620734302321125e-08
1902,5.450415230257022e-08,4.910283846193408e-10
1903,5.184211460118604e-08,4.860198465905796e-09
1904,5.0521478556220245e-08,6.987012746151322e-09
1905,5.573619593635115e-08,9.805441791854719e-09
1906,6.790323681116206e-08,3.0865106026567446e-09
1907,5.142843306771283e-08,2.5714217422034835e-09
1908,4.7640472899956876e-08,1.4243028090277221e-08
1909,5.5009834909469646e-08,1.265226234892225e-08
1910,6.35953933958433e-08,2.67207544979442e-09
1911,5.1075592866212105e-08,6.384448969498635e-09
1912,4.3759139867205477e-08,1.0418842677495377e-08
1913,5.1439002002329204e-08,1.2196876397752021e-08
1914,5.2904276071075174e-08,2.0090231700464756e-09
1915,3.062998032987707e-08,2.3561523843085297e-09
1916,4.724608815287468e-08,8.789969641043172e-09
1917,4.1672411299487067e-08,9.869782324756216e-09
1918,5.398596769623509e-08,5.743188147278033e-09
1919,5.156394977667844e-08,1.012863304339362e-08
1920,6.96645301445642e-08,2.2716695191604686e-09
1921,6.66401760440749e-08,4.543648568500203e-09
1922,4.426761179843197e-08,5.902348387820666e-09
1923,7.431163684401554e-08,7.431163684401554e-09
1924,5.672314884463958e-08,9.02413699321869e-09
1925,7.368779364469447e-08,0.0
1926,6.35329868714507e-08,6.687683296036084e-09
1927,3.34476758512281e-08,3.3447675740205796e-09
1928,6.170062105681495e-08,1.3711249025050165e-08
1929,4.233354289340241e-08,5.570202965543558e-09
1930,5.671945813023882e-08,6.30216201447098e-09
1931,5.5886248517822423e-08,9.124285327288817e-09
1932,4.603005265835236e-08,1.0959536611565568e-09
1933,4.01473165823063e-08,4.588264879146209e-09
1934,4.4331848414458364e-08,7.188948103475923e-09
1935,5.0266791618014395e-08,3.590485242455088e-09
1936,3.394919900756577e-08,7.274828739411987e-09
1937,3.399602022113868e-08,1.3850229851897211e-08
1938,4.537824938033452e-08,7.779128785578848e-09
1939,5.047036655270176e-08,3.058810094103137e-09
1940,5.832300686847702e-08,2.5357829169792012e-09
1941,5.017554371988808e-08,0.0
1942,7.282108072104165e-08,2.730790527039062e-08
1943,2.9032351633873077e-08,1.1612940831184915e-08
1944,6.7476911169706e-08,0.0
1945,4.357008265287732e-08,2.178504043826024e-09
1946,7.378184907480545e-08,5.568441707737293e-09
1947,6.556478870933802e-08,9.536696765621855e-09
1948,6.088257165082211e-08,1.195907639583993e-08
1949,4.613994031288371e-08,2.945102384188658e-09
1950,4.46685171073824e-08,0.0
1951,4.584402901741669e-08,1.1727542048589612e-08
1952,5.166953798152463e-08,4.2179215675730575e-09
1953,4.3095308654983455e-08,0.0
1954,5.76579628486229e-08,0.0
1955,3.941955162289901e-08,3.754243138587299e-09
1956,3.750090726839517e-08,1.744228317335228e-09
1957,4.152467597551279e-08,4.417518795207798e-09
1958,3.8052320405768114e-08,4.1361216673863055e-09
1959,3.720359131875739e-08,1.5501495642666896e-09
1960,5.7442917977823527e-08,3.460416619915918e-09
1961,4.655266605535502e-08,4.16889545107324e-09
1962,5.390662849436012e-08,4.4393695941558065e-09
1963,5.496145127903418e-08,1.2285501505004959e-08
1964,5.840609762497451e-08,7.909158605823308e-09
1965,5.581484163741379e-08,1.2038495533772675e-08
1966,4.8743857616884156e-08,7.200797291773142e-09
1967,4.38799866442352e-08,3.451234853457663e-09
1968,4.8956432907587555e-08,9.88111459321317e-09
1969,3.6334062758491825e-08,9.537691469940768e-09
1970,5.1965593439451396e-08,4.1388523719376735e-09
1971,4.5217899091731795e-08,3.083038491169532e-09
1972,3.745007148836521e-08,7.69522046084603e-09
1973,3.5284502652999095e-08,7.1671650836435674e-09
1974,3.206575899250552e-08,3.937900228123681e-09
1975,3.084199162728396e-08,1.7134440533084216e-09
1976,4.57082158789035e-08,3.4281161798155324e-09
1977,3.526069181081226e-08,4.113747231748732e-09
1978,4.871284886576177e-08,5.346532105932056e-09
1979,5.091216837005419e-08,5.851973239323627e-09
1980,5.287189996927566e-08,3.97960553399912e-09
1981,3.732074183027123e-08,1.897664858585557e-09
1982,5.338451902758834e-08,4.345251713999687e-09
1983,5.62063142695024e-08,6.315316269933646e-09
1984,4.465236536077555e-08,4.639206629963866e-09
1985,5.353846688205266e-08,5.414002357539971e-09
1986,4.435919281897682e-08,6.593933898901838e-09
1987,6.110816963555976e-08,8.555143260480236e-09
1988,3.837794415595397e-08,4.797243047249822e-09
1989,5.543003467334273e-08,3.841685636274406e-09
1990,5.884542908507484e-08,2.724325431913144e-09
1991,3.985796181993351e-08,2.344586080837985e-09
1992,5.1793476840700237e-08,8.815910668147353e-09
1993,5.1514628396365225e-08,6.093128224193833e-09
1994,4.589186253234345e-08,6.329911705904578e-09
1995,5.151328430486046e-08,8.133676399069145e-09
1996,5.551615989141112e-08,1.0142375606037035e-08
1997,5.0346392610478574e-08,1.917957792585412e-09
1998,4.86349165385036e-08,3.3376904573501065e-09
1999,4.6616050797254616e-08,5.027221139375371e-09
2000,6.141063790821022e-08,5.3016377954406835e-09
2001,4.950769350031692e-08,3.943090742808408e-09
2002,4.950780352341866e-08,6.133709984368352e-09
2003,5.250322931971141e-08,1.12506919336397e-08
2004,5.77027659542928e-08,6.166707589017051e-09
2005,4.638862194372706e-08,5.404499514582994e-09
2006,6.012119113663061e-08,4.941467679486777e-09
2007,6.031663701833168e-08,3.1955835755326234e-09
2008,5.194076568848516e-08,2.554463751636149e-09
2009,5.9602405455549956e-08,7.629107789952627e-09
2010,5.904741162687799e-08,4.723793189942427e-09
2011,4.7417253012937977e-08,3.823971805871906e-09
2012,5.9233995819418794e-08,5.787229417908435e-09
2013,7.056486284184871e-08,5.8571623662295735e-09
2014,6.041592126582174e-08,4.980523993225461e-09
2015,6.649725858842714e-08,9.531274436369586e-09
2016,7.083982866973315e-08,7.663958356829426e-09
2017,5.811062264715616e-08,7.2952728302766445e-09
2018,6.840886768166854e-08,5.421080029321956e-09
2019,5.688702708894766e-08,6.887667047816848e-09
