year,ont_VERB ôté_VERB,ont_VERB oté_VERB,ont_VERB sauté_VERB
1838,2.0072674544735492e-07,2.5248647617104325e-09,1.3255539776935166e-08
1839,1.8038005578091543e-07,2.09744255297295e-09,1.3283802502428443e-08
1840,1.3949617994057917e-07,5.095750932326837e-09,4.0129037870428874e-08
1841,1.4895672961756645e-07,1.926164561183441e-09,4.3017674755674307e-08
1842,1.207487656529338e-07,3.3541325272778977e-09,5.500777433553594e-08
1843,1.329054981624722e-07,1.7720733769266417e-09,3.36693943836508e-08
1844,1.4983771734478069e-07,1.6465684371524958e-09,2.4698525891153622e-08
1845,1.5010813569915626e-07,3.348136878855712e-09,3.459741293454499e-08
1846,2.0724934302052134e-07,4.6836012845830055e-09,2.6930706553685013e-08
1847,1.4399907399820222e-07,3.235934187273415e-09,7.011190916728083e-08
1848,1.432049430150073e-07,8.045221711050488e-10,4.98803736093123e-08
1849,1.6842624006585538e-07,8.379414939696517e-10,2.1786478399121734e-08
1850,1.3442212321024272e-07,2.7155984128057753e-09,4.0055077477063605e-08
1851,9.996630012665264e-08,1.9348316282474798e-09,3.1602251482354404e-08
1852,1.8359737907758245e-07,1.9531636308300904e-09,4.6224872818356744e-08
1853,1.0570319375347026e-07,3.5831591027601917e-09,3.1651239851271384e-08
1854,1.7145693220754765e-07,2.597832227113628e-09,5.6632742939655145e-08
1855,1.1834470114990836e-07,2.1227748447927297e-09,5.943769565419643e-08
1856,1.5945742859457823e-07,3.106313539724681e-09,4.555926480520611e-08
1857,1.1227471219399376e-07,2.928905395993553e-09,2.0990489346672803e-08
1858,1.5806573117060907e-07,7.3405139189297586e-09,5.4809170535463636e-08
1859,1.6855094031598128e-07,5.092173349652285e-09,6.670747154657874e-08
1860,1.1397187904549355e-07,2.288591982591015e-09,7.415037828195636e-08
1861,1.3864932668639085e-07,5.659156698811785e-09,6.979626476777412e-08
1862,1.4773814882573788e-07,3.6143890658202338e-09,5.737842556641226e-08
1863,1.3735207460285892e-07,3.496234690647526e-09,5.4940830551686304e-08
1864,1.4048552543499682e-07,3.3563096746291876e-09,5.9454627887589595e-08
1865,1.2379000224882475e-07,1.882737743486018e-09,5.7894187222018445e-08
1866,1.0315099530089356e-07,2.432806400776144e-09,6.568577504140194e-08
1867,9.462982575314527e-08,6.308654931785895e-09,7.085104414272791e-08
1868,1.1164115676365327e-07,4.93987406535723e-09,4.100095551962113e-08
1869,1.2062292853443068e-07,9.767038289254515e-10,5.3718711257033647e-08
1870,1.1697459711967895e-07,2.2936195165357276e-09,7.282241654138488e-08
1871,1.0196330180178848e-07,1.0621177271019633e-09,1.0514965254060371e-07
1872,1.1550417866601492e-07,1.8142017887967654e-09,8.345327984216055e-08
1873,9.757187058312411e-08,1.7958013409646867e-09,4.309923085088485e-08
1874,6.930546447847519e-08,4.779687312606029e-09,3.0470506118263074e-08
1875,1.0527610072585958e-07,5.721527140956084e-10,4.176714796244596e-08
1876,1.0640985692589311e-07,4.836811839936672e-09,5.139112602137175e-08
1877,9.462768701951063e-08,3.092407996341251e-09,5.44263798474276e-08
1878,7.850815109122777e-08,1.2078177347163432e-09,4.891661831152305e-08
1879,9.408361023588441e-08,4.276527798552365e-09,3.9710613464194466e-08
1880,1.0910338943403985e-07,3.8507077526617195e-09,4.685027832351807e-08
1881,8.018383823582553e-08,1.1156011725521608e-08,5.2293806618308736e-08
1882,7.91990828474809e-08,5.989846840748214e-09,4.19289278852375e-08
1883,8.215140923084618e-08,1.2638677882037541e-09,4.2339571848515334e-08
1884,8.846274113238906e-08,2.6406787867472303e-09,4.951272813968899e-08
1885,5.9299846810745294e-08,4.511944928786704e-09,4.060750313783501e-08
1886,5.6145136539953455e-08,1.936039106809062e-09,4.711028722681476e-08
1887,6.333056745688737e-08,6.528924512139156e-09,4.504957828999068e-08
1888,7.22830080235326e-08,4.438430289965822e-09,6.213802095089704e-08
1889,9.460356409363158e-08,2.506054641582267e-09,6.641045047217631e-08
1890,4.915789730830511e-08,6.554386478008212e-10,5.177965434199905e-08
1891,7.967774706685304e-08,1.2748440081367107e-09,5.16311828846483e-08
1892,7.083419006903569e-08,1.2537024751679837e-09,5.140180192597654e-08
1893,3.94138659487453e-08,1.847525021858587e-09,5.788911394688512e-08
1894,4.7261544011689693e-08,3.150769645188234e-09,3.7179081147087345e-08
1895,6.19917273070314e-08,2.4074457982692365e-09,8.426060560395854e-08
1896,5.012474701970859e-08,1.7691086373616827e-09,3.656158042986135e-08
1897,6.5259193604561e-08,5.826713334045053e-09,5.0692406716734695e-08
1898,4.866185321361627e-08,3.960848538042683e-09,5.941272718246182e-08
1899,6.467266899790047e-08,5.527578395003729e-09,6.743645997175918e-08
1900,5.5544269628171605e-08,3.1146317747143826e-09,6.177353384373419e-08
1901,6.25938767484513e-08,2.794369402536745e-09,6.930036278163243e-08
1902,3.0443761289689064e-08,2.946170307716045e-09,5.3031065760933416e-08
1903,6.102249017203576e-08,2.1600881083827517e-09,4.75219366080637e-08
1904,5.697102523072317e-08,2.6873125946735854e-09,5.535864033845428e-08
1905,4.7478984299687e-08,1.0321518084666081e-09,5.005936287716395e-08
1906,3.240836221607424e-08,2.572092261399206e-09,7.510509192343306e-08
1907,5.0399865614281225e-08,2.5714216866923323e-09,7.045695582519329e-08
1908,5.255186152908209e-08,9.822778146428846e-10,8.152905905944863e-08
1909,3.6306492035009796e-08,1.1001967115120692e-09,6.711199773690169e-08
1910,6.947395547740598e-08,4.809735609789811e-09,7.214603670036013e-08
1911,6.969690247160543e-08,3.7242618988742038e-09,6.331245572255284e-08
1912,4.115442919783163e-08,4.167536982180309e-09,7.918320221733666e-08
1913,6.575707089950811e-08,1.590896969716482e-09,6.522677153952827e-08
1914,4.888622839871459e-08,1.3393487430235496e-09,1.0714789766552713e-07
1915,4.123266705846618e-08,3.5342285764627945e-09,2.2383447628726572e-07
1916,5.16410700868164e-08,1.0987462051303964e-09,2.472178834977967e-07
1917,2.52227767560953e-08,0.0,2.851270437531639e-07
1918,6.776961924970237e-08,4.594550517822427e-09,1.711470076770638e-07
1919,3.867296172188617e-08,9.207848372660976e-10,1.3903850515362137e-07
1920,4.0132828615924154e-08,2.2716695191604686e-09,1.0904013691970249e-07
1921,5.14946840723951e-08,1.5145494858259667e-09,1.0601846156532702e-07
1922,4.795657915224183e-08,2.21338064543275e-09,9.296199010577766e-08
1923,5.6264525483129546e-08,3.1847844361720945e-09,8.705077192416866e-08
1924,3.867487308184536e-08,5.156649773851996e-09,8.508472149060253e-08
1925,7.478760721824074e-08,2.1996355847875293e-09,8.908524051776112e-08
1926,5.015762383209221e-08,2.229227691330493e-09,1.0142986184291658e-07
1927,6.466550672712401e-08,2.2298449753321847e-09,1.1260716803462856e-07
1928,5.5987602110008083e-08,2.2852082448565625e-09,6.627104198742018e-08
1929,5.23599084090165e-08,3.342121912552898e-09,9.023729319324048e-08
1930,3.361153133596417e-08,1.0503603542488804e-09,9.348207186121726e-08
1931,3.763767608688795e-08,2.2810713318222042e-09,8.211856794559935e-08
1932,4.4934100884574946e-08,6.575722188983946e-09,9.096415709564099e-08
1933,3.4411986149507356e-08,1.1470662197865522e-09,8.144170493551428e-08
1934,5.6313425034204556e-08,2.3963160344919743e-09,8.387105765450542e-08
1935,3.949533677882755e-08,1.196828414151696e-09,1.3165112022761605e-07
1936,4.849885826274658e-08,0.0,4.9711328387047615e-08
1937,5.791914503561202e-08,0.0,7.051026074123001e-08
1938,5.8343463393839556e-08,1.2965214457594243e-09,1.413208394751564e-07
1939,7.341144225847529e-08,3.058810094103137e-09,6.117620188206274e-08
1940,5.0715659227762444e-08,2.5357829169792012e-09,1.0396709626547818e-07
1941,5.312704587367989e-08,2.9515025978810172e-09,1.5052663115966425e-07
1942,1.8205270180260413e-08,0.0,2.306000936869168e-07
1943,4.645176332473966e-08,0.0,1.4806499848418753e-07
1944,5.462416652335378e-08,6.4263723231761105e-09,1.799384250489311e-07
1945,2.178504132643866e-08,2.178504043826024e-09,2.418139501969563e-07
1946,5.150808490839154e-08,1.3921104269343232e-09,1.9489546332351892e-07
1947,6.556479092978407e-08,0.0,1.6212383968650101e-07
1948,4.892349636520521e-08,5.435944139264848e-09,1.1198044802540608e-07
1949,4.810334175431308e-08,1.9634016634739737e-09,1.2173090624401084e-07
1950,8.189228140054183e-08,5.317680740191122e-09,1.2975141316928784e-07
1951,7.462980988748313e-08,2.1322803522849654e-09,1.3006909682644618e-07
1952,3.690681538159879e-08,5.272402070488624e-09,1.1072044259208269e-07
1953,4.3095308654983455e-08,7.54167928107563e-09,8.726799904934524e-08
1954,3.322662323057557e-08,3.9090144454689835e-09,1.348609970364123e-07
1955,3.472674947602172e-08,3.754243138587299e-09,9.854888105564896e-08
1956,4.6222051963695776e-08,2.616342476002842e-09,1.1860752380243866e-07
1957,4.1524678806581505e-08,4.417518850718949e-09,1.1132147648140744e-07
1958,5.21151335419745e-08,8.272243445794913e-10,1.1498418217570361e-07
1959,5.03798602835559e-08,2.325224457422337e-09,1.030849432481773e-07
1960,4.429333344546649e-08,3.460416619915918e-09,1.2249874714598263e-07
1961,3.265634873628187e-08,4.16889545107324e-09,1.479957916217245e-07
1962,5.834600003140622e-08,1.2683912808952869e-09,1.4269402015543164e-07
1963,4.6555584276575246e-08,1.939815863494232e-09,1.351405103378056e-07
1964,8.639234749807656e-08,3.041984220075733e-09,1.4419005367471982e-07
1965,4.4323552828018364e-08,3.2832261354087677e-09,1.5923646401461156e-07
1966,5.317511764246774e-08,3.877352328096606e-09,1.1299712809886842e-07
1967,6.113616279890266e-08,1.9721342336964653e-09,1.4741704035259318e-07
1968,5.569355820966848e-08,4.4914158503495116e-10,1.432761678188399e-07
1969,6.721801781850445e-08,2.7250546263957176e-09,1.3489020034285204e-07
1970,6.162291299460776e-08,3.219107425067591e-09,1.3060379444596038e-07
1971,6.011924824633752e-08,2.0553589941130213e-09,1.4644432155819231e-07
1972,6.412683717371692e-08,1.0260293725750103e-09,1.1594131876790925e-07
1973,6.064524171733865e-08,1.102640756478479e-09,1.4058669250971434e-07
1974,4.219178606490459e-08,1.1251143350321513e-09,1.3613883709240326e-07
1975,3.998036035568475e-08,3.4268881066168433e-09,1.4107355639225716e-07
1976,4.627956684544188e-08,2.285410749536254e-09,1.4169546602715855e-07
1977,4.995264646368014e-08,8.227494796564372e-09,1.2282474415314937e-07
1978,4.7524729041015235e-08,1.7821774056514528e-09,1.5742567427423637e-07
1979,4.506019379846293e-08,1.7555920051037788e-09,1.223062469080105e-07
1980,4.7186752283323585e-08,1.1370301367108482e-09,1.466768821956066e-07
1981,4.048351698315855e-08,3.795329828193417e-09,1.410597576523287e-07
1982,4.779776929808577e-08,0.0,1.5767055572268873e-07
1983,4.483874249672226e-08,1.8945948143667124e-09,1.4398921166502987e-07
1984,4.001315900836744e-08,5.799008495621649e-10,1.7397024976162356e-07
1985,3.789801539255677e-08,3.0077789148208467e-09,1.3956095301637106e-07
1986,4.855533219938479e-08,2.9972427317837003e-09,1.4806379056153673e-07
1987,5.988600548789691e-08,2.4443267410134695e-09,1.3260472542242496e-07
1988,5.336933028843305e-08,1.798966087207532e-09,1.8829179282420228e-07
1989,5.268597291774313e-08,2.1952488715726304e-09,1.4927692859600938e-07
1990,5.2307051134903304e-08,5.44865097484859e-10,1.776260205588187e-07
1991,4.5133283776976896e-08,2.344586080837985e-09,1.5298424216325657e-07
1992,4.848750734254281e-08,2.2039776670368383e-09,1.7135926100309007e-07
1993,6.536264862688768e-08,1.661762283333701e-09,1.800242444005562e-07
1994,4.3781891889693725e-08,0.0,1.8620491459842015e-07
1995,5.476675468685244e-08,0.0,1.6972271055237798e-07
1996,6.886138947947984e-08,1.067618438099771e-09,1.4412849225209357e-07
1997,5.4661796866639634e-08,0.0,1.7693160714316036e-07
1998,5.4833485307881347e-08,9.536258449571733e-10,1.6020914017644827e-07
1999,5.621347298756518e-08,0.0,1.5264471642240096e-07
2000,4.9923755796044134e-08,1.3254094488601709e-09,1.6081634157671942e-07
2001,5.345078335494691e-08,0.0,1.4501810596811993e-07
2002,5.739400066318012e-08,1.752488598683044e-09,1.5553335686036007e-07
2003,4.50027677345588e-08,2.9168461535000745e-09,1.495925374683793e-07
2004,5.594084839799507e-08,8.809582507929292e-10,1.4579859453078825e-07
2005,4.954124577238872e-08,1.8014998381943315e-09,1.7339435487429e-07
2006,3.9943532925690306e-08,1.6471559671771274e-09,1.4536151127231278e-07
2007,5.911829603633123e-08,1.5977917877663117e-09,1.5977917655618512e-07
2008,5.61982034241737e-08,1.2772318758180745e-09,1.6689163828687015e-07
2009,5.197329855377575e-08,0.0,1.592576239772825e-07
2010,5.999217478347418e-08,0.0,1.7289082165916625e-07
2011,5.7359578420346224e-08,3.82397197240536e-10,1.9349297986082092e-07
2012,6.60425030218903e-08,3.404252713057332e-10,2.648508541369665e-07
2013,6.582335032589981e-08,0.0,2.5604168740755995e-07
2014,7.016042502527853e-08,2.1654451842767486e-10,2.849726001841191e-07
2015,7.669351020922477e-08,2.2165753954528356e-10,2.3318372655012354e-07
2016,6.628287962939794e-08,2.0713400439298368e-10,2.1500510172245413e-07
2017,7.320429062929179e-08,0.0,2.3671903193189792e-07
2018,6.221334558631497e-08,0.0,2.5117671498264826e-07
2019,6.760117798876308e-08,7.65296326310505e-10,2.2193593451902416e-07
