year,priant_VERB en_ADP,priant_VERB sans_ADP
1840,7.197748175258312e-08,1.5287252519424754e-08
1841,9.50241214603409e-08,2.8250413564023802e-08
1842,4.22620693996123e-08,2.683306021822318e-08
1843,7.265500556741245e-08,1.7130041385371442e-08
1844,3.787107161201675e-08,3.183365504533242e-08
1845,6.752075876192976e-08,3.124927516751086e-08
1846,6.557041842825129e-08,2.0490753982471688e-08
1847,5.8786138623645456e-08,1.5101026207275936e-08
1848,6.999342616609283e-08,1.126331028444838e-08
1849,7.541473623362549e-08,1.9272654583346593e-08
1850,4.752297044774423e-08,1.2899092460827433e-08
1851,5.675506131730401e-08,3.289213879043018e-08
1852,3.7761165305738587e-08,2.3437962681782665e-08
1853,5.1358614694407834e-08,2.5082113941365947e-08
1854,7.793496675789768e-08,2.3900057044556888e-08
1855,7.164365101175463e-08,2.0166361025530932e-08
1856,5.9019956644146276e-08,2.7956822634678247e-08
1857,7.615153951867626e-08,3.0753508184488965e-08
1858,7.340513785702996e-08,3.2298262508945186e-08
1859,6.670747132453414e-08,2.2914779407301467e-08
1860,4.668727723866617e-08,1.876645328025006e-08
1861,6.413710862407385e-08,3.159695638466076e-08
1862,5.1053245186949425e-08,2.3945327554120155e-08
1863,4.295374039786637e-08,2.3474717281146695e-08
1864,7.671564639100126e-08,2.828889478223573e-08
1865,3.671338749677844e-08,1.3179164426446732e-08
1866,6.714545985886389e-08,2.8220555225999533e-08
1867,4.658699026549584e-08,1.9896527092555516e-08
1868,5.3844627534438416e-08,1.975949714960734e-08
1869,6.44624527090798e-08,3.1742874551099476e-08
1870,4.12851512976431e-08,1.204150246181257e-08
1871,5.523012092112367e-08,1.4869648179427486e-08
1872,5.503078881474721e-08,1.3304146673220885e-08
1873,4.848663709422496e-08,2.6937019725892242e-08
1874,7.289023251644267e-08,1.3741601190275787e-08
1875,2.3458261777520306e-08,1.2587359321525327e-08
1876,4.0508297605157395e-08,7.859819239897092e-09
1877,5.25709373810912e-08,8.658742500777805e-09
1878,3.079935129157718e-08,1.8117266353812056e-08
1879,4.704180311954076e-08,1.649517811230794e-08
1880,5.840239936105718e-08,1.1552123035940554e-08
1881,4.671580078330351e-08,8.367008974552448e-09
1882,5.1246464183307694e-08,1.3310770485830403e-08
1883,4.676310894069502e-08,1.9589951549825457e-08
1884,3.3668655419205606e-08,2.44262796655903e-08
1885,3.54509970268424e-08,1.8047779715146817e-08
1886,2.5168509498740832e-08,1.2906927859823725e-08
1887,3.656197794521532e-08,1.1752064321690625e-08
1888,2.8532765483646472e-08,9.510921605837552e-09
1889,4.6362010841516366e-08,2.192797809996705e-08
1890,5.046877760150892e-08,2.1629475988049762e-08
1891,3.505821177807178e-08,1.9760082015096714e-08
1892,4.0745330665004076e-08,1.7551835318485587e-08
1893,3.510297480469049e-08,1.601188270861087e-08
1894,3.0877544077156927e-08,1.3863386882917439e-08
1895,2.8287487907618925e-08,4.213029924926559e-09
1896,4.422771837653272e-08,9.435246750566506e-09
1897,3.4960280448359526e-08,4.661370955894029e-09
1898,4.470100400943977e-08,6.2241901632731356e-09
1899,5.638130140539488e-08,8.844125432005967e-09
1900,5.087232191058888e-08,1.2458527764991345e-08
1901,2.8502569193733507e-08,6.147612641171918e-09
1902,2.6515532880466708e-08,4.419255628107521e-09
1903,3.186130115295782e-08,7.560307935250421e-09
1904,2.418581246388385e-08,1.4511488011237361e-08
1905,4.18021492976095e-08,1.083759376685478e-08
1906,2.6235340733204993e-08,8.745113966313056e-09
1907,2.571421714447908e-08,7.199980778249682e-09
1908,5.009616854678711e-08,6.875944480455587e-09
1909,4.070727727123469e-08,9.901770403608623e-09
1910,2.618633831996675e-08,1.0688301688155377e-08
1911,4.9479478292369095e-08,1.0108711090417444e-08
1912,3.33402970786878e-08,1.0418842122383865e-08
1913,1.5378670781274195e-08,8.484783764473036e-09
1914,3.4823067096567684e-08,4.018046229070649e-09
1915,1.8849219074468238e-08,7.068456930880984e-09
1916,2.307367097387214e-08,9.888715624128963e-09
1917,1.7546279096336548e-08,1.3159709100207806e-08
1918,3.44591288836682e-09,1.378365155346728e-08
1919,2.6702760891339494e-08,8.287063535394878e-09
1920,2.3473917920568965e-08,9.843901249695364e-09
1921,1.4388220503924742e-08,3.786373714564917e-09
1922,2.4347186822204492e-08,4.426761179843197e-09
1923,2.0170300985000722e-08,1.5923922180860473e-08
1924,7.734974771800296e-09,7.734974771800296e-09
1925,3.409435223034052e-08,9.898360353588487e-09
1926,2.229227646921572e-08,2.452150527076924e-08
1927,1.672383753703599e-08,5.574612327308159e-09
1928,1.4853853258500749e-08,2.2852082448565625e-09
1929,2.6736975300423182e-08,8.912325100141061e-09
1930,2.10072066408884e-08,4.201441416995522e-09
1931,2.8513390759599133e-08,3.4216069977333063e-09
1932,3.3974561830518724e-08,6.575722188983946e-09
1933,2.1794258842078307e-08,6.882397318719313e-09
1934,1.0783422155213884e-08,7.188948103475923e-09
1935,3.111753787976568e-08,2.393656828303392e-09
1936,1.091224266502877e-08,1.33371855781661e-08
1937,2.644134844409507e-08,5.0364472592434595e-09
1938,6.482607339819424e-09,7.779128452511941e-09
1939,1.070583532936098e-08,3.058810094103137e-09
1940,2.7893612752905028e-08,1.5214697057785997e-08
1941,3.5418032950929046e-08,2.9515025978810172e-08
1942,2.730790660265825e-08,6.068423541449874e-09
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,1.927911696952833e-08,9.639558484764166e-09
1945,2.832055301382752e-08,2.178504043826024e-09
1946,6.960552134671616e-09,1.5313214696277555e-08
1947,1.0728783639279982e-08,1.0728783861324587e-08
1948,1.4133454406817236e-08,1.522064252412747e-08
1949,1.47255123650325e-08,9.817008539414473e-09
1950,1.2762433776458693e-08,1.0635361036293034e-08
1951,1.919052317056469e-08,1.1727542048589612e-08
1952,9.490323193972472e-09,9.490323193972472e-09
1953,1.2928592529881655e-08,7.54167928107563e-09
1954,1.2704296725729591e-08,1.172704333640695e-08
1955,2.3464019172081407e-08,1.3139850985055546e-08
1956,1.3953826982771034e-08,9.593255301254544e-09
1957,1.1485549400447326e-08,1.0602045297236629e-08
1958,1.8198935358704205e-08,4.1361216673863055e-09
1959,1.705164542897819e-08,6.975672928177801e-09
1960,2.8375417571169237e-08,1.038124963770315e-08
1961,2.779263752472616e-08,1.181187059273725e-08
1962,3.23439771077183e-08,8.244543714397423e-09
1963,1.8104949095487655e-08,1.1638895625054602e-08
1964,2.1902286151398442e-08,1.3993127490063983e-08
1965,2.3529786119524942e-08,1.0944086969999489e-08
1966,1.9386762417639147e-08,7.200797291773142e-09
1967,2.3665610304757223e-08,6.4094360374689074e-09
1968,2.8745061442236874e-08,1.212682299023271e-08
1969,2.861307499268939e-08,4.995933444718048e-09
1970,2.207388050123882e-08,1.2876429700270364e-08
1971,2.5691987537435068e-08,6.6799168418896215e-09
1972,1.9494558134436346e-08,9.234264020108185e-09
1973,2.7014698034122375e-08,4.9618833486420044e-09
1974,2.3064843424069892e-08,3.3753431161187564e-09
1975,1.1994108373158952e-08,2.8557400888473694e-09
1976,1.656922776760439e-08,9.141642776100412e-09
1977,5.876782005476144e-09,2.938390863960194e-09
1978,2.5544542703315187e-08,4.75247319275951e-09
1979,1.2289143591637242e-08,6.437170796402825e-09
1980,1.3075846183596695e-08,7.959211123509391e-09
1981,2.087431305586307e-08,7.590659323319926e-09
1982,1.6760256515979677e-08,5.586752060970923e-09
1983,2.020901079813342e-08,7.57837881337764e-09
1984,1.623722339916256e-08,3.479405208395292e-09
1985,2.6468455871508922e-08,4.210890747202711e-09
1986,1.3787316233138114e-08,4.7955883708539204e-09
1987,1.4054878871849752e-08,6.721898593298192e-09
1988,1.2592763276586538e-08,3.597932174415064e-09
1989,1.5366742545097622e-08,5.488121956886971e-09
1990,8.717841559757744e-09,5.448650919337439e-09
1991,1.1722930182145319e-08,5.861465368628416e-09
1992,8.815910279569295e-09,7.162927639914329e-09
1993,2.9357799746776436e-08,3.877445031719162e-09
1994,2.1099706870586488e-08,4.747434001473039e-09
1995,2.0605312733845693e-08,6.506940763983948e-09
1996,2.6690460952494277e-08,8.007138063703678e-09
1997,1.7741109914481967e-08,7.1923419442398995e-09
1998,1.7642078020685403e-08,6.675381136744818e-09
1999,1.5538684033922223e-08,5.484241505371301e-09
2000,1.5463109903635086e-08,6.627047355323157e-09
2001,1.7086726700199506e-08,7.448060113102173e-09
2002,2.1906107594560353e-08,4.8193434798449175e-09
2003,2.6251614215766494e-08,6.250384487760385e-09
2004,2.026204040661561e-08,9.690541175055856e-09
2005,1.6213499098860495e-08,9.00749885790475e-09
2006,2.1824816787141543e-08,1.2765458468066981e-08
2007,3.035804391204877e-08,8.787855249048349e-09
2008,3.2782287273658284e-08,7.663391698997657e-09
2009,3.480780708109421e-08,9.536384792951935e-09
2010,2.645324093109025e-08,1.7005655550406118e-08
2011,3.441574913942702e-08,1.529588788962144e-08
2012,3.0978700049644203e-08,1.4297861561374248e-08
2013,3.9605575485879285e-08,1.3945625598754674e-08
2014,3.356440170243502e-08,1.2343037925077738e-08
2015,3.723846619951843e-08,1.551602757388082e-08
2016,3.8941193380992445e-08,1.677785466114301e-08
2017,5.056378782342108e-08,1.1320250792312692e-08
2018,4.5691961991778385e-08,1.2649186864610584e-08
2019,3.724442210195633e-08,1.045904995944369e-08
