year,étudiant_VERB en_ADP,etudiant_VERB en_ADP
1904,3.654745128756076e-08,6.234565130824876e-08
1905,3.302885787093146e-08,4.644682988219628e-08
1906,2.4692084821253957e-08,4.2696731927804876e-08
1907,3.3428481316377656e-08,5.348557152728972e-08
1908,3.241516921548282e-08,3.4870862641867006e-08
1909,3.795678793494517e-08,4.5108066337729014e-08
1910,4.382203400155049e-08,5.825124183012065e-08
1911,3.298632123005518e-08,4.3095029544915064e-08
1912,3.125652625612929e-08,3.6465947317321223e-08
1913,2.9166443482608884e-08,2.916644337158658e-08
1914,5.893134513712539e-08,8.170027171461314e-08
1915,4.947920118070215e-08,5.7725735080893514e-08
1916,2.197492321442951e-08,5.933229640930904e-08
1917,3.5092558192673096e-08,5.812205050581554e-08
1918,2.6418664589300533e-08,4.82427813253139e-08
1919,2.9465114792515124e-08,6.261336898960579e-08
1920,4.694783584113793e-08,4.316171953178127e-08
1921,2.196096815509918e-08,3.862101133345064e-08
1922,3.098733003525922e-08,5.533451685746371e-08
1923,3.078624999375279e-08,4.883336179872799e-08
1924,3.2229060309418855e-08,3.093989942026809e-08
1925,4.6192347724627325e-08,2.7495444809844116e-08
1926,3.232380052509143e-08,2.89799594321849e-08
1927,3.2332753363562006e-08,4.0137209111890115e-08
1928,3.884854038460617e-08,2.0566874425753667e-08
1929,2.1166771446701205e-08,5.347394904653413e-08
1930,2.8359728787563654e-08,2.8359728787563654e-08
1931,2.5091784650044247e-08,1.2659945980431075e-07
1932,3.06867029564728e-08,3.507051715700982e-08
1933,3.9000251916831985e-08,5.161797900221643e-08
1934,2.156684431042777e-08,2.7557634396657704e-08
1935,2.752705441366743e-08,1.0891138302326908e-07
1936,2.9099314957647948e-08,2.9099314957647948e-08
1937,2.1404900962807005e-08,8.058315614789535e-08
1938,2.463390735840676e-08,4.537825049055755e-08
1939,1.8352860564618823e-08,4.435274458813865e-08
1940,2.7893612752905028e-08,5.8323005758254e-08
1941,1.1806010391524069e-08,4.427253941230447e-08
1942,3.944475324146879e-08,5.76500234217292e-08
1943,3.193558839598154e-08,3.4838823381733164e-08
1944,4.177142187700156e-08,1.2852744646352221e-08
1945,3.267756198965799e-08,5.446259976338297e-08
1946,2.9234318077442367e-08,5.707652839248567e-08
1947,3.695469885656166e-08,8.344609625510202e-08
1948,2.6092530802657166e-08,4.022598543151901e-08
1949,3.6322930441201606e-08,5.301184635708722e-08
1950,2.1270722072586068e-08,5.743095177201951e-08
1951,2.1322803078760444e-08,4.157946520422229e-08
1952,2.319856839960721e-08,3.5852332658237174e-08
1953,2.9089333608567358e-08,6.141081521082725e-08
1954,4.10446503451567e-08,8.893007685806253e-08
1955,3.848099083825218e-08,6.194501311895806e-08
1956,3.226822542501395e-08,5.2326850186190654e-08
1957,3.003912851795576e-08,5.4777234526071084e-08
1958,2.9780077070995503e-08,4.053399343950659e-08
1959,2.9452841943111707e-08,3.0227917280356564e-08
1960,2.9759583242139342e-08,7.128458429095375e-08
1961,2.709782087606527e-08,5.558527360616239e-08
1962,2.6002021868976044e-08,5.834600014242852e-08
1963,3.2330266463986845e-08,7.177318805950961e-08
1964,4.137098486012292e-08,7.969998683243773e-08
1965,3.3379464525751246e-08,1.3570667878326503e-07
1966,3.5450078428311826e-08,1.3515342478509496e-07
1967,3.303324902503846e-08,4.930335606445624e-08
1968,4.626158300879979e-08,9.701458053568146e-08
1969,3.724241537383932e-08,8.31141687140935e-08
1970,6.25426608280577e-08,6.346240435939343e-08
1971,3.853797991837382e-08,5.960540916394308e-08
1972,2.7702792948502974e-08,9.695977620793883e-08
1973,3.6387145740945925e-08,6.781240979858438e-08
1974,3.037808582462276e-08,1.1644933595178486e-07
1975,4.512069295969923e-08,6.511087402572002e-08
1976,2.7996280849151844e-08,8.798831652168104e-08
1977,3.408533544302372e-08,7.169673799101162e-08
1978,5.287126469966097e-08,8.910887128177336e-08
1979,4.271940667877061e-08,6.905328298056901e-08
1980,3.581644847372445e-08,8.982537780255484e-08
1981,2.84649726012276e-08,2.1696634455725672e-07
1982,4.779776929808577e-08,5.9592021872667544e-08
1983,4.104955309003344e-08,7.894145359621518e-08
1984,3.76935567203418e-08,6.668859503511371e-08
1985,5.113224332831123e-08,7.098358667523286e-08
1986,4.076250093021372e-08,6.533989282964114e-08
1987,4.766437200487417e-08,8.188494365901633e-08
1988,5.396898572485043e-08,7.435726678828303e-08
1989,4.280735410588932e-08,8.396827000378693e-08
1990,4.195461400513523e-08,8.881300878060827e-08
1991,5.0408601737217396e-08,6.330382074093421e-08
1992,8.430214393229107e-08,7.162927617709869e-08
1993,3.600484888011124e-08,8.031851095324782e-08
1994,5.433174266045171e-08,7.648643624014184e-08
1995,5.2055526111871586e-08,5.964695998228464e-08
1996,4.6441403611652277e-08,6.245567529816753e-08
1997,5.7059242664081467e-08,4.986690316233222e-08
1998,5.387985879679036e-08,4.9111732014495146e-08
1999,5.347135356714716e-08,1.7549572528530177e-07
2000,6.494506266108147e-08,5.831801452860219e-08
2001,6.177508282689814e-08,4.600272268673322e-08
2002,5.564151450698773e-08,6.30895898856565e-08
2003,5.583676809806093e-08,4.45860748321536e-08
2004,7.223857778626552e-08,3.920264052270639e-08
2005,6.755624326615361e-08,4.909087181204086e-08
2006,5.3120778886750486e-08,7.12394949697881e-08
2007,5.7919951501617106e-08,3.754810792844232e-08
2008,6.386159867588503e-08,6.599031654452858e-08
2009,5.14964781928029e-08,2.384096209340214e-08
2010,5.007220593711281e-08,2.45637233331486e-08
2011,4.8182048573153224e-08,2.02670511206815e-08
2012,4.255315744217114e-08,1.8042539906559796e-08
2013,4.406817666335883e-08,1.4503449996539075e-08
2014,5.067141728432034e-08,1.494157193804302e-08
2015,4.543979414961541e-08,8.644644111654998e-09
2016,4.950502585643335e-08,1.304944241553585e-08
2017,4.880286041952786e-08,1.1571812230659617e-08
2018,4.8531575203014654e-08,9.29327992338358e-09
2019,4.3876990929447857e-08,1.071414901243628e-08
