year,revenant_VERB en_ADP,revenant_VERB sans_ADP
1918,2.6418666010386005e-07,4.2499592289857446e-08
1919,2.449287643813136e-07,5.340552139410093e-08
1920,2.1202249333995837e-07,3.407504323149624e-08
1921,1.93862336850259e-07,4.619375815195781e-08
1922,2.1322233223486364e-07,5.0169961851587175e-08
1923,2.0064142347564484e-07,3.8217415010421973e-08
1924,2.2173593450247608e-07,6.059063639707318e-08
1925,2.430597376701371e-07,5.499089095195586e-08
1926,1.905989641670658e-07,7.24498989690403e-08
1927,2.7984553341298124e-07,8.473411128306907e-08
1928,2.2852083070290519e-07,5.82728083564632e-08
1929,2.3729066001010324e-07,5.23599084090165e-08
1930,2.3528071579903553e-07,5.461873708867415e-08
1931,2.2468553328991447e-07,4.676196230235519e-08
1932,2.3672599080981627e-07,5.2605776179603936e-08
1933,2.523545692412199e-07,4.817678256330282e-08
1934,2.8635977145086144e-07,4.672816444895034e-08
1935,2.0106717713019862e-07,5.984141893122796e-08
1936,1.939954277219158e-07,4.1224028191066964e-08
1937,2.216036740776417e-07,2.6441348555117372e-08
1938,2.7745559272318587e-07,4.0192164929564456e-08
1939,2.23293136869529e-07,5.047036655270176e-08
1940,1.8511214605609894e-07,6.339457314652464e-08
1941,2.951502722225996e-07,5.312704765003673e-08
1942,2.821817020048911e-07,5.158159899210091e-08
1943,3.4258174608226e-07,4.935499853253589e-08
1944,3.405977349046907e-07,6.747690939334916e-08
1945,2.0913638998365514e-07,4.574858536443571e-08
1946,2.28306110017229e-07,4.315542501132086e-08
1947,1.990785438721332e-07,5.8412267911478466e-08
1948,2.250480797272303e-07,3.587723140796584e-08
1949,2.3855330510968997e-07,4.810334219840229e-08
1950,2.329144237478431e-07,4.892266369793674e-08
1951,2.516090802373583e-07,5.224086896404856e-08
1952,2.3304016849579057e-07,3.9015775055162294e-08
1953,2.0685748935989068e-07,4.41726913935625e-08
1954,1.798146627152164e-07,5.277169434769746e-08
1955,1.914663982915954e-07,4.1296675412638706e-08
1956,2.0407470913141879e-07,4.011724974439801e-08
1957,1.7935126273016522e-07,4.417518867372294e-08
1958,1.9108882831631036e-07,3.7225095728121715e-08
1959,2.394981066800028e-07,5.037986250400195e-08
1960,1.8409416036035964e-07,5.329041696811032e-08
1961,1.9871736078869162e-07,5.558527327309548e-08
1962,1.8264835155434866e-07,4.7564672922550955e-08
1963,1.7781646910464133e-07,3.427008232748108e-08
1964,1.8373583898778634e-07,7.057402973131843e-08
1965,1.8495506282079077e-07,4.7059574459495934e-08
1966,2.0217622243023925e-07,5.0959486519452923e-08
1967,2.0115768606387974e-07,5.3247624309804564e-08
1968,2.1199483235534444e-07,5.7490122662429144e-08
1969,1.748576714533101e-07,4.950515974933012e-08
1970,1.9084708213767954e-07,4.322801672174137e-08
1971,1.7367783655686253e-07,5.395317270728839e-08
1972,1.882763971394752e-07,4.873639480873493e-08
1973,1.7807648511336538e-07,5.5683359700964274e-08
1974,1.5526577712421386e-07,4.050411583911284e-08
1975,1.5306767409128952e-07,4.22649546472087e-08
1976,1.8683232383409631e-07,4.3422802686876594e-08
1977,1.692513169615495e-07,5.4654072600968107e-08
1978,1.6217813758601096e-07,4.990096691415147e-08
1979,2.0306347181531237e-07,5.969012750739466e-08
1980,2.080765142409291e-07,6.424220178047335e-08
1981,1.7268750163168534e-07,5.8827612225975656e-08
1982,1.8994957606821572e-07,5.462601970762648e-08
1983,1.604090211770881e-07,5.241712264236753e-08
1984,1.664315405491834e-07,4.813177190143847e-08
1985,1.7565429821786438e-07,4.210890736100481e-08
1986,1.9062463252339512e-07,4.675698678235918e-08
1987,1.6865854668424163e-07,3.849814556033948e-08
1988,1.4811487680788105e-07,5.097070848725238e-08
1989,1.728758558527943e-07,4.55514148622882e-08
1990,1.8579899219162144e-07,4.90378582185258e-08
1991,1.8698074555345556e-07,4.4547134869787897e-08
1992,1.8293014214521008e-07,6.39153516779345e-08
1993,1.8334776363815308e-07,5.428423222042511e-08
1994,1.8409494195736897e-07,6.013416209427191e-08
1995,1.9737721146384501e-07,4.7717568563143686e-08
1996,1.6281180670318918e-07,6.93951978103513e-08
1997,1.9515220550658796e-07,5.274384085041106e-08
1998,1.6879176989448297e-07,5.864798779953162e-08
1999,1.6772638211648427e-07,6.169771471498109e-08
2000,1.8953354796735766e-07,6.936309615568348e-08
2001,1.844490178370961e-07,6.221320880683834e-08
2002,1.9277374718740248e-07,5.958461191113429e-08
2003,1.850113751089566e-07,6.083707315696074e-08
2004,1.8808458257524308e-07,5.065510011448282e-08
2005,1.792492305696669e-07,8.331936873773316e-08
2006,1.955997781522001e-07,6.712160782740284e-08
2007,2.1929692017863545e-07,7.54956643866933e-08
2008,2.0009967016676455e-07,7.322796102826601e-08
2009,1.9358862068941107e-07,7.343016816818704e-08
2010,1.9556502373063722e-07,6.802261776073237e-08
2011,1.7857948364508047e-07,6.806669783365749e-08
2012,1.9812750284842195e-07,7.319143113804216e-08
2013,2.0109591147843275e-07,7.642202604074555e-08
2014,2.0268566380821085e-07,9.376377685388348e-08
2015,2.0702814040873818e-07,8.400821061016472e-08
2016,2.015413880229744e-07,8.471780965635389e-08
2017,2.082926240376537e-07,7.848707339608296e-08
2018,1.9386814997801594e-07,8.157434638889072e-08
2019,1.994872391719582e-07,9.464164751893378e-08
