year,grand_ADJ an_NOUN,grand_ADJ sang_NOUN
1800,1.2576658381391326e-08,3.6157891258881136e-07
1801,2.1430642593855964e-08,3.667021246656077e-07
1802,1.7902721083373763e-08,3.312003400424146e-07
1803,5.851017670366332e-09,2.02835281015723e-07
1804,9.887403784603066e-09,3.534746895184071e-07
1805,2.842877711017877e-09,3.0703080255989335e-07
1806,8.645007376628655e-09,2.939302419235901e-07
1807,2.8469551160981155e-09,3.359407116931834e-07
1808,6.798221985349073e-09,4.03361184453388e-07
1809,6.7770915546105925e-09,3.4789070468832506e-07
1810,4.680253518074551e-09,3.650597761861718e-07
1811,2.5070767684098882e-09,3.2591998433417757e-07
1812,2.6672082320544632e-09,2.053750307595692e-07
1813,2.0130190847567064e-08,2.2718359105056152e-07
1814,6.293354282149721e-09,4.1536137018738373e-07
1815,2.697223555614414e-09,3.85702975336244e-07
1816,1.3905623319487859e-08,2.8738287483065506e-07
1817,7.784366928831332e-09,3.1293154734157724e-07
1818,1.549753059215675e-08,4.029357967283431e-07
1819,3.1053151161586356e-09,2.0184548077395448e-07
1820,5.933240565525466e-09,4.0108704979502363e-07
1821,7.88919063410276e-09,3.1852607662585797e-07
1822,4.010246357211145e-09,4.862423566009966e-07
1823,9.882686669016039e-09,5.267472147352237e-07
1824,0.0,4.058976230680855e-07
1825,7.044354433105582e-09,3.707091593696532e-07
1826,3.5231936257318353e-09,2.422195564122376e-07
1827,7.373818333711313e-09,3.806733843703114e-07
1828,7.337841112509125e-09,2.7333456387168553e-07
1829,1.714635211591542e-09,3.009184865732095e-07
1830,1.0436835840010872e-09,4.707013090410328e-07
1831,1.5591206103948707e-09,3.040285321276315e-07
1832,1.3529969367098715e-09,3.287782419647556e-07
1833,4.633451511359965e-09,3.173914251419774e-07
1834,4.667265685043276e-09,3.4071038612637494e-07
1835,3.781543966852041e-09,4.742056205486733e-07
1836,1.881810018922181e-08,3.924918132724997e-07
1837,6.957891152126194e-09,2.9223141950751597e-07
1838,5.049729523420865e-09,3.45275253721411e-07
1839,0.0,4.0200981743510056e-07
1840,1.2739377552861697e-08,3.5479166626828373e-07
1841,1.926164561183441e-09,2.6837892619369086e-07
1842,2.0124795163667386e-09,3.1126350563681626e-07
1843,1.7720733769266417e-09,2.693551550692064e-07
1844,3.841992946007622e-09,2.623532395773509e-07
1845,5.022205262772417e-09,3.0077427481955965e-07
1846,7.610851726624901e-09,2.3769275969698356e-07
1847,1.0786447290911383e-09,1.952346906364255e-07
1848,8.045221711050488e-10,2.90432495830828e-07
1849,7.54147322368226e-09,2.0613360618426668e-07
1850,4.073397619208663e-09,2.2471576244242897e-07
1851,2.579775504329973e-09,2.89579787704497e-07
1852,3.2552727180501506e-09,1.9726952871224057e-07
1853,5.3747384320956826e-09,2.842639617028908e-07
1854,3.117398783558656e-09,3.190137931596837e-07
1855,1.5920811335945473e-09,2.5473298137512757e-07
1856,6.73034605824796e-09,1.8016618241745164e-07
1857,1.9526036898476207e-09,3.270611159678083e-07
1858,1.761723344984034e-08,2.383220163437727e-07
1859,3.055304009791371e-09,2.60719275502197e-07
1860,8.696649622663699e-09,2.9751694796686934e-07
1861,1.886385547766878e-09,2.1882071621348587e-07
1862,2.2589932147099034e-09,2.1912232739396131e-07
1863,6.493007131957995e-09,2.422391105483257e-07
1864,7.192092144059359e-09,1.7932282503352326e-07
1865,2.8241066707401785e-09,2.0898389152534946e-07
1866,7.784980604608194e-09,2.4911938112381904e-07
1867,5.338092634588065e-09,1.834362706176762e-07
1868,2.4699371437009177e-09,2.3661996806367824e-07
1869,5.371870948067681e-09,2.2122341647445865e-07
1870,1.7202146374017957e-09,1.7890232584250043e-07
1871,1.0621177271019633e-09,3.0801413686276646e-07
1872,1.8142017887967654e-09,2.2677522792946547e-07
1873,4.1902031844287535e-09,1.580305166726248e-07
1874,3.5847653734322193e-09,2.0911132025958068e-07
1875,1.4303817741367908e-08,2.2142310740491666e-07
1876,1.813804439976252e-09,1.571963821334066e-07
1877,3.7108897066318036e-09,1.73174854012359e-07
1878,3.0195443923020093e-09,1.5520457452566916e-07
1879,3.0546627449723474e-09,1.7411576891390723e-07
1880,5.134277225593564e-09,2.207739129289621e-07
1881,3.486253785656146e-09,2.0220271323978523e-07
1882,3.3276925659464496e-09,2.0964462521533278e-07
1883,4.423537314224291e-09,1.308103207975364e-07
1884,6.601696966868076e-09,1.3995597214488953e-07
1885,3.2228177904158883e-09,1.7983323630232917e-07
1886,6.453463874400711e-10,1.7811559871461213e-07
1887,1.3057849246322917e-09,1.6779335965111386e-07
1888,1.9021844099853524e-09,1.7056252943348227e-07
1889,1.8795409673089125e-09,1.8168896076531382e-07
1890,4.588070479094597e-09,1.415747448163529e-07
1891,6.374220040683554e-10,1.8230269915875397e-07
1892,8.14906586654729e-09,1.4731004682744242e-07
1893,1.2316833108982905e-09,1.76130711793121e-07
1894,1.8904617871129403e-09,1.9849848342801124e-07
1895,4.213030146971164e-09,1.8717891236974538e-07
1896,5.89702897624278e-09,1.315037394533647e-07
1897,4.078699378240458e-09,1.5965194677391992e-07
1898,2.8291773368493978e-09,1.6918481549055286e-07
1899,4.4220627160029835e-09,1.1939569333208055e-07
1900,5.191053142894475e-10,1.536551792469254e-07
1901,0.0,1.6039680872381723e-07
1902,1.4730851538580225e-09,1.0900830460514044e-07
1903,3.2401321625741275e-09,1.2096492696400674e-07
1904,1.0749250378694342e-09,1.4081517463182536e-07
1905,4.128607289377584e-09,1.104402400642357e-07
1906,3.0865107691901983e-09,9.825392766060759e-08
1907,1.028568674676933e-09,1.0748542678129525e-07
1908,2.4556945366072114e-09,1.1689105861023563e-07
1909,2.750491778780173e-09,1.4687626048726088e-07
1910,2.2979847136284093e-08,1.4589531360797992e-07
1911,3.1922244847493175e-09,1.399258451328933e-07
1912,2.6047105583515417e-09,1.0158371566149071e-07
1913,3.8181524719682614e-08,1.1984757009031455e-07
1914,2.6786975415582504e-09,5.491330057338928e-07
1915,1.1780761921542648e-09,7.092018563525926e-07
1916,6.592477230782379e-09,5.680518029294035e-07
1917,5.483212106582869e-09,6.79918287005421e-07
1918,4.594550517822427e-09,7.087094218150014e-07
1919,2.762354567309444e-09,4.557884949463187e-07
1920,3.786115865267448e-09,3.4680820704124926e-07
1921,2.27182422873895e-09,2.779198382540926e-07
1922,3.688967686876765e-09,1.0476668421688373e-07
1923,2.1231896241147297e-09,9.660512745313099e-08
1924,3.867487330388997e-09,1.353620575628156e-07
1925,2.1996355847875293e-09,1.2207976851641433e-07
1926,2.229227691330493e-09,1.226075170279728e-07
1927,2.2298449753321847e-09,1.661234563243852e-07
1928,3.4278123672848437e-09,1.199734356305271e-07
1929,3.342121912552898e-09,1.347989240230163e-07
1930,2.100720708497761e-09,1.344461253438567e-07
1931,5.7026783295555106e-09,1.4826963479208644e-07
1932,3.287861094491973e-09,1.2713061892100086e-07
1933,5.735331320977366e-09,7.914756849913829e-08
1934,1.1981580172459871e-09,7.188948103475923e-08
1935,1.196828414151696e-09,6.103825000991492e-08
1936,3.6374143697059935e-09,9.82101866497942e-08
1937,0.0,7.932404599841902e-08
1938,1.2965214457594243e-09,7.130867629712156e-08
1939,1.5294050470515685e-09,9.788192301130039e-08
1940,0.0,2.865434680643375e-07
1941,0.0,2.538292278586596e-07
1942,3.034211770724937e-09,9.406056733496371e-08
1943,2.9032352077962287e-09,7.548411673496958e-08
1944,0.0,3.66303225973752e-07
1945,2.178504043826024e-09,2.7449149797575956e-07
1946,0.0,1.2111360092603718e-07
1947,1.1920870957027319e-09,7.152522840669917e-08
1948,1.0871887834440486e-09,6.088257009650988e-08
1949,1.9634016634739737e-09,7.362756093698408e-08
1950,5.317680740191122e-09,5.636741562398129e-08
1951,3.198420528427448e-09,1.0768015812345766e-07
1952,2.1089607837865287e-09,1.571175829440108e-07
1953,2.1547654771580937e-09,5.8178667217134716e-08
1954,1.9545072227344917e-09,6.645324646115114e-08
1955,6.569925492527773e-09,6.288357212724804e-08
1956,1.744228317335228e-09,6.104799155082219e-08
1957,3.534015080575159e-09,5.47772351922049e-08
1958,3.3088974338291166e-09,7.610464081153623e-08
1959,3.100299128533379e-09,7.208195285102192e-08
1960,1.3841666701708277e-09,9.412333668024075e-08
1961,4.863711433600315e-09,9.102088682766407e-08
1962,1.2683912808952869e-09,1.1605780514400976e-07
1963,4.526237273871914e-09,7.823924619287936e-08
1964,6.083968329129164e-10,8.700074971557115e-08
1965,1.0944086747954884e-09,7.058935835857483e-08
1966,2.215629901769489e-09,8.25322103992221e-08
1967,7.888537101319315e-09,9.811368073542326e-08
1968,8.982831700699023e-10,1.0330256117185854e-07
1969,1.3625273131978588e-09,8.765592696136082e-08
1970,1.3796175035718505e-09,9.887259011520655e-08
1971,7.70759622792383e-09,8.478355795205061e-08
1972,1.5390440588625154e-09,8.669947959560886e-08
1973,8.269805618077442e-09,7.663353329689926e-08
1974,2.250228725575454e-09,3.4878542720662153e-08
1975,1.7134440533084216e-09,4.7976435268992645e-08
1976,2.8567633814091664e-09,5.999203267492703e-08
1977,1.7630346071939584e-09,4.760193306196925e-08
1978,4.752473081737207e-09,4.990096869050831e-08
1979,2.3407893401383717e-09,7.666085366508923e-08
1980,2.2740602734216964e-09,5.9125568441231735e-08
1981,4.427884781055269e-09,4.7441620409927054e-08
1982,3.103751144983846e-09,3.7245012407538525e-08
1983,1.8945948143667124e-09,4.673333720006667e-08
1984,2.319603453759811e-09,4.9871474061546905e-08
1985,3.0077789148208467e-09,5.5343132743246315e-08
1986,8.39227959348321e-09,6.23426501533686e-08
1987,7.94406213033838e-09,4.949761489569937e-08
1988,2.9982769045311386e-09,4.257553243292023e-08
1989,4.390497743145261e-09,5.927171997655023e-08
1990,3.269190584909154e-09,4.2499475938484466e-08
1991,3.5168792322792797e-09,5.3925479193139836e-08
1992,5.5099441120809445e-09,4.1324582866764104e-08
1993,2.769603768548734e-09,5.040678630052753e-08
1994,5.8024192117756e-09,6.066165525453471e-08
1995,3.253470381991974e-09,5.368226396740283e-08
1996,3.736664311304594e-09,4.964425670550554e-08
1997,3.835915696193126e-09,5.6100265766190205e-08
1998,4.29131630230728e-09,4.482041404685333e-08
1999,3.6561608462992723e-09,6.124069784618769e-08
2000,4.418031274155965e-09,7.775735610948686e-08
2001,3.943090687297257e-09,4.9945814595275806e-08
2002,5.25746568502683e-09,7.00995457236786e-08
2003,3.7502307925763034e-09,5.917030421187519e-08
2004,1.761916529341434e-09,3.259545522382723e-08
2005,3.1526246058177776e-09,6.710586575309208e-08
2006,2.470733950765691e-09,4.2414267653612114e-08
2007,1.5977917877663117e-09,5.23276817432361e-08
2008,6.3861594623570994e-09,6.386159867588503e-08
2009,9.53638501499654e-10,6.007922337403215e-08
2010,0.0,4.393127639445993e-08
2011,3.82397197240536e-10,6.691951170978427e-08
2012,6.808505426114664e-10,1.1131906063610586e-07
2013,8.367375126105969e-10,1.2802084370377997e-07
2014,1.5158116567492996e-09,1.1238660846402126e-07
2015,6.649726186358507e-10,1.69789672099796e-07
2016,2.0713400439298368e-10,1.6757141452217184e-07
2017,0.0,7.999643969469616e-08
2018,5.162933414126769e-10,1.2236152713285264e-07
2019,5.1019755087367e-10,1.454063038863751e-07
