year,offrant_VERB en_ADP,offrant_VERB cent_DET
1800,1.3834323908668011e-07,0.0
1801,1.3334621939975477e-07,0.0
1802,7.384872446891677e-08,0.0
1803,1.1116933507082649e-07,0.0
1804,1.2359254242255702e-07,0.0
1805,1.3645812657614442e-07,0.0
1806,2.2765186713513685e-07,0.0
1807,1.195721210933698e-07,0.0
1808,8.837688625362716e-08,0.0
1809,1.7168632382436044e-07,0.0
1810,8.89248141788812e-08,0.0
1811,1.3788921648938413e-07,0.0
1812,1.0135391192989118e-07,0.0
1813,7.764502640839055e-08,0.0
1814,1.7621391634747852e-07,0.0
1815,1.2137506644194218e-07,0.0
1816,9.965696534663948e-08,0.0
1817,1.71256075987003e-07,0.0
1818,1.3947777688372298e-07,0.0
1819,1.738976465048836e-07,0.0
1820,1.6613073228199937e-07,0.0
1821,1.5679766818266216e-07,0.0
1822,1.2030739071633434e-07,0.0
1823,2.490437225333153e-07,0.0
1824,3.200022717919637e-07,0.0
1825,1.4793144487157406e-07,0.0
1826,2.0082204343907506e-07,0.0
1827,1.9264101069893513e-07,0.0
1828,2.1646630443683534e-07,0.0
1829,3.060623896544712e-07,0.0
1830,1.8577567573174747e-07,0.0
1831,2.2451337144957506e-07,0.0
1832,2.624813930651726e-07,0.0
1833,2.965408896216104e-07,0.0
1834,2.8190282819196e-07,0.0
1835,2.0722860938349186e-07,0.0
1836,4.509623181547795e-07,0.0
1837,2.630082747145934e-07,0.0
1838,3.0613983881266904e-07,0.0
1839,3.89425167668378e-07,0.0
1840,2.5478755105723394e-07,0.0
1841,2.1187810261835693e-07,0.0
1842,1.9118554916985886e-07,0.0
1843,2.108767205299955e-07,0.0
1844,2.431432619687257e-07,0.0
1845,2.751052363691997e-07,0.0
1846,2.0724934302052134e-07,0.0
1847,2.0170656966911338e-07,1.6179670936367074e-09
1848,1.6251347290108242e-07,0.0
1849,2.0697154923254857e-07,0.0
1850,1.9823868058210792e-07,0.0
1851,2.3088990985797864e-07,0.0
1852,3.5938211340180715e-07,0.0
1853,3.147208076370589e-07,0.0
1854,2.6238106443088327e-07,0.0
1855,2.786142090371868e-07,0.0
1856,2.604126052574429e-07,0.0
1857,2.9777206123071664e-07,0.0
1858,2.6132229891118186e-07,0.0
1859,2.841432831246493e-07,4.582956236731661e-09
1860,2.636458020788268e-07,0.0
1861,2.5136085923804785e-07,0.0
1862,1.9788780036833487e-07,0.0
1863,2.657138225004019e-07,0.0
1864,2.9919101507402956e-07,0.0
1865,2.3063537923917465e-07,0.0
1866,2.5009251203300664e-07,0.0
1867,2.965067835702939e-07,0.0
1868,2.9589844530164555e-07,0.0
1869,2.392924329797097e-07,0.0
1870,3.480567727365269e-07,0.0
1871,4.110395650513965e-07,0.0
1872,7.22657034657459e-07,0.0
1873,2.256723661275828e-07,0.0
1874,1.138163042924134e-06,0.0
1875,7.712618526056758e-07,0.0
1876,3.78480535800918e-07,0.0
1877,2.0842830394940393e-07,0.0
1878,3.3094207196882053e-07,0.0
1879,1.8389069111890421e-07,0.0
1880,2.0729643779304752e-07,0.0
1881,2.984233162806049e-07,0.0
1882,1.843541639345858e-07,0.0
1883,2.4203069415307255e-07,0.0
1884,2.436026136365399e-07,0.0
1885,1.837006209370884e-07,0.0
1886,1.9102253645542078e-07,0.0
1887,1.6779335965111386e-07,0.0
1888,2.593311307919066e-07,0.0
1889,1.7918290495799738e-07,0.0
1890,3.722891506185988e-07,0.0
1891,1.6827941351493791e-07,0.0
1892,1.6235446764767403e-07,0.0
1893,2.087703165898347e-07,0.0
1894,1.651003316283095e-07,0.0
1895,1.6250258738637058e-07,0.0
1896,1.4506690604321193e-07,0.0
1897,1.2119564019030804e-07,0.0
1898,1.5560476640530396e-07,0.0
1899,1.3653118458023528e-07,0.0
1900,1.4223485322872875e-07,0.0
1901,1.5816131337942352e-07,0.0
1902,2.0917809706588741e-07,0.0
1903,1.1934486110476428e-07,0.0
1904,1.5210189019398968e-07,0.0
1905,1.3779227003851702e-07,0.0
1906,1.399218234610089e-07,0.0
1907,1.316567903586474e-07,0.0
1908,1.0559486440797627e-07,0.0
1909,1.3422399547380337e-07,0.0
1910,1.6620307974335446e-07,0.0
1911,1.138560037361458e-07,0.0
1912,1.3440306645406963e-07,0.0
1913,1.3151414179901622e-07,0.0
1914,1.841604557739629e-07,0.0
1915,7.775302890422608e-08,0.0
1916,1.032821401736328e-07,0.0
1917,1.1843738434436091e-07,0.0
1918,9.878283435682533e-08,0.0
1919,1.4088007560530968e-07,0.0
1920,8.935233353213334e-08,0.0
1921,1.128339377487464e-07,0.0
1922,1.2173593688658002e-07,0.0
1923,1.0085150847771729e-07,0.0
1924,1.418078738879558e-07,0.0
1925,1.198801413693218e-07,0.0
1926,1.2595135956416925e-07,0.0
1927,9.476841000832792e-08,0.0
1928,9.255093402771308e-08,1.1426041224282812e-09
1929,1.1029002422446865e-07,0.0
1930,1.2709359964446776e-07,0.0
1931,1.0264820815564235e-07,0.0
1932,8.548438756861287e-08,0.0
1933,1.0782422776856038e-07,0.0
1934,1.4018448268870998e-07,0.0
1935,1.2447014796634903e-07,0.0
1936,9.699771652549316e-08,0.0
1937,1.2213384081860568e-07,0.0
1938,1.0631475788613898e-07,0.0
1939,1.2388180437028495e-07,0.0
1940,1.0396709626547818e-07,0.0
1941,1.2396310467011062e-07,0.0
1942,1.0923162108156248e-07,0.0
1943,1.219358836124229e-07,0.0
1944,1.124615138792251e-07,0.0
1945,1.0674669681520754e-07,0.0
1946,7.517396483081029e-08,0.0
1947,9.05986183852292e-08,0.0
1948,8.045196864259196e-08,0.0
1949,9.915178367236877e-08,0.0
1950,7.87016745107394e-08,0.0
1951,1.0768015812345766e-07,0.0
1952,8.963083075741451e-08,0.0
1953,9.050015137290757e-08,0.0
1954,1.1433867541654763e-07,0.0
1955,7.977766358635563e-08,0.0
1956,7.936238688444064e-08,0.0
1957,8.216584745923683e-08,0.0
1958,9.18219029699685e-08,0.0
1959,1.0696032148871382e-07,0.0
1960,8.37420870425376e-08,0.0
1961,8.685199048841241e-08,0.0
1962,9.322675964540394e-08,1.2683912808952869e-09
1963,9.56975867438814e-08,0.0
1964,9.430151237665996e-08,0.0
1965,1.0013839357725374e-07,0.0
1966,1.0745804956968641e-07,0.0
1967,8.825301023307475e-08,0.0
1968,8.66843237190551e-08,0.0
1969,9.446856097383716e-08,0.0
1970,7.955794245617653e-08,0.0
1971,9.403267142715777e-08,0.0
1972,7.490014297673042e-08,0.0
1973,8.821125874192148e-08,0.0
1974,9.16968190267653e-08,0.0
1975,7.482039166006871e-08,0.0
1976,9.370184272938786e-08,0.0
1977,6.875834657193991e-08,0.0
1978,6.59405614555908e-08,0.0
1979,8.95351917051812e-08,0.0
1980,7.674953650393945e-08,0.0
1981,8.602747669783639e-08,0.0
1982,1.179425410668955e-07,0.0
1983,9.094055286595903e-08,0.0
1984,8.118611560803402e-08,0.0
1985,9.38427078267523e-08,0.0
1986,9.111617771395686e-08,0.0
1987,9.044008919545377e-08,0.0
1988,1.2832624918246438e-07,0.0
1989,8.067539880585173e-08,5.488122178931576e-10
