year,offrant_VERB en_ADP,offrant_VERB cent_DET
1990,1.0461410226980661e-07,0.0
1991,1.1078169137590521e-07,5.861465202094962e-10
1992,9.917899745914838e-08,0.0
1993,9.582829108012447e-08,0.0
1994,9.494868180581761e-08,0.0
1995,1.1820942802387435e-07,0.0
1996,9.02137600178321e-08,0.0
1997,1.1124155463448915e-07,0.0
1998,1.0346840184638495e-07,9.536258449571733e-10
1999,1.1334098815041216e-07,0.0
2000,1.0161472374647929e-07,0.0
2001,1.2617890376986907e-07,0.0
2002,1.1040678060680875e-07,4.38122149670761e-10
2003,1.1209022687808101e-07,4.1669229178253886e-10
2004,1.0615546841563628e-07,0.0
2005,9.773136611102018e-08,0.0
2006,8.976999765764049e-08,0.0
2007,9.466916139899695e-08,0.0
2008,1.0728747668053984e-07,1.7029758714315335e-09
2009,9.011883861376191e-08,0.0
2010,7.794258749527216e-08,4.723793023408973e-10
2011,7.800903034649309e-08,2.6767803529281764e-09
2012,7.829780912516071e-08,0.0
2013,7.419072289849282e-08,5.578250084070646e-10
2014,8.336964185673423e-08,1.0827225782605865e-09
2015,8.622478020470226e-08,0.0
2016,8.098939474621147e-08,4.1426800878596737e-10
2017,7.119179912251639e-08,2.515611330355938e-10
2018,6.324593471163098e-08,0.0
2019,6.096860971638307e-08,0.0
