year,tuant_VERB en_ADP,tuant_VERB sans_ADP
1880,7.059630657835214e-09,3.2089231272180996e-09
1881,1.2550513295295218e-08,9.761510710859511e-09
1882,7.986462158271479e-09,9.317538740560849e-09
1883,2.0221884611260066e-08,5.687405213450347e-09
1884,6.601696966868076e-09,1.5844072720483382e-08
1885,8.379326565943757e-09,1.353583467533781e-08
1886,1.936039240035825e-08,5.162771099520569e-09
1887,2.285123557044244e-08,6.528924512139156e-09
1888,1.648559799782845e-08,6.340614699951175e-09
1889,2.255449160770695e-08,3.759081934617825e-09
1890,6.554386366985909e-09,8.520702365899524e-09
1891,1.5935549213530464e-08,1.529812720946211e-08
1892,1.3163876211308434e-08,1.2537024751679837e-08
1893,2.46336657738766e-08,1.1085149687062312e-08
1894,2.7096618282484997e-08,1.7014155417882648e-08
1895,1.5046536461227333e-08,7.22233739480771e-09
1896,1.592197840238896e-08,7.66613794667137e-09
1897,2.855089675790623e-08,4.078699600285063e-09
1898,1.6975064909274806e-08,5.6583546736987955e-09
1899,2.266307141951529e-08,7.738609753005221e-09
1900,2.9589003247565415e-08,1.038210584169974e-08
1901,2.1237207548097103e-08,2.794369402536745e-09
1902,2.9461702411026636e-08,5.892340837476695e-09
1903,3.0781254878320397e-08,7.020286574288548e-09
1904,3.117282432185675e-08,1.5586412160928376e-08
1905,2.167518786677647e-08,7.225062881310862e-09
1906,3.806696469155213e-08,1.594697174311932e-08
1907,3.4971336049238744e-08,6.1714118260169926e-09
1908,1.7680999775393502e-08,4.911389073214423e-09
1909,3.4656196135074424e-08,5.5009836685826485e-09
1910,3.366815093386322e-08,5.34415089958884e-09
1911,2.7665945978583295e-08,4.788336838146279e-09
1912,2.3442395302719632e-08,5.730363294986773e-09
1913,2.0151361468379037e-08,1.007568034561146e-08
1914,2.1429579888376793e-08,1.0714789944188396e-08
1915,2.0027295266622502e-08,2.3561523843085297e-09
1916,6.262853702310167e-08,0.0
1917,2.8512703309502285e-08,1.2063066989753679e-08
1918,3.2161853624756986e-08,3.44591288836682e-09
1919,1.9336482248721865e-08,1.1970202606903513e-08
1920,3.558949046578164e-08,3.786115865267448e-09
1921,2.9533714140939082e-08,4.543648568500203e-09
1922,1.6231458566107193e-08,5.164555005876537e-09
1923,1.2739137744688378e-08,8.492758496458919e-09
1924,2.4494086758863887e-08,6.445812328337297e-09
1925,1.3197813508725176e-08,1.2097995494286806e-08
1926,1.5604593173179637e-08,5.57306911730393e-09
1927,2.8987983569095377e-08,8.919379901328739e-09
1928,2.2852082892654835e-08,3.4278122562625413e-09
1929,4.233354289340241e-08,4.4561625500705304e-09
1930,1.3654685049324655e-08,8.402882833991043e-09
1931,1.9389105432310316e-08,3.4216069977333063e-09
1932,1.6439305028370654e-08,5.4797681947604815e-09
1933,1.605892663292252e-08,8.02946331646126e-09
1934,2.995395220750652e-08,1.0783422155213884e-08
1935,8.377798899061872e-09,5.98414207075848e-09
1936,2.7886843056990074e-08,1.2124714565686645e-09
1937,3.5255130370615007e-08,1.3850230295986421e-08
1938,1.1668692678767911e-08,1.2965214457594243e-09
1939,2.7529290846928234e-08,1.5294050470515685e-09
1940,1.2678914806940611e-08,5.0715658339584024e-09
1941,5.312704587367989e-08,2.9515025978810172e-09
1942,1.517105907566929e-08,3.034211770724937e-09
1943,8.709705845433291e-09,5.806470415592457e-09
1944,3.534504600111177e-08,3.2131861615880553e-09
1945,2.3963544037997053e-08,8.714016175304096e-09
1946,1.6705325123211878e-08,1.3921104269343232e-09
1947,2.7418003867296648e-08,1.1920870734982714e-08
1948,1.4133454406817236e-08,9.784699273041042e-09
1949,2.5524220959027843e-08,6.8719057111366055e-09
1950,1.914365022059883e-08,5.317680518146517e-09
1951,1.9190522948520083e-08,4.264560704569931e-09
1952,2.1089608281954497e-08,6.326882129314981e-09
1953,1.723812381726475e-08,7.54167928107563e-09
1954,1.8567819282111486e-08,7.818028890937967e-09
1955,1.595553378308523e-08,6.569925492527773e-09
1956,1.831439710997529e-08,6.976913269340912e-09
1957,1.8553580005686854e-08,1.7670075402875796e-09
1958,1.1581140491045971e-08,6.617794756635931e-09
1959,6.200598257066758e-09,5.4255236969780185e-09
1960,1.3841666479663672e-08,1.1765417085030094e-08
1961,1.737039845295385e-08,6.25334317660986e-09
1962,1.331810839388936e-08,1.2049717224016376e-08
1963,1.5518526907953856e-08,5.819448034571906e-09
1964,1.2776333768727e-08,7.909158661334459e-09
1965,1.3132904541635071e-08,1.6416130677043839e-09
1966,1.2185964570754493e-08,5.539074976468328e-09
1967,1.2818872185960117e-08,6.902469651404175e-09
1968,1.4821671889819754e-08,7.635406973349745e-09
1969,1.3625273298512042e-08,5.450109252791435e-09
1970,1.655541059797372e-08,5.058597540852361e-09
1971,2.1581270104320538e-08,5.652237344833111e-09
1972,1.0773308634082213e-08,6.669190977248718e-09
1973,9.923766697284009e-09,3.3079223804577396e-09
1974,1.2938814464291681e-08,4.500457340128605e-09
1975,1.2565256390928425e-08,7.996072248772634e-09
1976,1.5997875024709174e-08,6.856232248608762e-09
1977,1.5867311742301382e-08,7.639816779203557e-09
1978,1.2475242172627077e-08,7.128709622605811e-09
1979,1.1703946256602649e-08,2.925986564150662e-09
1980,1.3644362084619388e-08,3.97960553399912e-09
1981,1.9609203150139365e-08,3.795329828193417e-09
1982,1.6760255405756652e-08,4.345251713999687e-09
1983,1.136756910824488e-08,8.209910973278056e-09
1984,1.275781880138993e-08,2.3196033982486597e-09
1985,1.8648230737383642e-08,8.421781494405423e-09
1986,1.3187867686781374e-08,7.1933827783254856e-09
1987,1.3443797186596385e-08,3.0554083707556856e-09
1988,1.139345240375178e-08,2.99827696004229e-09
1989,2.030605161795762e-08,4.390497854167563e-09
1990,8.717841559757744e-09,7.083246433836621e-09
1991,1.4653662838703951e-08,9.96449056600568e-09
1992,1.2672871252394913e-08,8.815910668147353e-09
1993,1.218625611532076e-08,8.308811416668505e-09
1994,8.439882570598911e-09,1.160483886764041e-08
1995,8.675921314704738e-09,8.675921037148981e-09
1996,1.1209993822092201e-08,1.3345230476247139e-08
1997,1.3425704992187093e-08,5.274384040632185e-09
1998,1.5258013741359377e-08,6.198567881199324e-09
1999,1.2796562837147363e-08,9.140402129625969e-09
2000,1.502130686503733e-08,7.068850393920911e-09
2001,1.4457998520622795e-08,6.571817756650944e-09
2002,1.1391176002462089e-08,1.0076809608960957e-08
2003,1.0000615280336689e-08,9.583922655487243e-09
2004,1.541676902805378e-08,1.6738207264666016e-08
2005,1.3511249008502091e-08,1.3511249008502091e-08
2006,2.3471972088184856e-08,5.7650457740976435e-09
2007,1.837460494868992e-08,1.078509459517818e-08
2008,1.8732734474724566e-08,9.366367237362283e-09
2009,1.3350939020995156e-08,1.5735034608610476e-08
2010,9.919965293647692e-09,1.5116137674908714e-08
2011,1.1471915806193778e-08,1.0707121411712706e-08
2012,1.1234034147378225e-08,1.463828702696901e-08
2013,1.3108887919610623e-08,1.1993237514218436e-08
2014,1.580775058074302e-08,1.7973194321729835e-08
2015,1.0417904761084174e-08,1.7289288223309995e-08
2016,1.5120782848043746e-08,1.760639115055973e-08
2017,1.2829617951348737e-08,1.509366853724714e-08
2018,1.3939919996097672e-08,1.6779533595912e-08
2019,1.249983971884916e-08,1.2499840273960672e-08
