year,conduisant_VERB en_ADP,conduisant_VERB sans_ADP
1800,6.288328968651058e-09,0.0
1801,2.8574191901498125e-08,1.904946067554647e-08
1802,3.5805442166747525e-08,1.1189200677108602e-08
1803,4.290746247193056e-08,0.0
1804,1.2359254952798437e-08,0.0
1805,2.842877755426798e-08,0.0
1806,2.0171682990621775e-08,0.0
1807,2.8469550272802735e-08,1.9928686256776018e-08
1808,1.8128591960930862e-08,1.3596443970698147e-08
1809,6.09938268780752e-08,2.259030518203531e-09
1810,1.8721014072298203e-08,1.4040760554223652e-08
1811,0.0,0.0
1812,8.00162425207418e-09,0.0
1813,2.5881675469463516e-08,0.0
1814,0.0,3.1466771410748606e-09
1815,2.966945977789237e-08,2.1577788444915313e-08
1816,1.3905623319487859e-08,0.0
1817,6.07180652423267e-08,1.556873407970727e-09
1818,4.172412104708201e-08,4.768470951432846e-09
1819,3.622867339458935e-08,2.070210003424222e-09
1820,2.254631326081835e-08,3.5599443393152796e-09
1821,4.2404398215012407e-08,1.1833785507064931e-08
1822,6.717162648328667e-08,1.0025615893027862e-09
1823,7.313188632451784e-08,9.882686891060644e-10
1824,5.642145595174952e-08,2.5263338088166165e-09
1825,5.0191026446100295e-08,1.1447076175841175e-08
1826,5.460950447400137e-08,1.7615968683770689e-09
1827,5.1616730445402936e-08,1.474763688946723e-08
1828,5.503380862137419e-08,1.1006761724274838e-08
1829,3.772197487705853e-08,4.286587973467704e-09
1830,3.026682549034376e-08,4.174734336004349e-09
1831,4.677361786775691e-08,0.0
1832,4.464889968858188e-08,0.0
1833,6.02348677603004e-08,0.0
1834,3.173740381612333e-08,3.733812370398937e-09
1835,3.554651328840919e-08,3.781543966852041e-09
1836,4.5701099793404865e-08,2.016224964762614e-09
1837,5.0096815584765864e-08,6.957890930081589e-10
1838,6.059675428105038e-08,6.312161904276081e-10
1839,4.544459031308179e-08,6.9914751765765e-10
1840,6.17859825524647e-08,5.732719632334238e-09
1841,1.733548060656176e-08,1.2841097074556274e-09
1842,3.4882980060046975e-08,1.0062397137744483e-08
1843,2.7762482091020502e-08,6.497602011990011e-09
1844,3.1833653935109396e-08,1.2623690537338916e-08
1845,2.9017185099178278e-08,8.928364714222425e-09
1846,2.1076203893244383e-08,1.1709002656346001e-09
1847,2.6426796750911308e-08,1.0786447290911383e-09
1848,5.148941895072312e-08,3.218088684420195e-09
1849,3.1841775438579134e-08,0.0
1850,2.7834882843080777e-08,4.752297222410107e-09
1851,7.28786559989203e-08,1.2898877521649865e-09
1852,4.557381672043448e-08,5.208436348880241e-09
1853,4.060913738612726e-08,4.180352064508952e-09
1854,3.065441944727354e-08,1.558699391779328e-09
1855,3.078023524949458e-08,5.306937111981824e-10
1856,4.866558001026533e-08,3.6240324075009767e-09
1857,3.3194261561675376e-08,4.881508974818871e-09
1858,2.838332058274773e-08,6.8511463169329545e-09
1859,2.036869339860914e-08,5.092173349652285e-10
1860,4.394096464466202e-08,7.323494255473406e-09
1861,3.254015012998934e-08,9.431927239234028e-09
1862,4.382446761042047e-08,2.2589932147099034e-09
1863,3.1965573299430616e-08,0.0
1864,3.404256787575832e-08,1.342523781033833e-08
1865,3.4830648587558244e-08,9.41368871743009e-10
1866,2.968023871119385e-08,3.4059290943133647e-09
1867,3.4454963326879806e-08,4.85281148598915e-09
1868,2.9639243948054173e-08,2.4699371437009177e-09
1869,3.711474505507795e-08,2.441759683335931e-09
1870,3.268407766654491e-08,5.734048791339319e-10
1871,2.6552942955504477e-08,0.0
1872,1.8746751706544273e-08,1.2094678591978436e-09
1873,2.21482157058972e-08,7.781805422268917e-09
1874,3.4055272379873713e-08,2.9873046258899194e-09
1875,2.4030413214859436e-08,4.577221712764867e-09
1876,4.836811839936672e-08,3.02300739996042e-09
1877,4.638611983409646e-08,1.8554447978047506e-09
1878,4.589707458535486e-08,2.4156354694326865e-09
1879,4.581993806596074e-08,7.331190321480108e-09
1880,4.1074216028391675e-08,5.134277003548959e-09
1881,4.671580100534811e-08,5.5780060570498335e-09
1882,3.128031167420886e-08,7.986462158271479e-09
1883,2.0221884611260066e-08,3.791603475633565e-09
1884,2.3766109080725073e-08,7.2618666635548834e-09
1885,2.5782542323327107e-08,2.5782542767416317e-09
1886,3.807543791367607e-08,1.2906927748801422e-09
1887,2.415702127223085e-08,4.570247291724172e-09
1888,3.61415040117663e-08,3.804368819970705e-09
1889,3.5084767091575486e-08,7.51816386923565e-09
1890,2.0974036729626278e-08,5.898947996740844e-09
1891,3.888274235919198e-08,1.0198752065093686e-08
1892,2.6327752422616868e-08,5.014809900671935e-09
1893,2.9560400349737392e-08,6.774258043407144e-09
1894,5.356308463433379e-08,3.780923574225881e-09
1895,2.6481902892783182e-08,7.22233739480771e-09
1896,3.2433661090180976e-08,5.89702897624278e-10
1897,1.8645483379486905e-08,8.740070001067579e-09
1898,1.810673566637888e-08,5.092519295146758e-09
1899,2.3215829259015663e-08,6.080336234504102e-09
1900,1.245852754294674e-08,7.26747462209687e-09
1901,4.694540578498163e-08,2.235495566438317e-09
1902,4.713872669981356e-08,1.4730852093691738e-09
1903,3.2401320737562855e-08,1.0800440541913758e-09
1904,2.3110889202371254e-08,1.0749250378694342e-09
1905,3.096455358786443e-08,3.096455536422127e-09
1906,1.8519063615940468e-08,3.0865106026567446e-09
1907,3.7028470956101955e-08,1.5428529565042481e-09
1908,1.3260750719723546e-08,2.9468334439286537e-09
1909,1.980354014108343e-08,3.300590023513905e-09
1910,3.153049021875631e-08,1.6032452032632705e-09
1911,3.6710581241550244e-08,3.1922244847493175e-09
1912,2.7088990606216612e-08,1.0418842455450772e-09
1913,3.7651226136858895e-08,5.302989602995467e-09
1914,2.6117300322425763e-08,8.705766774141921e-09
1915,4.2410743361642744e-08,3.534228465440492e-09
1916,1.538244731591476e-08,0.0
1917,2.0836205649743533e-08,6.57985488317081e-09
1918,1.4932290071101306e-08,1.1486376294556067e-09
1919,2.2098836538475553e-08,1.8415696745321952e-09
1920,3.104614876292544e-08,3.786115865267448e-09
1921,3.180553775905537e-08,1.5145494858259667e-09
1922,2.951174238319254e-08,3.6889677978990676e-09
1923,4.2463792482294593e-08,6.369568872344189e-09
1924,3.351822286390416e-08,3.867487219366694e-09
1925,3.739380360912037e-08,2.1996355847875293e-09
1926,4.458455293843144e-08,8.916910765321973e-09
1927,4.2367055641534535e-08,4.4596899506643695e-09
1928,2.5137291359556002e-08,4.570416489713125e-09
1929,1.1140405931087116e-08,5.570202965543558e-09
1930,2.941009036305786e-08,6.302162347537887e-09
1931,3.649714130915527e-08,4.5621426636444085e-09
1932,2.1919072779041926e-08,4.383814644626227e-09
1933,2.523545639121494e-08,6.882397318719313e-09
1934,2.7557634396657704e-08,5.990790086229936e-09
1935,2.6330225111337313e-08,0.0
1936,2.5461901032031165e-08,3.6374143697059935e-09
1937,1.6368453259474336e-08,1.2591118148108649e-09
1938,1.9447821131279852e-08,5.186085783037697e-09
1939,2.7529290846928234e-08,6.117620188206274e-09
1940,2.028626333583361e-08,2.028626333583361e-08
1941,3.246652724442356e-08,2.9515025978810172e-09
1942,3.034211815133858e-08,9.102635090130207e-09
1943,2.322588166236983e-08,8.709705845433291e-09
1944,3.855823393905666e-08,6.4263723231761105e-09
1945,2.832055301382752e-08,0.0
1946,2.7842208538686464e-08,2.7842208538686464e-09
1947,2.622591566137089e-08,2.3841741914054637e-09
1948,4.1313175103141475e-08,1.0871887834440486e-09
1949,3.043272656100271e-08,1.9634016634739737e-09
1950,3.19060831088791e-08,8.508289184305795e-09
1951,2.6653504292539765e-08,6.396841278899501e-09
1952,4.112473561690422e-08,2.1089607837865287e-09
1953,2.693456835345387e-08,1.1851209791302608e-08
1954,2.052232517257835e-08,6.840775057526116e-09
1955,2.1586897602787758e-08,1.8771215692936494e-09
1956,1.0465369904011368e-08,6.104799332717903e-09
1957,3.003912851795576e-08,3.534015080575159e-09
1958,3.3088973339090444e-08,1.6544486891589827e-09
1959,4.2629114460623896e-08,4.650448914844674e-09
1960,2.145458388724819e-08,6.2287499602575735e-09
1961,2.640300600376122e-08,4.16889545107324e-09
1962,3.170978146727066e-08,5.7077609305622445e-09
1963,2.0044765847160306e-08,6.466053248388448e-10
1964,4.076258619534201e-08,4.258777774879263e-09
1965,4.377634610364112e-08,7.660860390501512e-09
1966,3.711179985543822e-08,5.539074754423723e-10
1967,2.9582013283402375e-08,5.916402479044791e-09
1968,4.221930893777426e-08,5.838840522187638e-09
1969,2.9067249940339934e-08,7.72098829315837e-09
1970,4.736686776141141e-08,2.7592350626548523e-09
1971,3.5454942093338104e-08,4.624557625731995e-09
1972,4.463227654127877e-08,3.5911027485013847e-09
1973,2.591205827684462e-08,9.923766697284009e-09
1974,3.206575982517279e-08,6.1881286761433785e-09
1975,3.369773438066659e-08,3.998036124386317e-09
1976,3.7709277478370495e-08,5.713526873840635e-10
1977,4.2312830572655e-08,2.938390863960194e-09
1978,3.801978465389766e-08,8.316828115084718e-09
1979,3.3941446986318624e-08,2.925986564150662e-09
1980,4.2638628627855724e-08,2.8425752862659692e-09
1981,3.0995192190630405e-08,6.958104314946922e-09
1982,3.600351305976801e-08,3.1037510339615437e-09
1983,4.862793190341108e-08,4.4207211225000265e-09
1984,4.1172960152380256e-08,5.219107812592938e-09
1985,3.0679345286444004e-08,1.564045071233977e-08
1986,4.076250093021372e-08,3.5966913891627428e-09
1987,4.21646362269712e-08,3.0554083707556856e-09
1988,3.7178633505163816e-08,1.0194141530917022e-08
1989,4.664903840989609e-08,3.841685636274406e-09
1990,4.576866885486197e-08,1.0897301727652575e-08
1991,4.0444110283033297e-08,9.37834432335194e-09
1992,4.35285585353995e-08,7.713921945651236e-09
1993,4.3759737167192725e-08,6.093128224193833e-09
1994,4.167192102499939e-08,5.274926717646622e-09
1995,3.958389171998533e-08,4.337960657352369e-09
1996,2.2419987644184403e-08,5.3380921904988554e-09
1997,3.6441196726855196e-08,5.274384040632185e-09
1998,4.386678753576234e-08,9.536258005482523e-09
1999,4.1588830157479606e-08,4.570201106446348e-09
2000,4.1087691471375365e-08,3.5344251969604557e-09
2001,4.205963222148057e-08,2.6287270138425356e-09
2002,3.855474872693776e-08,2.6287327870022636e-09
2003,3.375207668909752e-08,5.8336921959778465e-09
2004,6.519091044765446e-08,5.726228824443069e-09
2005,3.377812163307681e-08,1.0808999029165989e-08
2006,3.6237430833807593e-08,4.941467679486777e-09
2007,3.7947554432093966e-08,9.98619853476157e-09
2008,4.8109068728763305e-08,9.366367237362283e-09
2009,2.86091541568112e-08,6.675469510497578e-09
2010,3.164941375644048e-08,9.447585824773341e-09
2011,3.709252638373073e-08,1.3001504761689375e-08
2012,3.846805540774767e-08,8.170206733382201e-09
2013,3.876883880593596e-08,7.80955033974351e-09
2014,4.157654842629199e-08,9.094869746206768e-09
2015,3.480023380575403e-08,5.763096222466402e-09
2016,3.541991588917881e-08,6.214019965256057e-09
2017,3.320607078194371e-08,9.056201122348284e-09
2018,3.071945542387766e-08,8.518839855753413e-09
2019,3.086695343768042e-08,6.887666881283394e-09
