year,fût_VERB en_ADP,fût_VERB sans_ADP
1800,2.3329700979957124e-06,3.74155575855184e-07
1801,2.3740390133752953e-06,3.47652644450136e-07
1802,2.202034693254973e-06,3.7819498288627074e-07
1803,2.1999826458340976e-06,3.491107349873346e-07
1804,3.0379048894246807e-06,2.546006498960196e-07
1805,2.3908601178845856e-06,4.889749902758922e-07
1806,3.1122026484808885e-06,3.630903222529014e-07
1807,2.6078109840455e-06,2.9893027431171504e-07
1808,2.7351513836038066e-06,3.104521510977065e-07
1809,2.8734868919855217e-06,3.930713035060762e-07
1810,2.7777305149356835e-06,3.463387656665873e-07
1811,2.3491309093515156e-06,3.8859690221215715e-07
1812,2.5658544018369867e-06,2.960601079848857e-07
1813,2.3581080768053653e-06,3.335860299102933e-07
1814,2.2404340143111767e-06,3.8074793451414735e-07
1815,2.308823468410992e-06,2.8051124445482856e-07
1816,2.303698238392826e-06,3.4068776244566834e-07
1817,2.9066825391055318e-06,4.1568520714463375e-07
1818,2.811013700920739e-06,4.4704415813612286e-07
1819,3.0463140774372732e-06,4.233579318224656e-07
1820,2.699624474189477e-06,3.6311431017566065e-07
1821,3.130036475340603e-06,4.684206942329183e-07
1822,2.999664275193936e-06,4.691988237937039e-07
1823,4.5361534830590244e-06,4.625097460575489e-07
1824,3.4080242130585248e-06,5.869515575795958e-07
1825,3.3469489153503673e-06,5.133573495186283e-07
1826,3.288020479885745e-06,5.126246946929314e-07
1827,3.308079385533347e-06,6.046531098036212e-07
1828,2.9094539968355093e-06,4.80628557397722e-07
1829,3.0563371637981618e-06,6.489894417427422e-07
1830,2.8596930405910825e-06,5.030555030316464e-07
1831,2.4743244466662873e-06,3.1650148457629257e-07
1832,2.171560026908992e-06,3.653091766864236e-07
1833,2.9862594601581804e-06,3.9384337924275314e-07
1834,2.540859213695512e-06,2.884370076117193e-07
1835,2.8414522148523247e-06,3.554651470949466e-07
1836,2.8536305762827396e-06,3.353654278726026e-07
1837,2.761586983979214e-06,3.332829692226369e-07
1838,3.2210962217504857e-06,3.825170153959334e-07
1839,2.744154016909306e-06,3.1112065812521905e-07
1840,2.968274884551647e-06,3.719898131748778e-07
1841,2.9052982881694334e-06,4.301767546621704e-07
1842,2.7034307095163967e-06,3.4547565519460477e-07
1843,2.4466426111757755e-06,3.337404734793381e-07
1844,2.610908495626063e-06,3.7267329844326014e-07
1845,2.5825295324466424e-06,3.392778467059543e-07
1846,2.58944601227995e-06,3.3019387046806514e-07
1847,2.174547717004316e-06,3.3545850897098717e-07
1848,2.1689918412448606e-06,3.0893650659891136e-07
1849,2.1350749648263445e-06,2.9411745572360815e-07
1850,2.3028273972158786e-06,3.4759659683913924e-07
1851,2.353400304855313e-06,3.908359929027938e-07
1852,2.297571427334333e-06,3.4896524425676034e-07
1853,2.2364883989212103e-06,3.212899457594176e-07
1854,2.43053182202857e-06,3.32522517965117e-07
1855,2.189111455663806e-06,3.0886374702276953e-07
1856,2.205482587669394e-06,3.106313499756652e-07
1857,2.490057795512257e-06,3.3633597240623203e-07
1858,2.3279217202798463e-06,3.934515575565456e-07
1859,2.3255954602063866e-06,2.9432760584313655e-07
1860,2.2272577098192414e-06,3.1170623060461367e-07
1861,2.1127516447450034e-06,3.093672091836197e-07
1862,2.3236002562043723e-06,2.914101173701056e-07
1863,1.9928536403313046e-06,3.0766864256293047e-07
1864,1.992209490708774e-06,2.804915766319027e-07
1865,2.103959332089289e-06,3.388927893865912e-07
1866,2.124326556440792e-06,2.9485613595170435e-07
1867,2.056621497104061e-06,3.4454961905794335e-07
1868,1.9932392660848564e-06,2.84042755538394e-07
1869,2.1272610410960624e-06,2.974063022520568e-07
1870,2.0143713754805503e-06,2.815417872170656e-07
1871,1.8130349417333491e-06,2.623430646053748e-07
1872,2.102659891534131e-06,2.8482966740739357e-07
1873,1.9113313101115637e-06,2.196863704284624e-07
1874,1.972815880435519e-06,2.975355357648368e-07
1875,1.919000169436913e-06,2.5117503810179187e-07
1876,1.7974801949094399e-06,2.5876943254843354e-07
1877,1.6012488686101278e-06,2.5419592475373065e-07
1878,1.6474633639518288e-06,2.427713639008289e-07
1879,1.727106223370356e-06,2.6086817683790287e-07
1880,1.739236381581577e-06,2.483706396105845e-07
1881,1.6559705500185373e-06,2.405515147074766e-07
1882,1.8435416677675676e-06,2.0831355129757867e-07
1883,1.6202784536289982e-06,2.401348808689363e-07
1884,1.5989310213626595e-06,2.2775854802148388e-07
1885,1.4857190535622067e-06,2.1528423133077013e-07
1886,1.589488192621502e-06,1.903771789102393e-07
1887,1.4461568298429484e-06,2.023966629849383e-07
1888,1.5635955605830532e-06,2.1431277730243892e-07
1889,1.52806683217932e-06,1.860745584281176e-07
1890,1.389529984408e-06,2.392351063917886e-07
1891,1.3608960216515698e-06,1.9122660432913108e-07
1892,1.45993658406951e-06,2.3005441107670777e-07
1893,1.4743249039383954e-06,1.859841773921289e-07
1894,1.3863386811863165e-06,2.0921110888139083e-07
1895,1.3656235751113854e-06,2.0282730872622778e-07
1896,1.473077873015427e-06,1.8870493079248263e-07
1897,1.3820964568367344e-06,1.858721674352637e-07
1898,1.4264712717704242e-06,1.5673643360969436e-07
1899,1.4056631698622368e-06,1.7080216707654472e-07
1900,1.3221612107372493e-06,1.4327306985251198e-07
1901,1.2675259313255083e-06,2.0678334067270043e-07
1902,1.1917259143956471e-06,1.3355972328099597e-07
1903,1.325214043390588e-06,2.0790848509477655e-07
1904,1.1888671451742994e-06,1.746753213183183e-07
1905,1.3061880963505246e-06,1.8681947722143377e-07
1906,1.184191319225647e-06,2.1245482173526398e-07
1907,1.2306824146435247e-06,1.4914245127783943e-07
1908,1.2641914963751333e-06,1.7288090248257504e-07
1909,1.2861299865107867e-06,1.9253442928857112e-07
1910,1.1356320328559377e-06,1.6406542613367492e-07
1911,1.1949559848289937e-06,1.6227140520186367e-07
1912,1.1945203368668444e-06,1.927485868691292e-07
1913,1.1921121085833875e-06,1.82422851935371e-07
1914,1.1444734582255478e-06,1.8549980040916125e-07
1915,1.1945692222070647e-06,1.4961567273985565e-07
1916,1.1646709481283324e-06,1.69206913369635e-07
1917,1.2370127251415397e-06,1.3598366876976797e-07
1918,1.1578267731238157e-06,1.803361016072813e-07
1919,1.1758422715502093e-06,1.749491218561161e-07
1920,1.147950342783588e-06,1.4841573658941343e-07
1921,1.1404557653804659e-06,1.6660044366290094e-07
1922,1.2549868415590026e-06,2.1838688724074018e-07
1923,1.2611745887625148e-06,2.484131869096018e-07
1924,1.1782944966398645e-06,2.2560342927135935e-07
1925,1.2295962505959324e-06,1.8586921157748293e-07
1926,1.2349921689747134e-06,2.3629813483694306e-07
1927,1.2197251635370776e-06,2.1072034428470943e-07
1928,1.0671922154870117e-06,1.6567759075769573e-07
1929,1.2499535841925535e-06,2.09439633636066e-07
1930,1.1270366258031572e-06,2.2267639110395976e-07
1931,1.1063195870519849e-06,1.6309660111346602e-07
1932,1.0630750466589234e-06,1.5233756300858659e-07
1933,9.910652352118632e-07,2.0876605333342013e-07
1934,9.741024769027717e-07,1.5336422620748635e-07
1935,1.1669077366605052e-06,1.531940370114171e-07
1936,9.639147720008623e-07,2.1581992371011438e-07
1937,9.367792017656029e-07,1.6620275289369602e-07
1938,9.607224455976393e-07,1.9318169108828442e-07
1939,1.0277601631969446e-06,2.0341087747510755e-07
1940,7.303054871954373e-07,1.8004058688347868e-07
1941,8.79547769727651e-07,2.036536841387715e-07
1942,9.527424822408648e-07,1.5777901296587515e-07
1943,1.1409714488763711e-06,2.670976471108588e-07
1944,1.0185800647377619e-06,2.1207029021752533e-07
1945,9.628987527321442e-07,2.3092142953373695e-07
1946,1.0510433412491693e-06,2.171692301544681e-07
1947,1.1122172054456314e-06,1.9073394241786445e-07
1948,9.371567557536764e-07,1.369857898225746e-07
1949,9.021830464917002e-07,1.5805383668521245e-07
1950,1.044392547555617e-06,1.6272103664505266e-07
1951,1.0629418056851136e-06,1.8657452471870783e-07
1952,7.634437793058169e-07,1.8347958530284814e-07
1953,8.629835974716116e-07,1.6376218070490722e-07
1954,1.0075484624394448e-06,1.9838248022097105e-07
1955,8.203021479857853e-07,1.4641548773397517e-07
1956,8.258921297965571e-07,1.6657379831030994e-07
1957,6.661618385805923e-07,1.5991417967597954e-07
1958,8.048892823353526e-07,1.5634540773135086e-07
1959,7.991021107045526e-07,1.4493897992906568e-07
1960,8.346524964508717e-07,1.5641083450645965e-07
1961,7.879212375883071e-07,1.4382689528247283e-07
1962,7.534244446105731e-07,1.4903596934345842e-07
1963,8.780900202509656e-07,1.4613280541198037e-07
1964,8.766998575993057e-07,1.1985417813775712e-07
1965,8.727909062145045e-07,1.493867785029579e-07
1966,8.075970754362061e-07,1.4623157085225102e-07
1967,8.810509939394251e-07,1.5875680503540934e-07
1968,9.086134014069103e-07,1.8504633203519916e-07
1969,8.293249607049802e-07,1.3216515526437433e-07
1970,7.252189107020968e-07,1.200267263357091e-07
