year,fût_VERB en_ADP,fût_VERB sans_ADP
1971,7.758980018479633e-07,1.2743225852318574e-07
1972,6.761533768440131e-07,1.226105155183177e-07
1973,6.95215021551121e-07,9.427578362419808e-08
1974,5.912475558034203e-07,1.0126029081902743e-07
1975,5.814287078464986e-07,8.224531455880424e-08
1976,6.004916599522403e-07,9.941536660562633e-08
1977,5.500667725755193e-07,8.697637099430722e-08
1978,6.124749916125438e-07,1.0930688176813419e-07
1979,6.583470053556084e-07,8.134242790447388e-08
1980,5.611243523162557e-07,1.1029192137357313e-07
1981,4.845371108785912e-07,7.906936616564053e-08
1982,5.015662054574932e-07,9.187103700014632e-08
1983,5.020676212552644e-07,6.252162876307921e-08
1984,4.6276088028207596e-07,7.654691103198275e-08
1985,5.059084173808515e-07,7.639759047606276e-08
1986,5.30511954366375e-07,8.751948854524016e-08
1987,5.151418349669257e-07,8.066277956686463e-08
1988,4.953153620590456e-07,7.375761157391025e-08
1989,5.098465294395282e-07,8.835876741386528e-08
1990,4.952823928761063e-07,8.390922801027045e-08
1991,4.566081486245821e-07,7.326831763521113e-08
1992,6.386025006577256e-07,7.493524378787697e-08
1993,4.5144540194996807e-07,6.20391205075066e-08
1994,4.847657351092494e-07,8.439882748234595e-08
1995,4.5711260554526234e-07,6.34426768897356e-08
1996,4.564068945001054e-07,6.245567618634595e-08
1997,4.0852501115296036e-07,7.048495120898224e-08
1998,4.1005910134117585e-07,7.104512889100079e-08
1999,4.277708285371773e-07,6.44398383542466e-08
2000,3.817179106135882e-07,5.6992607966321884e-08
2001,4.192819744730514e-07,8.411926444296114e-08
2002,4.122729535538383e-07,5.914649037208619e-08
2003,4.5502798684537993e-07,7.000430457537732e-08
2004,4.241813940097927e-07,6.607186975315926e-08
2005,4.3731409959946177e-07,6.620511783239635e-08
2006,4.550268499770027e-07,7.206307373053278e-08
2007,4.2101814301531704e-07,6.391167062247405e-08
2008,4.0658548527972016e-07,5.61982034241737e-08
2009,4.391505399325979e-07,7.915199518038207e-08
2010,4.860783064941643e-07,6.802262220162447e-08
2011,5.204425974625337e-07,6.883149694658641e-08
2012,6.655313882220071e-07,1.0859566401677512e-07
2013,7.633835252818244e-07,1.1435412972105041e-07
2014,8.531853836757364e-07,1.4075394005885755e-07
2015,8.64021103552659e-07,1.349894347413283e-07
2016,9.66487277764827e-07,1.377441094518872e-07
2017,5.695343929801311e-07,8.175737065130306e-08
2018,7.284899083970231e-07,1.231359618714123e-07
2019,7.175928544711496e-07,1.1709033742590691e-07
