year,prouvant_VERB en_ADP,prouvant_VERB sans_ADP
1800,0.0,9.432493897065797e-09
1801,0.0,1.4287095950749062e-08
1802,2.2378401354217203e-09,6.713520406265161e-09
1803,3.900678446910888e-09,0.0
1804,0.0,0.0
1805,1.1371510844071508e-08,8.528632911009026e-09
1806,0.0,0.0
1807,2.8469551160981155e-09,1.7081731584767113e-08
1808,6.798221985349073e-09,0.0
1809,2.0331274441787173e-08,1.3554183553310395e-08
1810,4.680253518074551e-09,9.360507036149102e-09
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,4.670620334934483e-09
1818,0.0,7.152706427149269e-09
1819,1.035105001712111e-09,9.315945348475907e-09
1820,3.5599443393152796e-09,2.0173018810965004e-08
1821,6.903041693817613e-09,2.9584463767662328e-09
1822,7.017931125119503e-09,8.02049271442229e-09
1823,8.894418535021487e-09,3.9530747564242574e-09
1824,9.263223965660927e-09,8.421112696055388e-10
1825,8.805443041381977e-10,3.522177216552791e-09
1826,2.642395191543301e-09,0.0
1827,6.452091305675367e-09,1.8434546111834038e-09
1828,1.8344602503717056e-09,2.7516904310687096e-09
1829,2.914879893012312e-08,1.0287811491593857e-08
1830,8.349468672008697e-09,8.349468672008697e-09
1831,4.677361609140007e-09,0.0
1832,0.0,0.0
1833,0.0,4.6334514003376626e-09
1834,5.600718555598405e-09,2.8003592777992026e-09
1835,9.832014313815307e-09,7.563087933704082e-10
1836,6.720750067579218e-10,5.376600054063374e-09
1837,1.3915781860163179e-09,4.87052354003481e-09
1838,3.1560809521380406e-09,0.0
1839,5.5931801412612e-09,4.894032734625853e-09
1840,0.0,0.0
1841,8.988767952189392e-09,1.926164561183441e-09
1842,3.3541325272778977e-09,0.0
1843,2.953455535692484e-09,4.7255288571079745e-09
1844,9.330554107123135e-09,2.7442805805577564e-09
1845,2.4553003186156275e-08,1.1160455892778032e-09
1846,6.439951683034906e-09,0.0
1847,1.0247124926365814e-08,1.6179670936367074e-09
1848,1.287235473768078e-08,1.6090443422100975e-09
1849,2.9327951622803994e-08,0.0
1850,5.431196825611551e-09,0.0
1851,3.8696632564949596e-09,1.2898877521649865e-09
1852,1.9531636308300904e-09,1.3021090872200602e-09
1853,5.3747388761848924e-09,3.5831591027601917e-09
1854,5.195664454227256e-10,0.0
1855,4.2455496895854594e-09,2.653468555990912e-09
1856,9.836659486950339e-09,5.177189232874468e-10
1857,1.4644527812635033e-09,4.881509085841174e-10
1858,6.8511463169329545e-09,3.9149408159744326e-09
1859,3.5645213447565993e-09,1.5276520048956854e-09
1860,5.950338888283113e-09,2.746310290291376e-09
1861,3.3011746669586728e-09,2.8295783494058924e-09
1862,2.710791813242963e-09,7.680577063240435e-09
1863,1.9978483312144135e-09,4.495158911765884e-09
1864,9.589455896019672e-10,0.0
1865,5.177528628053096e-09,4.23615986733239e-09
1866,1.9462451650298362e-09,4.379051787850585e-09
1867,4.85281148598915e-10,1.94112459439566e-09
1868,2.4699371437009177e-09,9.87974813071446e-10
1869,6.348574999037737e-09,4.395167341186834e-09
1870,6.307453670473251e-09,4.587239033071455e-09
1871,6.37270636261178e-09,3.18635318130589e-09
1872,8.4662747923403e-09,9.675742873582749e-09
1873,5.387403856360606e-09,5.387403856360606e-09
1874,4.182226565063729e-09,0.0
1875,5.149374260327022e-09,0.0
1876,2.418405919968336e-09,0.0
1877,3.0924081073635534e-09,4.9478527941460015e-09
1878,2.4156354694326865e-09,3.0195443923020093e-09
1879,4.27652757650776e-09,0.0
1880,0.0,6.417846254436199e-10
1881,8.367009307619355e-09,0.0
1882,1.9966155395678697e-09,6.655385131892899e-10
1883,1.3270612164717477e-08,1.2638677882037541e-09
1884,2.6406787867472303e-09,6.601696966868076e-10
1885,7.090199094506033e-09,0.0
1886,9.034849313138693e-09,2.5813855497602844e-09
1887,4.570247291724172e-09,0.0
1888,3.1703073499755874e-09,6.340614699951175e-09
1889,2.5060546970934183e-09,3.132568426877924e-09
1890,2.6217545912032847e-09,4.5880703680722945e-09
1891,7.0116419337296065e-09,3.824531802365527e-09
1892,1.002961980134387e-08,1.8805537127519756e-09
1893,1.847525021858587e-09,6.158416554491453e-10
1894,1.1342770278588432e-08,3.780923574225881e-09
1895,1.2037229435435393e-08,1.2037228991346183e-09
1896,1.3563166589847242e-08,5.89702897624278e-10
1897,7.574727511894253e-09,2.330685422435863e-09
1898,2.26334195829736e-09,5.6583548957434e-10
1899,9.949641111006713e-09,1.1055156790007459e-09
1900,4.671947717582725e-09,0.0
1901,5.58873880507349e-09,5.588738916095792e-10
1902,5.892340837476695e-09,2.455141867585553e-09
1903,6.480264325148255e-09,4.320176216765503e-09
1904,4.299700151477737e-09,5.374625189347171e-09
1905,1.5482277682110634e-09,2.0643036169332163e-09
1906,5.658602919567102e-09,1.0288369045596824e-09
1907,4.114274698707732e-09,3.0857059130084963e-09
1908,1.0313916831705683e-08,3.437972351250096e-09
1909,7.151278680339601e-09,5.500983557560346e-10
1910,4.275320542035388e-09,0.0
1911,2.6601871816467337e-09,5.320374141248863e-10
1912,4.167536982180309e-09,1.0418842455450772e-09
1913,4.242391771214216e-09,0.0
1914,4.68772043404897e-09,0.0
1915,4.712304768617059e-09,0.0
1916,2.197492410260793e-09,0.0
1917,1.2063066989753679e-08,5.483212106582869e-09
1918,1.1486376294556067e-09,0.0
1919,1.012863304339362e-08,9.207848372660976e-10
1920,3.028892692213958e-09,3.028892692213958e-09
1921,4.543648568500203e-09,7.572747429129834e-10
1922,7.377935595798135e-09,3.6889677978990676e-09
1923,2.1231896241147297e-09,4.246379248229459e-09
1924,1.2891624656674594e-08,1.289162443462999e-09
1925,3.299453377181294e-09,3.299453377181294e-09
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,2.2298449753321847e-09,2.2298449753321847e-09
1928,4.570416489713125e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,0.0
1930,1.1553964007759987e-08,2.100720708497761e-09
1931,1.0264820993199919e-08,1.1405356659111021e-09
1932,3.287861094491973e-09,3.287861094491973e-09
1933,3.4411986593596566e-09,5.735331320977366e-09
1934,1.1981580172459871e-09,0.0
1935,5.98414207075848e-09,3.590485242455088e-09
1936,4.849885826274658e-09,1.2124714565686645e-09
1937,3.777335333410292e-09,0.0
1938,3.8895642262559704e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,4.588215141154706e-09
1940,5.0715658339584024e-09,0.0
1941,0.0,8.854508237732261e-09
1942,6.068423541449874e-09,9.102635090130207e-09
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,0.0,0.0
1949,7.853606653895895e-09,0.0
1950,2.1270722960764488e-09,3.190608444114673e-09
1951,1.0661401761424827e-09,0.0
1952,4.2179215675730575e-09,3.1634410646574906e-09
1953,6.464296653518886e-09,5.386913581872932e-09
1954,6.840775057526116e-09,1.9545072227344917e-09
