year,prouvant_VERB en_ADP,prouvant_VERB sans_ADP
1955,7.508486277174597e-09,1.8771215692936494e-09
1956,4.360570571293465e-09,8.72114158667614e-10
1957,1.7670075402875796e-09,2.6505113659425206e-09
1958,6.617794756635931e-09,4.9633461784992505e-09
1959,3.8753737996444215e-09,1.5501495642666896e-09
1960,7.612916519406099e-09,3.460416619915918e-09
1961,6.94815938118154e-09,1.3896318540318475e-09
1962,7.610347907416326e-09,3.170978146727066e-09
1963,5.819448034571906e-09,2.5864212993553792e-09
1964,7.300761772910391e-09,3.041984220075733e-09
1965,6.0192477668863376e-09,2.73602163147757e-09
1966,9.416426971498026e-09,1.6617224263271169e-09
1967,6.902469706915326e-09,1.4791006197611978e-09
1968,1.7965663401398047e-09,1.3474247273492779e-09
1969,4.541757636644661e-09,5.450109252791435e-09
1970,2.2993624781975086e-09,4.1388523719376735e-09
1971,4.624557625731995e-09,1.0276794970565106e-09
1972,1.1799337951146072e-08,5.130146862875051e-10
1973,8.269805840122046e-09,5.513203782392395e-10
1974,3.937900283634832e-09,2.812785782069227e-09
1975,5.711480177694739e-10,4.569184142155791e-09
1976,2.856763492431469e-09,2.856763492431469e-09
1977,6.464460078348111e-09,7.639816779203557e-09
1978,4.752472970714905e-09,4.752473081737207e-09
1979,6.437170796402825e-09,1.7555920051037788e-09
1980,5.116635559687666e-09,2.8425752862659692e-09
1981,1.0120879245789638e-08,3.795329828193417e-09
1982,2.483000915987077e-09,6.828252629986764e-09
1983,4.4207211225000265e-09,1.2630632095778083e-09
1984,6.378909234161512e-09,1.739702604197646e-09
1985,9.02333674446254e-09,4.210890747202711e-09
1986,5.395036861699509e-09,5.994485463567401e-10
1987,5.49973533381376e-09,1.8332451112712533e-09
1988,2.398621523624911e-09,7.195864348830128e-09
1989,0.0,2.7440609784434855e-09
1990,7.628111475810329e-09,2.179460389939436e-09
1991,4.68917216167597e-09,3.5168792322792797e-09
1992,8.264915862810085e-09,4.958949695321735e-09
1993,6.647049133334804e-09,3.323524566667402e-09
1994,3.164955852952289e-09,1.5824779264761446e-09
1995,5.964695848348356e-09,5.4224509327127635e-09
1996,3.2028553142993132e-09,2.135236876199542e-09
1997,5.753873377756236e-09,2.3974471297094624e-09
1998,3.337690568372409e-09,4.291316191284977e-09
1999,5.0272213059088244e-09,1.3710603763428253e-09
2000,5.3016377954406835e-09,1.3254094488601709e-09
2001,5.695575122643959e-09,3.5049694258049158e-09
2002,3.504977197366088e-09,4.381221607729913e-09
2003,7.500461585152607e-09,1.2500769308587678e-09
2004,9.250061883125937e-09,3.523833003171717e-09
2005,8.106749049829887e-09,4.5037495954858286e-10
2006,1.070651389767363e-08,3.294311934354255e-09
2007,4.393927444112933e-09,5.592271090648637e-09
2008,1.1069342858993636e-08,2.9802078582719105e-09
2009,3.337734755248789e-09,1.430457752249481e-09
2010,3.3066551718974324e-09,4.2514138876015295e-09
2011,3.823971805871906e-09,3.4415748029203996e-09
2012,3.4042526575461807e-09,2.7234021704458655e-09
2013,6.97281271611061e-09,1.9523875849358774e-09
2014,4.7639794331644225e-09,3.4647122948427977e-09
2015,3.768178213903184e-09,5.984753581600444e-09
2016,4.764082017771898e-09,6.628288140575478e-09
2017,2.7671724078803805e-09,3.5218559180094644e-09
2018,5.937373259712331e-09,2.323319980845895e-09
2019,3.826481520530223e-09,6.377469219387422e-09
