year,put_VERB aider_VERB,put_VERB céder_VERB
1800,6.288328968651058e-09,2.5153315874604232e-08
1801,0.0,2.3811825400343878e-08
1802,2.2378401354217203e-09,3.5805442166747525e-08
1803,1.950339223455444e-09,0.0
1804,0.0,2.4718509461507665e-09
1805,5.685755422035754e-09,8.528632911009026e-09
1806,5.187004603612877e-08,2.881669125542885e-09
1807,2.8469551160981155e-09,2.8469551160981155e-09
1808,0.0,2.2660739951163578e-09
1809,2.259030518203531e-09,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,4.5342538612658245e-08
1813,0.0,8.627225156487839e-09
1814,1.2586708564299443e-08,6.293354282149721e-09
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,9.270415546325239e-09
1817,1.556873407970727e-09,1.401186100480345e-08
1818,3.5763532135746345e-09,2.1458118837358597e-08
1819,5.175524897538253e-09,1.1386155129855524e-08
1820,2.4919611263385377e-08,3.5599443393152796e-09
1821,0.0,2.465372084259343e-08
1822,0.0,1.0025615893027862e-08
1823,4.941343334508019e-09,3.9530747564242574e-09
1824,7.579001248814166e-08,1.0947446504872005e-08
1825,6.163809906922779e-09,0.0
1826,2.554315514657901e-08,1.7615968683770689e-09
1827,4.608636583469661e-09,9.217273055917019e-10
1828,5.503380862137419e-09,1.1923991571904935e-08
1829,1.2002446148073886e-08,1.971830521085849e-08
1830,1.7742621594152297e-08,8.349468672008697e-09
1831,1.5591206103948707e-09,1.5591206103948707e-09
1832,1.3529969367098715e-09,1.3529969367098715e-09
1833,8.108539617524002e-09,2.3167257001688313e-09
1834,6.534171426153534e-09,5.600718555598405e-09
1835,1.3613558280667348e-08,7.563087933704082e-10
1836,9.409050427677812e-09,2.016225053580456e-08
1837,9.045257876039159e-09,2.0873671680021744e-09
1838,7.574594285131298e-09,1.2624323808552163e-09
1839,2.7965900706306e-09,1.8177836125232716e-08
1840,2.7389662093924017e-08,1.6561189752906103e-08
1841,5.778493683550323e-09,1.1556987367100646e-08
1842,8.049918065466954e-09,4.024959032733477e-09
1843,2.3627644285539873e-09,1.7720733325177207e-08
1844,1.756339607084101e-08,1.6465683927435748e-08
1845,2.3436957263811564e-08,1.1160455892778032e-09
1846,1.0538101946622191e-08,2.3418005312692003e-09
1847,1.1325769655456952e-08,5.9325460100012606e-09
1848,0.0,4.82713291560799e-09
1849,8.379414939696517e-10,4.1897072478036534e-09
1850,1.3577992064028876e-09,5.431196825611551e-09
1851,2.3217978650791338e-08,5.159551008659946e-09
1852,2.148479971708639e-08,2.6042181744401205e-09
1853,6.569124799682413e-09,5.971931837933653e-10
1854,1.558699391779328e-09,8.313063126763609e-09
1855,1.9104973603134567e-08,1.0613874223963649e-08
1856,1.0354378687793542e-08,2.0708756931497874e-09
1857,1.0739319655783675e-08,2.9289055625270066e-09
1858,6.8511463169329545e-09,9.787352261980686e-09
1859,1.2730433596175317e-08,1.9350258284589472e-08
1860,5.950338888283113e-09,1.2358396972445007e-08
1861,8.017138064531082e-09,1.1789909493131745e-08
1862,3.162590411776023e-09,3.6143890103090826e-09
1863,4.495158911765884e-09,7.991393324857654e-09
1864,1.1986819536957682e-08,7.1920918109924514e-09
1865,1.1767110841276462e-08,9.413688495385486e-09
1866,3.8924903300596725e-09,5.352174259343201e-09
1867,1.1161466417775046e-08,2.426405742994575e-09
1868,6.421836395986702e-09,1.0867722721741302e-08
1869,8.790334682373668e-09,5.860222973552709e-09
1870,6.307453670473251e-09,5.160643912205387e-09
1871,1.0621176826930423e-08,0.0
1872,1.6327815544059376e-08,7.256807155187062e-09
1873,6.584604861359367e-09,1.616221290134945e-08
1874,3.5847653734322193e-09,5.974609251779839e-09
1875,9.154443425529735e-09,9.154443425529735e-09
1876,7.859819461941697e-09,2.2370254981751714e-08
1877,9.27722432209066e-09,3.710889595609501e-09
1878,6.6429977074733415e-09,1.5701630218245555e-08
1879,9.163987790827832e-09,2.443730107160036e-09
1880,1.6044616302224313e-08,1.2193908105473383e-08
1881,3.4862537301449947e-09,3.4862537301449947e-09
1882,6.655385131892899e-10,6.655385131892899e-09
1883,6.319338829996468e-09,5.0554711528150165e-09
1884,8.582206056928499e-09,1.1883054540362536e-08
1885,9.023890079618013e-09,8.379326565943757e-09
1886,7.744156427236248e-09,1.1616235084943582e-08
1887,5.876032105334161e-09,5.876032105334161e-09
1888,1.8387781963724592e-08,1.014498351992188e-08
1889,6.891650361495749e-09,3.132568426877924e-09
1890,2.6217545912032847e-09,7.865263995654459e-09
1891,4.461953917456185e-09,3.1871101313640793e-09
1892,8.775916882086676e-09,9.402768341715273e-09
1893,6.15841644346915e-09,4.926733243593162e-09
1894,1.449354058991048e-08,1.8904617871129403e-09
1895,7.824199066419624e-09,4.814891596538473e-09
1896,1.0614652268259306e-08,1.7691086373616827e-09
1897,6.409385022720926e-09,2.330685422435863e-09
1898,1.0185038590293516e-08,2.26334195829736e-09
1899,9.949641111006713e-09,4.4220627160029835e-09
1900,2.595526460424935e-09,6.22926377147337e-09
1901,1.676621730339889e-09,3.353243460679778e-09
1902,3.437198747846537e-09,4.910283846193408e-10
1903,7.560307935250421e-09,9.1803746826713e-09
1904,4.837162670412454e-09,5.374625189347171e-09
1905,1.2385822145688508e-08,2.580379465655369e-09
1906,1.0288369267641428e-08,2.572092316910357e-09
1907,6.685696440911215e-09,2.057137349353866e-09
1908,1.4734167219643268e-09,1.4734167219643268e-09
1909,9.901770070541716e-09,5.500983557560346e-10
1910,7.481810726517324e-09,4.275320542035388e-09
1911,9.044636151145369e-09,3.1922244847493175e-09
1912,4.688478938419394e-09,4.167536982180309e-09
1913,3.181793939432964e-09,4.242391771214216e-09
1914,6.027069510139427e-09,8.705766774141921e-09
1915,0.0,8.246533234057551e-09
1916,1.0987462051303964e-09,0.0
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,2.2972752589112133e-09,4.594550517822427e-09
1919,1.1049418269237776e-08,9.207848705727883e-09
1920,8.329454459499175e-09,7.572231730534895e-10
1921,6.815472630705699e-09,1.5145494858259667e-09
1922,2.951174193910333e-09,1.4755870969551665e-09
1923,3.1847844361720945e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,0.0
1925,1.4297631523163545e-08,2.1996355847875293e-09
1926,7.802296586589819e-09,2.229227691330493e-09
1927,7.804457524684949e-09,1.0034302277972529e-08
1928,9.14083297942625e-09,6.8556245125250825e-09
1929,1.1140405931087116e-08,4.4561625500705304e-09
1930,5.2518016602221e-09,2.100720708497761e-09
1931,1.4826963656844327e-08,2.2810713318222042e-09
1932,7.6716757391182e-09,5.4797681947604815e-09
1933,1.1470662641954732e-08,2.2941324395731044e-09
1934,3.5944740517379614e-09,4.7926320689839486e-09
1935,5.98414207075848e-09,1.196828414151696e-09
1936,1.2124714565686645e-09,0.0
1937,3.777335333410292e-09,8.813782592653752e-09
1938,0.0,1.2965214457594243e-09
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,2.832055301382752e-08,0.0
1946,1.1136883415474585e-08,9.744772988540262e-09
1947,3.5762612871081956e-09,5.960435700558264e-09
1948,5.435944139264848e-09,1.3046265401328583e-08
1949,1.1780409536754632e-08,1.9634016634739737e-09
1950,3.190608444114673e-09,0.0
1951,1.7058242818279723e-08,0.0
1952,5.272402070488624e-09,2.1089607837865287e-09
1953,8.619061908632375e-09,0.0
1954,9.772536557761669e-09,2.9317608341017376e-09
1955,1.220129064449793e-08,1.8771215692936494e-09
1956,3.488456634670456e-09,8.72114158667614e-10
1957,6.184526224473075e-09,0.0
1958,4.9633461784992505e-09,5.790570245522986e-09
1959,6.975672928177801e-09,1.5501495642666896e-09
1960,2.076250060767393e-09,2.076250060767393e-09
1961,6.25334317660986e-09,0.0
1962,6.976152100435229e-09,1.2683912808952869e-09
1963,3.879631726988464e-09,0.0
1964,6.6923653285755336e-09,2.4335873316516654e-09
1965,8.755269398363907e-09,2.188817349590977e-09
1966,9.970334780007306e-09,2.769537488234164e-09
1967,4.930335695263466e-09,1.9721342336964653e-09
1968,6.287982134978165e-09,3.1439910674890825e-09
1969,6.358460868938209e-09,3.6334062425424918e-09
1970,4.598724956395017e-09,1.3796175313274261e-09
1971,4.624557625731995e-09,4.1107179882260425e-09
1972,4.6171320100540925e-09,2.0520587451500205e-09
1973,3.3079223804577396e-09,3.859242703185828e-09
1974,3.937900228123681e-09,5.625571675160757e-10
1975,6.282628195464213e-09,6.8537762132336866e-09
1976,2.285410749536254e-09,3.4281160132820787e-09
1977,9.402850942308305e-09,3.526069214387917e-09
1978,1.7821774056514528e-09,1.7821774056514528e-09
1979,6.437170796402825e-09,1.1703946700691858e-09
1980,8.527726080842513e-09,2.8425752862659692e-09
1981,8.855769451088236e-09,2.5302198114474095e-09
1982,3.1037510339615437e-09,1.2415004579935385e-09
1983,4.4207211225000265e-09,0.0
1984,4.059305780401701e-09,1.739702604197646e-09
1985,7.218669662023558e-09,3.609334831011779e-09
1986,5.994485352545098e-09,1.7983456945813714e-09
1987,3.0554083707556856e-09,6.110816852533674e-10
1988,7.195864348830128e-09,1.1993107618124554e-09
1989,4.939309850016116e-09,0.0
1990,6.538381391862913e-09,1.089730194969718e-09
1991,4.10302547493302e-09,5.861465202094962e-10
1992,8.815910668147353e-09,5.509944167592096e-10
1993,8.308811416668505e-09,0.0
1994,5.274926717646622e-09,3.6924485691258724e-09
1995,8.675921314704738e-09,0.0
1996,8.007138063703678e-09,2.135236876199542e-09
1997,7.671831170341648e-09,9.58978896292706e-10
1998,3.814503379828693e-09,4.768129224785866e-10
1999,3.656160929565999e-09,0.0
2000,3.092622158362701e-09,0.0
2001,2.190605918883648e-09,8.762423564512289e-10
2002,4.81934359086722e-09,1.3143663935011318e-09
2003,4.583615265119079e-09,2.083461403401543e-09
2004,2.642874807889939e-09,2.642874807889939e-09
2005,9.457874483587148e-09,9.007499190971657e-10
2006,6.58862386870851e-09,2.8825228870488218e-09
2007,3.595031605740928e-09,0.0
2008,3.405951742863067e-09,0.0
2009,2.860915504498962e-09,3.337734755248789e-09
2010,2.8342759250676863e-09,2.8342759250676863e-09
2011,3.823971805871906e-09,1.1471915639660324e-09
2012,6.468080293586809e-09,1.3617010852229328e-09
2013,6.414987652192394e-09,1.1156500168141292e-09
2014,8.87832563023494e-09,6.496335691608124e-10
2015,7.536356427806368e-09,1.5516027351836215e-09
2016,7.042556315894899e-09,8.285360175719347e-10
2017,5.282783988036499e-09,2.515611330355938e-10
2018,1.0842160058643913e-08,5.162933414126769e-10
2019,5.867272001580659e-09,7.65296326310505e-10
