year,fût_VERB avant_ADP,fût_VERB savant_ADJ
1909,1.925344328412848e-08,3.300590023513905e-09
1910,2.8323999146095957e-08,1.6032452032632705e-09
1911,2.3941684190731394e-08,1.5961122423746588e-09
1912,2.135862686714063e-08,5.209421227725386e-10
1913,2.1211958411981868e-08,0.0
1914,1.5402511266415786e-08,0.0
1915,2.9451904026700504e-08,0.0
1916,3.625862632361532e-08,1.0987462051303964e-09
1917,1.4256351654751143e-08,0.0
1918,2.5270027848023346e-08,0.0
1919,1.6574126959767455e-08,0.0
1920,2.0445025228355007e-08,0.0
1921,4.770830841493989e-08,3.0290989716519334e-09
1922,3.6151885041135756e-08,0.0
1923,2.653987074552333e-08,1.0615948120573648e-09
1924,2.4494086758863887e-08,3.867487219366694e-09
1925,3.189471442510694e-08,2.1996355847875293e-09
1926,3.566764306128789e-08,5.57306911730393e-09
1927,2.2298449309232637e-08,0.0
1928,3.5420729460611255e-08,0.0
1929,3.119313873867213e-08,2.2280812750352652e-09
1930,2.3107928015519974e-08,0.0
1931,3.763767608688795e-08,1.1405356659111021e-09
1932,2.849479585620429e-08,5.4797681947604815e-09
1933,2.1794258842078307e-08,2.2941324395731044e-09
1934,2.7557634396657704e-08,1.1981580172459871e-09
1935,1.555876849579363e-08,0.0
1936,2.66743711563322e-08,2.424942913137329e-09
1937,2.6441348666139675e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,2.5999884911698246e-08,1.5294050470515685e-09
1940,4.3108308034334186e-08,2.5357829169792012e-09
1941,2.3612020783048138e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,5.2258233296242906e-08,2.9032352077962287e-09
1944,3.534504600111177e-08,0.0
1945,3.703456741277478e-08,2.178504043826024e-09
1946,3.897909195416105e-08,1.3921104269343232e-09
1947,3.337843779149807e-08,4.7683483828109274e-09
1948,3.696441908118686e-08,1.0871887834440486e-09
1949,1.8652315247891238e-08,0.0
1950,2.5524867552917385e-08,4.2541445921528975e-09
1951,2.4521224162299404e-08,3.1984206394497505e-09
1952,2.6362009464264702e-08,1.0544803918932644e-09
1953,2.9089333608567358e-08,1.0773827385790469e-09
1954,2.5408594339637602e-08,0.0
1955,1.5016972554349195e-08,0.0
1956,1.657016923672927e-08,8.72114158667614e-10
1957,1.236905244894615e-08,0.0
1958,3.4743422361316334e-08,0.0
1959,1.8601795659378695e-08,7.750747821333448e-10
1960,2.422291700554524e-08,1.3841666701708277e-09
1961,1.111705483225478e-08,3.47407969059077e-09
1962,2.980719671086263e-08,1.2683912808952869e-09
1963,1.8104948651398445e-08,7.1126584622049904e-09
1964,1.7035111099517053e-08,6.083968329129164e-10
1965,3.228505462971043e-08,5.472043373977442e-10
1966,1.8278946356531378e-08,0.0
1967,2.3172576746333107e-08,1.4791006197611978e-09
1968,1.0330256650092906e-08,0.0
1969,1.6804504454626112e-08,0.0
1970,2.1614008360870685e-08,0.0
1971,1.3359833239690033e-08,2.569198631618974e-09
1972,1.3338381954497436e-08,1.0260293725750103e-09
1973,1.3783009400469837e-08,0.0
1974,1.3501372464475025e-08,1.1251143350321513e-09
1975,1.313640396460869e-08,5.711480177694739e-10
1976,1.1427053969725876e-08,5.713526984862938e-09
1977,1.5279633558407113e-08,1.1753563677885381e-09
1978,1.6039596317796168e-08,1.1881182704343018e-09
1979,1.287434159280565e-08,2.3407893401383717e-09
1980,9.096241093686785e-09,5.685150683554241e-10
1981,1.644642821929665e-08,0.0
1982,1.2415004135846175e-08,6.207502289967692e-10
1983,1.6419821946556112e-08,0.0
1984,1.1018116197192285e-08,1.739702604197646e-09
1985,9.624892882698077e-09,0.0
1986,1.3187867686781374e-08,5.994485463567401e-10
1987,7.332980445085013e-09,6.110816852533674e-10
1988,1.6190695006912392e-08,0.0
1989,7.683371272548811e-09,0.0
1990,1.4166492867673242e-08,0.0
1991,9.37834432335194e-09,1.1722930404189924e-09
1992,1.597883780846132e-08,0.0
1993,1.550978012687665e-08,1.1078414852150331e-09
1994,1.476979427650349e-08,1.0549853213248639e-09
1995,7.591431483433553e-09,5.422450821690461e-10
1996,1.4412848692302305e-08,1.6014276571496566e-09
1997,1.2466725429760572e-08,1.438468344439059e-09
1998,9.536258005482523e-09,0.0
1999,1.0968483010742602e-08,2.285100553223174e-09
2000,1.5463109903635086e-08,1.3254094488601709e-09
2001,1.0076787404500465e-08,0.0
2002,1.3581786362237835e-08,4.38122149670761e-10
2003,1.1667384391955693e-08,1.6667691671301554e-09
2004,1.1452457648886138e-08,4.404791253964646e-10
2005,1.1259373877692269e-08,9.007499190971657e-10
2006,1.3589036562677848e-08,2.0589450144825605e-09
2007,9.586750948642475e-09,7.988958938831558e-10
2008,1.1920831433087642e-08,0.0
2009,1.1443662017995848e-08,4.76819250749827e-10
2010,1.9839930587295385e-08,0.0
2011,1.3001504761689375e-08,7.64794394481072e-10
2012,1.599998711299122e-08,0.0
2013,1.7571487376244477e-08,8.367375126105969e-10
2014,1.2343037703033133e-08,1.2992671383216248e-09
2015,1.4629397249166232e-08,8.866301581811342e-10
2016,1.491364898242864e-08,1.6570720351438695e-09
2017,1.33327402451755e-08,5.031222660711876e-10
2018,1.2132893800753664e-08,2.5814667070633845e-10
2019,8.418259866971312e-09,5.1019755087367e-10
