year,tout_DET entier_ADJ,tout_DET sentier_NOUN
1868,3.951899145704374e-07,1.5807597009143137e-08
1869,3.2670743621565634e-07,1.1232093810598087e-08
1870,3.7615359360643197e-07,9.747882945276842e-09
1871,3.813002535935084e-07,1.5931766128574054e-08
1872,3.6586402529792394e-07,6.652073336610442e-09
1873,2.969058243706968e-07,1.0774807712721213e-08
1874,3.011203091318748e-07,2.3898436563030145e-09
1875,3.226941203138267e-07,9.7265964171811e-09
1876,3.3555383538441674e-07,7.859819461941697e-09
1877,2.919233281772904e-07,1.608052180301911e-08
1878,3.3577333624634775e-07,1.3889904115771401e-08
1879,2.9446948701661313e-07,2.443730107160036e-09
1880,3.285937282271334e-07,3.2089231272180996e-09
1881,3.3537762078594824e-07,1.3945015142624584e-09
1882,3.0947541063142125e-07,5.989846840748214e-09
1883,3.778964696721232e-07,8.21514056781325e-09
1884,3.4988994457307854e-07,1.3203393933736152e-09
1885,3.680457894006395e-07,1.2246707647989297e-08
1886,2.8782449135178467e-07,3.2267319372003556e-09
1887,2.9119004807398596e-07,5.223139698529167e-09
1888,3.316141601317213e-07,7.60873763994141e-09
1889,3.1388336196869204e-07,4.385595886446936e-09
1890,2.857712502191134e-07,7.209825181320184e-09
1891,3.282723355368944e-07,1.8485237784915398e-08
1892,3.3787281950026227e-07,7.522214851007902e-09
1893,2.999148875915125e-07,1.662772503019383e-08
1894,3.175975678004761e-07,1.449354058991048e-08
1895,3.0634748782176757e-07,1.3240952334570011e-08
1896,2.924926434388908e-07,2.948514543632541e-09
1897,3.0298909337034274e-07,1.631479840114025e-08
1898,2.936686200882832e-07,1.3580051749784161e-08
1899,2.962781877613452e-07,7.738609753005221e-09
1900,3.083485466959246e-07,4.1528426253378825e-09
1901,2.928499327481404e-07,7.824234593556412e-09
1902,3.3340828053951554e-07,3.437198747846537e-09
1903,3.1591289939569833e-07,6.480264325148255e-09
1904,3.3107690455835836e-07,4.837162670412454e-09
1905,2.9261502731969813e-07,7.2250627702885595e-09
1906,2.819013218413602e-07,3.600929110447737e-09
1907,3.7388471696431225e-07,2.5714217422034835e-09
1908,2.966478973576159e-07,3.437972351250096e-09
1909,2.8770145377166045e-07,8.801573692096554e-09
1910,3.1370163355859404e-07,1.1222716866932103e-08
1911,3.261389451836294e-07,1.4365010514438836e-08
1912,3.031883295534499e-07,4.688478938419394e-09
1913,3.335580629482138e-07,8.484783153850373e-09
1914,2.9465672923834063e-07,6.696743715117748e-10
1915,2.591767724879901e-07,3.534228465440492e-09
1916,4.307085248456133e-07,9.888715624128963e-09
1917,3.0596325473197794e-07,1.754627876326964e-08
1918,3.687126763907145e-07,0.0
1919,3.185915602443856e-07,3.6831393490643904e-09
1920,2.5291254246440076e-07,4.543339038320937e-09
1921,3.241135857479094e-07,5.300923255902035e-09
1922,3.017575522790139e-07,3.6889677978990676e-09
1923,3.620038171447959e-07,8.492758496458919e-09
1924,2.9135071599739604e-07,1.160246199116699e-08
1925,3.134480834887654e-07,1.5397448649423495e-08
1926,3.0651881388621405e-07,6.687683296036084e-09
1927,3.1106335995900736e-07,7.804457524684949e-09
1928,2.8108061655984784e-07,2.2852082448565625e-09
1929,3.509227894937794e-07,5.570202965543558e-09
1930,2.856980074739113e-07,6.30216201447098e-09
1931,2.5091785005315614e-07,0.0
1932,2.7727628548745997e-07,4.38381475564853e-09
1933,2.592369696685637e-07,5.735331320977366e-09
1934,2.33640818692038e-07,1.1981580172459871e-09
1935,2.4894029593269806e-07,1.196828414151696e-09
1936,3.9526568684777885e-07,1.091224355320719e-08
1937,2.46785901936164e-07,6.295559185076627e-09
1938,2.6837994937523035e-07,5.186085783037697e-09
1939,4.267040196737071e-07,6.117620188206274e-09
1940,1.4453962648985907e-06,5.0715658339584024e-09
1941,3.010532623193285e-07,2.3612020783048138e-08
1942,3.1252380949808867e-07,1.2136847082899749e-08
1943,3.396785075437947e-07,1.7419411024732767e-08
1944,3.502372862840275e-07,9.639558484764166e-09
1945,3.529176524352806e-07,1.3071024707045353e-08
1946,3.2575383102084743e-07,6.960552134671616e-09
1947,3.349764767790475e-07,3.5762612871081956e-09
1948,3.033256632534176e-07,8.697510267552389e-09
1949,2.660409279542364e-07,7.853606653895895e-09
1950,3.07361943896467e-07,3.190608444114673e-09
1951,3.294373129847372e-07,1.2793681780642885e-08
1952,3.384882063528494e-07,1.1599284199803606e-08
1953,3.6631013244914357e-07,4.30953106533849e-09
1954,3.723336305938574e-07,2.9317608341017376e-09
1955,3.876255902923731e-07,1.8771215692936494e-09
1956,2.930303537596046e-07,9.593255523299149e-09
1957,2.8183771405565494e-07,1.7670075402875796e-09
1958,2.9366464104896295e-07,6.617794590102477e-09
1959,3.5963469713351515e-07,1.5501495642666896e-09
1960,2.643758421072562e-07,2.7683333403416555e-09
1961,4.141103033816762e-07,1.3896318540318475e-09
1962,3.2978172725961485e-07,8.8787386332001e-09
1963,4.054215310134168e-07,9.052474103654617e-09
1964,4.0458388639308396e-07,6.6923653285755336e-09
1965,3.2503936608918593e-07,3.830430195250756e-09
1966,4.8965421228786e-07,2.215629901769489e-09
1967,4.3830684148815635e-07,1.9721342336964653e-09
1968,4.1365939296156284e-07,6.737123636746389e-09
1969,4.3510038949534646e-07,1.8167031212712459e-09
1970,5.136776053404901e-07,7.357959935783143e-09
1971,4.6759416250097274e-07,5.138397263237948e-09
1972,5.468736503644323e-07,4.617132121076395e-09
1973,5.099713575873466e-07,7.167165139154719e-09
1974,3.476603183116822e-07,3.937900228123681e-09
1975,3.855249133266625e-07,7.996072248772634e-09
1976,3.348126824676001e-07,3.4281161798155324e-09
1977,4.489861282763741e-07,5.876781727920388e-09
1978,3.718810148711782e-07,5.346532105932056e-09
1979,3.4058484743582085e-07,9.94835469558808e-09
1980,3.399720185370825e-07,4.548120602354544e-09
1981,4.889649858341727e-07,6.958104314946922e-09
1982,3.407918711673119e-07,4.345251713999687e-09
1983,2.8734689294651616e-07,8.209910973278056e-09
1984,2.638549005951063e-07,3.479405208395292e-09
1985,2.538565411214222e-07,3.609334831011779e-09
1986,2.673540393516305e-07,1.7983456945813714e-09
1987,2.535988983254356e-07,3.6664902225425067e-09
1988,2.980287376885826e-07,5.996553809062277e-10
1989,2.326963794985204e-07,3.2928733073589456e-09
1990,2.6534931407695694e-07,3.2691906959314565e-09
1991,2.3445861074833374e-07,0.0
1992,2.2149976075525046e-07,2.2039776670368383e-09
1993,2.531417919726664e-07,1.661762283333701e-09
1994,2.3526172299170867e-07,2.6374633033121597e-09
1995,2.1635578661971522e-07,2.168980273165033e-09
1996,2.2473368233022484e-07,7.473329288743003e-09
1997,2.378267680569479e-07,9.110299292736102e-09
1998,2.026454950510015e-07,5.2449422582867555e-09
1999,1.878352691164764e-07,3.656160929565999e-09
2000,1.9306797582885338e-07,4.4180314962005696e-09
2001,1.7831531806677958e-07,3.5049693702937645e-09
2002,1.678007777172752e-07,5.6955880012310445e-09
2003,1.912617619836965e-07,4.583615098585625e-09
2004,1.691439877049561e-07,6.166707589017051e-09
2005,2.1032511199337023e-07,2.702249757291497e-09
2006,3.3643161145846534e-07,8.647569049724524e-09
2007,2.1250630766189715e-07,2.3966877371606188e-09
2008,1.9839669107568625e-07,8.514879357157668e-10
2009,1.7928404361100547e-07,3.814554005998616e-09
2010,1.6580513317876466e-07,4.723793189942427e-09
2011,2.0725927640796726e-07,4.206369030868018e-09
2012,2.369359890508349e-07,6.808505564892542e-09
2013,2.6970838007400744e-07,3.904775169871755e-09
2014,4.7314978246504324e-07,4.980523951592097e-09
2015,6.122181162027118e-07,5.3197807964311394e-09
2016,8.161079563251405e-07,8.07822619908194e-09
2017,4.462694391804689e-07,5.7859059765519305e-09
2018,5.766996764577925e-07,6.195520096952123e-09
2019,5.122383299749345e-07,2.5509878653906526e-09
