year,pouvait_VERB aider_VERB,pouvait_VERB céder_VERB
1924,5.414482373566898e-08,5.285566118118368e-08
1925,5.829034321891413e-08,3.629398648286042e-08
1926,3.78968714187522e-08,4.904300965336006e-08
1927,5.351628118432927e-08,6.466550672712401e-08
1928,5.9415413034002995e-08,5.0274582719112004e-08
1929,4.4561623724348465e-08,6.015819309368453e-08
1930,6.302162347537887e-08,4.20144132817768e-08
1931,5.5886246741465584e-08,6.386999729102172e-08
1932,5.698959171240858e-08,4.383814555808385e-08
1933,6.079451253526713e-08,5.391211388428019e-08
1934,5.2718952758823434e-08,4.553000465534751e-08
1935,6.223507398317452e-08,5.38572777486479e-08
1936,5.698615979099486e-08,4.607391446143083e-08
1937,7.680581859403901e-08,3.777335422228134e-08
1938,4.019216603978748e-08,3.3709557811789637e-08
1939,4.435274547631707e-08,5.352917753498332e-08
1940,8.114505334333444e-08,2.2822046474857416e-08
1941,9.444808313219255e-08,2.066051862925633e-08
1942,1.1833425617169269e-07,3.3376331032286544e-08
1943,7.83873517207212e-08,4.064529335323641e-08
1944,6.7476911169706e-08,6.105053529381621e-08
1945,8.496165548876888e-08,4.7927088075994106e-08
1946,8.352662916877307e-08,6.40370814153357e-08
1947,8.940653373201712e-08,3.2186353138285995e-08
1948,7.501602539150554e-08,3.8051606310318675e-08
1949,6.086545312200542e-08,4.417653798327592e-08
1950,6.062155932795577e-08,4.4668517773516214e-08
1951,6.183613265875465e-08,4.051332780363737e-08
1952,6.537778318715937e-08,3.585233443459401e-08
1953,7.54167928107563e-08,3.770839640537815e-08
1954,6.547599440409613e-08,4.202190595492539e-08
1955,7.602342577683885e-08,2.815682265122632e-08
1956,7.064124929456739e-08,3.1396108823855684e-08
1957,7.863183526524153e-08,3.975766915687018e-08
1958,6.86596237642334e-08,3.3088973339090444e-08
1959,6.045583234026708e-08,2.7902691712711203e-08
1960,6.713208478004162e-08,1.9378333604436193e-08
1961,5.280601200752244e-08,2.779263752472616e-08
1962,6.785893447158742e-08,2.6002021868976044e-08
1963,7.371300370095923e-08,2.7157422977097667e-08
1964,7.17908292813263e-08,2.3727476872181796e-08
1965,9.576076109851783e-08,3.3379464525751246e-08
1966,8.917910321315503e-08,4.154306054715562e-08
1967,6.45873967641819e-08,2.859594694371026e-08
1968,6.871866276014771e-08,3.054162789339898e-08
1969,6.403878671790153e-08,3.8150766101807676e-08
1970,8.047769028962648e-08,2.8971967935831344e-08
1971,6.063309143655715e-08,1.798439086542203e-08
1972,7.490014297673042e-08,2.975485102751918e-08
1973,8.435201692691408e-08,2.811733956775697e-08
1974,8.663380413054256e-08,1.9689501584707614e-08
1975,7.367809473635134e-08,2.341706917263764e-08
1976,7.998937689990271e-08,2.5710871653927825e-08
1977,6.523227824573041e-08,2.291944944943225e-08
1978,6.772274474542428e-08,2.5544542481270582e-08
1979,6.905328575612657e-08,2.3993090181306798e-08
1980,7.220141640118527e-08,2.615169236719339e-08
1981,8.159958753140018e-08,2.277197808098208e-08
1982,7.076552321905183e-08,3.1037512115972277e-08
1983,9.599280303973501e-08,1.3893695083311286e-08
1984,6.842829947117934e-08,2.3196033538397387e-08
1985,7.579603078511354e-08,2.8273122509858695e-08
1986,1.0070735356748628e-07,2.997242631863628e-08
1987,7.516304378896166e-08,1.649920555735207e-08
1988,8.335209855658832e-08,1.8589316752581908e-08
1989,7.189439799049069e-08,2.9635859988275115e-08
1990,7.192219442231362e-08,2.669838927715773e-08
1991,8.264665751767097e-08,2.3445860364290638e-08
1992,8.59551292364813e-08,2.4243753671271406e-08
1993,7.921066469407378e-08,1.938722604677423e-08
1994,8.492632019851953e-08,2.5319646823618314e-08
1995,8.83859456735081e-08,2.1689803730851054e-08
1996,1.0836327390961742e-07,2.5622842514394506e-08
1997,8.295167219785071e-08,2.157702461147437e-08
1998,8.630313885760188e-08,2.0502955777601528e-08
1999,8.089256198218209e-08,2.6050146928469076e-08
2000,8.747702651135114e-08,2.1206551181762734e-08
2001,8.236678183948243e-08,1.8839211080035057e-08
2002,7.44807664432301e-08,2.102986229601811e-08
2003,1.0167291719653804e-07,2.375146124222738e-08
2004,9.338157269667136e-08,2.2023955992267474e-08
2005,1.0448699327980648e-07,2.38698731891418e-08
2006,1.0418261808808893e-07,1.7706927479821388e-08
2007,1.1703824753794834e-07,2.3966876483427768e-08
2008,1.0388152560381059e-07,2.426740586258802e-08
2009,1.3493985306922696e-07,2.1933685090402832e-08
2010,1.591918277199511e-07,3.259417269418918e-08
2011,1.476053199667149e-07,2.2179037273417634e-08
2012,1.6102114841487492e-07,2.9957423208770706e-08
2013,1.8073529872708605e-07,3.095928846619245e-08
2014,1.909922673348774e-07,4.33089049067803e-08
2015,1.7023299392349145e-07,3.768178302721026e-08
2016,1.9657016991914134e-07,3.7491254545329866e-08
2017,2.095504214594257e-07,2.6917041040519507e-08
2018,2.1503618086171628e-07,3.846385254746565e-08
2019,2.1122178850419004e-07,3.1377147990951926e-08
