year,laissant_VERB en_ADP,laissant_VERB sans_ADP
1800,2.7668647550882497e-07,4.087413785214267e-08
1801,2.9526663070100767e-07,3.809892135109294e-08
1802,4.520437073551875e-07,2.9091921760482364e-08
1803,1.8333189188979304e-07,4.4857802805609026e-08
1804,2.0021992952479195e-07,3.9549615138412264e-08
1805,2.50173229687789e-07,4.8328921309348516e-08
1806,2.4494187300660997e-07,2.305335300434308e-08
1807,3.1601200589648215e-07,3.9857372513552036e-08
1808,2.4246992147425317e-07,3.6257183921861724e-08
1809,5.037638040050751e-07,6.325285539787728e-08
1810,2.878355882529604e-07,7.488405628919281e-08
1811,4.562879780678486e-07,2.5070768572277302e-08
1812,2.3204711041557857e-07,6.668020802180763e-08
1813,3.5084047489419845e-07,1.7254450312975678e-08
1814,5.443751547318243e-07,2.5173417128598885e-08
1815,4.6122523356117995e-07,6.203614333344376e-08
1816,3.5691098787538067e-07,4.6352077731626196e-08
1817,3.4406903637318464e-07,6.07180652423267e-08
1818,4.4942838783867955e-07,3.9339884239097955e-08
1819,3.933398966537993e-07,2.2772310259711048e-08
1820,2.978486808302705e-07,2.0173018810965004e-08
1821,5.206865738571764e-07,2.9584464655840748e-08
1822,4.6819626220440114e-07,4.6117833107928163e-08
1823,6.789405873064425e-07,6.81905376609393e-08
1824,6.391624669532803e-07,5.810567671460376e-08
1825,4.913437123832409e-07,2.993850500843109e-08
1826,5.742805946340468e-07,5.19671061738336e-08
1827,4.931240933370162e-07,8.664236617050847e-08
1828,4.329326319663096e-07,4.586150481600271e-08
1829,3.086343321467844e-07,4.115124596637543e-08
1830,4.3625973944472207e-07,5.740259823028282e-08
1831,3.289744388013105e-07,5.6128342862393765e-08
1832,4.708429344191245e-07,6.22378593106987e-08
1833,4.4017787459438296e-07,6.486831694019202e-08
1834,3.95784114815001e-07,3.640467127752345e-08
1835,4.507600408487633e-07,5.52105419160398e-08
1836,6.028513066524965e-07,6.115882911217341e-08
1837,5.392365327594462e-07,4.731365876864402e-08
1838,5.068665815954887e-07,4.5447563934430946e-08
1839,5.173691759452481e-07,8.249940464111205e-08
1840,4.777266511268863e-07,4.7772665823231364e-08
1841,6.099521208113856e-07,6.484754067059839e-08
1842,4.796409500684717e-07,8.854910049649334e-08
1843,4.11121001464565e-07,3.7804230856863796e-08
1844,5.186690410496908e-07,4.226192018563779e-08
1845,3.710851483873512e-07,5.747634901354104e-08
1846,4.039605796535284e-07,4.6836010625384006e-08
1847,4.141995662010345e-07,6.310071398729633e-08
1848,4.4490074913028366e-07,8.68883915927654e-08
1849,3.4188011954761066e-07,7.792856138166826e-08
1850,5.254683053124154e-07,5.974316508172706e-08
1851,5.862540115586512e-07,5.288539739467524e-08
1852,4.10164354036624e-07,6.315229228448516e-08
1853,4.62227537578741e-07,4.001194398028929e-08
1854,5.356729930738879e-07,5.143707682009335e-08
1855,4.707253111746468e-07,4.4578271740647324e-08
1856,4.5714580210187705e-07,4.814786080942213e-08
1857,5.052361786717086e-07,6.004255936886693e-08
1858,4.1645183479488423e-07,4.3553715300959084e-08
1859,5.168556000967328e-07,8.300242626546606e-08
1860,5.739788626613063e-07,4.2567808833382514e-08
1861,5.215855995999163e-07,7.309743921268819e-08
1862,4.992374660339749e-07,4.9246050792817186e-08
1863,5.014599588903934e-07,8.490855663012553e-08
1864,4.895417395900381e-07,5.130359070903978e-08
1865,4.622121076991448e-07,5.412870862642194e-08
1866,5.318114961738729e-07,5.303517980337347e-08
1867,4.6198764636073975e-07,6.454239098729886e-08
1868,4.445886592208126e-07,5.9278487896108345e-08
1869,4.697945295006889e-07,4.6393431318847433e-08
1870,4.6732497871460055e-07,6.938198993111655e-08
1871,8.507562876403085e-07,6.054071377548098e-08
1872,4.976959964153593e-07,5.019291648977742e-08
1873,5.638816453767959e-07,7.66208572144933e-08
1874,5.29350396405448e-07,8.244960270076263e-08
1875,4.863298199708765e-07,7.15190893174622e-08
1876,4.740075532083665e-07,6.831997012568536e-08
1877,4.941668034774693e-07,7.792868217393334e-08
1878,4.831271009919647e-07,3.985798358030479e-08
1879,3.934405441441413e-07,4.7652736867576095e-08
1880,4.511745874680173e-07,8.343199908722454e-08
1881,4.901672694401782e-07,6.763332294212887e-08
1882,5.75690834558884e-07,5.0580926114207614e-08
1883,4.726865467929997e-07,5.497824773215143e-08
1884,4.35051838110212e-07,6.40364632431556e-08
1885,4.6988683388704544e-07,5.414333870135124e-08
1886,4.556145500878017e-07,4.001147502208369e-08
1887,4.6224786220960823e-07,6.398346386049525e-08
1888,5.078832394644905e-07,5.57974075832135e-08
1889,5.456934317749074e-07,6.891650627949275e-08
1890,4.266905619942918e-07,7.930807299771914e-08
1891,5.379841550023912e-07,5.418086956865409e-08
1892,4.920781977446609e-07,6.39388275658348e-08
1893,4.7419806081805405e-07,7.082179109829667e-08
1894,5.028628518033429e-07,4.915200690902566e-08
1895,5.200083066370098e-07,7.703826554461557e-08
1896,5.672941636447604e-07,7.31231608597227e-08
1897,5.9374212746377e-07,4.486569338268964e-08
1898,4.996327400696998e-07,7.808530000374958e-08
1899,4.311511201393614e-07,7.351679442990644e-08
1900,5.237772864319368e-07,6.748368974740515e-08
1901,5.21988193113998e-07,6.4829372092845e-08
1902,5.106695319945231e-07,8.936716255902866e-08
1903,5.09780820223682e-07,7.398301704597543e-08
1904,4.4609388005767414e-07,6.18081870129572e-08
1905,4.587914759213163e-07,6.657379003627284e-08
1906,4.830389208621e-07,6.430230570231288e-08
1907,4.1091317726227317e-07,6.068555080673832e-08
1908,5.063642234404142e-07,4.6167055955947944e-08
1909,4.444794603486457e-07,5.5009834909469646e-08
1910,4.980748391503198e-07,7.000837598525322e-08
1911,4.623405018833182e-07,6.916486228192298e-08
1912,4.469683325680762e-07,5.3136098188133474e-08
1913,4.051484103761993e-07,6.204498248507662e-08
1914,4.935499990921244e-07,5.893134513712539e-08
1915,4.22929344878753e-07,7.657494904833584e-08
1916,4.416959811237575e-07,3.076489463182952e-08
1917,4.3427041251931087e-07,4.8252267959014716e-08
1918,4.0661772082728476e-07,4.9391417178412667e-08
1919,4.935406803241449e-07,8.65537757022139e-08
1920,4.1874440270817104e-07,4.391894492528081e-08
1921,4.7556854898545e-07,5.300923078266351e-08
1922,4.721878674729396e-07,6.861480272846165e-08
1923,4.649785285693042e-07,5.095655097875351e-08
1924,4.035078502440115e-07,6.83256118350073e-08
1925,4.630232979252469e-07,6.378942885021388e-08
1926,4.380432558903635e-07,4.0126099776216506e-08
1927,5.295882097300364e-07,7.135503921062991e-08
1928,6.238618794895956e-07,5.5987602110008083e-08
1929,3.9659845896267143e-07,4.790374674712439e-08
1930,3.592232502569459e-07,6.19712636762415e-08
1931,4.562142592590135e-07,6.044839295782367e-08
1932,4.09886676155935e-07,6.13734059129456e-08
1933,3.8426717363648777e-07,3.326492148403304e-08
1934,3.858068868822784e-07,4.7926320689839486e-08
1935,4.320550486269781e-07,7.4203363453762e-08
1936,4.4618949690544696e-07,4.4861444337129797e-08
1937,3.4751486754913685e-07,5.162358363008934e-08
1938,4.2785207909901146e-07,6.093650739558143e-08
1939,4.312922090576876e-07,3.058810094103137e-08
1940,3.2458020937653487e-07,5.0715659227762444e-08
1941,3.21713779172228e-07,5.312704587367989e-08
1942,3.7927646712176966e-07,1.2136847082899749e-08
1943,4.848402728185874e-07,4.3548528338988035e-08
1944,4.016482613167227e-07,4.4984606262232774e-08
1945,3.943092306002427e-07,3.921307367704685e-08
1946,3.8561459447805646e-07,5.4292307538617024e-08
1947,4.0173335991156023e-07,5.8412268799656886e-08
1948,4.04434233658435e-07,3.913879709216417e-08
1949,4.3194835486204397e-07,4.712163814701853e-08
1950,4.1265203165608e-07,3.722376362702562e-08
1951,4.019348329720174e-07,4.797630737130021e-08
1952,3.8910327848640236e-07,5.061505703451985e-08
1953,4.029411471151434e-07,4.8482224457302436e-08
1954,3.674473560977276e-07,5.472620046020893e-08
1955,3.219263469134148e-07,5.819076775992471e-08
1956,3.418687564149536e-07,6.802490304380626e-08
1957,3.4279946847792786e-07,5.1243219445495924e-08
1958,3.1682693268919593e-07,5.873292963087806e-08
1959,3.456833539416948e-07,5.8905683886223414e-08
1960,3.495020766131063e-07,4.221708493901133e-08
1961,3.1961531865576376e-07,5.628008992175637e-08
1962,3.4056306219554244e-07,3.297817485758969e-08
1963,3.0131806827427e-07,4.073613624200334e-08
1964,3.0054804778245625e-07,4.502136619066732e-08
1965,3.135480852733963e-07,5.417322768153099e-08
1966,3.1960462010260926e-07,4.652822838124848e-08
1967,3.1307630532495523e-07,7.198289608822961e-08
1968,3.355087567769033e-07,3.503304313312583e-08
1969,3.170146953834774e-07,4.6325929758950224e-08
1970,2.9753750352412567e-07,4.184839852428013e-08
1971,2.707935546908402e-07,4.932861585871251e-08
1972,2.990875742625576e-07,4.514529194921124e-08
1973,2.5801793901436554e-07,4.0246387555953334e-08
1974,2.8352881775717265e-07,5.40054898579001e-08
1975,2.598723618518761e-07,4.7976435268992645e-08
1976,2.742492823948339e-07,4.342280490732264e-08
1977,2.3272056814960251e-07,4.7014253823363106e-08
1978,2.631681859099899e-07,4.277225684745645e-08
1979,2.487088808234006e-07,5.0326971035019596e-08
1980,3.3712944969011005e-07,6.026260024327712e-08
1981,2.606126541238041e-07,4.3013738348918196e-08
1982,3.2030713192909843e-07,6.579952582796977e-08
1983,2.488234605024786e-07,5.304865524635716e-08
1984,2.7023380422264154e-07,5.0451372857196475e-08
1985,2.749109917488113e-07,5.2936911743017845e-08
1986,2.799424594357447e-07,4.6756987615026446e-08
1987,2.493213364651581e-07,5.255302326645506e-08
1988,2.548535453783529e-07,3.957725525083333e-08
1989,2.486119452527191e-07,4.719785096085616e-08
1990,2.735222679461913e-07,4.6858399826987807e-08
1991,2.684550954867859e-07,6.154538567670897e-08
1992,2.7164024629655614e-07,6.77723122066709e-08
1993,2.9080839825113003e-07,5.262247171344825e-08
1994,2.437016202172515e-07,6.066165525453471e-08
1995,2.6895355187406267e-07,6.669614549537073e-08
1996,2.733103237062551e-07,6.779377059729086e-08
1997,2.8625520975822383e-07,6.137464936273318e-08
1998,2.7035293781452197e-07,5.435667205233585e-08
1999,2.6872782421527575e-07,6.672493668702373e-08
2000,2.7833599558491073e-07,5.1249166688194236e-08
2001,2.773307183900897e-07,6.659441709189196e-08
2002,2.808362871142833e-07,5.607963515785741e-08
2003,2.800172138606172e-07,8.083830493887945e-08
2004,2.9512102317497124e-07,6.298851218389245e-08
2005,2.8328585477410684e-07,5.089237120614598e-08
2006,2.861933472431133e-07,5.60033015517547e-08
2007,2.8720307554408464e-07,8.108793281280668e-08
2008,3.1930798449764097e-07,7.70596599863893e-08
2009,3.170847993061443e-07,8.487382530120158e-08
2010,3.443645026912634e-07,9.116920551832663e-08
2011,3.2694961449308835e-07,7.303786730972206e-08
2012,3.6187207230753415e-07,9.940418266296547e-08
2013,3.653753788412928e-07,1.1268065236436087e-07
2014,3.82201085891154e-07,1.264619982066506e-07
2015,3.6351835230874485e-07,1.1858678305998183e-07
2016,4.1302520248365227e-07,1.1060955529273997e-07
2017,3.609902305967694e-07,1.3332740422811185e-07
2018,4.099369093069072e-07,1.3733402681737061e-07
2019,3.877501413285245e-07,1.4030432282652328e-07
