year,voulut_VERB ôter_VERB,voulut_VERB oter_VERB,voulut_VERB sauter_VERB
1800,0.0,0.0,3.144164395507687e-08
1801,1.0000967165524344e-07,0.0,9.524730337773235e-09
1802,2.2378401354217203e-08,0.0,2.4616241489638924e-08
1803,1.3652374342143503e-08,0.0,5.851017448321727e-09
1804,6.179627121127851e-08,0.0,0.0
1805,3.1271653710973624e-08,0.0,5.685755422035754e-09
1806,2.881669125542885e-09,0.0,0.0
1807,2.8469550272802735e-08,2.8469551160981155e-09,2.8469551160981155e-09
1808,3.172503681980743e-08,2.2660739951163578e-09,2.2660739951163578e-09
1809,3.388545621874073e-08,9.036122072814123e-09,2.259030518203531e-09
1810,2.8081521108447305e-08,0.0,7.020380277111826e-09
1811,5.0141535368197765e-09,0.0,7.521229861140455e-09
1812,3.200649700829672e-08,0.0,2.1337665856435706e-08
1813,4.3136125782439194e-08,0.0,0.0
1814,3.776012391654149e-08,0.0,3.776012391654149e-08
1815,2.1577788444915313e-08,0.0,1.6183340889597275e-08
1816,4.6352077731626196e-09,0.0,6.952811659743929e-09
1817,5.1376822796100896e-08,0.0,7.784366928831332e-09
1818,1.0252212234718172e-07,0.0,3.5763532135746345e-09
1819,6.521161566297451e-08,0.0,1.1386155129855524e-08
1820,5.93324074316115e-08,0.0,2.3732962262101864e-09
1821,1.577838126820552e-08,9.86148829262845e-10,1.7750679148775816e-08
1822,1.7043547018147365e-08,1.0025615893027862e-09,6.015369535816717e-09
1823,2.9648060007048116e-08,0.0,2.9648060007048116e-08
1824,1.51580028528997e-08,0.0,1.6842225392110777e-09
1825,1.6730341556581152e-08,0.0,1.8491430608946757e-08
1826,1.0217262058631604e-07,0.0,8.80798456392995e-09
1827,6.636436467033491e-08,0.0,4.608636583469661e-09
1828,1.7427371545863934e-08,0.0,0.0
1829,5.658296231558779e-08,0.0,0.0
1830,4.279102583382155e-08,1.0436835840010872e-09,2.2961039292113128e-08
1831,4.365537620287796e-08,0.0,9.354723218280014e-09
1832,1.2176972319366541e-08,0.0,1.3529969367098715e-09
1833,2.3167256557599103e-08,0.0,1.3900354645102198e-08
1834,3.547121707470069e-08,0.0,6.534171426153534e-09
1835,3.857174846189082e-08,0.0,3.781543966852041e-09
1836,2.4866775305554256e-08,1.3441500135158435e-09,5.376600054063374e-09
1837,2.0873672568200163e-08,0.0,5.5663127440652715e-09
1838,5.3653376852480505e-08,0.0,1.7042836475411605e-08
1839,4.264799713382672e-08,6.9914751765765e-10,9.088918062616358e-09
1840,5.032054062326097e-08,0.0,1.8472096741106725e-08
1841,2.632424944692957e-08,6.420548537278137e-10,5.778493683550323e-09
1842,3.3541325272778977e-09,0.0,1.6770663080478698e-08
1843,3.071593823733565e-08,0.0,1.1813821920725331e-08
1844,1.0977122322231025e-08,5.488561272137815e-10,2.7442805805577564e-09
1845,3.1807299905040054e-08,0.0,6.138250796539069e-09
1846,1.9905304071698993e-08,0.0,6.439951683034906e-09
1847,3.235934187273415e-08,5.393223645455691e-10,7.550513103637968e-09
1848,9.65426583121598e-09,0.0,2.413566457803995e-09
1849,6.703531951757213e-09,0.0,9.217356655710773e-09
1850,2.0366988096043315e-08,0.0,1.6972489191857676e-08
1851,2.5152811389261842e-08,0.0,1.1608989325395669e-08
1852,1.4974254725075298e-08,6.510545436100301e-10,5.208436348880241e-09
1853,2.9262466227919504e-08,1.1943863675867306e-09,1.1943863675867306e-09
1854,2.7017454939937124e-08,0.0,1.0910895298366086e-08
1855,1.6451505047143655e-08,0.0,7.429711956774554e-09
1856,2.1226476576430287e-08,0.0,8.28350277259915e-09
1857,2.4407546206361985e-08,4.881509085841174e-10,9.763017949637742e-09
1858,2.0553439838977283e-08,0.0,1.1744822003834088e-08
1859,2.7497735644033128e-08,0.0,8.656694916453489e-09
1860,1.830873586072812e-08,4.577183909670879e-10,1.6935580049448618e-08
1861,2.452301117727984e-08,0.0,1.2733101684148096e-08
1862,1.9879140111811466e-08,4.517986262886353e-10,6.325180823552046e-09
1863,6.99246927027275e-09,0.0,7.491931519609807e-09
1864,1.7740493518658695e-08,0.0,5.274200631788517e-09
1865,1.2708479601997169e-08,0.0,6.118897832863013e-09
1866,2.092213513549268e-08,0.0,6.811858188626729e-09
1867,1.9896527092555516e-08,4.85281148598915e-10,7.76449837758264e-09
1868,1.333765986544222e-08,0.0,9.87974857480367e-09
1869,1.1720445947105418e-08,4.883519144627257e-10,9.278686263769487e-09
1870,1.204150201772336e-08,0.0,8.601073631098188e-09
1871,4.248470908407853e-09,0.0,1.5931766128574054e-08
1872,1.0280476914203973e-08,0.0,3.628403577593531e-09
1873,1.7958012854535355e-09,0.0,4.788803575905831e-09
1874,9.559374625212058e-09,0.0,2.9873046258899194e-09
1875,6.865832347102696e-09,0.0,7.437985338754061e-09
1876,5.441413541973361e-09,0.0,6.04601479992084e-10
1877,3.710889595609501e-09,0.0,5.566334504436554e-09
1878,1.3889904337816006e-08,0.0,1.2078177347163432e-09
1879,1.8938909107646396e-08,0.0,6.109325489944695e-09
1880,1.1552122813895949e-08,0.0,5.776061406947974e-09
1881,1.5339516323820135e-08,0.0,1.045876096839038e-08
1882,1.5972924316542958e-08,0.0,9.317538740560849e-09
1883,1.0110942305630033e-08,0.0,6.319338829996468e-09
1884,7.2618666635548834e-09,0.0,5.941527270181268e-09
1885,7.7347630522695e-09,0.0,9.66845359329227e-09
1886,1.4842966855610484e-08,6.453463874400711e-10,1.2906927970846027e-08
1887,7.834709769838355e-09,0.0,9.140494583448344e-09
1888,1.0779045211961602e-08,0.0,1.014498351992188e-08
1889,3.132568426877924e-09,1.2530273485467092e-09,1.50363277384713e-08
1890,3.2771931834929546e-09,0.0,6.554386366985909e-09
1891,3.824531802365527e-09,0.0,8.286486163910922e-09
1892,1.8805537127519756e-09,0.0,4.387958441043338e-09
1893,1.1700991287000306e-08,6.158416554491453e-10,1.1700991287000306e-08
1894,1.2603078580752936e-09,0.0,1.764431090123253e-08
1895,5.416753268150387e-09,0.0,1.5648398132839247e-08
1896,6.486732040400511e-09,0.0,5.897029087265082e-09
1897,4.661370844871726e-09,0.0,0.0
1898,5.6583546736987955e-09,2.8291773368493978e-09,7.921697076085366e-09
1899,3.8693048765026106e-09,0.0,8.844125432005967e-09
1900,6.748368974740515e-09,5.191053142894475e-10,4.671947717582725e-09
1901,2.794369402536745e-09,0.0,6.706486921359556e-09
1902,4.419255628107521e-09,0.0,2.9461704187383475e-09
1903,3.7801539676252105e-09,0.0,5.400220270956879e-09
1904,4.837162670412454e-09,0.0,1.289910045443321e-08
1905,7.2250627702885595e-09,0.0,4.1286072338664326e-09
1906,2.572092316910357e-09,0.0,4.115347618238729e-09
1907,4.114274698707732e-09,0.0,6.1714118260169926e-09
1908,9.331639461152008e-09,0.0,6.384805573134145e-09
1909,3.850688656825696e-09,0.0,8.801573692096554e-09
1910,4.809735720812114e-09,0.0,4.275320542035388e-09
1911,3.1922244847493175e-09,0.0,3.1922244847493175e-09
1912,3.646594803896619e-09,0.0,6.251305251225858e-09
1913,6.893886794756554e-09,0.0,1.3787773589513108e-08
1914,6.696743604095445e-09,0.0,2.0090231700464756e-09
1915,0.0,0.0,1.767114277129167e-08
1916,7.69122365795738e-09,0.0,8.789969641043172e-09
1917,8.773139548168274e-09,0.0,4.386569774084137e-09
1918,3.44591288836682e-09,0.0,5.743188147278033e-09
1919,4.603924352863942e-09,0.0,1.8415696745321952e-09
1920,1.0601124422748853e-08,0.0,6.057785384427916e-09
1921,3.0290989716519334e-09,0.0,1.6660044011018726e-08
1922,6.640141769764796e-09,0.0,2.2133805899215986e-09
1923,6.369568872344189e-09,0.0,1.2739137744688378e-08
1924,0.0,0.0,1.804827398643738e-08
1925,3.299453377181294e-09,0.0,6.598906754362588e-09
1926,0.0,0.0,1.4489979882625903e-08
1927,2.2298449753321847e-09,0.0,1.2264147031260109e-08
1928,1.1426041224282812e-09,0.0,6.8556245125250825e-09
1929,4.4561625500705304e-09,0.0,6.684243825105796e-09
1930,2.100720708497761e-09,0.0,2.100720708497761e-09
