year,basant_VERB en_ADP
1922,2.1396012073182646e-08
1923,1.1677542488541803e-08
1924,2.5783249313349188e-08
1925,1.4297631523163545e-08
1926,1.3375366592072169e-08
1927,2.1183527820767267e-08
1928,1.5996457491951332e-08
1929,1.4482528065684619e-08
1930,2.520864939015155e-08
1931,1.2545892325022123e-08
1932,1.53433514782364e-08
1933,1.4911860191091364e-08
1934,1.5576054224197833e-08
1935,2.2739740757060645e-08
1936,3.8799086610197264e-08
1937,3.5255130370615007e-08
1938,4.537825049055755e-08
1939,3.976452944698394e-08
1940,4.81798743123818e-08
1941,3.246652724442356e-08
1942,2.1239483061208375e-08
1943,2.0322646676618206e-08
1944,9.639558484764166e-09
1945,1.3071024262956144e-08
1946,1.1136883415474585e-08
1947,2.3841742802233057e-08
1948,2.8266908813634473e-08
1949,3.043272656100271e-08
1950,2.8715476219076663e-08
1951,2.9851925376078725e-08
1952,1.7926167217297007e-08
1953,2.3702419582605216e-08
1954,1.6613311615287785e-08
1955,3.191106756617046e-08
1956,2.1802854632824165e-08
1957,2.47381048978923e-08
1958,2.4816730004317833e-08
1959,1.1626121398933265e-08
1960,1.868625076895114e-08
1961,2.640300600376122e-08
1962,2.5367825173816527e-08
1963,2.133797494252576e-08
1964,2.068549243006146e-08
1965,1.8057743744748223e-08
1966,1.4401594583546284e-08
1967,1.035370456037299e-08
1968,7.186265360559219e-09
1969,1.407944960618579e-08
1970,1.0577067222072856e-08
1971,7.707596338946132e-09
1972,1.487742551375959e-08
1973,7.1671650836435674e-09
1974,1.2938814464291681e-08
1975,1.7134439644905797e-08
1976,9.141642998145016e-09
1977,1.2928920156696222e-08
1978,1.0693064211864112e-08
1979,1.287434159280565e-08
1980,9.664756106531058e-09
1981,1.2651098835192442e-08
1982,1.5518756057986138e-08
1983,9.47297440490047e-09
1984,1.275781880138993e-08
1985,1.3234227935754461e-08
1986,1.2588419195935785e-08
1987,8.555143260480236e-09
1988,7.795519785247507e-09
1989,9.329808037250586e-09
1990,1.5256222951620657e-08
1991,1.0550637696837839e-08
1992,7.713921945651236e-09
1993,1.1078414852150331e-09
1994,3.6924485691258724e-09
1995,1.0844901865425527e-08
1996,1.4412848692302305e-08
1997,8.151320507465698e-09
1998,8.10582001520288e-09
1999,7.312321859131998e-09
2000,7.510653432518666e-09
2001,1.3581756164171566e-08
2002,7.886198361006791e-09
2003,1.0417307017007715e-08
2004,8.369103632333008e-09
2005,9.457874483587148e-09
2006,1.1941880373456115e-08
2007,9.586750948642475e-09
2008,1.1920831433087642e-08
2009,6.675469510497578e-09
2010,4.2514138876015295e-09
2011,6.883149605840799e-09
2012,3.4042526575461807e-09
2013,8.367375237128272e-09
2014,3.2481677347817595e-09
2015,5.319781060109108e-09
2016,4.971216327476213e-09
2017,5.0312225496895735e-09
2018,5.162933192082164e-09
2019,2.806086474294034e-09
