year,donnant_VERB en_ADP,donnant_VERB cent_DET
1914,4.0381365806752e-07,2.0090231700464756e-09
1915,4.0643629972691997e-07,0.0
1916,3.867586713113269e-07,1.0987462051303964e-09
1917,3.322826671592338e-07,0.0
1918,5.685756150342058e-07,0.0
1919,4.1803630779213563e-07,0.0
1920,9.541012104818947e-07,0.0
1921,6.482271714958188e-07,0.0
1922,4.3382260628277436e-07,4.426761179843197e-09
1923,4.129603894398315e-07,3.1847844361720945e-09
1924,4.228452894494694e-07,7.734974438733389e-09
1925,3.9263494500119123e-07,6.598906754362588e-09
1926,4.112925182653271e-07,2.229227691330493e-09
1927,4.247854690220265e-07,3.3447675740205796e-09
1928,4.1590789123802097e-07,5.713020723163709e-09
1929,4.1219504964828957e-07,1.1140406375176326e-09
1930,4.1489232671665377e-07,1.0503603542488804e-09
1931,4.4138730004306126e-07,1.1405356659111021e-09
1932,5.140022949490231e-07,0.0
1933,3.3494333706585167e-07,2.2941324395731044e-09
1934,4.0138294821190357e-07,3.5944740517379614e-09
1935,4.5000749082646507e-07,7.180970484910176e-09
1936,3.8556592585337057e-07,1.2124714565686645e-09
1937,3.5758776562033745e-07,3.777335333410292e-09
1938,4.356311933406687e-07,0.0
1939,4.909390440843708e-07,3.058810094103137e-09
1940,4.133326285682415e-07,2.5357829169792012e-09
1941,4.397738848638255e-07,2.9515025978810172e-09
1942,4.3996070075991156e-07,0.0
1943,4.35485276284453e-07,0.0
1944,5.141097858540888e-07,0.0
1945,4.2045127202072763e-07,0.0
1946,3.9396724105245085e-07,2.7842208538686464e-09
1947,3.814678848357289e-07,1.1920870957027319e-09
1948,3.87039193583405e-07,0.0
1949,4.0053393490779854e-07,0.0
1950,4.2222384877277364e-07,0.0
1951,4.2325766003159515e-07,1.0661401761424827e-09
1952,4.0281150859300396e-07,0.0
1953,3.770839498429268e-07,0.0
1954,3.7037912647974736e-07,0.0
1955,3.4632893175512436e-07,9.385607846468247e-10
1956,3.479735539713147e-07,3.488456634670456e-09
1957,3.631200513609656e-07,4.417518795207798e-09
1958,4.003765923243918e-07,3.3088973783179654e-09
1959,3.139052751066629e-07,0.0
1960,3.7580124967462325e-07,1.3841666701708277e-09
1961,3.4740796195364965e-07,2.779263708063695e-09
1962,3.469050113835692e-07,2.5367825617905737e-09
1963,3.8537677937711123e-07,1.2932106496776896e-09
1964,3.510449744226207e-07,1.2167936658258327e-09
1965,2.7852701123265433e-07,2.73602163147757e-09
1966,3.356679201260704e-07,4.431259803538978e-09
1967,3.5005382414965425e-07,1.9721342336964653e-09
1968,3.566184147985041e-07,3.5931326802796093e-09
1969,3.188314110502688e-07,9.083515606356229e-10
1970,3.554814327344502e-07,1.8394900047624674e-09
1971,3.3913423180820246e-07,3.5968783507200897e-09
1972,2.739498370374349e-07,1.0260293725750103e-09
1973,3.087394020440115e-07,5.513203782392395e-10
1974,2.897169508742081e-07,5.625571675160757e-10
1975,3.0613534818257904e-07,0.0
1976,3.279564566582849e-07,5.713526873840635e-10
1977,2.83848549997856e-07,2.3507127355770763e-09
1978,2.94653318633209e-07,2.970295565063452e-09
1979,2.732871564603556e-07,2.3407893401383717e-09
1980,2.734557540406968e-07,2.2740602734216964e-09
1981,2.403708947440464e-07,2.5302198114474095e-09
1982,2.2533232879595744e-07,6.207502289967692e-10
1983,2.747162568539352e-07,0.0
1984,2.6327498403588834e-07,1.1598016991243298e-09
1985,2.58067444747212e-07,1.8046674155058895e-09
1986,2.5536508019285975e-07,1.1988970927134801e-09
1987,2.4382160290770116e-07,0.0
1988,2.1107869940806268e-07,1.1993107618124554e-09
1989,2.43672616306867e-07,2.7440609784434855e-09
1990,2.5881092824420193e-07,5.44865097484859e-10
1991,2.4266466880362714e-07,1.1722930404189924e-09
1992,2.457435073210945e-07,0.0
1993,2.686515472305473e-07,3.323524566667402e-09
1994,2.004472179351069e-07,0.0
1995,2.0225741081958404e-07,0.0
1996,2.295379601946479e-07,0.0
1997,2.3207289245874563e-07,9.58978896292706e-10
1998,2.174266882093434e-07,4.768129224785866e-10
1999,2.0474500672662543e-07,4.570201161957499e-10
2000,2.0322944749295857e-07,8.836062992401139e-10
2001,2.0898380626022117e-07,8.762423564512289e-10
2002,2.0460304028802057e-07,1.752488598683044e-09
2003,2.1667999305918784e-07,4.166922806803086e-09
2004,2.1627525370604417e-07,0.0
2005,2.3689722183917183e-07,1.8014998381943315e-09
2006,2.0301197878325183e-07,0.0
2007,2.1769912450508855e-07,1.997239706952314e-09
2008,2.0222837804340088e-07,2.1287198670449925e-09
2009,1.9263497108568117e-07,2.860915504498962e-09
2010,1.6249848044935788e-07,9.447586046817946e-10
2011,1.5028210498257977e-07,7.64794394481072e-10
2012,1.5931902908050688e-07,2.7234021704458655e-09
2013,1.665107589587933e-07,5.578250084070646e-10
2014,1.5721131774171226e-07,1.0827225782605865e-09
2015,1.7134128427187534e-07,1.7732603163622684e-09
2016,1.777209774900257e-07,2.4856081637381067e-09
2017,1.7911152383476292e-07,7.54683426862357e-10
2018,1.4094808875597664e-07,7.744400121190154e-10
2019,1.42345115250464e-07,2.04079020349468e-09
