year,annonçant_VERB en_ADP,annonçant_VERB sans_ADP
1875,1.830888685105947e-08,8.010138330405425e-09
1876,3.143927784776679e-08,3.02300739996042e-09
1877,3.3398006138440905e-08,1.8554447978047506e-09
1878,2.7779808675632012e-08,2.4156354694326865e-09
1879,2.5659165459046562e-08,1.832797580370027e-09
1880,2.759673911612026e-08,2.5671385017744797e-09
1881,3.137628468152798e-08,2.091752326904839e-09
1882,1.1314154280128719e-08,1.1979693681496428e-08
1883,1.3902545781263598e-08,1.8958017378167824e-09
1884,3.1027976632458376e-08,0.0
1885,3.738468562497488e-08,6.445635691854079e-10
1886,2.2587123282846733e-08,1.936039106809062e-09
1887,1.1752064210668323e-08,1.9586774424595887e-09
1888,3.1703073943845084e-08,3.1703073499755874e-09
1889,4.698852507090123e-08,6.265136742733546e-10
1890,3.080561583601593e-08,4.5880703680722945e-09
1891,3.378336543846672e-08,7.649063604731055e-09
1892,2.820830502514582e-08,6.268512375839919e-10
1893,9.237624942759481e-09,0.0
1894,3.4028310835765296e-08,9.452309157609307e-09
1895,2.9491211250842753e-08,6.018614495673091e-10
1896,1.5332275227208925e-08,5.897029087265082e-09
1897,1.1653427223201618e-08,1.7480140668268973e-09
1898,2.8291774478717002e-08,1.6975064687230201e-09
1899,1.6029977345510815e-08,5.527578395003729e-10
1900,2.28406342728249e-08,5.191053142894475e-10
1901,1.5089595351014395e-08,5.588738916095792e-10
1902,2.602450416278046e-08,0.0
1903,1.3500550899436803e-08,4.320176216765503e-09
1904,3.3860139581065596e-08,2.1498500757388683e-09
1905,1.7546581076999246e-08,1.5482277682110634e-09
1906,1.8519063615940468e-08,1.5432553013283723e-09
1907,1.645709940545359e-08,5.142843484406967e-09
1908,3.1432890068572306e-08,4.4202499438483756e-09
1909,2.6954819487556847e-08,6.60118004702781e-09
1910,2.2979847247306395e-08,3.206490406526541e-09
1911,2.5005758574891956e-08,7.448523575703803e-09
1912,2.969370055394549e-08,5.730363294986773e-09
1913,2.3333155463323152e-08,2.121195885607108e-09
1914,4.018046190212843e-08,3.3483718020477227e-09
1915,2.3561524287174507e-08,2.3561523843085297e-09
1916,2.4172416956957932e-08,4.394984820521586e-09
1917,1.4256351654751143e-08,3.289927441585405e-09
1918,4.3648228142956214e-08,2.2972752589112133e-09
1919,8.287063479883727e-09,1.8415696745321952e-09
1920,1.817335615328375e-08,3.028892692213958e-09
1921,1.5902768879527684e-08,1.5145494858259667e-09
1922,3.541408943874558e-08,2.2133805899215986e-09
1923,4.140219900250486e-08,3.1847844361720945e-09
1924,3.738571052736006e-08,6.445812328337297e-09
1925,2.3096173862313663e-08,3.299453377181294e-09
1926,2.0063049888108253e-08,7.802296586589819e-09
1927,5.1286434654684854e-08,6.689535148041159e-09
1928,1.9424270192303084e-08,3.4278122562625413e-09
1929,1.2254447234738564e-08,5.570202965543558e-09
1930,2.5208648724017735e-08,4.201441416995522e-09
1931,2.8513390759599133e-08,3.4216069977333063e-09
1932,1.6439305028370654e-08,2.1919073223131136e-09
1933,1.605892663292252e-08,1.1470662197865522e-09
1934,3.714289675826876e-08,1.1981580172459871e-09
1935,3.231436807027421e-08,3.590485242455088e-09
1936,6.0623572828433225e-09,2.424942913137329e-09
1937,7.554670666820584e-09,0.0
1938,2.2040865133021725e-08,6.482607339819424e-09
1939,2.141167065872196e-08,1.070583532936098e-08
1940,2.2822046474857416e-08,7.607348528892999e-09
1941,1.7709016475464523e-08,0.0
1942,2.730790527039062e-08,1.517105907566929e-08
1943,2.322588166236983e-08,8.709705845433291e-09
1944,1.927911696952833e-08,0.0
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,2.0881657292193267e-08,6.960552134671616e-09
1947,4.172304812755101e-08,4.7683483828109274e-09
1948,5.001068470456005e-08,6.523132700664291e-09
1949,2.5524220959027843e-08,1.9634016634739737e-09
1950,2.4461330738745346e-08,2.1270722960764488e-09
1951,1.4925962688039363e-08,3.1984206394497505e-09
1952,2.319856839960721e-08,2.1089607837865287e-09
1953,2.1547654327491728e-08,1.0773827385790469e-09
1954,2.443134050622575e-08,2.9317608341017376e-09
1955,3.003394510869839e-08,1.8771215692936494e-09
1956,2.7907653077363648e-08,7.849027205963921e-09
1957,3.180613461495341e-08,3.534015080575159e-09
1958,3.722509589465517e-08,8.272243445794913e-10
1959,2.2477168570844697e-08,6.975672928177801e-09
1960,2.629916728835724e-08,6.920833239831836e-09
1961,2.7792637857793068e-08,2.08444772553662e-09
1962,2.40994342814993e-08,5.7077609305622445e-09
1963,2.5217606669514225e-08,1.2932106496776896e-09
1964,2.3119079928246578e-08,4.258777774879263e-09
1965,3.720989605326963e-08,3.2832261354087677e-09
1966,2.7141465963609335e-08,4.985167390003653e-09
1967,3.1061113570096666e-08,4.930335695263466e-09
1968,3.233819256820425e-08,1.3474247273492779e-09
1969,2.5888018839737015e-08,2.2708788183223305e-09
1970,3.2191074028631306e-08,2.2993624781975086e-09
1971,2.7233506338930624e-08,1.541519245584766e-09
1972,2.667676390899487e-08,4.104117490300041e-09
1973,3.252790192753707e-08,2.205281512956958e-09
1974,3.3753429440341876e-08,3.937900228123681e-09
1975,2.9128548462153958e-08,2.8557400888473694e-09
1976,3.428116257531144e-08,1.7140580066410394e-09
1977,2.9971588322297293e-08,4.11374712072643e-09
1978,4.871284930985098e-08,1.0693064211864112e-08
1979,2.165230095219073e-08,3.5111840102075575e-09
1980,2.8425753362260053e-08,3.411090521154847e-09
1981,3.226030287351023e-08,1.8976649140967083e-09
1982,2.6692260179927985e-08,9.311253101884631e-09
1983,3.9154960829179686e-08,6.315316269933646e-09
1984,3.88533569761762e-08,5.799008384599347e-09
1985,3.9702683474196476e-08,7.820225356169885e-09
1986,3.177077362304104e-08,5.994485352545098e-09
1987,4.338679959747793e-08,6.110816741511371e-09
1988,4.137622111599626e-08,1.679035044332977e-08
1989,2.8538235663511102e-08,7.134558721588746e-09
1990,4.2499476382573675e-08,5.448650863826288e-09
1991,4.4547135313877106e-08,7.033758464558559e-09
1992,3.3059665449641784e-08,4.4079553340736766e-09
1993,3.6004848269488576e-08,6.093128224193833e-09
1994,4.5364369594125264e-08,6.857404422078162e-09
1995,3.578817392435596e-08,4.880205572987961e-09
1996,3.683283633648671e-08,8.007138063703678e-09
1997,3.883864696518913e-08,7.192341833217597e-09
1998,4.3866787202695434e-08,5.72175506974304e-09
1999,5.164327437912064e-08,1.1425503210205079e-08
2000,5.434178884655694e-08,8.83606254831193e-09
2001,5.3012662926121834e-08,7.448059946568719e-09
2002,4.205972636839306e-08,7.009954394732176e-09
2003,5.083645948644744e-08,9.167230530238157e-09
2004,4.052407809318481e-08,9.250062049659391e-09
2005,4.278562160120458e-08,5.404499514582994e-09
2006,3.3354909945160216e-08,5.353256948836815e-09
2007,4.3140379102357684e-08,1.1184542181297275e-08
2008,3.874270082526721e-08,1.1920831433087642e-08
2009,3.862235820051296e-08,1.1443662017995848e-08
2010,4.393127606139302e-08,1.0392344762522043e-08
2011,4.1298898467712064e-08,1.0324724186716594e-08
2012,3.1659549537543796e-08,1.2255309655984092e-08
2013,3.625862432521387e-08,1.1156499724052082e-08
2014,4.200963754641407e-08,7.795602385840539e-09
2015,3.324863229181574e-08,9.97458915463767e-09
2016,3.065583387140691e-08,4.764082017771898e-09
2017,3.1445140991070986e-08,6.289028409156572e-09
2018,3.5624241889742336e-08,6.195520096952123e-09
2019,3.3673039467885246e-08,7.90806176098613e-09
