year,doit_VERB aider_VERB,doit_VERB céder_VERB
1800,7.860410988769218e-08,4.307505321321514e-07
1801,1.2382149350287364e-07,5.333848775990191e-07
1802,4.2518962573012686e-08,6.019789680067333e-07
1803,7.996391104825307e-08,6.202078566275304e-07
1804,5.6852570651244605e-08,7.094212151059764e-07
1805,4.264316544322355e-08,6.02690079176682e-07
1806,5.76333825108577e-08,6.33967204066721e-07
1807,7.402083213037258e-08,5.864727654625312e-07
1808,4.758755522971114e-08,6.073078111512586e-07
1809,5.421673421324158e-08,7.545161793132138e-07
1810,5.3822915901946544e-08,5.452495202007412e-07
1811,3.259199843341776e-08,5.615851819129603e-07
1812,7.734903562095496e-08,4.027484408197779e-07
1813,1.9267469042461016e-07,4.860003173234873e-07
1814,5.97868634599763e-08,5.192017056288023e-07
1815,9.979726911524267e-08,5.394447271100944e-07
1816,1.2515060632267705e-07,4.032630727124342e-07
1817,1.0431051578052575e-07,5.71372538615833e-07
1818,7.152706160695743e-08,6.163248826851486e-07
1819,7.556266723440785e-08,5.858694294147426e-07
1820,6.051905643289501e-08,5.921373826822673e-07
1821,6.311352507282209e-08,6.311352649390756e-07
1822,1.373509377344817e-07,5.123089863445784e-07
1823,7.016707570528524e-08,4.170493923538743e-07
1824,4.463189640091514e-08,5.667408800036355e-07
1825,1.0038205289220059e-07,4.6756903770983627e-07
1826,8.367585024871005e-08,4.844391128244752e-07
1827,5.530363722527909e-08,7.696423267589125e-07
1828,3.66892045633449e-08,6.338059961308318e-07
1829,7.801590129474789e-08,6.292711418609542e-07
1830,8.975678866818271e-08,5.948996317783894e-07
1831,6.080570358335535e-08,5.394557547333534e-07
1832,9.741577855493233e-08,5.019618356527644e-07
1833,9.151066393542351e-08,6.197241191330249e-07
1834,7.841006066655609e-08,5.386024213294149e-07
1835,8.31939672707449e-08,5.339539939086535e-07
1836,7.392824841190304e-08,5.208581228544062e-07
1837,8.001574514082677e-08,4.487839646571956e-07
1838,5.5547026533986354e-08,4.5510688551075873e-07
1839,8.739343826391632e-08,4.502510080328648e-07
1840,1.1975014047038712e-07,5.114860073263117e-07
1841,8.025685360735224e-08,4.565009987800295e-07
1842,8.519496930148307e-08,4.192665699065401e-07
1843,9.037574244530333e-08,4.5365078449322027e-07
1844,1.0702694197561868e-07,4.36340627629761e-07
1845,8.202935219969731e-08,5.714153417102352e-07
1846,9.425747293789755e-08,5.02901684740209e-07
1847,9.006683399093163e-08,4.5357009526014735e-07
1848,1.3676877586021874e-07,4.336374388458353e-07
1849,1.3658446107456257e-07,4.952234462507477e-07
1850,1.4189001262820966e-07,4.541838336535875e-07
1851,9.41618054639548e-08,3.2505170111107873e-07
1852,1.1067927374597275e-07,5.045672537562496e-07
1853,6.569125332589465e-08,3.798148782152566e-07
1854,9.819805768529477e-08,3.927922307411791e-07
1855,1.0189319255005103e-07,4.638262964817841e-07
1856,8.231730674879145e-08,4.203877779218601e-07
1857,7.761599363220739e-08,3.9100888216125895e-07
1858,6.508589223130912e-08,4.296647659884911e-07
1859,8.911303694958406e-08,5.015790520701557e-07
1860,9.01705234923611e-08,4.6733046588087745e-07
1861,7.969978810251632e-08,4.5320410890781204e-07
1862,1.0255828897243191e-07,3.9758279513080197e-07
1863,9.389886912458678e-08,4.819809191758395e-07
1864,9.637403053375238e-08,3.955650527132093e-07
1865,1.1343495032178907e-07,4.1514365989314683e-07
1866,8.417510599656453e-08,4.5590792296934524e-07
1867,1.0093847890857433e-07,3.36299848413546e-07
1868,1.012674175626671e-07,3.482611248273315e-07
1869,8.790334504737984e-08,4.878635877503257e-07
1870,1.032128764677509e-07,4.3062706822638575e-07
1871,1.0939812256083314e-07,4.354682801022136e-07
1872,1.0220003332506167e-07,3.773539845042251e-07
1873,9.098727105083526e-08,3.6215325849298097e-07
1874,7.229277088072195e-08,4.1284548046860436e-07
1875,6.694186538425129e-08,4.251094765095331e-07
1876,6.771536220639973e-08,4.1173359477397753e-07
1877,8.287653230354408e-08,3.67378078180991e-07
1878,9.179414917070972e-08,3.0859743560540664e-07
1879,8.797428563411813e-08,3.6778138223780843e-07
1880,8.343199908722454e-08,3.780111512696749e-07
1881,8.924809691279734e-08,3.4653362490644213e-07
1882,1.0382400716935081e-07,3.241172521484259e-07
1883,7.330433504648681e-08,3.342930199323746e-07
1884,6.535680086017237e-08,3.109399244749511e-07
1885,7.348024411157894e-08,3.358176172696403e-07
1886,6.969740695694782e-08,3.3880684213727363e-07
1887,7.312395666758675e-08,3.1795863719707995e-07
1888,8.68664216113757e-08,3.3351633987876994e-07
1889,1.209171358595995e-07,4.3918609549109533e-07
1890,8.651790039948537e-08,4.070274144396535e-07
1891,7.712806393556093e-08,3.620556867645064e-07
1892,1.1220637219366836e-07,3.9303571952586935e-07
1893,9.976634629538239e-08,3.4671884918680007e-07
1894,7.435816229417469e-08,2.860898860035377e-07
1895,9.268666190109798e-08,3.550982512479095e-07
1896,1.1853028070163418e-07,3.856656860534713e-07
1897,7.63299468076184e-08,3.5309884083289944e-07
1898,9.958704794144069e-08,4.0117737398759346e-07
1899,8.567746334620097e-08,3.7255878737596504e-07
1900,9.966822034357392e-08,3.5039607837461517e-07
1901,1.0618603596412868e-07,3.49855042713898e-07
1902,1.0311595843859322e-07,2.9265291345836886e-07
1903,1.2150495365403913e-07,3.7747540204691177e-07
1904,1.3597801284959132e-07,3.4666331316657306e-07
1905,1.3314758007254568e-07,4.2679477019191836e-07
1906,1.1162880753090576e-07,3.9095803572308796e-07
1907,1.1314255488059644e-07,3.6514188650471624e-07
1908,9.577208714972585e-08,3.6295165273259045e-07
1909,9.901770425813083e-08,3.4986254604518763e-07
1910,1.330693493173385e-07,3.6447107731873984e-07
1911,1.4152195149108593e-07,3.878552661262802e-07
1912,1.1617009221254193e-07,3.625757187819545e-07
1913,1.03408297036367e-07,3.680274858197663e-07
1914,1.6808826330816373e-07,3.9778657878741797e-07
1915,1.8260180922879954e-07,4.3117589143548685e-07
1916,1.5712070933204814e-07,4.669671511692286e-07
1917,1.7326951251561695e-07,4.5181667474025744e-07
1918,1.9986295285434608e-07,3.7330721625039587e-07
1919,2.044142348722744e-07,4.290857305022655e-07
1920,1.8021911785126576e-07,4.081432791736006e-07
1921,1.8704686510773172e-07,3.6273459613767045e-07
1922,1.6600354513229831e-07,4.426761393006018e-07
1923,1.5711603396084683e-07,3.407719475490012e-07
1924,1.1731378180002139e-07,3.3389306963726995e-07
1925,1.4957521443648147e-07,3.1564769642500323e-07
1926,1.5493132821120525e-07,3.555618093287194e-07
1927,1.8284728753314994e-07,4.192108633560565e-07
1928,1.3711249380321533e-07,3.8505757515849837e-07
1929,1.325708325339292e-07,3.6317723584033956e-07
1930,1.8381305721959507e-07,4.106908875201043e-07
1931,1.6993980977986212e-07,3.649714130915527e-07
1932,1.5672137010369624e-07,3.802959156473662e-07
1933,1.4453034680173005e-07,3.9114956962293945e-07
1934,1.3299553813794773e-07,4.0977005255626864e-07
1935,1.543908609846767e-07,4.093153052053822e-07
1936,1.5034646594358492e-07,3.964781569720799e-07
1937,1.6872098740350339e-07,4.658713805838488e-07
1938,1.711408259552627e-07,4.576720584736904e-07
1939,1.8658741396393452e-07,3.9917472349770833e-07
1940,1.4707541140523972e-07,3.7022431342847995e-07
1941,1.8299316195680149e-07,4.0435585901832383e-07
1942,1.5474479653221351e-07,4.6423440380749526e-07
1943,8.709705667797607e-08,4.58711156170466e-07
1944,1.5423293575622665e-07,4.3699333218683023e-07
1945,2.2656442411062017e-07,3.9213071545418643e-07
1946,2.0742444917232206e-07,3.9953567920747446e-07
1947,2.3722533626369113e-07,4.124621284518071e-07
1948,2.2287369461082562e-07,4.229164289881737e-07
1949,3.2003447358874837e-07,3.7402801922326034e-07
1950,2.2759672901884187e-07,3.966989936543541e-07
1951,2.398815297510737e-07,3.518262587931531e-07
1952,2.4042154223025136e-07,3.490330016120424e-07
1953,2.6395878194307443e-07,3.7492918636417016e-07
1954,2.4919967245295993e-07,3.89924196042557e-07
1955,2.3276307103969884e-07,4.092125038823724e-07
1956,2.0145837709151238e-07,3.6454372320804396e-07
1957,2.526820708226296e-07,3.445664731316356e-07
1958,2.3410449045968562e-07,3.6066981579097046e-07
1959,3.0305423592835723e-07,3.7203588476586447e-07
1960,2.8513832717180776e-07,3.571149989056721e-07
1961,2.626404125294357e-07,3.5574575463215297e-07
1962,2.8475383828663325e-07,3.8559093695766933e-07
1963,3.1231036246026633e-07,3.5046008406425244e-07
1964,2.4822591626616486e-07,3.5408694998295687e-07
1965,2.7852701123265433e-07,4.1642249470896786e-07
1966,2.4538101683901914e-07,3.5394688779888384e-07
1967,2.8349430181151547e-07,3.825940382284898e-07
1968,2.793660769384587e-07,3.8356691334229254e-07
1969,2.8930998041687417e-07,4.0239973486677627e-07
1970,2.9063943429719075e-07,3.196113880221674e-07
1971,2.6976587719218514e-07,3.607154894780251e-07
1972,2.760019128800195e-07,3.627013711593463e-07
1973,2.966103522794583e-07,3.2638166658216505e-07
1974,3.0546854645763233e-07,3.3865941873045813e-07
1975,3.0841994203001377e-07,3.3697733670123853e-07
1976,3.039596379039722e-07,3.136726149932656e-07
1977,3.208722887393378e-07,3.3791496889534756e-07
1978,2.4415831489932316e-07,3.261384620145691e-07
1979,2.44612493816021e-07,3.388292668660142e-07
1980,2.609484113236249e-07,3.30307244666983e-07
1981,2.650405122039956e-07,3.263983501256007e-07
1982,3.1223737551044906e-07,3.513446245051455e-07
1983,2.475603935181425e-07,3.334486962103256e-07
1984,2.9922884436928143e-07,3.027082300377515e-07
1985,3.1220747587212827e-07,3.1280902135222277e-07
1986,2.8054191147930396e-07,3.3029616020030517e-07
1987,2.621540318159532e-07,3.464833184807503e-07
1988,2.9443080507007835e-07,3.3940494859052706e-07
1989,2.738572959515295e-07,3.221527720143058e-07
1990,3.1983580583982985e-07,3.6614935083889577e-07
1991,2.825226204095088e-07,3.5930781905335607e-07
1992,2.6227334615214204e-07,3.6806426351176924e-07
1993,2.6089668381246156e-07,3.4841613683056494e-07
1994,2.874834876820387e-07,3.19660557579482e-07
1995,2.9335458862078667e-07,3.4541011473265826e-07
1996,3.18684101330291e-07,3.6939599112884025e-07
1997,3.2413487360827276e-07,3.4235546308991616e-07
1998,3.41874851983448e-07,3.714372667218413e-07
1999,3.0300432740659744e-07,3.688152219183394e-07
2000,3.0926219096727436e-07,3.697892339005193e-07
2001,3.009892566296912e-07,3.4085826428054133e-07
2002,3.3209659022759297e-07,3.338490728310717e-07
2003,3.075189169976511e-07,3.462712925283995e-07
2004,3.2375214686908294e-07,3.68681014606409e-07
2005,3.103083372479887e-07,3.260714720454416e-07
2006,3.310783540655393e-07,3.360198093105282e-07
2007,3.49117499354179e-07,3.1955835311237024e-07
2008,3.316545473808219e-07,2.9716929361711664e-07
2009,2.9801202572343755e-07,3.2089934620671556e-07
2010,3.0468464728983236e-07,2.725628576172312e-07
2011,3.4683426974879694e-07,2.8335631441223086e-07
2012,2.9787210564791167e-07,2.468083266649046e-07
2013,2.618988332869776e-07,2.6803490982274525e-07
2014,2.4859309633029625e-07,2.669993932613579e-07
2015,2.5158129801639006e-07,2.520246198400855e-07
2016,2.4193252556869993e-07,2.5353202204314584e-07
2017,2.392346516444377e-07,2.2816594480445929e-07
2018,2.4007641741263797e-07,2.1271286243518261e-07
2019,2.150482742990789e-07,2.1683395345917233e-07
