year,quittant_VERB en_ADP,quittant_VERB sans_ADP
1840,8.280594876453051e-09,1.6561189752906103e-08
1841,5.778493683550323e-09,5.778493683550323e-09
1842,9.391571076378114e-09,1.609983613093391e-08
1843,2.3627644840651385e-09,1.122313109114259e-08
1844,1.6465684371524958e-09,1.4270259640625227e-08
1845,9.48638767539478e-09,5.022205151750114e-09
1846,1.1123552745573306e-08,1.4050803187615202e-08
1847,2.6966118227278457e-09,1.240441438454809e-08
1848,1.850401076808339e-08,8.04522137798358e-09
1849,1.8434713311421547e-08,1.005529792763582e-08
1850,2.7155984128057753e-09,1.3577992064028876e-08
1851,1.6123596680017727e-08,1.483370937194195e-08
1852,1.4323199737376058e-08,2.669323606596663e-08
1853,1.0152284346531815e-08,1.4929829816878737e-08
1854,8.313063126763609e-09,1.506742641765868e-08
1855,7.429711956774554e-09,1.539011762474729e-08
1856,6.212626857404757e-09,4.659470143053568e-09
1857,7.81041464836818e-09,1.9037885934380938e-08
1858,2.936205678594206e-08,9.297984604472731e-09
1859,5.601390462572908e-09,1.0693564256314403e-08
1860,1.7851016831382793e-08,8.696649622663699e-09
1861,5.65915647676718e-09,1.7920661843362495e-08
1862,1.1746764450037972e-08,1.5361154154236445e-08
1863,1.5982786649715308e-08,9.489779628779615e-09
1864,3.356309563606885e-09,1.774049418479251e-08
1865,4.7068443587150455e-09,1.2237795665726026e-08
1866,2.0435574399346734e-08,1.5083399418358567e-08
1867,4.85281148598915e-09,4.85281148598915e-09
1868,4.939874287401835e-09,4.44588676984381e-09
1869,6.348574999037737e-09,1.0743741896135361e-08
1870,4.587239033071455e-09,2.2362791174401764e-08
1871,0.0,1.0621177493064238e-08
1872,9.071008943983827e-09,1.1489944773401817e-08
1873,5.387403856360606e-09,1.5563611732716254e-08
1874,1.1949218503559678e-08,8.364453130127458e-09
1875,1.2587360043170293e-08,1.4303817408301e-08
1876,3.02300739996042e-09,2.418405919968336e-09
1877,1.1751150275074451e-08,1.1132669008873108e-08
1878,1.2078177513696886e-08,1.3285995359435532e-08
1879,1.4662380642960215e-08,1.1607718231054776e-08
1880,1.8611754359909582e-08,2.0537108014195837e-08
1881,1.1156012114099667e-08,1.324776466304911e-08
1882,8.652000893505374e-09,6.655385131892899e-09
1883,1.3270612164717477e-08,1.0110942305630033e-08
1884,1.0562715146988921e-08,7.922036360241691e-09
1885,2.5782542767416317e-09,3.2228177904158883e-09
1886,1.0970888975059268e-08,1.097088819790315e-08
1887,5.223139698529167e-09,9.793386546164129e-09
1888,6.974675947901687e-09,6.340614699951175e-09
1889,1.1277245803853475e-08,1.3783300722991498e-08
1890,5.243509182406569e-09,1.3108772956016423e-09
1891,1.2748440525456317e-08,5.0993759215245404e-09
1892,6.268512375839919e-10,5.641661360300532e-09
1893,1.2316833108982905e-09,3.079208221734575e-09
1894,1.071261657159539e-08,6.9316934414587195e-09
1895,9.629783193076946e-09,1.1435367319734269e-08
1896,7.076434549446731e-09,6.486732040400511e-09
1897,5.826713334045053e-09,8.740070001067579e-09
1898,6.224190496340043e-09,1.640922953072277e-08
1899,3.8693048765026106e-09,8.291367592505594e-09
1900,6.7483690857628176e-09,7.26747462209687e-09
1901,6.706486588292648e-09,7.824234649067563e-09
1902,1.1293653123800595e-08,1.4730852093691738e-09
1903,5.400220270956879e-09,6.480264325148255e-09
1904,1.1824175416563776e-08,1.3436562973367927e-08
1905,9.28936660926638e-09,1.5482276793932215e-08
1906,8.230695236477459e-09,6.687439824126784e-09
1907,1.0285686968813934e-08,1.0285686968813934e-08
1908,2.9468334439286537e-09,4.4202499438483756e-09
1909,3.850688656825696e-09,7.701377313651392e-09
1910,2.137660271017694e-09,1.068830179917768e-08
1911,7.980561322895596e-09,9.576673565270255e-09
1912,5.2094213387476884e-09,1.82329742415277e-08
1913,1.6969567306901467e-08,1.007568034561146e-08
1914,1.2723813114234872e-08,4.68772043404897e-09
1915,9.424609426211816e-09,1.4136913861761968e-08
1916,1.2086208478478966e-08,1.977743147030253e-08
1917,1.2063066989753679e-08,9.869782324756216e-09
1918,1.1486376294556067e-09,1.6080926812378493e-08
1919,9.207848705727883e-09,1.012863304339362e-08
1920,1.665890891899835e-08,3.028892692213958e-09
1921,6.058197943303867e-09,2.0446417892117097e-08
1922,7.377935484775833e-09,1.475587119159627e-08
1923,4.246379248229459e-09,1.3800733000834953e-08
1924,7.734974438733389e-09,1.6759111876041288e-08
1925,8.798542339150117e-09,5.499089184013428e-09
1926,6.687682962969177e-09,6.687683296036084e-09
1927,1.3379069518926201e-08,1.6723837648058293e-08
1928,4.5704163786908225e-09,7.998228745975666e-09
1929,8.912324878096456e-09,5.570203187588163e-09
1930,5.2518016602221e-09,7.352522590764465e-09
1931,1.4826963656844327e-08,2.2810713318222042e-09
1932,1.0959536389520963e-08,2.1919073223131136e-09
1933,1.8353059516584835e-08,3.4411986593596566e-09
1934,8.38710612072191e-09,8.38710612072191e-09
1935,1.4361940969820353e-08,1.0771455727365264e-08
1936,7.274828739411987e-09,7.274828739411987e-09
1937,1.2591118148108649e-08,1.2591118370153254e-08
1938,6.482607339819424e-09,6.482607117774819e-09
1939,1.070583532936098e-08,1.5294050470515685e-08
1940,1.7750480196809804e-08,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,6.068423541449874e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,1.089252066321933e-08,1.3071024262956144e-08
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,1.7881306657585583e-08,1.1920870957027319e-09
1948,1.0871887834440486e-08,7.610321262063735e-09
1949,1.5707213085747185e-08,3.9268033269479474e-09
1950,9.57182533234402e-09,6.381216888229346e-09
1951,1.0661401761424827e-08,1.0661401983469432e-08
1952,2.0035126779838208e-08,6.326882462381889e-09
1953,1.0773827163745864e-08,7.541679392097933e-09
1954,6.840775057526116e-09,5.863521668203475e-09
1955,1.595553378308523e-08,7.508486277174597e-09
1956,1.3953826538681824e-08,4.36057079333807e-09
1957,6.18452644651768e-09,8.835037701437898e-09
1958,1.2408365002158916e-08,7.445019267748876e-09
1959,1.2401196514133517e-08,7.750747599288843e-09
1960,1.3149583755200922e-08,5.536666736194462e-09
1961,6.25334317660986e-09,6.94815938118154e-09
1962,1.0147129914095387e-08,6.341956571009888e-09
1963,9.05247421467692e-09,7.759264120110743e-09
1964,9.734349215584359e-09,7.300762105977299e-09
1965,6.0192477668863376e-09,8.208064727899256e-09
1966,9.970334224895794e-09,6.092982118843793e-09
1967,1.5777073425482513e-08,7.3955032653394426e-09
1968,4.0422742653145605e-09,8.98283178396575e-09
1969,1.544197653080559e-08,5.904285060864822e-09
1970,1.6095537708205043e-08,1.5175793066646293e-08
1971,6.166076871316761e-09,6.679916619845017e-09
1972,7.69522046084603e-09,4.10411743478889e-09
1973,1.2129048654330177e-08,7.718485406371656e-09
1974,1.1251143128276908e-08,5.06301445213353e-09
1975,3.998036124386317e-09,7.4249242310031605e-09
1976,7.427584991503977e-09,1.3712464053128315e-08
1977,1.057820764316375e-08,4.7014254711541525e-09
1978,5.346532216954358e-09,8.910887139279566e-09
1979,9.94835469558808e-09,7.607565244427406e-09
1980,9.096241204709088e-09,1.7055452050662723e-09
1981,1.391620929602766e-08,6.325549417596221e-09
1982,1.3035754586887549e-08,6.2075020679230875e-09
1983,1.1999100713033783e-08,6.315316158911344e-09
1984,1.159801704675445e-08,2.3196033982486597e-09
1985,1.4437339324047116e-08,3.0077789148208467e-09
1986,1.0790073834421321e-08,1.498621410300771e-08
1987,1.4054878594293996e-08,2.4443267965246207e-09
1988,8.395175221664886e-09,2.3986214681137596e-09
1989,1.0427432250992297e-08,6.585746725740194e-09
1990,8.172976573295188e-09,6.538381058796006e-09
1991,1.0550637696837839e-08,4.103025752488776e-09
1992,1.157088269643225e-08,7.162927362358573e-09
1993,1.0524493720964756e-08,9.416652346772025e-09
1994,8.967375175750192e-09,1.1077345929422222e-08
1995,1.0844901865425527e-08,6.506940763983948e-09
1996,1.1209993822092201e-08,1.1209993600047596e-08
1997,1.294621509995153e-08,6.7128524960935465e-09
1998,1.2397135762398648e-08,9.059445305048541e-09
1999,1.0968482788697997e-08,1.0054442389773044e-08
2000,9.719669069596648e-09,1.1045078740501424e-08
2001,9.200544853760206e-09,7.009939018143285e-09
2002,9.638687514801347e-09,5.6955880012310445e-09
2003,1.250076897552077e-08,4.166922806803086e-09
2004,1.1011977996133737e-08,6.166707949839534e-09
2005,1.6663873392275264e-08,5.404499514582994e-09
2006,9.059357874985352e-09,6.588623757686207e-09
2007,1.3980677782132744e-08,5.592271090648637e-09
2008,8.940623436037853e-09,9.792111343998045e-09
2009,1.0966842545201416e-08,9.53638501499654e-09
2010,1.3226620909634335e-08,7.085689368580006e-09
2011,7.265546830836911e-09,1.1854313058945465e-08
2012,1.4297861117285038e-08,9.19148274158843e-09
2013,1.6455837581474952e-08,8.367375237128272e-09
2014,8.878325546968213e-09,1.3642304730332455e-08
2015,8.644643945121544e-09,1.1526192444932803e-08
2016,1.3049442082468943e-08,1.4913647872205615e-08
2017,8.804639684001359e-09,5.534345121072093e-09
2018,9.551426594089918e-09,1.0325866606208933e-08
2019,9.183556137770665e-09,1.3010037547278586e-08
