year,essayant_VERB en_ADP,essayant_VERB sans_ADP
1934,2.875579241390369e-08,5.990790086229936e-09
1935,2.752705441366743e-08,5.98414207075848e-09
1936,3.031178508194898e-08,2.424942913137329e-09
1937,2.5182236740306507e-08,5.0364472592434595e-09
1938,4.148868626430158e-08,1.4261735792331365e-08
1939,3.8235125288110794e-08,3.058810094103137e-09
1940,1.7750480196809804e-08,5.0715658339584024e-09
1941,4.132103725851266e-08,5.9030051957620344e-09
1942,4.551317789314169e-08,3.034211770724937e-09
1943,5.2258233296242906e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,6.4263723231761105e-09
1945,2.178504132643866e-08,8.714016175304096e-09
1946,2.5057986796639398e-08,2.7842208538686464e-09
1947,2.8610090296865565e-08,1.3112957830685446e-08
1948,3.152847516396662e-08,3.2615663503321457e-09
1949,3.043272656100271e-08,1.9634016634739737e-09
1950,2.9779013033248702e-08,4.2541445921528975e-09
1951,5.117472945403989e-08,5.330700769690111e-09
1952,3.58523338794825e-08,6.326882129314981e-09
1953,3.878577814475648e-08,1.2928592862948562e-08
1954,3.615838295445428e-08,8.795282724349818e-09
1955,3.566530892840092e-08,9.385607846468247e-09
1956,3.401245152190313e-08,9.593255967388359e-09
1957,4.1524678806581505e-08,3.534015080575159e-09
1958,3.1434524316864554e-08,6.617794756635931e-09
1959,3.332821663093455e-08,4.650448914844674e-09
1960,3.8756667208872386e-08,1.2457499920515147e-08
1961,4.9331931595286704e-08,1.389631876236308e-08
1962,3.7417542841922113e-08,8.244543714397423e-09
1963,3.36234755593523e-08,1.9398159301076134e-08
1964,4.562976119171225e-08,7.30076216148845e-09
1965,3.283226135408768e-08,5.47204326295514e-09
1966,4.6528229380449204e-08,7.200797291773142e-09
1967,4.782425411242741e-08,2.465167847631733e-09
1968,4.8058151236318736e-08,1.167768146070891e-08
1969,3.769658801777709e-08,9.991866889436096e-09
1970,4.414776100247764e-08,1.0117195081704722e-08
1971,3.802414039189017e-08,8.221435865429783e-09
1972,4.617132132178625e-08,7.182205663536223e-09
1973,3.583582419697251e-08,1.0475087464101307e-08
1974,4.050411672729126e-08,1.125114318378806e-08
1975,3.084199162728396e-08,1.313640396460869e-08
1976,3.370981005446083e-08,1.1427053969725876e-08
1977,3.819908300783936e-08,1.586731068758951e-08
1978,3.4455430730773173e-08,1.3069301196821925e-08
1979,3.5111838769807946e-08,1.0533552030622673e-08
1980,4.6618235549633624e-08,1.3075846183596695e-08
1981,5.3767170271612486e-08,1.0753434587229549e-08
1982,4.407326770206055e-08,1.2415004135846175e-08
1983,4.8627934345901735e-08,1.64198213914446e-08
1984,4.6392067076794774e-08,5.219107812592938e-09
1985,4.5116687052981774e-08,1.4437338990980209e-08
1986,4.016305343856885e-08,7.792831269171074e-09
1987,4.522004326545925e-08,1.0999470501094066e-08
1988,4.7372775813236956e-08,1.5591039570495013e-08
1989,3.5123981945162086e-08,1.8659615408367358e-08
1990,3.5961096434000694e-08,1.1442167213715493e-08
1991,3.0479617330048114e-08,1.6412102177287835e-08
1992,4.79365149796962e-08,1.4325855168806356e-08
1993,3.212740296021366e-08,7.754890618549837e-09
1994,2.795711040448623e-08,8.967375286772494e-09
1995,3.904164458390369e-08,1.5725108049036152e-08
1996,5.871901276321978e-08,1.067618482508692e-08
1997,4.075660386959612e-08,9.110299403758404e-09
1998,4.958854393777301e-08,1.0966696883940585e-08
1999,2.7421206472144632e-08,2.0565904534919355e-08
2000,3.578605356491238e-08,1.988114206596947e-08
2001,3.329721010025821e-08,1.095302959441824e-08
2002,4.0307237880732316e-08,8.762443215459825e-09
2003,4.541946002634134e-08,1.2084076850271686e-08
2004,4.580982954083268e-08,1.6738207264666016e-08
2005,3.332774767272895e-08,1.1259373877692269e-08
2006,3.088417521723841e-08,1.6059770402421236e-08
2007,3.9145899688453056e-08,1.7176262190332636e-08
2008,5.577246076082787e-08,1.4901038625225738e-08
2009,7.199971019389295e-08,2.2887324035991696e-08
2010,6.566072469071926e-08,2.9759895880943077e-08
2011,8.986334476546176e-08,3.250376054420023e-08
2012,9.53190761876499e-08,3.5063803915935665e-08
2013,1.0849696729930969e-07,4.5741649690178576e-08
2014,1.0913843662141431e-07,4.807288385422215e-08
2015,1.1193705762302386e-07,4.765637184878102e-08
2016,1.0584547771586017e-07,4.059826608227013e-08
2017,1.182337308058834e-07,4.276539233849519e-08
2018,1.2571742846745337e-07,5.162933414126769e-08
2019,1.0969247510317359e-07,4.081580473602742e-08
