year,essayant_VERB en_ADP,essayant_VERB sans_ADP
1800,3.144164395507687e-08,3.144164484325529e-09
1801,1.904946067554647e-08,0.0
1802,3.5805442166747525e-08,0.0
1803,7.801356893821776e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,2.842877711017877e-09,2.842877711017877e-09
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,2.2660739062985158e-08,0.0
1809,1.129515236897305e-08,0.0
1810,4.680253518074551e-09,0.0
1811,0.0,7.521229861140455e-09
1812,2.6672082320544632e-09,0.0
1813,2.0130190847567064e-08,0.0
1814,9.754699448194515e-08,0.0
1815,1.8880564667256294e-08,0.0
1816,4.6352077731626196e-09,2.3176038865813098e-09
1817,4.0478710161551135e-08,0.0
1818,5.960588467246453e-09,0.0
1819,1.5526575580793178e-08,6.210630232317271e-09
1820,3.322614716694261e-08,1.1866481131050932e-09
1821,1.0847637454958203e-08,0.0
1822,1.303330066093622e-08,4.010246357211145e-09
1823,4.644862983127496e-08,9.882686891060644e-10
1824,8.421112696055388e-10,8.421112696055388e-10
1825,3.169959583715354e-08,2.641632912414593e-09
1826,6.1655889282974385e-09,1.0569580766173203e-08
1827,2.7651818612639545e-08,4.608636583469661e-09
1828,2.4765213879618386e-08,3.668920500743411e-09
1829,1.7146351893870815e-08,5.143905745796928e-09
1830,5.218418053232199e-08,1.0436835840010872e-09
1831,4.365537620287796e-08,4.677361609140007e-09
1832,2.0294953273491956e-08,1.3529969367098715e-09
1833,3.938433579264711e-08,6.950177322551099e-09
1834,2.6136685704614138e-08,0.0
1835,6.806779140333674e-09,0.0
1836,2.755507466645213e-08,0.0
1837,2.365682938432201e-08,0.0
1838,3.1560809077291196e-08,1.8936485712828244e-09
1839,1.8876983531868063e-08,0.0
1840,2.356784811752277e-08,6.3696887764308485e-09
1841,1.5409316489467528e-08,6.420548537278137e-09
1842,4.427455024824667e-08,3.3541325272778977e-09
1843,2.5990408047960045e-08,4.134837805480629e-09
1844,1.5916826967554698e-08,5.488561272137815e-10
1845,1.0602432709561072e-08,0.0
1846,2.2832555623963913e-08,5.854501328173001e-09
1847,4.2067142658197554e-08,4.853901280910122e-09
1848,9.65426583121598e-09,8.045221711050488e-10
1849,1.508294644736452e-08,0.0
1850,2.9192683825840504e-08,1.0862393651223101e-08
1851,1.6123596680017727e-08,0.0
1852,2.0833745395520964e-08,1.3021090872200602e-09
1853,1.3735443005202796e-08,0.0
1854,3.013485283531736e-08,2.0782657816909023e-09
1855,2.4411910715116392e-08,1.0613874223963649e-09
1856,3.520488789376941e-08,2.0708756931497874e-09
1857,3.026535599914837e-08,5.369659827891837e-09
1858,4.502182093801821e-08,3.9149408159744326e-09
1859,3.513599722282379e-08,0.0
1860,3.7990627532735743e-08,0.0
1861,2.8295781717702084e-08,5.187560159214399e-09
1862,3.072230825296174e-08,4.066187830886747e-09
1863,2.597202808374277e-08,4.994620828036034e-10
1864,2.589153069720851e-08,0.0
1865,3.012380389577629e-08,0.0
1866,4.281739407474561e-08,2.432806400776144e-09
1867,1.1161466417775046e-08,0.0
1868,2.7169306804353255e-08,9.87974813071446e-10
1869,1.6115613732381462e-08,2.4417595723136287e-09
1870,3.612450782952692e-08,1.7202146374017957e-09
1871,1.6993883633631413e-08,3.18635318130589e-09
1872,3.688877114882416e-08,3.628403577593531e-09
1873,2.9331422624068182e-08,5.9860045809045914e-09
1874,4.062734149101743e-08,1.0156835372754358e-08
1875,2.9179789251543298e-08,1.602027666081085e-08
1876,3.808989390563511e-08,4.232210137899983e-09
1877,3.0924081073635534e-08,4.9478527941460015e-09
1878,3.5026715750063886e-08,4.22736201599605e-09
1879,4.276527654223372e-08,1.221865053580018e-09
1880,1.6686399817444908e-08,3.8507077526617195e-09
1881,2.5798277292210514e-08,3.4862537301449947e-09
1882,1.7969540522244642e-08,2.6621540527571597e-09
1883,2.0853818227806187e-08,1.64302811356265e-08
1884,1.1883054540362536e-08,6.601696966868076e-09
1885,2.3848851782304337e-08,9.66845359329227e-09
1886,2.4523162389655795e-08,2.5813855497602844e-09
1887,3.264462478114183e-08,1.8933882017790893e-08
1888,3.3605258797919646e-08,1.9021844099853524e-09
1889,3.759081934617825e-08,2.5060546970934183e-09
1890,3.5393686204088226e-08,3.2771931834929546e-09
1891,4.0157587477551715e-08,7.649063604731055e-09
1892,1.8805536683430546e-08,6.268512375839919e-09
1893,3.756634137097592e-08,4.310891643655168e-09
1894,1.5123694296903523e-08,2.520615716150587e-09
1895,3.851913255026318e-08,2.4074457982692365e-09
1896,3.951009475144929e-08,1.2383760683576384e-08
1897,3.437761009195128e-08,4.661370844871726e-09
1898,4.6964345301603316e-08,2.26334195829736e-09
1899,2.5426860617017155e-08,2.2110313580014918e-09
1900,2.9589003247565415e-08,1.038210628578895e-09
1901,4.6945405896003933e-08,7.265360757457984e-09
1902,2.7497588928060424e-08,4.910283846193408e-10
1903,3.294134387488157e-08,1.0800440541913758e-09
1904,2.042357571951925e-08,1.0211787859759625e-08
1905,3.148063143498803e-08,1.186974607492175e-08
1906,3.292278039079832e-08,1.5432553013283723e-09
1907,9.257118349648152e-09,7.71426478252124e-09
1908,2.9959473124563374e-08,7.858222517143076e-09
1909,3.0255410066182264e-08,3.850688656825696e-09
1910,3.794347047669788e-08,3.206490406526541e-09
1911,3.7774656069800017e-08,3.1922244847493175e-09
1912,3.386123798021501e-08,4.167536871158006e-09
1913,2.2802856491921375e-08,6.363587878865928e-09
1914,2.6117300322425763e-08,7.366418142140674e-09
1915,1.4136913861761968e-08,1.8849219074468238e-08
1916,3.1863640836959917e-08,1.0987461607214755e-08
1917,2.3029491202919417e-08,1.7546279096336548e-08
1918,2.067547733020092e-08,1.1486376294556067e-09
1919,3.49898234830448e-08,6.4454939163738345e-09
1920,1.8930579326337238e-08,0.0
1921,3.180553775905537e-08,7.572747429129834e-10
1922,4.13164379930997e-08,1.0329110011753073e-08
1923,3.078624999375279e-08,6.369568872344189e-09
1924,4.383152329978657e-08,1.289162443462999e-09
1925,1.2097995494286806e-08,5.499089184013428e-09
1926,3.78968714187522e-08,3.343841648018042e-09
1927,3.7907363914513326e-08,5.574612327308159e-09
1928,2.7422499715434867e-08,4.570416489713125e-09
1929,3.4535258208734376e-08,7.798284684668033e-09
1930,2.100720719599991e-08,5.2518016602221e-09
1931,3.877821086462063e-08,1.0264820993199919e-08
1932,3.1782654730250215e-08,6.575722188983946e-09
1933,2.6382522833046096e-08,5.735331320977366e-09
