year,lisant_VERB en_ADP,lisant_VERB sans_ADP
1800,2.2009151834367913e-08,1.8864987794131594e-08
1801,2.8574191901498125e-08,2.3811825844433088e-09
1802,6.713520406265161e-09,0.0
1803,5.851017448321727e-09,3.900678446910888e-09
1804,1.2359254952798437e-08,2.4718509461507665e-09
1805,8.528632911009026e-09,0.0
1806,1.152667650217154e-08,1.152667650217154e-08
1807,3.701041606518629e-08,1.7081731584767113e-08
1808,6.345007363961486e-08,1.1330369531492579e-08
1809,4.518061036407062e-09,6.7770917766551975e-09
1810,0.0,2.106114038724627e-08
1811,6.016983888912364e-08,2.5070767684098882e-09
1812,2.6672082320544632e-09,5.3344164641089264e-09
1813,0.0,0.0
1814,1.8880061958270744e-08,5.349351184236184e-08
1815,8.091670444798638e-09,5.394447111228828e-09
1816,2.3176038865813098e-09,0.0
1817,2.6466848268569265e-08,7.784366928831332e-09
1818,5.00689456561787e-08,2.384235475716423e-09
1819,1.7596784473994376e-08,5.175524897538253e-09
1820,2.3732962262101864e-08,1.6613073583471305e-08
1821,1.7750679148775816e-08,8.875339574387908e-09
1822,2.0051231786055723e-08,4.010246357211145e-09
1823,6.522573414713406e-08,1.9765373782121287e-09
1824,2.7789671008804362e-08,0.0
1825,2.1133063299316746e-08,4.4027217427355936e-09
1826,2.906634755106552e-08,2.642395191543301e-09
1827,1.2904182611350734e-08,9.217273055917019e-10
1828,2.4765213879618386e-08,1.8344602503717056e-09
1829,3.0006116702452346e-08,3.429270423183084e-09
1830,1.878630406793036e-08,1.3567886369969528e-08
1831,3.4300654760954785e-08,4.677361609140007e-09
1832,2.705993829010822e-08,2.705993873419743e-09
1833,2.89590715851773e-08,2.3167257001688313e-09
1834,1.7735608537350345e-08,2.8003592777992026e-09
1835,2.2689263801112247e-08,0.0
1836,4.368487438455304e-08,4.704525213838906e-09
1837,2.7135774516295896e-08,1.3915781860163179e-09
1838,5.1759727170974656e-08,3.787297142565649e-09
1839,1.8876983531868063e-08,6.9914751765765e-10
1840,2.293087852933695e-08,9.554533164646273e-09
1841,1.7977535904378783e-08,3.2102742686390684e-09
1842,2.683306021822318e-08,8.720745015011744e-09
1843,3.485077471054865e-08,3.5441467538532834e-09
1844,1.5367971784030487e-08,1.4819115712327857e-08
1845,3.961961780873935e-08,1.2276501593078137e-08
1846,1.8734404250153602e-08,1.7563503984519002e-09
1847,1.5640349459999925e-08,2.6966118227278457e-09
1848,2.815827571112095e-08,0.0
1849,3.016589289472904e-08,1.1731181359664333e-08
1850,3.326607966869233e-08,4.073397619208663e-09
1851,3.2892137236117946e-08,3.2247193804124663e-09
1852,2.3437964458139504e-08,6.510545436100301e-09
1853,3.881755539225651e-08,1.1943863675867306e-09
1854,3.792835201466005e-08,3.117398783558656e-09
1855,5.3600064831016425e-08,4.2455496895854594e-09
1856,1.7084724746041502e-08,1.2425253714809514e-08
1857,9.763018060660045e-09,8.78671624349181e-09
1858,3.229826006645453e-08,1.468102750479261e-09
1859,2.7497735644033128e-08,1.2730433596175317e-08
1860,4.4398683035629105e-08,5.492620580582752e-09
1861,1.9807048445841247e-08,3.3011746669586728e-09
1862,3.7499287230957634e-08,2.710791813242963e-09
1863,3.146611149418277e-08,1.4983863039219614e-09
1864,4.746780746245349e-08,3.3563094525845827e-09
1865,2.4475590554295934e-08,1.3179164426446732e-08
1866,3.7465220259491616e-08,1.4596839292835284e-09
1867,5.532205271663315e-08,1.6984840200962026e-08
1868,4.00129813726835e-08,6.915823469455518e-09
1869,2.9301114423674335e-08,3.906815315701806e-09
1870,3.1537268796455464e-08,9.17447806614291e-09
1871,3.7174120448568715e-08,5.3105884134652115e-09
1872,2.963196266136947e-08,4.23313739617015e-09
1873,3.23244258026989e-08,4.190203295451056e-09
1874,3.0470506562352284e-08,8.364453130127458e-09
1875,2.803548326824057e-08,1.6592428764283795e-08
1876,1.5719638479794185e-08,4.836811839936672e-09
1877,3.277952487223956e-08,3.710889595609501e-09
1878,4.166971123709118e-08,3.6234530931267273e-09
1879,4.459807501078217e-08,1.221865097988939e-08
1880,3.8507077082527985e-08,3.2089231272180996e-09
1881,1.5339516323820135e-08,6.972507571312292e-10
1882,2.9949232205339626e-08,1.9966155395678697e-09
1883,3.7284101417345283e-08,9.479008689083912e-09
1884,2.5746619058963915e-08,1.0562715146988921e-08
1885,4.5119449509911647e-08,7.7347630522695e-09
1886,1.4197620856748472e-08,3.2267319927115068e-09
1887,3.852065688647599e-08,3.9173548849191775e-09
1888,2.9166827175686194e-08,1.0779045211961602e-08
1889,1.9421923624918236e-08,3.132568426877924e-09
1890,4.1948073459252555e-08,6.554386478008212e-10
1891,3.952016314201501e-08,9.561330394092238e-09
1892,1.8805536683430546e-08,2.5074049503359674e-09
1893,2.7097032229139728e-08,8.005941687372342e-09
1894,2.2685540557176864e-08,1.071261657159539e-08
1895,1.9861428057765806e-08,2.4074457982692365e-09
1896,2.0639602027472392e-08,1.7691086373616827e-09
1897,1.0488084734028291e-08,4.078699600285063e-09
1898,1.867257115595322e-08,8.487532454637403e-09
1899,2.4874102777516782e-08,5.527578395003729e-10
1900,2.1802422867089888e-08,1.5573159428683425e-09
1901,2.6825947685438223e-08,1.0618603774048552e-08
1902,2.1605249145295602e-08,1.4730852093691738e-09
1903,1.7280704867062013e-08,5.400220270956879e-10
1904,1.7736263124845664e-08,5.374625189347171e-09
1905,2.838417501038748e-08,3.6125313851442797e-09
1906,3.6009292214700395e-08,2.572092316910357e-09
1907,2.262851062084792e-08,5.142843484406967e-09
1908,2.8486056180554442e-08,2.9468334439286537e-09
1909,2.2554033307642385e-08,7.701377313651392e-09
1910,1.4963621453034648e-08,3.206490406526541e-09
1911,1.9153347352585115e-08,6.384448969498635e-09
1912,1.6670147928721235e-08,2.6047106693738442e-09
1913,3.075734156254839e-08,1.060597942803554e-09
1914,2.4777952134513725e-08,1.0714789944188396e-08
1915,3.652036184575991e-08,7.068456930880984e-09
1916,8.789969641043172e-09,4.394984820521586e-09
1917,9.869782324756216e-09,1.0966424435210342e-09
1918,2.067547733020092e-08,2.2972752589112133e-09
1919,2.301962176431971e-08,1.8415696745321952e-09
1920,2.4988363822586734e-08,3.028892692213958e-09
1921,2.196096815509918e-08,4.543648568500203e-09
1922,1.3280283983618801e-08,7.377935484775833e-10
1923,3.715581797791856e-08,1.0615948120573648e-09
1924,1.804827443052659e-08,3.867487219366694e-09
1925,2.1996356736053713e-08,4.399271169575059e-09
1926,3.232380019202452e-08,1.0031524944054127e-08
1927,4.5711821883287485e-08,3.3447675740205796e-09
1928,2.742249805010033e-08,2.2852082448565625e-09
1929,3.5649300400564243e-08,3.342121912552898e-09
1930,3.256117264704983e-08,1.0503603542488804e-09
1931,2.8513390759599133e-08,5.7026783295555106e-09
1932,2.4110979879310435e-08,8.767629289252454e-09
1933,1.8353059516584835e-08,4.588264879146209e-09
1934,2.3963160344919743e-08,3.5944740517379614e-09
1935,1.795242710045386e-08,2.393656828303392e-09
1936,4.364897332465034e-08,2.424942913137329e-09
1937,2.392312481447334e-08,2.5182236296217297e-09
1938,4.408173026604345e-08,0.0
1939,2.9058696782158222e-08,1.8352860564618823e-08
1940,5.578722350740861e-08,1.0143131667916805e-08
1941,1.4757512989405086e-08,0.0
1942,5.158159899210091e-08,3.034211770724937e-09
1943,3.193558839598154e-08,5.806470415592457e-09
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,3.267755976921194e-08,4.357008087652048e-09
1946,3.3410650246423756e-08,1.3921104269343232e-09
1947,2.7418002757073623e-08,2.3841741914054637e-09
1948,2.3918153901902883e-08,5.435943917220243e-09
1949,1.472551192094329e-08,7.853606653895895e-09
1950,3.403315540495555e-08,2.1270722960764488e-09
1951,4.051332624932513e-08,4.264560815592233e-09
1952,2.2144087452602434e-08,3.1634410646574906e-09
1953,1.1851209791302608e-08,3.232148326759443e-09
1954,3.615838251036507e-08,3.9090144454689835e-09
1955,3.754243271814062e-08,1.8771215692936494e-09
1956,2.093073914188892e-08,7.849027205963921e-09
1957,1.767007518083119e-08,5.301022731885041e-09
1958,2.3989506825472517e-08,3.3088973783179654e-09
1959,2.1702094343822864e-08,7.750747821333448e-10
1960,3.114375091151089e-08,4.152500121534786e-09
1961,3.543561177821175e-08,3.47407969059077e-09
1962,1.9025868880362395e-08,1.2683912808952869e-09
1963,2.3277792138287623e-08,4.526237162849611e-09
1964,3.4070222199034106e-08,5.475571496216247e-09
1965,2.7360216592331454e-08,1.0944086747954884e-09
1966,1.9386762417639147e-08,5.539074754423723e-10
1967,3.007504723040455e-08,3.944268467392931e-09
1968,3.862617448113781e-08,4.0422742653145605e-09
1969,2.725054712438002e-08,1.0446043141598693e-08
1970,2.161400725064766e-08,9.657322774803134e-09
1971,2.4150468402872605e-08,9.249115584530898e-09
1972,2.9754852082231054e-08,2.0520586896388693e-09
1973,3.363054390526088e-08,4.9618833486420044e-09
1974,2.5315072038623043e-08,0.0
1975,2.2845921154868165e-08,2.8557400888473694e-09
1976,3.313845708952101e-08,2.856763492431469e-09
1977,3.290997874216828e-08,4.701425582176455e-09
1978,2.1386128423728223e-08,5.346532105932056e-09
1979,3.628223554930088e-08,5.266776126333639e-09
1980,3.183684260665842e-08,3.97960553399912e-09
1981,1.1322733395324747e-07,3.1627747087981106e-09
1982,9.559553737492621e-08,4.966001831974154e-09
1983,4.7996401519867504e-08,2.5261264191556165e-09
1984,4.871166991993192e-08,8.118611560803402e-09
1985,5.233535382842547e-08,3.609334831011779e-09
1986,7.253327760636807e-08,1.7983456945813714e-09
1987,7.516304822985376e-08,2.4443267410134695e-09
1988,4.017691063173956e-08,2.398621523624911e-09
1989,3.177622862615692e-07,1.6464366536794728e-09
1990,5.1217318164376024e-08,2.1794604454505873e-09
1991,7.737134222196573e-08,4.10302547493302e-09
1992,8.705711507239755e-08,5.509944167592096e-09
1993,5.760775617646985e-08,1.1078414852150331e-09
1994,1.244882665840663e-07,5.274926717646622e-09
1995,9.543513090903843e-08,4.880205572987961e-09
1996,9.341661644235444e-08,4.270473752399084e-09
1997,7.384137334920382e-08,4.794894370441227e-09
1998,8.677995111394665e-08,2.86087753487152e-09
1999,1.0648568626869803e-07,3.6561609850771504e-09
2000,1.3209914295764236e-07,3.97622823555821e-09
2001,7.75474513492469e-08,5.695575344688564e-09
2002,1.2617917821700075e-07,4.81934359086722e-09
2003,1.0333968636366819e-07,8.333846057695382e-09
2004,1.1320313197948906e-07,3.523833003171717e-09
2005,9.142612000800909e-08,3.15262471684008e-09
2006,1.198305983329817e-07,4.529678854225949e-09
2007,1.3741009041723373e-07,6.391167151065247e-09
2008,1.0558450566633404e-07,3.405951826129794e-09
2009,2.0550910329042438e-07,3.814554005998616e-09
2010,8.408351259703295e-08,3.77903447423833e-09
2011,6.959628762182035e-08,4.20636914189032e-09
2012,5.8893571908136266e-08,4.7659537427691134e-09
2013,5.410902542690721e-08,5.020425131174733e-09
2014,4.807288189745407e-08,5.197068511653136e-09
2015,5.098123312397007e-08,6.871383906315032e-09
2016,6.151880171945123e-08,6.421154385982675e-09
2017,4.880286100239495e-08,7.546834046578965e-09
2018,4.362678568403666e-08,5.1629335251490716e-09
2019,5.510133660457939e-08,5.612173170632673e-09
