year,touchant_VERB en_ADP,touchant_VERB sans_ADP
1914,5.424362470307642e-08,5.357394972094198e-09
1915,2.5917676671483036e-08,1.1780761921542648e-09
1916,7.361599330124591e-08,1.0987462051303964e-09
1917,8.334482259897413e-08,8.773139548168274e-09
1918,5.972916028440522e-08,5.743188147278033e-09
1919,3.775218004875569e-08,9.207848372660976e-10
1920,5.2248399384779987e-08,4.543339038320937e-09
1921,4.4679211441689404e-08,5.300923255902035e-09
1922,5.3858929760508545e-08,1.5493664462518097e-08
1923,7.855801698042342e-08,1.1677542488541803e-08
1924,6.574728672603669e-08,0.0
1925,6.598907020816114e-08,3.299453377181294e-09
1926,5.795991953050361e-08,5.57306911730393e-09
1927,5.797597069090443e-08,8.919380012351041e-09
1928,6.627104198742018e-08,5.713020723163709e-09
1929,6.907051641746875e-08,3.342121912552898e-09
1930,3.046045193855207e-08,1.0503603542488804e-09
1931,3.763767608688795e-08,1.1405356659111021e-09
1932,7.342889318806556e-08,5.479768305782784e-09
1933,7.226517340086502e-08,1.0323596200123575e-08
1934,7.668211310374318e-08,2.3963160344919743e-09
1935,5.744776387928141e-08,1.196828414151696e-09
1936,5.33487423126644e-08,1.2124714565686645e-09
1937,3.3996019999094074e-08,2.5182236296217297e-09
1938,3.8895642262559704e-08,7.779128452511941e-09
1939,6.270560959364957e-08,3.058810094103137e-09
1940,9.889553354014424e-08,7.607348528892999e-09
1941,5.017554371988808e-08,8.854508237732261e-09
1942,1.2136847260535433e-07,0.0
1943,1.4225852851268428e-07,8.709705845433291e-09
1944,1.4138018400444707e-07,0.0
1945,1.0238969139209075e-07,8.714016175304096e-09
1946,8.90950682119751e-08,5.568441707737293e-09
1947,6.437270450021515e-08,7.152522574216391e-09
1948,1.4133453873910184e-07,6.523132922708896e-09
1949,7.85360690924719e-08,2.945102384188658e-09
1950,4.1477910883713776e-08,3.190608444114673e-09
1951,9.062191708153478e-08,3.198420528427448e-09
1952,6.221433979103352e-08,3.1634410646574906e-09
1953,5.2791755966730136e-08,2.1547654771580937e-09
1954,3.7135635899687713e-08,6.840775279570721e-09
1955,4.786660090516648e-08,4.6928039232341234e-09
1956,5.494319066379205e-08,3.488456634670456e-09
1957,5.9194753987412696e-08,1.7670075402875796e-09
1958,3.9706769427994004e-08,3.3088974338291166e-09
1959,6.045583234026708e-08,1.5501495642666896e-09
1960,4.3601250609981435e-08,0.0
1961,5.628008992175637e-08,4.16889545107324e-09
1962,3.551495525444537e-08,6.341956293454132e-09
1963,5.88410856705579e-08,7.759263898066138e-09
1964,3.6503809308641166e-08,3.041984220075733e-09
1965,4.377634726937529e-08,3.2832261354087677e-09
1966,4.431259692516676e-08,4.431259803538978e-09
1967,2.958201350544698e-08,3.451234797946512e-09
1968,4.6710724177501106e-08,3.1439910674890825e-09
1969,4.3600874438665116e-08,5.904285060864822e-09
1970,4.368788641961885e-08,5.518470042042978e-09
1971,4.624557803367679e-08,1.0276794970565106e-09
1972,5.0275438923108595e-08,1.5390440033513642e-09
1973,6.615844472257493e-08,5.513203782392395e-10
1974,4.7817358961310674e-08,5.625571675160757e-10
1975,4.0551507929365016e-08,5.140332159925265e-09
1976,5.999203084305904e-08,0.0
1977,4.760193306196925e-08,2.9383909194713453e-09
1978,4.455443658457625e-08,1.1881182704343018e-09
1979,4.506019379846293e-08,2.3407893401383717e-09
1980,5.1734871719943953e-08,1.1370301367108482e-09
1981,5.819505433102279e-08,4.427884725544118e-09
1982,6.517877659817373e-08,4.966001942996456e-09
1983,5.1785590926556324e-08,6.946847541655643e-09
1984,5.3350879547497954e-08,4.639206796497319e-09
1985,5.654624501971739e-08,3.0077789148208467e-09
1986,7.313272476494603e-08,0.0
1987,5.988600548789691e-08,3.666490056009053e-09
1988,5.936588104438201e-08,4.797243047249822e-09
1989,6.585746525900049e-08,1.0976244357863152e-09
1990,5.7210836956755884e-08,4.358920779878872e-09
1991,5.8614652687083435e-08,9.37834432335194e-09
1992,4.628353122981821e-08,2.2039776670368383e-09
1993,4.929894714678085e-08,3.877445031719162e-09
1994,5.222177157371277e-08,4.747434001473039e-09
1995,5.476675468685244e-08,7.591431039344343e-09
1996,4.537378450741869e-08,1.067618438099771e-09
1997,6.233362725982516e-08,4.315404922294874e-09
1998,5.0542170448864e-08,3.814503379828693e-09
1999,5.3928372711897765e-08,9.140402323914998e-10
2000,5.566719751826099e-08,3.5344251969604557e-09
2001,4.7317088192055934e-08,4.381211837767296e-09
2002,5.476526698799944e-08,8.76244299341522e-10
2003,6.083707726478593e-08,4.166923084358842e-09
2004,6.607186764373552e-08,8.809582507929292e-10
2005,5.809837078096791e-08,3.1526248278623825e-09
2006,6.300371380163483e-08,2.0589449589714093e-09
2007,5.6721609853482846e-08,2.7961356841021967e-09
2008,5.790117993398347e-08,3.405951742863067e-09
2009,4.8635564464660774e-08,2.860915504498962e-09
2010,4.6765552763616824e-08,3.7790344187271785e-09
2011,4.474047343716592e-08,2.6767803251726008e-09
2012,4.595741098789574e-08,9.872332618066082e-09
2013,3.87688384173579e-08,4.462600067256517e-09
2014,4.1576548537314295e-08,4.114345711347944e-09
2015,3.6130178140969527e-08,5.319781060109108e-09
2016,3.376284168910004e-08,6.8354220061905835e-09
2017,3.8740415875260226e-08,4.024978128569501e-09
2018,3.7947560316275997e-08,4.388493513030056e-09
2019,3.0866952605013154e-08,6.377469552454329e-09
