year,eût_VERB ôté_VERB,eût_VERB oté_VERB,eût_VERB sauté_VERB
1800,9.432493186523061e-08,0.0,3.458580977167003e-08
1801,2.0716288418043405e-07,2.3811825844433088e-09,0.0
1802,9.84649659585557e-08,0.0,0.0
1803,8.191424427650418e-08,0.0,5.851017448321727e-09
1804,2.175228814849106e-07,2.4718509461507665e-09,4.943701892301533e-09
1805,1.8762992226584174e-07,0.0,0.0
1806,9.221341201737232e-08,0.0,0.0
1807,9.394951661079176e-08,0.0,0.0
1808,1.155697759713803e-07,2.2660739951163578e-09,1.8128591960930862e-08
1809,1.2876473931555665e-07,0.0,6.7770917766551975e-09
1810,1.0296557917399696e-07,0.0,0.0
1811,6.267691787797958e-08,0.0,5.0141535368197765e-09
1812,8.001624962616916e-08,0.0,2.6672082320544632e-09
1813,6.326631307729258e-08,0.0,0.0
1814,4.405347908686963e-08,0.0,0.0
1815,7.012781111370714e-08,0.0,2.1577788444915313e-08
1816,7.648093003354006e-08,0.0,0.0
1817,1.0898114055635233e-07,1.556873407970727e-09,7.784366928831332e-09
1818,1.2398024296089716e-07,4.768470951432846e-09,2.6226590676969863e-08
1819,7.763287612760905e-08,1.035105001712111e-09,0.0
1820,1.376511846729045e-07,1.1866481131050932e-09,1.0679833017945839e-08
1821,1.962436186886407e-07,0.0,3.94459531705138e-09
1822,1.6341753905635414e-07,0.0,1.0025615893027862e-09
1823,2.8956273467883875e-07,0.0,1.680056804787e-08
1824,1.0526390781251393e-07,0.0,1.3473780313688621e-08
1825,1.2503728896717803e-07,2.641632912414593e-09,8.805443485471187e-09
1826,1.0657660709512129e-07,0.0,7.927186018719112e-09
1827,1.1890282536342056e-07,9.217273055917019e-10,4.608636583469661e-09
1828,7.246117661452445e-08,1.8344602503717056e-09,6.420610709767516e-09
1829,1.2516836989107105e-07,8.57317605795771e-10,2.3147574523818548e-08
1830,1.0019362406410437e-07,1.0436835840010872e-09,9.39315203396518e-09
1831,3.897801548191637e-08,1.5591206103948707e-09,2.0268567268999504e-08
1832,9.606278439378002e-08,0.0,1.3529969367098715e-09
1833,4.6334513115198206e-08,0.0,2.20088942626262e-08
1834,8.58776871837108e-08,0.0,1.213489042584115e-08
1835,7.563087933704082e-08,0.0,5.294161553592858e-09
1836,1.1694105239712371e-07,6.720750067579218e-10,7.392825018825988e-09
1837,1.196757182242436e-07,1.3915781860163179e-09,3.478945576063097e-09
1838,1.2434958307494526e-07,3.787297142565649e-09,0.0
1839,8.319855737681792e-08,6.9914751765765e-10,4.194885327990505e-09
1840,7.38883869644269e-08,2.5478754661634184e-09,1.2739377552861697e-08
1841,7.640452537316378e-08,0.0,8.988767952189392e-09
1842,9.056157779241403e-08,6.708265054555795e-10,2.683306021822318e-09
1843,7.324569395450453e-08,5.906911071384968e-10,9.451057714215949e-09
1844,8.78169785778482e-08,1.097712254427563e-09,1.1525978393933656e-08
1845,7.86812108799495e-08,0.0,6.696273757711424e-09
1846,6.908311434017378e-08,5.854501328173001e-10,1.0538101946622191e-08
1847,5.9325458323655766e-08,0.0,9.707802561820245e-09
1848,6.194820656446609e-08,0.0,4.82713291560799e-09
1849,5.279031256577582e-08,8.379414939696517e-10,1.6758829879393033e-09
1850,7.671565782629841e-08,0.0,0.0
1851,6.255955753431408e-08,6.449438760824933e-10,2.579775504329973e-09
1852,4.687592536356533e-08,1.9531636308300904e-09,3.2552727180501506e-09
1853,6.270528274399112e-08,2.9859659189668264e-09,4.777545470346922e-09
1854,6.650450501410887e-08,0.0,6.754363734984281e-09
1855,5.094659627502551e-08,0.0,2.653468555990912e-09
1856,4.4523826403519706e-08,5.177189232874468e-10,5.177189343896771e-09
1857,9.47012779306533e-08,4.881509085841174e-10,1.9037885934380938e-08
1858,7.53626139271546e-08,9.787352039936081e-10,1.0276719919488642e-08
1859,5.0412516827691434e-08,0.0,1.2730433596175317e-08
1860,7.643897248499343e-08,0.0,1.4646988510946812e-08
1861,7.687020797675359e-08,2.8295783494058924e-09,8.960331143725853e-09
1862,4.879425219428413e-08,9.035972525772706e-10,1.0391368654438793e-08
1863,6.243276118311769e-08,0.0,5.9935452156878455e-09
1864,5.5618844641003307e-08,0.0,1.2466292886870178e-08
1865,5.45993934508715e-08,0.0,1.4120533187167439e-08
1866,6.47126512376417e-08,4.865612912574591e-10,2.238181906477621e-08
1867,5.629261323747414e-08,0.0,1.067618526917613e-08
1868,6.125443974269729e-08,1.4819622196071691e-09,1.0373735648272486e-08
1869,5.6648822521765396e-08,0.0,9.278686263769487e-09
1870,3.2110673231500186e-08,1.1468097582678638e-09,8.601073631098188e-09
1871,3.504988654867702e-08,0.0,7.434824311758348e-09
1872,4.656451224605007e-08,1.8142017887967654e-09,9.071008832961525e-09
1873,4.968383748860106e-08,0.0,1.4366410283628284e-08
1874,2.5690820137924675e-08,0.0,9.559374625212058e-09
1875,6.579756473001908e-08,0.0,1.716458086775674e-09
1876,2.9625471853478302e-08,1.813804439976252e-09,4.232210137899983e-09
1877,2.783167118991514e-08,0.0,8.658742167710898e-09
1878,2.8987624745013818e-08,0.0,1.8117265465633636e-09
1879,3.9710613464194466e-08,0.0,2.077170613290491e-08
1880,3.7223507831640745e-08,0.0,1.3477476912271413e-08
1881,3.346803723047742e-08,6.972507571312292e-10,1.1853263259808955e-08
1882,2.7952617998039386e-08,1.3310770263785798e-09,9.983077475794744e-09
1883,5.8137917591238875e-08,1.2638677882037541e-09,1.8958017378167824e-08
1884,2.442627788923346e-08,0.0,9.902545450302114e-09
1885,2.5782542323327107e-08,1.2891271383708158e-09,1.8047780159236027e-08
1886,2.774989482645651e-08,1.2906927748801422e-09,1.0325542199041138e-08
1887,3.525619263200497e-08,0.0,1.828098916689669e-08
1888,1.9655905347804037e-08,6.340614699951175e-10,1.268122939990235e-08
1889,3.195219733242993e-08,0.0,4.385595886446936e-09
1890,1.8352281472289178e-08,6.554386478008212e-10,1.3764211992395303e-08
1891,2.995883363610119e-08,1.2748440081367107e-09,1.4023283867459213e-08
1892,1.3163876211308434e-08,0.0,1.8805537127519756e-09
1893,1.6011883374744684e-08,0.0,1.1700991287000306e-08
1894,1.5753848003896564e-08,0.0,1.071261657159539e-08
1895,1.745398137131815e-08,0.0,1.444467478961542e-08
1896,1.9460195233023114e-08,1.179405795248556e-09,1.3563166589847242e-08
1897,1.4566784223291052e-08,0.0,1.631479840114025e-08
1898,2.4896761985360172e-08,0.0,1.4711722506888236e-08
1899,2.7085134135518274e-08,0.0,6.633094074004475e-09
1900,1.7130474816440255e-08,0.0,4.15284251431558e-09
1901,1.5089595351014395e-08,0.0,6.706486921359556e-09
1902,9.820567470342212e-09,0.0,5.4013122863239005e-09
1903,1.2420506401156217e-08,0.0,4.860198465905796e-09
1904,2.3110889202371254e-08,0.0,3.2247751136083025e-09
1905,2.0643035725242953e-08,5.160759042333041e-10,6.192911072844254e-09
1906,2.8807432883581896e-08,5.144184522798412e-10,1.1317205839134203e-08
1907,1.3885677496716653e-08,5.142843373384665e-10,8.742834012309686e-09
1908,1.7189861978295085e-08,4.911389073214423e-10,1.0313916831705683e-08
1909,2.0353638774395222e-08,0.0,1.1001967337165297e-08
1910,1.1222716089775986e-08,2.67207544979442e-09,1.2291546447329438e-08
1911,1.8089272302290738e-08,0.0,1.3300935464144459e-08
1912,1.0418842677495377e-08,5.209421227725386e-10,1.3023552902780011e-08
1913,1.4318072061314524e-08,5.30298971401777e-10,8.484783542428431e-09
1914,2.5447626228469744e-08,0.0,2.1429579888376793e-08
1915,7.068456930880984e-09,0.0,3.534228465440492e-09
1916,1.538244731591476e-08,0.0,6.592477230782379e-09
1917,8.773139548168274e-09,0.0,2.1932848426331475e-08
1918,9.189101035644853e-09,0.0,1.4932290071101306e-08
1919,7.366278698128781e-09,0.0,7.366278698128781e-09
1920,5.300562211374427e-09,7.572231730534895e-10,6.815008557481406e-09
1921,2.7261890522822796e-08,7.572747429129834e-10,3.7863738810983705e-09
1922,1.623145884366295e-08,0.0,1.1066902949607993e-08
1923,1.8047112249064412e-08,0.0,1.6985516992917837e-08
1924,2.3204924204378585e-08,1.289162443462999e-09,1.5469948877466777e-08
1925,2.0896537833436923e-08,0.0,1.3197813508725176e-08
1926,1.671920735191179e-08,0.0,1.0031524944054127e-08
1927,2.6758140592164636e-08,0.0,8.919379901328739e-09
1928,7.998228745975666e-09,0.0,1.82816659588525e-08
1929,2.33948540540041e-08,0.0,1.1140405931087116e-08
1930,2.2057568216382606e-08,0.0,4.201441416995522e-09
1931,2.737285598186645e-08,0.0,2.3951248095954725e-08
1932,2.301502632917618e-08,4.383814644626227e-09,7.6716757391182e-09
1933,8.02946331646126e-09,0.0,6.882397318719313e-09
1934,1.5576054224197833e-08,0.0,1.3179738189705859e-08
1935,2.0346082152400413e-08,0.0,4.787313656606784e-09
1936,7.274828739411987e-09,0.0,6.0623572828433225e-09
1937,1.2591118148108649e-09,0.0,0.0
1938,3.8895642262559704e-09,0.0,7.779128452511941e-09
1939,1.6823456405745674e-08,0.0,9.176430282309411e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09,1.0143131667916805e-08
1941,1.4757512545315876e-08,0.0,2.6563522936839945e-08
1942,9.102635090130207e-09,0.0,1.2136847082899749e-08
1943,1.4516175816936538e-08,0.0,1.7419411690866582e-08
1944,9.639558484764166e-09,0.0,9.639558484764166e-09
1945,1.5249527862692958e-08,0.0,1.742803235060819e-08
1946,1.3921104269343232e-09,1.3921104269343232e-09,1.1136883415474585e-08
1947,1.1920871401116528e-08,0.0,1.907339353124371e-08
1948,9.784699273041042e-09,0.0,4.348755133776194e-09
1949,8.835307596655184e-09,0.0,8.835307596655184e-09
1950,1.808011518278363e-08,0.0,5.317680518146517e-09
1951,1.5992101864981123e-08,0.0,8.529121409139861e-09
1952,3.1634410646574906e-09,0.0,9.490323193972472e-09
1953,9.69644453618912e-09,1.0773827385790469e-09,1.1851209791302608e-08
1954,2.5408594339637602e-08,0.0,6.840775057526116e-09
1955,1.1262729415761896e-08,0.0,1.5016972554349195e-08
1956,1.1337483840634377e-08,0.0,2.2674967681268754e-08
1957,1.236905244894615e-08,0.0,5.301022731885041e-09
1958,2.6471179026543723e-08,0.0,4.9633461784992505e-09
1959,1.1626121398933265e-08,0.0,1.007597205671118e-08
1960,6.920833239831836e-09,0.0,9.689166802218097e-09
1961,2.292892631317045e-08,0.0,1.111705483225478e-08
1962,6.976152100435229e-09,0.0,7.610347907416326e-09
1963,1.939815952312074e-08,0.0,9.052474325699222e-09
1964,1.5818317322668918e-08,0.0,7.300761772910391e-09
1965,1.3680108601477059e-08,0.0,1.586892572902343e-08
1966,1.4401594583546284e-08,1.1078149508847446e-09,4.431259803538978e-09
1967,2.218651040664099e-08,0.0,6.902469706915326e-09
1968,1.1677681044375277e-08,4.4914158503495116e-10,7.186265360559219e-09
1969,1.3171097990039016e-08,0.0,6.8126366770115965e-09
1970,1.3796174869185052e-08,0.0,5.058597540852361e-09
1971,1.5415192677892264e-08,5.138397485282553e-10,1.1818314327172175e-08
1972,1.0773308467548759e-08,0.0,5.643161493651405e-09
1973,6.615844760915479e-09,0.0,2.7566018356850464e-09
1974,9.00091468025721e-09,0.0,6.750686232237513e-09
1975,9.709516746170266e-09,0.0,8.567219822452898e-09
1976,1.1427053969725876e-08,5.713526873840635e-10,5.713526984862938e-09
1977,9.990529292736028e-09,0.0,2.938390863960194e-09
1978,1.3069301196821925e-08,0.0,5.346532105932056e-09
1979,1.521513048885481e-08,0.0,6.437170796402825e-09
1980,1.1370301145063877e-08,0.0,4.548120546843393e-09
1981,1.3916208629893845e-08,0.0,3.795329828193417e-09
1982,1.4277254933858785e-08,0.0,3.1037510339615437e-09
1983,7.57837881337764e-09,0.0,6.315316269933646e-09
1984,4.059305780401701e-09,0.0,5.219107812592938e-09
1985,6.617113967877231e-09,0.0,2.4062232206745193e-09
1986,1.0790073723399018e-08,5.994485463567401e-10,5.994485352545098e-09
1987,1.5277041853778428e-08,0.0,1.8332451112712533e-09
1988,2.1587593934668803e-08,0.0,5.99655392008458e-09
1989,1.2073869015694072e-08,0.0,7.683371272548811e-09
1990,7.083246433836621e-09,0.0,4.358920779878872e-09
1991,6.4476117778156095e-09,0.0,5.2753188484189195e-09
1992,5.509944056569793e-09,5.509944167592096e-10,2.2039776670368383e-09
1993,6.647049133334804e-09,5.539207426075166e-10,3.877445031719162e-09
1994,8.439882570598911e-09,0.0,3.6924485691258724e-09
1995,6.506940763983948e-09,0.0,2.7112254663563817e-09
1996,7.473328622609188e-09,0.0,3.2028553142993132e-09
1997,3.3564262480467733e-09,0.0,1.438468344439059e-09
1998,6.675381136744818e-09,0.0,3.814503379828693e-09
1999,6.398281460207045e-09,0.0,1.3710603763428253e-09
2000,8.83606254831193e-09,8.836062992401139e-10,2.6508188977203417e-09
2001,7.448059946568719e-09,4.3812117822561447e-10,4.8193329327261836e-09
2002,8.762443215459825e-09,0.0,3.504977197366088e-09
2003,8.750538071922165e-09,4.1669229178253886e-10,1.6667691671301554e-09
2004,6.166707589017051e-09,0.0,1.7619165015858584e-09
2005,4.503749373441224e-09,0.0,1.3511248786457486e-09
2006,5.7650457740976435e-09,4.1178899179428186e-10,4.941467679486777e-09
2007,9.586750948642475e-09,0.0,7.988958827809256e-09
2008,7.663391698997657e-09,0.0,3.8316958494988285e-09
2009,9.059565542202108e-09,0.0,5.245011536203492e-09
2010,5.196172381261022e-09,0.0,2.3618964561933353e-09
2011,1.0324724186716594e-08,0.0,5.353560705856353e-09
2012,1.327658516458996e-08,0.0,9.19148224198807e-09
2013,2.0360612751346707e-08,0.0,1.059867482666732e-08
2014,1.537466154388767e-08,0.0,1.2126492698882885e-08
2015,3.0588740429493555e-08,0.0,1.795426030071212e-08
2016,2.83773591291947e-08,2.0713400439298368e-10,1.4706514228635115e-08
2017,1.0062445099379147e-08,0.0,6.037467414898856e-09
2018,3.071945542387766e-08,0.0,9.035133530232997e-09
2019,2.219359274135968e-08,0.0,1.581612352197226e-08
