year,est_VERB à_ADP,est_VERB a_ADP,est_VERB çà_ADJ,est_VERB cà_ADJ
1842,8.188108040485531e-05,1.1041804270917055e-06,2.3478927246856074e-08,0.0
1843,8.260401955340058e-05,1.1612987691478338e-06,1.3585895075607368e-08,0.0
1844,7.825370994396508e-05,1.2321820435090558e-06,9.330554107123135e-09,1.097712254427563e-09
1845,7.828725210856646e-05,1.206445332968542e-06,2.399498022498392e-08,1.674068439427856e-09
1846,8.180845907190815e-05,1.2985283817101845e-06,9.952652035849496e-09,1.1709002656346001e-09
1847,7.781612657709047e-05,1.3105533156476668e-06,2.2112217834546755e-08,0.0
1848,8.649176743347198e-05,1.143226043609502e-06,3.700802153616678e-08,8.045221711050488e-10
1849,8.691464609000832e-05,1.5284052352626532e-06,1.6758829879393033e-09,3.3517659758786067e-09
1850,8.522634016117081e-05,1.3394688664902787e-06,4.752297222410107e-09,1.3577992064028876e-09
1851,8.128098852466792e-05,1.3576068695897447e-06,2.192809134271556e-08,0.0
1852,7.897877367213368e-05,1.462919563266496e-06,2.278690836021724e-08,6.510545436100301e-10
1853,8.383278327528387e-05,1.3795162132623773e-06,2.030456869306363e-08,1.7915795513800958e-09
1854,8.199278090614825e-05,1.6381929839326403e-06,2.286092382064453e-08,1.0391328908454511e-09
1855,8.042132685659453e-05,1.3691897464696012e-06,3.1841622671890946e-08,2.1227748447927297e-09
1856,8.219046867452562e-05,1.5205404579887727e-06,1.7084724746041502e-08,0.0
1857,8.457848889520392e-05,1.466405308292451e-06,1.610898081594314e-08,0.0
1858,8.552971121389419e-05,1.3349947849405908e-06,1.6149130033227266e-08,0.0
1859,8.333698497153819e-05,1.3300757331080604e-06,1.323965115318515e-08,0.0
1860,8.035475184442475e-05,1.29763169098851e-06,2.1055045706930287e-08,0.0
1861,8.25524766696617e-05,1.2346392708195708e-06,1.3676294763342867e-08,0.0
1862,8.597185660619289e-05,1.3404864844801523e-06,1.626475132354699e-08,0.0
1863,8.520323899574578e-05,1.3715228277533242e-06,1.0988165932701577e-08,0.0
1864,8.606776100350544e-05,1.49595509668643e-06,1.821996598039277e-08,9.589455896019672e-10
1865,8.571351645514369e-05,1.3847535669242461e-06,8.001635798393636e-09,0.0
1866,8.616027480456978e-05,1.665985870147324e-06,1.4596838404656864e-08,4.865612912574591e-10
1867,9.100088936975226e-05,1.4956364822182877e-06,1.94112459439566e-08,4.85281148598915e-10
1868,9.194785525323823e-05,1.3732849382108725e-06,1.7289560005906424e-08,0.0
1869,8.62341548781842e-05,1.5231695869033501e-06,2.0510780629479086e-08,3.4184632902167778e-09
1870,8.560247079003602e-05,1.6261761857094825e-06,1.9495765002375265e-08,0.0
1871,9.144090290647e-05,1.6345992293054223e-06,2.2304472935275044e-08,0.0
1872,8.848769357427955e-05,1.458618207550444e-06,1.5723081503438152e-08,0.0
1873,8.836480265017599e-05,1.4138942745489658e-06,1.0176207432266438e-08,5.986004469882289e-10
1874,8.881674875738099e-05,1.3132191369891189e-06,7.169530746864439e-09,0.0
1875,9.01701205293648e-05,1.5436679632330197e-06,2.2313955128083762e-08,5.721527140956084e-10
1876,9.331116598332301e-05,1.494574888738498e-06,1.9951848173604958e-08,0.0
1877,9.176349703921005e-05,1.386635702260719e-06,3.030559980743419e-08,0.0
1878,8.802636148175225e-05,1.4433421569037819e-06,1.2078177569208037e-08,0.0
1879,8.916621300159022e-05,1.5615435629001695e-06,1.7717043832021773e-08,0.0
1880,8.579825953347608e-05,1.6500282455922388e-06,1.8611753915820373e-08,6.417846254436199e-10
1881,9.151137055596337e-05,1.936265356050626e-06,2.2312024228199334e-08,0.0
1882,8.980909478850663e-05,1.7490352561821965e-06,1.1979693681496428e-08,0.0
1883,9.164305083686486e-05,2.0089178747184633e-06,1.2006744043446815e-08,3.159669414998234e-09
1884,8.970187627710402e-05,2.049166802464697e-06,1.0562715146988921e-08,6.601696966868076e-10
1885,8.966716995928437e-05,2.3429884805636902e-06,6.445635580831777e-09,0.0
1886,8.884935232345015e-05,2.1696545502436493e-06,2.19417763958063e-08,6.453463874400711e-10
1887,8.956182864494622e-05,2.022660808620458e-06,1.828098916689669e-08,0.0
1888,9.045204205904156e-05,1.982710223558115e-06,7.60873763994141e-09,0.0
1889,9.406789467902854e-05,2.0443141934833875e-06,1.50363277384713e-08,6.265136742733546e-10
1890,9.168341057375073e-05,1.8575131690568014e-06,1.9007721618891082e-08,0.0
1891,9.441558358957991e-05,2.1742464184626442e-06,2.1672347472190268e-08,0.0
1892,9.490214142715558e-05,2.0541916043725905e-06,1.6298132621272998e-08,6.268512375839919e-10
1893,9.321379184257239e-05,2.310021969265108e-06,1.7243566574620672e-08,0.0
1894,9.198483166983351e-05,2.1456741450265326e-06,1.449354058991048e-08,6.301539290376468e-10
1895,9.359547402709723e-05,2.3466578866759846e-06,8.426059849853118e-09,0.0
1896,9.18768928386271e-05,2.217872520304809e-06,5.307326134129653e-09,0.0
1897,9.623108780942857e-05,2.826538690214875e-06,1.7480140002135158e-08,0.0
1898,9.676126501290128e-05,2.357270560082725e-06,1.5277558773618694e-08,0.0
1899,9.678347851149738e-05,2.350326361977295e-06,1.492446166651007e-08,0.0
1900,9.535445860819891e-05,2.040603099828786e-06,2.595526460424935e-09,5.191053142894475e-10
1901,9.511251118965447e-05,2.4249537773357588e-06,3.912117296778206e-09,0.0
1902,9.829504415392876e-05,2.1502132199202606e-06,1.5712908307818907e-08,9.820567692386817e-10
1903,9.822730498854071e-05,2.5510640284664987e-06,1.296052865029651e-08,5.400220270956879e-10
1904,9.782785491552204e-05,2.2804534722808967e-06,6.449550227216605e-09,5.374625189347171e-10
1905,9.673585009295493e-05,2.4714874911069273e-06,8.257214467732865e-09,0.0
1906,9.501051681581885e-05,2.2649844240163475e-06,1.1317205839134203e-08,0.0
1907,9.65661383816041e-05,2.4490221051109984e-06,1.1828539925318182e-08,0.0
1908,9.719933586893603e-05,2.2965655404050267e-06,7.858222517143076e-09,4.911389073214423e-10
1909,9.507955110166222e-05,2.5073481992876623e-06,2.2554033307642385e-08,0.0
1910,9.601996134733781e-05,2.3834911786480006e-06,1.1222716089775986e-08,5.344150677544235e-10
1911,9.680687071522698e-05,2.330855835452894e-06,1.4365010514438836e-08,0.0
1912,9.534438868286088e-05,2.2509908887968777e-06,7.814131564032323e-09,0.0
1913,9.607797983335331e-05,2.3433912303971738e-06,5.833288518886093e-09,0.0
1914,9.581365884514526e-05,3.0222405058566437e-06,6.696743604095445e-09,6.696743715117748e-10
1915,8.954203804023564e-05,2.3903165029537377e-06,4.712304768617059e-09,1.1780761921542648e-09
1916,9.167388634523377e-05,2.9248624997535444e-06,3.076489463182952e-08,1.0987462051303964e-09
1917,9.500871237833053e-05,2.5672398891174453e-06,1.2063066989753679e-08,0.0
1918,9.082622273126617e-05,3.246050056304739e-06,4.594550517822427e-09,1.1486376294556067e-09
1919,9.423680603504181e-05,2.0487463103791015e-06,9.207848705727883e-09,0.0
1920,0.00010022833157563582,1.9975547331796406e-06,4.543339038320937e-09,0.0
1921,9.976488945540041e-05,1.671305369654874e-06,8.330022005509363e-09,0.0
1922,0.00010116035264218226,1.6917606302513377e-06,1.1804696775641332e-08,0.0
1923,0.00010127826681127772,1.4819864020410023e-06,9.554353752605493e-09,0.0
1924,0.0001097554195439443,1.512187537855425e-06,9.02413699321869e-09,0.0
1925,0.00010471365385456011,1.5133492325958287e-06,9.898360353588487e-09,1.0998177923937646e-09
1926,0.00010537670459598303,1.304098148580124e-06,1.114613823460786e-08,0.0
1927,9.876875265035778e-05,1.3278727237775456e-06,1.3379070296082318e-08,0.0
1928,9.596160816727206e-05,1.180310007953267e-06,9.14083297942625e-09,0.0
1929,9.964425407815725e-05,1.2376991236351387e-06,1.2254447234738564e-08,0.0
1930,9.798076644074172e-05,1.317151870239286e-06,8.402882833991043e-09,0.0
1931,0.00010683625441743061,1.230637934668266e-06,6.843213995466613e-09,0.0
1932,9.890653018373996e-05,1.4773455774275135e-06,3.287861094491973e-09,0.0
1933,9.953323024092242e-05,1.3741853592819098e-06,5.735331320977366e-09,0.0
1934,9.843707084655762e-05,1.282029103322202e-06,4.7926320689839486e-09,0.0
1935,9.153463179245591e-05,1.4505560130828599e-06,1.555876849579363e-08,0.0
1936,9.918137948261574e-05,1.3991920582157036e-06,4.849885826274658e-09,2.424942913137329e-09
1937,9.661039075581357e-05,1.5121932364081658e-06,6.295559185076627e-09,0.0
1938,9.285297710448503e-05,1.2265092976804226e-06,2.5930428915188486e-09,0.0
1939,9.262535604648292e-05,1.4804640926513457e-06,3.058810094103137e-09,0.0
1940,8.791306026978418e-05,2.550997649564124e-06,0.0,0.0
1941,8.708703535376117e-05,2.5264861847063003e-06,0.0,0.0
1942,8.965488814283162e-05,1.677919058806765e-06,3.034211770724937e-09,0.0
1943,9.061578020919114e-05,1.634521410665002e-06,8.709705845433291e-09,2.9032352077962287e-09
1944,9.387323370901868e-05,1.982535906108751e-06,1.6065930807940276e-08,0.0
1945,9.077172580873594e-05,1.8430144166359241e-06,0.0,0.0
1946,0.00010214888607151806,1.5716927066478092e-06,0.0,0.0
1947,0.00011590067151701078,2.349603619222762e-06,1.1920871401116528e-08,0.0
1948,0.00012133352720411494,3.273525408076239e-06,1.0871887834440486e-09,0.0
1949,0.0001083817332983017,2.468977584157983e-06,4.908504269707237e-09,1.9634016634739737e-09
1950,0.00011441096285125241,1.9632876728792326e-06,5.317680518146517e-09,0.0
1951,0.00010638160165399313,1.669575510732102e-06,2.1322803522849654e-09,0.0
1952,0.00010021043271990493,1.4267119325950262e-06,6.326882129314981e-09,0.0
1953,0.00010155517520615831,1.3704308656770081e-06,7.54167928107563e-09,0.0
1954,9.974925342248753e-05,1.617354740801602e-06,6.840775057526116e-09,0.0
1955,9.99867552309297e-05,1.5486253346352896e-06,8.447047505910632e-09,0.0
1956,9.715613123262301e-05,1.5418978875914036e-06,6.104799332717903e-09,0.0
1957,8.980373968370259e-05,1.356178302103217e-06,5.301022731885041e-09,0.0
1958,8.955944213084877e-05,1.1018628498504768e-06,6.617794756635931e-09,0.0
1959,9.732149192132056e-05,1.1928401022487378e-06,3.100299128533379e-09,0.0
1960,9.21799655770883e-05,1.3869350539152947e-06,6.920833350854139e-10,0.0
1961,9.094723645830527e-05,1.1943885454002157e-06,6.25334317660986e-09,0.0
1962,8.79172730492428e-05,1.1472599652506688e-06,3.170978146727066e-09,0.0
1963,9.162074275081977e-05,9.692613787137816e-07,7.1126584622049904e-09,0.0
1964,9.435808897251263e-05,1.5672302566827057e-06,4.258777774879263e-09,0.0
1965,9.354348730994388e-05,1.4024846990423612e-06,3.830430195250756e-09,0.0
1966,9.38989469432272e-05,1.3675975480964553e-06,4.431259803538978e-09,5.539074754423723e-10
1967,9.191871504299343e-05,1.0984787479628721e-06,5.916402479044791e-09,0.0
1968,9.107558435061947e-05,1.1197100207027688e-06,6.287982134978165e-09,0.0
1969,8.998675912152976e-05,1.0863884511991273e-06,8.629339909305145e-09,0.0
1970,9.372569184051827e-05,1.507002139078395e-06,5.058597540852361e-09,4.5987250119061684e-10
1971,9.838181722443551e-05,1.1201706513475074e-06,1.0276794970565106e-09,5.138397485282553e-10
1972,9.311216854257509e-05,1.1332494693760964e-06,1.5390440033513642e-09,0.0
1973,9.00383383850567e-05,1.0083649755188162e-06,7.718485406371656e-09,0.0
1974,9.23746993066743e-05,1.123426613958145e-06,4.500457340128605e-09,0.0
1975,9.317936928709969e-05,1.0109320101037156e-06,4.569184142155791e-09,0.0
1976,9.361499542137608e-05,1.0832846726316347e-06,3.9994687561772935e-09,0.0
1977,8.972905925475061e-05,1.0742757154957872e-06,3.526069214387917e-09,0.0
1978,8.770154090598226e-05,1.0871281972413271e-06,4.752473081737207e-09,0.0
1979,8.732607238925993e-05,1.0457476378178399e-06,5.851973350345929e-10,0.0
1980,9.041777229867876e-05,1.2609664281626465e-06,3.411090521154847e-09,0.0
1981,8.671442628838122e-05,9.49465018607043e-07,6.325549417596221e-09,0.0
1982,8.839483052724972e-05,1.1812877431793822e-06,4.966001831974154e-09,0.0
1983,8.705157961230725e-05,8.538307412209178e-07,1.89459470334441e-09,0.0
1984,8.552725921617821e-05,8.959468118518998e-07,5.219107812592938e-09,0.0
1985,8.467078441753983e-05,1.0394884100151103e-06,3.0077789148208467e-09,0.0
1986,8.634936239104718e-05,8.644048250516789e-07,5.395036861699509e-09,0.0
1987,8.518784306943417e-05,8.469591890047923e-07,1.8332451112712533e-09,0.0
1988,8.775776950642467e-05,1.000225168468205e-06,1.798966087207532e-09,1.1993107618124554e-09
1989,8.469599561067298e-05,8.841365115586086e-07,2.7440609784434855e-09,5.488122178931576e-10
1990,8.71626180014573e-05,9.289949929325303e-07,7.628111475810329e-09,0.0
1991,8.647185313748196e-05,7.531982930686354e-07,0.0,0.0
1992,8.79552389960736e-05,8.132677820071876e-07,7.162927584403178e-09,0.0
1993,8.693896961631253e-05,8.137095477422918e-07,1.661762283333701e-09,0.0
1994,8.69777359184809e-05,7.754142217208937e-07,2.637463358823311e-09,0.0
1995,8.798251656116918e-05,7.63481097010299e-07,5.4224509327127635e-09,0.0
1996,8.860538946464658e-05,1.0179742062632613e-06,2.6690460952494277e-09,0.0
1997,9.148179378826171e-05,9.143863977101319e-07,3.3564262480467733e-09,0.0
1998,9.080663585336879e-05,8.053370308402918e-07,2.3840645013706308e-09,0.0
1999,8.937987877288833e-05,8.532565445307227e-07,5.941261704833778e-09,0.0
2000,9.154426516033709e-05,7.607849994428761e-07,1.3254094488601709e-09,0.0
2001,8.976971730589867e-05,7.325386093270936e-07,6.133696661692056e-09,0.0
2002,9.224224049830809e-05,8.854448623196731e-07,4.81934359086722e-09,0.0
2003,9.090350795304403e-05,8.371348272362411e-07,2.5001538617175356e-09,0.0
2004,9.176105231745169e-05,6.378137697993225e-07,4.845270407116686e-09,0.0
2005,9.049024083651602e-05,8.696740394498192e-07,4.053374524914943e-09,0.0
2006,9.244621469406411e-05,8.935821256272902e-07,1.2353669198716943e-09,0.0
2007,9.16401477297768e-05,6.455078960243554e-07,3.595031605740928e-09,0.0
2008,9.122075425693765e-05,7.76556994708244e-07,4.257439734089985e-09,0.0
2009,8.851481834426522e-05,7.238116381813597e-07,1.907277002999308e-09,0.0
2010,8.731459092814475e-05,7.142375224589159e-07,0.0,0.0
2011,8.749018161324784e-05,5.361208756937685e-07,2.2943831279320648e-09,0.0
2012,8.629712829133496e-05,4.2076564454873733e-07,4.085103366691101e-09,0.0
2013,7.973940955707803e-05,3.782053639156402e-07,3.0680376017500066e-09,0.0
2014,7.986032142071053e-05,1.94456980295854e-07,2.815078836704288e-09,0.0
2015,7.871103298384696e-05,2.0591985361306797e-07,4.876465897751814e-09,0.0
2016,8.027374860830605e-05,2.286759368530511e-07,5.3854840587064245e-09,0.0
2017,8.073502249317244e-05,2.611204550362345e-07,2.0124890642847504e-09,0.0
2018,7.726407056907192e-05,2.000636669663436e-07,5.6792268665617485e-09,0.0
2019,7.643448043381795e-05,1.854568054682204e-07,2.806086474294034e-09,0.0
