year,allant_VERB en_ADP,allant_VERB sans_ADP
1859,6.813327679822123e-07,4.7866430818999106e-08
1860,7.680514538810357e-07,4.531412045594152e-08
1861,8.493450454061247e-07,3.584132457490341e-08
1862,8.394418751223043e-07,4.382446766593162e-08
1863,6.832641054055344e-07,4.6449973312157056e-08
1864,8.620920857183023e-07,4.794727859191994e-08
1865,7.615674046945742e-07,5.0363236359096675e-08
1866,9.142486590008048e-07,7.687668102107637e-08
1867,8.720502115977524e-07,6.357183224281471e-08
1868,8.620080071963798e-07,5.5820575162179864e-08
1869,7.564571298246392e-07,6.495080684398857e-08
1870,8.968052114255443e-07,6.536815400082219e-08
1871,8.008367871070732e-07,4.248470730772169e-08
1872,8.00063015837793e-07,5.382132073350476e-08
1873,9.36809717799747e-07,6.584605216630735e-08
1874,8.370427462267571e-07,6.811054076294454e-08
1875,6.917326187405592e-07,5.607096653648114e-08
1876,8.416052850179767e-07,5.74371412653818e-08
1877,9.073124882519323e-07,5.00970109840182e-08
1878,7.989714063683095e-07,5.012443438090486e-08
1879,8.15594947134457e-07,5.009646741882534e-08
1880,7.573058493637319e-07,5.968597083239047e-08
1881,9.238572711289805e-07,5.438555916725818e-08
1882,9.137843761664044e-07,7.653692790654532e-08
1883,8.998738714183219e-07,4.8026976728898774e-08
1884,7.94844329021771e-07,5.017289517184054e-08
1885,9.14635709503564e-07,5.414333870135124e-08
1886,8.950954202280315e-07,7.098810272943012e-08
1887,8.787932554987776e-07,4.6355363991779086e-08
1888,9.409472374599659e-07,5.1358979069604516e-08
1889,1.0732179420713805e-06,5.8892286047829145e-08
1890,1.0880282039771316e-06,5.44014073788901e-08
1891,1.029436528909855e-06,6.629188931128738e-08
1892,8.236825301821682e-07,5.5789761033153695e-08
1893,8.664891880671988e-07,7.759604875312576e-08
1894,7.561847121806409e-07,6.36455459446239e-08
1895,8.064943530783353e-07,4.995450075817587e-08
1896,8.56838290097528e-07,7.371286375734698e-08
1897,9.136286971411778e-07,6.001514663012131e-08
1898,9.30233543749992e-07,7.072943331021264e-08
1899,8.904928847641713e-07,7.959712711169686e-08
1900,8.809217417748982e-07,8.149953412139865e-08
1901,8.841384979696443e-07,4.6386532059905505e-08
1902,1.413179724352176e-06,6.23606077887473e-08
1903,7.884321748807821e-07,4.374178419475072e-08
1904,8.379040936645765e-07,5.6433564488145294e-08
1905,7.230223308951622e-07,4.7478984299687e-08
1906,7.351039945646676e-07,6.790323681116206e-08
1907,8.2388352851126e-07,5.2457001742389764e-08
1908,8.373918181092677e-07,5.5007557620001535e-08
1909,7.349313908555644e-07,4.2357572893614304e-08
1910,8.395660682225525e-07,5.130384816975919e-08
1911,7.863512909711545e-07,4.52231788683477e-08
1912,8.100650266129605e-07,5.365703970028335e-08
1913,8.214330882161391e-07,6.257528184505645e-08
1914,7.85528036395533e-07,3.7501765526304354e-08
1915,9.08296767576644e-07,2.709575319670421e-08
1916,7.856035111331039e-07,3.29623865980011e-08
1917,7.753261970222525e-07,4.0575771187434384e-08
1918,8.201272727603737e-07,3.560776473676697e-08
1919,8.894781413637531e-07,4.603924314006136e-08
1920,7.549514773330657e-07,5.073395215049459e-08
1921,6.921491351175035e-07,4.1650110915725236e-08
1922,7.245132684907674e-07,6.049907036453916e-08
1923,6.55003992378056e-07,4.671016995416721e-08
1924,6.987260290358677e-07,4.383152329978657e-08
1925,6.840866602075835e-07,6.268961239008775e-08
1926,6.932897917977243e-07,4.346993875969929e-08
1927,6.578042643923254e-07,8.027441822378023e-08
1928,6.250044639610763e-07,5.0274580498665955e-08
1929,6.75108644543343e-07,5.3473951489024785e-08
1930,6.848349738408643e-07,4.936693542845205e-08
1931,7.402076747098363e-07,3.193499953368928e-08
1932,6.46612666521662e-07,4.274219378430644e-08
1933,6.308864279880311e-07,6.079450853846424e-08
1934,5.858992846441424e-07,2.6359476379411717e-08
1935,6.35515871927339e-07,5.38572777486479e-08
1936,5.807738188146061e-07,3.6374142808881516e-08
1937,6.648110182361222e-07,4.1550688223424004e-08
1938,6.39185095074879e-07,5.575042294481136e-08
1939,5.719974929263572e-07,4.7411558234955464e-08
1940,6.187310057637063e-07,3.550096039361961e-08
1941,7.791966822878749e-07,6.493305448884712e-08
1942,7.61587126474339e-07,3.944475324146879e-08
1943,7.896800031659268e-07,6.387117412742782e-08
1944,7.293932604568454e-07,4.177142187700156e-08
1945,5.337335151622824e-07,6.535512397931598e-08
1946,5.276098322681833e-07,2.9234318077442367e-08
1947,5.662413689044854e-07,5.006765846360395e-08
1948,5.164146887892684e-07,5.0010683594337024e-08
1949,5.90002218192609e-07,5.203014352694879e-08
1950,5.317680864536101e-07,6.168509969484148e-08
1951,6.002369357105408e-07,4.051332624932513e-08
1952,5.578201143219275e-07,4.956057853000573e-08
1953,5.516199479416173e-07,5.494652044468751e-08
1954,6.049200003133137e-07,4.9839933069506515e-08
1955,9.235438378496497e-07,3.191106756617046e-08
1956,5.450713711496746e-07,4.1861480726268496e-08
1957,4.4528589970838084e-07,3.0922631566454584e-08
1958,5.070885107372192e-07,2.8952852393349104e-08
1959,7.076433030661633e-07,2.8677766494844548e-08
1960,5.066049786339732e-07,4.360125160918216e-08
1961,6.128276663908139e-07,5.072156206153977e-08
1962,5.409688625945819e-07,3.6783348811297856e-08
1963,5.366824442631923e-07,4.33225566531803e-08
1964,5.457319778301439e-07,3.9545792418493875e-08
1965,4.85370254210693e-07,4.760677657644763e-08
1966,5.190113050446143e-07,5.7606378667252045e-08
1967,4.89582309359804e-07,4.092178546022396e-08
1968,4.702512494958455e-07,4.760900773614907e-08
1969,5.336565482849664e-07,3.4971535001204757e-08
1970,4.78727272046342e-07,3.816941784862138e-08
1971,4.465267344766488e-07,3.956565930440803e-08
1972,4.463227778472856e-07,4.001514497531389e-08
1973,4.620064797400403e-07,3.638714496378981e-08
1974,4.5229596867812916e-07,3.150320293521247e-08
1975,4.552049608363973e-07,2.2845920710778955e-08
1976,4.1880153123230457e-07,4.1708746456592394e-08
1977,4.0432258341382976e-07,3.819908234170555e-08
1978,4.2178199866071964e-07,4.396037434073463e-08
1979,4.3246082581660517e-07,3.569703610484254e-08
1980,4.155845023667837e-07,3.4679418892125113e-08
1981,3.5929120478783716e-07,2.656730796468665e-08
1982,3.848651504156919e-07,3.600351305976801e-08
1983,3.707090590054918e-07,3.157658046148981e-08
1984,3.9201297763469256e-07,3.1894545948762953e-08
1985,3.99433045750186e-07,2.947623389815135e-08
1986,3.8424651416235633e-07,3.057187525357108e-08
1987,3.727598363312268e-07,2.749867622497959e-08
1988,3.3880527849916575e-07,2.6984492862425213e-08
1989,3.2160396346014863e-07,2.96358593221413e-08
1990,3.4326500553127914e-07,3.3781634489749024e-08
1991,3.522740484318554e-07,2.813503263698891e-08
1992,3.454734880392607e-07,3.4161655337872077e-08
1993,4.1045526322225356e-07,3.8220531850541306e-08
1994,3.782122344198058e-07,3.692448635739254e-08
1995,3.904164493917506e-07,3.19924611247302e-08
1996,3.7099740790580427e-07,3.202855136663629e-08
1997,4.104429709439472e-07,3.4043750929413363e-08
1998,3.967083568312546e-07,3.623778188632798e-08
1999,3.89381137555489e-07,3.6561608518503874e-08
2000,3.5741875192840666e-07,3.225162925613034e-08
2001,3.9912840410494255e-07,3.023036077021146e-08
2002,3.575076883421957e-07,3.1106672238045974e-08
2003,3.6627252164578294e-07,2.6251613771677285e-08
2004,3.387284470690588e-07,2.554778913421707e-08
2005,3.3688046752189393e-07,2.5671372805291526e-08
2006,3.7019830934070797e-07,3.170775175753704e-08
2007,3.267484069979787e-07,4.074368931128447e-08
2008,3.312288190393531e-07,2.2990174430859156e-08
2009,3.2185298270981377e-07,4.76819250749827e-08
2010,3.136598702990767e-07,3.164941375644048e-08
2011,2.8067953627974873e-07,2.829739287335542e-08
2012,2.6961681776072055e-07,3.302125220483454e-08
2013,2.853274831959851e-07,3.625862721179374e-08
2014,3.0272922879603925e-07,4.2009636491702196e-08
2015,2.8239171823152276e-07,3.923338576239388e-08
2016,3.2126483562322505e-07,4.349814108906003e-08
2017,2.6388762153217726e-07,2.993577408183512e-08
2018,2.565978023394422e-07,4.1819759988293015e-08
2019,3.1071030148766e-07,3.061185382957632e-08
