year,cherchant_VERB en_ADP,cherchant_VERB sans_ADP
1843,1.7425387888181376e-07,4.075768811340197e-08
1844,1.49288867490327e-07,7.958414105502243e-08
1845,1.400637277271244e-07,4.687391408353392e-08
1846,1.6860963203413348e-07,5.913046496885954e-08
1847,1.607180601936875e-07,8.14376752700241e-08
1848,1.3033258561279126e-07,4.022610866627474e-08
1849,1.9021272024133395e-07,5.279031256577582e-08
1850,1.5139460529667303e-07,8.418355434969271e-08
1851,1.393078705724804e-07,7.674831992154907e-08
1852,1.5234676231656863e-07,3.190167419120371e-08
1853,1.713944377534915e-07,4.837264766521798e-08
1854,1.4859600216965418e-07,4.728054836533602e-08
1855,1.7406754082571751e-07,3.3964397516683675e-08
1856,2.1071160816177326e-07,4.7630141608578924e-08
1857,2.1088119450674014e-07,8.396195338988832e-08
1858,1.7910854843705692e-07,6.019221632236338e-08
1859,2.087791086680113e-07,6.77259062165092e-08
1860,1.8629138409664847e-07,6.636916471958187e-08
1861,2.2778105002174698e-07,6.885307107795668e-08
1862,1.5722592028311055e-07,6.325181101107802e-08
1863,2.2825417422822625e-07,4.5950511839976116e-08
1864,2.0761171803940215e-07,5.7057263802562375e-08
1865,1.689757178624518e-07,5.648213075026831e-08
1866,1.7321582390650292e-07,6.909170524593833e-08
1867,1.3636400097993828e-07,6.454238921094202e-08
1868,1.3782248631244443e-07,7.558007109054188e-08
1869,1.318550140183561e-07,5.713717388111661e-08
1870,1.9839808418353755e-07,4.3578769481911195e-08
1871,1.65690361653148e-07,4.779529660936532e-08
1872,1.693254954027168e-07,4.1726641586414814e-08
1873,1.2211449273991093e-07,4.669083386588113e-08
1874,1.3980584867567813e-07,4.241972595409038e-08
1875,1.0985331755364314e-07,3.432916295675881e-08
1876,1.4873196008124978e-07,4.7158916771650183e-08
1877,1.5276495624050312e-07,4.9478526498170083e-08
1878,1.225935006843315e-07,4.3481440226145196e-08
1879,1.3684888422460517e-07,6.048232215061233e-08
1880,1.732818546429371e-07,5.455169294066309e-08
1881,1.7082643744004145e-07,4.113779411563101e-08
1882,1.943372476276295e-07,5.856738893861291e-08
1883,1.813650341020434e-07,5.434631589196215e-08
1884,1.1949071421213375e-07,3.564916362108761e-08
1885,1.4438223505663927e-07,6.381179146197624e-08
1886,1.1293561730241208e-07,3.807543791367607e-08
1887,1.2796691972738472e-07,4.178511914254557e-08
1888,1.3125071784969577e-07,4.628648708759897e-08
1889,1.3720649238990745e-07,6.265136676120164e-08
1890,1.1273545119649953e-07,6.161123017323078e-08
1891,1.4278253068766844e-07,4.8444073086351125e-08
1892,1.585933613323931e-07,6.017771880806322e-08
1893,1.3548516708539182e-07,5.173069800301633e-08
1894,1.342227935463569e-07,6.112493000642871e-08
1895,1.6370631872320018e-07,5.2963808894190834e-08
1896,1.4034928330630692e-07,3.3023362266959566e-08
1897,1.1536892685626299e-07,4.603103676004139e-08
1898,1.420247144334752e-07,5.488604271075559e-08
1899,1.315563675774456e-07,3.150719507516442e-08
1900,1.3652469910141463e-07,5.3467848371013815e-08
1901,1.2295225859659809e-07,2.794369535763508e-08
1902,1.0360698832201365e-07,2.6024504884425426e-08
1903,1.2204497679135784e-07,4.5361851608305415e-08
1904,1.3275324484141038e-07,4.08471514390385e-08
1905,9.599011652206002e-08,3.3544933775164765e-08
1906,1.219171723576551e-07,4.063905656437328e-08
1907,1.2291395812269457e-07,3.959989225421623e-08
1908,1.0608600220507469e-07,2.89771957540097e-08
1909,1.5237724415584353e-07,4.785855595157429e-08
1910,1.1970897606516928e-07,5.557916793463846e-08
1911,1.2130452997638486e-07,3.617854260618003e-08
1912,1.1564915380901652e-07,4.219631222213138e-08
1913,1.1083248629972786e-07,3.659062985938988e-08
1914,1.3326520154066657e-07,2.8795998474606677e-08
1915,1.1427339052794139e-07,3.062998032987707e-08
1916,1.0657838345196069e-07,6.702352184362326e-08
1917,1.44756805653401e-07,6.689518772251546e-08
1918,1.3553923849940475e-07,4.2499593178035866e-08
1919,1.4548399995817363e-07,6.353415216153735e-08
1920,1.3251404951120094e-07,3.558949046578164e-08
1921,1.5675587849983685e-07,2.574734203619755e-08
1922,1.4091857059028712e-07,3.836526624168002e-08
1923,1.49684876049605e-07,4.2463792482294593e-08
1924,1.534103279965393e-07,6.832560817127131e-08
1925,1.814699368551942e-07,3.2994532217500705e-08
1926,1.3598288450822338e-07,3.12091874565823e-08
1927,1.2933100590473146e-07,5.686104587176999e-08
1928,1.2568645058053107e-07,3.656333358303954e-08
1929,1.1586022274912011e-07,3.11931374064045e-08
1930,1.5440297307378614e-07,1.6805765667982087e-08
1931,1.1633463969928926e-07,2.5091784650044247e-08
1932,1.271306246941606e-07,3.726242614465747e-08
1933,1.1011836020813348e-07,2.982372193649496e-08
1934,1.1622132944921759e-07,4.553000465534751e-08
1935,1.1848601122466107e-07,2.2739738980703805e-08
1936,1.1639725983059179e-07,5.2136273520630994e-08
1937,1.1835651303471195e-07,2.644134844409507e-08
1938,1.244660579047263e-07,2.722695080503712e-08
1939,1.5141109432903477e-07,5.047036566452334e-08
1940,7.353770170581697e-08,3.0429395003750415e-08
1941,1.2986610897769424e-07,3.246652724442356e-08
1942,1.1226583307433202e-07,3.6410540360520827e-08
1943,1.7129087925837894e-07,2.9032351633873077e-08
1944,1.0282195361810409e-07,3.534504777746861e-08
1945,1.829943441222781e-07,6.7533628023142e-08
1946,1.6844536077087469e-07,4.1763312808029696e-08
1947,1.4781880031122796e-07,6.318061696042321e-08
1948,1.2393952086853233e-07,2.9354097819123126e-08
1949,1.2958451289790673e-07,4.221313654184655e-08
1950,1.3081494820710304e-07,2.9779013033248702e-08
1951,1.3433366774506794e-07,3.5182626589858046e-08
1952,8.963083608648503e-08,4.112473384054738e-08
1953,1.3251807073899613e-07,3.555363037310855e-08
1954,1.622241034837657e-07,4.3976411623347644e-08
1955,1.0981161180367849e-07,3.754243138587299e-08
1956,1.3604981274895067e-07,2.8779767236031262e-08
1957,1.192730101351458e-07,4.0641173648658935e-08
1958,1.2242920499616616e-07,5.459680674224643e-08
1959,1.1471106864391345e-07,4.3404186245155074e-08
1960,1.6679208947323332e-07,4.429333189115425e-08
1961,1.3340465887523578e-07,4.724748414730584e-08
1962,1.6806184444106975e-07,4.439369405417892e-08
1963,1.4354637656310842e-07,4.7202189268347183e-08
1964,1.3567249101953394e-07,3.711220641910984e-08
1965,1.4938678383202841e-07,2.736021775806563e-08
1966,1.4623156641135893e-07,4.0989151628423315e-08
1967,1.32132994323797e-07,3.993571717764155e-08
1968,1.3114933938851436e-07,4.1770166214760707e-08
1969,1.3216514771485777e-07,3.769658801777709e-08
1970,1.2324583131828604e-07,3.678980109445007e-08
1971,1.3051530167729197e-07,6.16607680470338e-08
1972,1.282536681301849e-07,4.206720516375384e-08
1973,1.0419955120966051e-07,3.859242769799209e-08
1974,9.675983525525567e-08,3.937900339145983e-08
1975,1.0452008414318925e-07,4.112265727940212e-08
1976,9.484454910335671e-08,3.8851981132292934e-08
1977,1.1400956800855511e-07,3.467301257220612e-08
1978,1.199999459799983e-07,4.7524729485104444e-08
1979,1.1645426667428183e-07,5.55937454960187e-08
1980,1.11997468632552e-07,5.571447792007689e-08
1981,1.0943200789981233e-07,3.858585273519566e-08
1982,1.2539154869983804e-07,4.407326503752529e-08
1983,1.2567478480107752e-07,4.799640040964448e-08
1984,1.1076105899121558e-07,4.8131771679393864e-08
1985,1.2933449511365325e-07,4.511668416640191e-08
1986,1.1449467174351469e-07,5.0353676117609325e-08
1987,1.289382325353472e-07,5.010869674748619e-08
1988,1.5171281031456374e-07,5.037105288430155e-08
1989,1.0701838037974198e-07,4.555141464024359e-08
1990,1.274984322563455e-07,4.6313533230701864e-08
1991,1.348137024237417e-07,3.868566933462603e-08
1992,1.4987048313486184e-07,5.895640292630233e-08
1993,1.240782463440837e-07,5.705383654408536e-08
1994,1.0760850610580519e-07,4.8529325891166764e-08
1995,1.3501902351720219e-07,6.615389969155672e-08
1996,1.1743803085551008e-07,6.245567707452437e-08
1997,1.390519464017359e-07,4.5551499017193464e-08
1998,1.4352068955503228e-07,4.720447899231317e-08
1999,1.256805326477206e-07,5.804155556177193e-08
2000,1.0117291848743548e-07,5.920162138295382e-08
2001,1.1785459452795521e-07,4.1183391363830424e-08
2002,1.3581786717509203e-07,6.133710117595115e-08
2003,1.595931466980005e-07,6.708745980965602e-08
2004,1.1496505170072169e-07,5.1976535964115556e-08
2005,1.2925761172510875e-07,6.350286785306025e-08
2006,1.136537619572664e-07,5.270899094966808e-08
2007,1.3860843495194786e-07,7.949013891561663e-08
2008,1.3836679002565688e-07,7.53566853362031e-08
2009,1.673635630083936e-07,8.201291112897025e-08
2010,1.6580513673147834e-07,8.361113845722912e-08
2011,1.7972667887278249e-07,9.024574110227945e-08
2012,1.977870822678085e-07,9.123397148869117e-08
2013,2.1141568051774584e-07,1.0849696119308305e-07
2014,2.516247352701839e-07,1.2386346304182894e-07
2015,2.234308036364041e-07,1.1082877238166589e-07
2016,2.4317531810424953e-07,1.2345186606310676e-07
2017,1.9722392963217317e-07,1.1798217425251778e-07
2018,2.0677548917547028e-07,1.435295500229472e-07
2019,2.1683395878824285e-07,1.2168211549479224e-07
