year,tirant_VERB en_ADP,tirant_VERB sans_ADP
1800,1.6664071722516383e-07,3.144164395507687e-08
1801,4.02419857437053e-07,4.7623651688866175e-09
1802,1.9469209178168967e-07,3.3567602031325805e-08
1803,1.4432509942707838e-07,9.751696339321825e-09
1804,8.898663139689234e-08,1.4831105232815389e-08
1805,4.4348891492518305e-07,3.1271653710973624e-08
1806,1.3255677799861587e-07,2.881669125542885e-09
1807,1.1672516109229036e-07,2.8469551160981155e-09
1808,1.0877155354194201e-07,4.5321479902327155e-09
1809,1.4683698168482806e-07,6.7770917766551975e-09
1810,7.020380365929668e-08,2.3401267590372754e-09
1811,1.0028307428910921e-07,0.0
1812,2.1604387256957125e-07,0.0
1813,1.8692320691293673e-07,3.738464116054274e-08
1814,7.552024783308298e-08,0.0
1815,1.0519172000122978e-07,2.4275012222574333e-08
1816,1.1124498655590287e-07,4.6352077731626196e-09
1817,1.5257359109455138e-07,1.0898113522728181e-08
1818,1.490147241156592e-07,0.0
1819,1.480200211290139e-07,1.2421260464634543e-08
1820,2.3139638472002844e-07,4.034603762193001e-08
1821,1.7750679148775816e-07,6.903041693817613e-09
1822,1.3634837614517892e-07,2.105379337535851e-08
1823,1.8579451932509983e-07,4.44720911207952e-08
1824,2.5347549126308877e-07,7.57900142644985e-09
1825,1.47050897680856e-07,1.584979791857677e-08
1826,1.35642963527971e-07,2.906634755106552e-08
1827,1.1521591147811705e-07,1.8434546333878643e-08
1828,1.6601865127086057e-07,4.586150570418113e-09
1829,1.1059397042600949e-07,2.3147574523818548e-08
1830,1.408972849503698e-07,4.174734336004349e-09
1831,9.978371906527173e-08,1.2472964883158966e-08
1832,1.8130158707663213e-07,9.470978667991403e-09
1833,1.3668682186107617e-07,4.6334514003376626e-09
1834,9.614566964799565e-08,1.586870257419548e-08
1835,1.8227041209684103e-07,2.0420337421001022e-08
1836,2.1103155201096513e-07,3.024337402735e-08
1837,2.1778198533439763e-07,1.2524203896191466e-08
1838,2.815224195984456e-07,1.7674054220151447e-08
1839,1.587064843988628e-07,1.8177836125232716e-08
1840,1.936385373713101e-07,5.095750932326837e-09
1841,1.5024083666048682e-07,1.4767261191650505e-08
1842,1.3081116234658907e-07,3.3541325272778977e-09
1843,1.1341269612330507e-07,6.497602011990011e-09
1844,1.2184606129617137e-07,9.330554107123135e-09
1845,1.2443908820047866e-07,8.928364714222425e-09
1846,8.020666641961327e-08,1.9905304071698993e-08
1847,1.0085328039366459e-07,3.7752563741833e-08
1848,8.769291470756002e-08,1.850401076808339e-08
1849,1.1814975042767628e-07,5.865590679832167e-09
1850,9.097254860535031e-08,2.0366988096043315e-09
1851,1.3221349748349098e-07,2.579775504329973e-09
1852,1.1588770831849615e-07,8.463708844885787e-09
1853,1.4452075447479729e-07,1.6721408258035808e-08
1854,1.1222635509788859e-07,1.2469595134234623e-08
1855,1.4859424268820476e-07,6.368324534378189e-09
1856,1.1648675868336511e-07,3.1063134287023786e-09
1857,1.239903260064068e-07,6.834112942222248e-09
1858,1.3212925487060545e-07,3.4255731584664773e-09
1859,7.943790292230801e-08,5.601390462572908e-09
1860,9.703629996749008e-08,1.2816115280145368e-08
1861,7.498382059711872e-08,1.0375120318428799e-08
1862,1.1566044835764622e-07,9.939570055905733e-09
1863,1.0988166110337261e-07,1.6981710260211003e-08
1864,1.3137554044639899e-07,2.685047562067666e-08
1865,1.0260920568772036e-07,1.5061901947888146e-08
1866,8.028261078152354e-08,5.352174259343201e-09
1867,1.014237582808164e-07,9.220341823379385e-09
1868,1.462202667834589e-07,1.9265508632848594e-08
1869,1.1329764693090993e-07,1.8069020057964735e-08
1870,8.601073497871425e-08,1.1468097582678638e-08
1871,1.1046024273042576e-07,9.240424247991541e-08
1872,1.1852785064547788e-07,2.4189358072135292e-08
1873,1.257060950887734e-07,5.387403856360606e-09
1874,1.0873788625076486e-07,1.1949218503559678e-08
1875,1.0012672646553256e-07,1.6592428764283795e-08
1876,1.3361692197122466e-07,1.4510435519810017e-08
1877,9.586464633226655e-08,1.4225077116236662e-08
1878,1.1595050297685816e-07,1.8117265909722846e-08
1879,6.964630550054807e-08,1.588424503040642e-08
1880,9.883483187422826e-08,1.5402831010646878e-08
1881,2.3148724870303283e-07,5.5780060570498335e-09
1882,1.1247601050534684e-07,3.3276925659464496e-09
1883,1.150119700032981e-07,1.1374810426900694e-08
1884,8.252121563856463e-08,1.386356363042296e-08
1885,8.379326216223504e-08,7.7347630522695e-09
1886,1.2003443167207806e-07,1.5488312854472497e-08
1887,1.4037188439397497e-07,1.4363633837888301e-08
1888,7.418519243351795e-08,2.028996703984376e-08
1889,1.0337475941923913e-07,2.0048437021635834e-08
1890,1.1404632671574433e-07,7.865263995654459e-09
1891,1.2875924804145455e-07,2.358461337337303e-08
1892,9.71619400491619e-08,1.817868522380195e-08
1893,1.0838812869451431e-07,9.853466487186324e-09
1894,9.200247519380866e-08,1.9534772022211655e-08
1895,8.666804851564791e-08,1.625025980445116e-08
1896,9.848038406978787e-08,3.066455178668548e-08
1897,1.054635150321559e-07,6.992056267307589e-09
1898,8.091447700753207e-08,1.1882545614128048e-08
1899,7.84916149854098e-08,1.5477219506010442e-08
1900,1.8428238190981716e-07,2.076421168339948e-08
1901,9.556743330030315e-08,2.179608138419553e-08
1902,1.7578816136065711e-07,1.7677022512430085e-08
1903,6.804277563610128e-08,5.400220270956879e-09
1904,6.234565219642718e-08,4.837162670412454e-09
1905,8.257214556550707e-08,1.186974607492175e-08
1906,9.876834372590793e-08,9.773950537805831e-09
1907,5.657127805092088e-08,1.2342823652033985e-08
1908,8.987841915164552e-08,8.840499887696751e-09
1909,5.996071905656208e-08,8.251475058784763e-09
1910,5.9320072409718705e-08,1.336037680488289e-08
1911,7.554931336084536e-08,1.3832972878269345e-08
1912,5.5219866013089813e-08,1.1460726589973547e-08
1913,7.159036308213018e-08,9.015082513830208e-09
1914,5.692232313281309e-08,1.4732836284281348e-08
1915,9.89583979205122e-08,7.657494904833584e-08
1916,4.9443578120644815e-08,3.625862632361532e-08
1917,9.102132025873289e-08,4.386569685266295e-08
1918,1.0222875168608425e-07,6.317506784370153e-08
1919,8.563299047636974e-08,2.2098836149897494e-08
1920,6.360674831284996e-08,1.2115570324766622e-08
1921,9.768844183577485e-08,1.438822039290244e-08
1922,9.074860984892297e-08,1.1804696775641332e-08
1923,6.475728442367767e-08,2.229349149729387e-08
1924,6.961477083677892e-08,1.0313299547703991e-08
1925,1.0008341888578798e-07,4.399271169575059e-09
1926,5.684530801630672e-08,2.5636119005412183e-08
1927,6.689534615134107e-08,5.574612327308159e-09
1928,6.284322917604612e-08,5.713020723163709e-09
1929,7.129860080112849e-08,1.3368487650211591e-08
1930,4.621585603103995e-08,1.575540586884472e-08
1931,6.843213729013087e-08,3.4216069977333063e-09
1932,9.973178416444739e-08,1.0959536389520963e-08
1933,7.800050383366397e-08,1.4911860635180574e-08
1934,7.188948458747291e-08,1.1981580172459871e-08
1935,5.146362269670135e-08,7.180970484910176e-09
1936,6.06235714961656e-08,2.182448710641438e-08
1937,6.547381636856642e-08,7.554670666820584e-09
1938,7.908780597087883e-08,9.075650453382877e-09
1939,8.258787165260628e-08,2.141167065872196e-08
1940,1.0143131934370331e-07,1.2678914584896006e-08
1941,9.739958528598436e-08,1.4757512545315876e-08
1942,4.854738722137597e-08,2.1239483061208375e-08
1943,5.516146828199453e-08,2.322588166236983e-08
1944,7.069009555493722e-08,2.5705489292704442e-08
1945,4.357008265287732e-08,1.742803235060819e-08
1946,5.150808579656996e-08,1.5313215584455975e-08
1947,6.07964452115084e-08,2.0265479960812627e-08
1948,6.414414044364491e-08,1.1959077061973744e-08
1949,5.890205123648684e-08,7.853606653895895e-09
1950,5.424034288381563e-08,5.317680518146517e-09
1951,7.356366893418453e-08,1.4925962910083967e-08
1952,7.381363020808607e-08,7.381362632230548e-09
1953,4.740483916521043e-08,7.54167928107563e-09
1954,3.9090146231046674e-08,1.07497895029951e-08
1955,5.162084448784299e-08,1.6894094567732054e-08
1956,5.5815307042905715e-08,1.1337484062678982e-08
1957,6.71462899726194e-08,1.4136060322300636e-08
1958,5.1287908142683136e-08,4.1361216673863055e-09
1959,4.727956337546857e-08,7.750747821333448e-09
1960,5.1906251741229426e-08,1.6610000486139143e-08
1961,5.141637826611145e-08,9.032606995695858e-09
1962,5.961438853674395e-08,1.712328256964213e-08
1963,9.763740305146484e-08,1.2932106940866106e-08
1964,6.692364862281863e-08,1.8251904654320583e-08
1965,4.54179591713455e-08,9.302473458205895e-09
1966,4.985167156856818e-08,1.2185964237687585e-08
1967,6.360132842608834e-08,1.0846738618397467e-08
1968,6.06341123976506e-08,8.08454847511797e-09
1969,6.494713522542384e-08,1.3171097990039016e-08
1970,7.541909230468491e-08,1.2416557920724713e-08
1971,5.755005039187466e-08,1.1818314438194477e-08
1972,5.335352781798974e-08,8.208234980600082e-09
1973,5.568335759154053e-08,1.047508757512361e-08
1974,5.6818274973835514e-08,1.125114318378806e-08
1975,6.111283701315529e-08,1.2565256390928425e-08
1976,6.342014535754004e-08,1.7711933253394818e-08
1977,3.7611403103099406e-08,7.639816779203557e-09
1978,6.059403057090407e-08,1.1881182704343018e-08
1979,7.022368198050799e-08,7.022368020415115e-09
1980,5.969408189976377e-08,5.685150683554241e-09
1981,4.933928798855902e-08,1.3916208740916147e-08
1982,5.152226723037501e-08,2.0484757556893385e-08
1983,7.325766793186972e-08,8.841442022955448e-09
1984,5.8569987082535135e-08,1.3917619945402748e-08
1985,6.677269737132008e-08,7.820225356169885e-09
1986,7.553051983855141e-08,1.2588419251446936e-08
1987,5.377518874638554e-08,1.0388388482773792e-08
1988,4.677312037681958e-08,7.795519785247507e-09
1989,4.8295474064374844e-08,1.0976243913773942e-08
1990,6.429408161423567e-08,1.3621627825699534e-08
1991,4.806401432411178e-08,9.964491121117192e-09
1992,6.887430203939005e-08,8.815910779169656e-09
1993,4.9298946536158184e-08,1.1078414630105726e-08
1994,6.910153826922283e-08,1.793475012945578e-08
1995,5.910471223558034e-08,1.7351842629409475e-08
1996,6.886138814721221e-08,1.1743803263186692e-08
1997,5.7538735553919196e-08,2.061804549313706e-08
1998,6.341611547000525e-08,1.859570353257567e-08
1999,7.129513512893482e-08,7.769341975327748e-09
2000,5.036555972282031e-08,1.0161472552283612e-08
2001,5.870823738263198e-08,1.445799924226776e-08
2002,6.659456674995567e-08,1.1829297541510186e-08
2003,7.500461052245555e-08,1.2084076850271686e-08
2004,5.417893267356533e-08,1.5416769638676442e-08
2005,7.025849191322209e-08,1.5763123362155795e-08
2006,5.8474036945810326e-08,1.317724729332781e-08
2007,7.190062811801567e-08,2.236908580588448e-08
2008,6.428734233843159e-08,1.1495086993384973e-08
2009,7.67678973723207e-08,1.4781396329155427e-08
2010,7.510830601908935e-08,1.747803468621356e-08
2011,8.489217662166482e-08,2.5238214851341922e-08
2012,9.702120418175753e-08,2.3829768269756357e-08
2013,1.1853781245463324e-07,2.5659950608769577e-08
2014,1.1974911595658e-07,2.4686075517088568e-08
2015,1.0462235766617312e-07,2.6598905078500934e-08
2016,1.1060956039976588e-07,2.2163337970448893e-08
2017,9.836040659738643e-08,1.6099912514278003e-08
2018,1.2287781803177467e-07,2.0393587207845343e-08
2019,1.1581484726796987e-07,2.4999679715254075e-08
