year,devant_VERB aider_VERB,devant_VERB céder_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,5.76333825108577e-09
1807,0.0,0.0
1808,0.0,2.039466551195801e-08
1809,0.0,1.581321384946932e-08
1810,0.0,1.6380887757350138e-08
1811,0.0,2.5070767684098882e-09
1812,0.0,2.6672083208723052e-08
1813,0.0,4.026038169513413e-08
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,4.6352077731626196e-09
1817,0.0,1.71256075987003e-08
1818,5.960588467246453e-09,0.0
1819,0.0,9.315945348475907e-09
1820,0.0,1.898636980968149e-08
1821,0.0,1.1833785507064931e-08
1822,7.017931125119503e-09,1.604098542884458e-08
1823,0.0,8.894418535021487e-09
1824,4.210556348027694e-09,2.6105450245950124e-08
1825,8.805443041381977e-10,8.805443485471187e-09
1826,4.403992281964975e-09,0.0
1827,0.0,3.410390903013649e-08
1828,5.503380862137419e-09,5.503380862137419e-09
1829,0.0,1.5431716349212365e-08
1830,0.0,4.174734336004349e-09
1831,4.677361609140007e-09,7.795603274018958e-09
1832,9.470978667991403e-09,5.411987746839486e-09
1833,0.0,1.7375443306377747e-08
1834,9.334531370086552e-09,1.4935249481595747e-08
1835,0.0,2.4958190181223472e-08
1836,4.032449929525228e-09,2.6210924986003192e-08
1837,6.262101948095733e-09,4.87052354003481e-09
1838,3.1560809521380406e-09,1.7674054220151447e-08
1839,0.0,4.194885327990505e-09
1840,5.095750932326837e-09,5.095750932326837e-09
1841,1.6693427085101575e-08,4.494383976094696e-09
1842,4.695785538189057e-09,8.049918065466954e-09
1843,1.063243981747064e-08,8.269675610961258e-09
1844,4.390849017710252e-09,9.330554107123135e-09
1845,5.580227835366713e-09,1.0044410636567136e-08
1846,9.952652035849496e-09,2.3418005312692003e-08
1847,4.853901280910122e-09,9.707802561820245e-09
1848,7.24069959545659e-09,6.43617736884039e-09
1849,6.703531951757213e-09,1.5920887719289567e-08
1850,7.467895635215882e-09,1.2220192857625989e-08
1851,7.094382858952031e-09,5.8044946626978344e-09
1852,1.3021090872200602e-09,1.5625309046640723e-08
1853,5.971931837933653e-10,6.569124799682413e-09
1854,7.79349651480743e-09,9.871762074453727e-09
1855,1.0613874223963649e-09,4.776243400783642e-09
1856,5.0736453260924463e-08,3.6240324075009767e-09
1857,1.1715622250108026e-08,5.857811125054013e-09
1858,6.361778659424999e-09,1.2234189605830892e-08
1859,3.055304009791371e-09,1.5276519604867644e-08
1860,6.865775947773045e-09,7.323494255473406e-09
1861,8.960331143725853e-09,5.659156532278331e-09
1862,5.421583626485926e-09,4.517986429419807e-09
1863,9.989241434027463e-09,1.1987090431375691e-08
1864,5.753673537611803e-09,7.671564716815737e-09
1865,4.706844247692743e-09,8.47231973466478e-09
1866,1.1677471434268227e-08,1.0217787504984699e-08
1867,6.308654931785895e-09,2.426405742994575e-09
1868,7.409810987013543e-09,5.9278488784286765e-09
1869,4.883519366671862e-09,4.883519366671862e-09
1870,1.1468097582678638e-09,8.601073631098188e-09
1871,5.3105884134652115e-09,1.3807530230280918e-08
1872,1.3304146229131675e-08,8.4662747923403e-09
1873,6.584604861359367e-09,8.380406590902112e-09
1874,4.779687312606029e-09,2.9873046258899194e-09
1875,1.830888685105947e-08,1.4303817685856757e-08
1876,3.627608879952504e-09,1.6928840551599933e-08
1877,2.4739263970730008e-09,1.2988113695655557e-08
1878,7.2469061862534545e-09,9.058632954861423e-09
1879,1.2829582729523281e-08,1.221865097988939e-08
1880,6.417846254436199e-09,8.984985200299889e-09
1881,2.7890030285249168e-09,7.669758161910067e-09
1882,7.986462158271479e-09,4.6587693702804245e-09
1883,3.159669414998234e-09,3.791603475633565e-09
1884,7.922036360241691e-09,3.300848483434038e-09
1885,1.160214413431504e-08,1.2246707647989297e-08
1886,5.162771099520569e-09,4.5174246565693466e-09
1887,3.264462256069578e-09,9.140494583448344e-09
1888,8.876860135842435e-09,8.876860135842435e-09
1889,1.50363277384713e-08,7.51816386923565e-09
1890,7.865263995654459e-09,1.6385966361553983e-08
1891,1.0836173736095134e-08,4.461953806433883e-09
1892,6.268512375839919e-09,6.268512375839919e-09
1893,4.310891643655168e-09,9.853466487186324e-09
1894,6.301539290376468e-10,2.0164926173293907e-08
1895,6.6204757231957956e-09,3.611168697403855e-09
1896,1.1204354777305525e-08,5.307326134129653e-09
1897,4.661370844871726e-09,9.905413378419325e-09
1898,4.52668391659472e-09,6.7900258748920805e-09
1899,1.1055156790007459e-08,1.4371703827009696e-08
1900,1.4015843596837385e-08,1.1939422450701898e-08
1901,1.7883964531506535e-08,1.2295225337854987e-08
1902,1.718599307309887e-08,1.0311595688428099e-08
1903,4.860198465905796e-09,2.106085861264262e-08
1904,1.0749250378694342e-08,9.13686282189019e-09
1905,1.0321517862621477e-08,2.580379465655369e-09
1906,2.211999294843281e-08,8.745113966313056e-09
1907,1.131425531042396e-08,1.07999713061524e-08
1908,1.2278472460991452e-08,8.840499887696751e-09
1909,9.901770070541716e-09,8.801573692096554e-09
1910,6.947395991829808e-09,5.34415089958884e-09
1911,6.916486494645824e-09,1.2236860635894686e-08
1912,1.614920641657136e-08,1.0418842677495377e-08
1913,1.2196876397752021e-08,5.302989602995467e-09
1914,1.6072185360371805e-08,2.678697486047099e-09
1915,8.246533234057551e-09,3.534228465440492e-09
1916,7.69122365795738e-09,2.5271162940043723e-08
1917,1.864292187292449e-08,2.3029491202919417e-08
1918,6.89182577673364e-09,1.033773866510046e-08
1919,1.8415697411455767e-08,1.0128633154415922e-08
1920,5.300562211374427e-09,9.086678076641874e-09
1921,1.060184651180407e-08,1.3630945261411398e-08
1922,8.115729421831475e-09,2.2871599725249325e-08
1923,9.554353752605493e-09,1.2739138188777588e-08
1924,1.1602462102189293e-08,1.2891624545652292e-08
1925,6.598906754362588e-09,1.5397448649423495e-08
1926,3.343841648018042e-09,1.4489979882625903e-08
1927,6.689535148041159e-09,5.574612327308159e-09
1928,1.82816659588525e-08,1.1426041446327417e-08
1929,1.3368487650211591e-08,1.0026365515614089e-08
1930,1.05036033204442e-08,1.575540553577781e-08
1931,7.983749661377715e-09,1.1405356659111021e-08
1932,9.863582839386709e-09,8.767629289252454e-09
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,9.585264137967897e-09,8.38710612072191e-09
1935,9.574627313213568e-09,7.180970484910176e-09
1936,1.091224355320719e-08,6.0623572828433225e-09
1937,1.7627565185307503e-08,1.1332006444320086e-08
1938,5.186085783037697e-09,7.779128785578848e-09
1939,3.364691281149135e-08,1.5294050470515685e-08
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,1.1806010391524069e-08,2.3612020783048138e-08
1942,2.1239483061208375e-08,2.4273694831933312e-08
1943,1.4516175816936538e-08,2.3225881884414434e-08
1944,9.639558484764166e-09,1.6065930807940276e-08
1945,1.089252066321933e-08,4.357008087652048e-09
1946,8.352662561605939e-09,1.3921104269343232e-08
1947,1.549713246618012e-08,7.152522796260996e-09
1948,1.0871888278529696e-08,1.087188805648509e-08
1949,2.1597418964347526e-08,1.3743811422273211e-08
1950,7.444753258312176e-09,3.190608444114673e-09
1951,1.8124383771578323e-08,1.3859822622919182e-08
1952,1.370824520563474e-08,1.581720565635436e-08
1953,1.508335856215126e-08,5.386913692895234e-09
1954,1.172704333640695e-08,7.818029112982572e-09
1955,1.0324168187025862e-08,2.2525458387434583e-08
1956,1.0465369904011368e-08,1.3081712602058815e-08
1957,8.835037590415595e-09,7.951533653738352e-09
1958,9.099467845885556e-09,7.445019267748876e-09
1959,3.8753737996444215e-09,1.1626121954044777e-08
1960,7.612916519406099e-09,1.038124963770315e-08
1961,1.667558180429296e-08,7.642975030641708e-09
1962,1.5220695814832652e-08,7.610347907416326e-09
1963,1.6165133231993423e-08,6.4660533594107505e-09
1964,1.6426714211092985e-08,1.5818317322668918e-08
1965,1.3132904541635071e-08,7.1136563306595235e-09
1966,1.495550172592175e-08,1.2739872379263772e-08
1967,1.232583901611406e-08,8.874603940611792e-09
1968,1.392338955241712e-08,8.533689727086013e-09
1969,1.9983733778872192e-08,1.362527324300089e-08
1970,2.0234390163409444e-08,1.3336302728816918e-08
1971,1.5415192677892264e-08,1.3359833239690033e-08
1972,2.1546616935097518e-08,7.182205497002769e-09
1973,1.8193572870472963e-08,5.513203726881244e-09
1974,1.2376257352286757e-08,1.1251143128276908e-08
1975,2.056132863970106e-08,9.709516746170266e-09
1976,1.8854638739185248e-08,6.2848797277581525e-09
1977,1.880570188461661e-08,1.3516598063034735e-08
1978,2.0792070287711795e-08,9.504946163474415e-09
1979,1.6970723493159312e-08,7.607565244427406e-09
1980,2.1603572264439208e-08,5.116635615198817e-09
1981,2.0874313833019187e-08,4.427884781055269e-09
1982,1.8622506203769262e-08,6.828252629986764e-09
1983,2.841892232652299e-08,1.1999100379966876e-08
1984,2.3196033538397387e-08,1.0438214959052061e-08
1985,1.804667348892508e-08,7.82022557821449e-09
1986,3.057187569766029e-08,1.3187867797803676e-08
1987,1.2221633483022742e-08,1.2221633483022742e-08
1988,1.8589316752581908e-08,7.795519785247507e-09
1989,2.1952487827547884e-08,7.134558721588746e-09
1990,1.5256222951620657e-08,1.0897301727652575e-08
1991,3.634108480810028e-08,7.033758464558559e-09
1992,2.0937788391961476e-08,1.652983222522053e-08
1993,1.772546376344053e-08,9.970573089379542e-09
1994,2.8484603120659813e-08,8.43988251508776e-09
1995,2.1689803730851054e-08,8.675921314704738e-09
1996,1.975094043871195e-08,1.1209993822092201e-08
1997,1.5823152565985765e-08,8.151320507465698e-09
1998,1.621164003040576e-08,8.582632382569955e-09
1999,2.559312584082818e-08,1.462464363499727e-08
2000,1.988114206596947e-08,9.71966962470816e-09
2001,2.9792239786274877e-08,9.638665865452367e-09
2002,1.7086764003693133e-08,5.257465574004527e-09
2003,2.2918076325595393e-08,1.0000615446870142e-08
2004,1.8940601975714344e-08,9.250062049659391e-09
2005,2.7923247714056743e-08,1.0808999029165989e-08
2006,2.4295550460351478e-08,7.823991232669414e-09
2007,1.9572949483404045e-08,8.787854721692412e-09
2008,2.3415918093405708e-08,1.1920830711442676e-08
2009,1.8595951445377068e-08,7.629108011997232e-09
2010,1.5116137674908714e-08,6.613310177261411e-09
2011,1.8355065023456518e-08,1.3766299211681599e-08
2012,1.4978711604385353e-08,6.808505648159269e-09
2013,1.2272150407000026e-08,5.02042502015243e-09
2014,8.445236510112863e-09,6.279791242569388e-09
2015,1.2634480128781433e-08,5.763096111444099e-09
2016,1.532791671365885e-08,5.3854840587064245e-09
2017,1.2074934829797712e-08,7.295272663743191e-09
2018,1.523065407127433e-08,5.16293346963792e-09
2019,1.0714148679369373e-08,8.928457528867284e-09
