year,chantant_VERB en_ADP,chantant_VERB sans_ADP
1935,5.505410793915644e-08,1.0771455727365264e-08
1936,4.364897421282876e-08,1.4549657478823974e-08
1937,4.784624962894668e-08,1.2591118148108649e-09
1938,4.019216603978748e-08,7.779128452511941e-09
1939,3.8235125288110794e-08,1.070583532936098e-08
1940,3.803674331059881e-08,5.0715658339584024e-09
1941,7.969057236323351e-08,1.4757512545315876e-08
1942,4.5513175450651033e-08,2.730790527039062e-08
1943,7.258088174921795e-08,5.806470415592457e-09
1944,5.1410978585408884e-08,9.639558484764166e-09
1945,5.2284098384092204e-08,8.714016175304096e-09
1946,5.150808579656996e-08,1.9489545088902105e-08
1947,4.887557025767819e-08,1.0728784083369192e-08
1948,4.674911635582646e-08,6.523132700664291e-09
1949,4.515823803785679e-08,6.8719057111366055e-09
1950,3.722376362702562e-08,1.2762433776458693e-08
1951,7.356366893418453e-08,1.3859822622919182e-08
1952,5.905090050273287e-08,3.1634410646574906e-09
1953,4.632745742583211e-08,6.464296653518886e-09
1954,4.299915956629263e-08,1.07497895029951e-08
1955,4.8805161689813303e-08,3.754243138587299e-09
1956,8.110661409155284e-08,4.360570571293465e-09
1957,4.947621123907453e-08,1.1485549400447326e-08
1958,3.22617488279775e-08,1.1581140491045971e-08
1959,5.580538398053392e-08,3.8753737996444215e-09
1960,4.360125160918216e-08,1.1073333361366622e-08
1961,5.141637871020066e-08,9.72742331128984e-09
1962,4.883306276015631e-08,8.8787386332001e-09
1963,5.108182121738025e-08,1.1638896069143811e-08
1964,4.502136435879933e-08,6.083968440151466e-09
1965,6.347570524756208e-08,1.094408652591028e-08
1966,4.4866504067542223e-08,1.1078149952936656e-08
1967,5.423369064949668e-08,1.035370456037299e-08
1968,6.826952358984784e-08,1.7965663151597866e-08
1969,5.450109341609277e-08,1.4987801222332564e-08
1970,4.782674034586876e-08,1.1036939723263473e-08
1971,5.9091569415414824e-08,7.193756368373272e-09
1972,7.233506948978174e-08,9.234264020108185e-09
1973,4.3554308604143444e-08,6.615844760915479e-09
1974,4.444201451292429e-08,9.563471792262135e-09
1975,4.683413656891844e-08,7.996072248772634e-09
1976,4.456551028209077e-08,1.0284348483935446e-08
1977,5.2891035551283494e-08,9.990529292736028e-09
1978,4.217819893348462e-08,1.0099005298691566e-08
1979,4.9741772367717374e-08,8.192762912528906e-09
1980,5.4577446673143015e-08,9.66475616204221e-09
1981,4.617651111482601e-08,9.488323904349727e-09
1982,4.0348763663544673e-08,9.932003663948308e-09
1983,6.315315914662278e-08,7.57837881337764e-09
1984,6.320919104796374e-08,6.378909234161512e-09
1985,7.459292172828924e-08,9.023337299574052e-09
1986,7.313272393227876e-08,5.994485352545098e-09
1987,3.788706381957496e-08,7.332980445085013e-09
1988,4.3774843250243833e-08,5.396898483667201e-09
1989,4.225854155492925e-08,8.780995708335126e-09
1990,5.993515972413377e-08,7.083246433836621e-09
1991,6.154538523261976e-08,1.2895223555631219e-08
1992,7.052728334677738e-08,1.5978838308061682e-08
1993,5.5392073705640144e-08,6.093128224193833e-09
1994,5.855168427881807e-08,1.4242301560329906e-08
1995,6.886512282644475e-08,8.675921314704738e-09
1996,5.8719012985264385e-08,1.014237538399243e-08
1997,6.041567346404264e-08,1.4864172559470035e-08
1998,6.198567670256949e-08,5.2449422582867555e-09
1999,6.261175722332979e-08,8.226362036012347e-09
2000,5.036555972282031e-08,6.627047355323157e-09
2001,5.8270115121938915e-08,1.358175683030538e-08
2002,5.9146489261863167e-08,1.2267419968736704e-08
2003,6.917092099101296e-08,1.2084076850271686e-08
2004,6.783378783681293e-08,1.1452457648886138e-08
2005,7.160962156582684e-08,9.007498746882447e-09
2006,7.288665315741127e-08,9.47114670024618e-09
2007,7.709345473116969e-08,1.0385647009059085e-08
2008,6.769329052858097e-08,5.960415716543821e-09
2009,6.961561216378698e-08,5.721831008997924e-09
2010,6.849499722960672e-08,7.558068837454357e-09
2011,7.686183411959036e-08,6.883149605840799e-09
2012,7.217015529636939e-08,7.829781267787439e-09
2013,7.502746668386351e-08,8.646287352753745e-09
2014,7.730639106640069e-08,1.3642305063399363e-08
2015,7.602853258070752e-08,1.219116452233493e-08
2016,8.927475780851069e-08,9.528164313099552e-09
2017,6.917931338890071e-08,8.804639961557115e-09
2018,8.002547002838867e-08,1.1100306729350251e-08
2019,7.423374459580856e-08,9.183556137770665e-09
