year,chantant_VERB en_ADP,chantant_VERB sans_ADP
1800,7.231578535993322e-08,1.5720821977538435e-08
1801,2.6193008650921e-08,2.1430643926123594e-08
1802,2.4616241489638924e-08,4.475680270843441e-09
1803,3.705644502360883e-08,1.950339223455444e-09
1804,6.673997354766925e-08,1.730295728918918e-08
1805,5.970043304159844e-08,0.0
1806,1.152667650217154e-08,1.4408345627714425e-08
1807,1.7081731584767113e-08,1.7081731584767113e-08
1808,2.4926813946279935e-08,4.5321479902327155e-09
1809,3.388545621874073e-08,4.518061036407062e-09
1810,3.7442028144596406e-08,2.3401267590372754e-09
1811,7.771937582390365e-08,0.0
1812,1.8670457180292033e-08,0.0
1813,3.738464116054274e-08,4.601186631703058e-08
1814,7.552025138579666e-08,0.0
1815,8.631115377966125e-08,0.0
1816,1.622322720606917e-08,3.0128852301913867e-08
1817,2.490997452753163e-08,7.784366928831332e-09
1818,6.079800130009971e-08,1.3113295338484932e-08
1819,2.898294049202832e-08,2.070210003424222e-09
1820,1.0679833017945839e-08,0.0
1821,2.2681422962023134e-08,4.930744257336528e-09
1822,3.709477880420309e-08,2.0051231786055723e-09
1823,5.633131616722409e-08,5.929612356680991e-09
1824,1.431589158329416e-08,7.57900142644985e-09
1825,6.075755432100038e-08,2.641632912414593e-09
1826,3.435113749006291e-08,8.807984341885344e-10
1827,4.2399457278463615e-08,4.608636583469661e-09
1828,5.228211580332598e-08,1.1923991571904935e-08
1829,8.744639434787871e-08,2.571952872898464e-09
1830,8.662573391937656e-08,2.0873671680021744e-09
1831,8.731075240575592e-08,0.0
1832,1.0012177242835207e-07,8.117981842303834e-09
1833,7.297686188678654e-08,3.4750886612755494e-09
1834,6.62751729052502e-08,8.401078055442213e-09
1835,9.605121675804185e-08,4.5378527602224494e-09
1836,6.115882911217341e-08,1.344150035720304e-08
1837,6.888312220620918e-08,9.045257876039159e-09
1838,4.734121294980298e-08,3.787297142565649e-09
1839,6.292327725532232e-08,3.4957374772659477e-09
1840,5.860113683198165e-08,1.9109066662359453e-08
1841,7.062603657459476e-08,6.420548537278137e-09
1842,5.500777389144673e-08,1.408735705865638e-08
1843,7.324569667455094e-08,1.7720733325177207e-08
1844,6.202074587235984e-08,1.920996517412732e-08
1845,8.984166816050632e-08,6.138250907561371e-09
1846,5.444686168587509e-08,1.6978054517835517e-08
1847,6.849393763275202e-08,1.294373674909366e-08
1848,5.9534640106662096e-08,3.218088551193432e-08
1849,5.865590591014325e-08,1.6758829879393033e-09
1850,7.264225843073291e-08,6.788996032014438e-09
1851,5.1595508532287226e-08,1.9348316282474798e-09
1852,6.380334838240742e-08,9.114763388495817e-09
1853,8.181546373720039e-08,7.763511611358354e-09
1854,4.831968003493614e-08,6.234797567117312e-09
1855,9.923972399406011e-08,1.2205955357558196e-08
1856,8.283502894723682e-08,1.5531567809645708e-08
1857,1.0592874843950995e-07,9.274867096564776e-09
1858,5.627727484025513e-08,9.297984604472731e-09
1859,7.129042689513199e-08,1.782260738991681e-08
1860,8.010071872455171e-08,1.0069804545764782e-08
1861,6.366551064118653e-08,8.488734437595014e-09
1862,5.466763419725851e-08,2.4848924695675123e-08
1863,4.345320248066997e-08,5.494082966350788e-09
1864,4.411149623351207e-08,1.342523781033833e-08
1865,7.719224459634688e-08,5.177528628053096e-09
1866,4.914269108313718e-08,6.811858188626729e-09
1867,5.338092634588065e-08,3.396968040192405e-09
1868,4.3964877960434023e-08,1.0373735648272486e-08
1869,5.5672117804661525e-08,1.7580669364747337e-08
1870,8.830435271889314e-08,8.601073631098188e-09
1871,3.717412155879174e-08,9.559059321873065e-09
1872,6.833493459978968e-08,1.2094678591978436e-09
1873,7.48250528204153e-08,5.387403856360606e-09
1874,9.260643984987382e-08,3.166542689170271e-08
1875,6.465325463889116e-08,2.2886108563824337e-09
1876,5.441413142293072e-08,1.5115036333668286e-08
1877,8.41134961682144e-08,8.040260901509555e-09
1878,6.2202616391005e-08,1.509772123986508e-08
1879,4.337620829186761e-08,1.5273313169750224e-08
1880,8.407378970787249e-08,7.701415505323439e-09
1881,1.1295462321037064e-07,1.324776466304911e-08
1882,7.187815653786345e-08,2.0631693686823382e-08
1883,7.077659303078576e-08,6.066565561013704e-08
1884,6.271612296160356e-08,1.1883054540362536e-08
1885,6.832373689036331e-08,1.2246707647989297e-08
1886,7.356949133230373e-08,1.5488312854472497e-08
1887,4.3090901069575693e-08,1.4363633837888301e-08
1888,7.5453316039642e-08,8.242799331981132e-09
1889,6.89165040590467e-08,8.771191772893872e-09
1890,5.7023163357872164e-08,1.3764211992395303e-08
1891,6.629188931128738e-08,3.1871101313640793e-09
1892,5.829716442917743e-08,1.5044429702015805e-08
1893,5.48099060027063e-08,1.23168328869383e-08
1894,5.545354442304529e-08,5.671385139294216e-09
1895,7.282523206697533e-08,3.0093072478365457e-09
1896,4.9535042734305534e-08,1.1204354777305525e-08
1897,6.817254671886985e-08,7.574727511894253e-09
1898,5.941272740450643e-08,1.4711722506888236e-08
1899,4.145683796252797e-08,1.326618814800895e-08
1900,6.125442364446343e-08,4.671947717582725e-09
1901,3.968004602672437e-08,6.706486921359556e-09
1902,3.977329826598819e-08,1.178468167495339e-08
1903,5.8322379370423505e-08,1.1880484152015924e-08
1904,6.449549871945237e-08,8.061937784020756e-09
1905,4.489860377931976e-08,1.0837593933388234e-08
1906,4.475440434914546e-08,1.2346042410626978e-08
1907,5.6056993713582415e-08,3.599990305858114e-09
1908,4.371136341774218e-08,1.2278472460991452e-08
1909,5.555993326522568e-08,7.151278680339601e-09
1910,6.359539006517423e-08,8.550641084070776e-09
1911,5.3203741412488625e-08,1.2236860413850081e-08
1912,5.1573270709592833e-08,1.6670147373609723e-08
1913,5.1438998838193584e-08,1.2727175535687252e-08
1914,4.553785615257766e-08,1.0714789944188396e-08
1915,5.772573175022444e-08,7.068456930880984e-09
1916,5.493731114469824e-08,5.493730803607377e-09
1917,5.483212106582869e-08,1.315970976634162e-08
1918,7.236417332023848e-08,4.594550517822427e-09
1919,3.038589824200244e-08,4.603924352863942e-09
1920,5.6791738423100924e-08,3.786115865267448e-09
1921,4.240738649130549e-08,1.6660044011018726e-08
1922,4.500540740082215e-08,7.377935595798135e-09
1923,4.989495661078536e-08,1.3800733000834953e-08
1924,4.383152285569736e-08,2.5783249313349188e-08
1925,3.95934391939079e-08,1.649726644181726e-08
1926,6.687682940764716e-08,1.114613823460786e-08
1927,5.3516280407173156e-08,1.2264147031260109e-08
1928,5.141718650847338e-08,1.0283437212876834e-08
1929,2.2280811862174232e-08,6.684243825105796e-09
1930,5.566909833110145e-08,8.402882833991043e-09
1931,4.676196141417677e-08,9.124285327288817e-09
1932,3.3974563717897865e-08,9.863582839386709e-09
1933,5.276504566609219e-08,1.0323596200123575e-08
1934,7.06913212411564e-08,1.4377896206951846e-08
