year,soit_VERB allemand_ADJ
1906,1.0288369045596824e-09
1907,3.599990305858114e-09
1908,6.875944702500192e-09
1909,1.1552065082298668e-08
1910,4.2753204310130855e-09
1911,1.0108710757350536e-08
1912,9.897900277167082e-09
1913,1.7499866000747488e-08
1914,3.4823066208389264e-08
1915,3.887651400802383e-08
1916,3.84561182897869e-08
1917,1.6449636319748606e-08
1918,1.72295644418341e-08
1919,1.5653342400057113e-08
1920,1.2115570768855832e-08
1921,1.287367079605417e-08
1922,5.164554894854234e-09
1923,5.307974060286824e-09
1924,7.734974438733389e-09
1925,7.698724546756353e-09
1926,1.7833821530643945e-08
1927,1.3379069851993108e-08
1928,3.4278123672848437e-09
1929,5.570203187588163e-09
1930,8.402883056035648e-09
1931,1.710803587684495e-08
1932,2.9590748074070916e-08
1933,3.4411986593596566e-09
1934,2.3963160344919743e-08
1935,1.6755597798123745e-08
1936,4.849885826274658e-09
1937,1.510934177773038e-08
1938,3.889564337278273e-09
1939,9.176430282309411e-09
1940,2.5357829391836617e-08
1941,2.066051774107791e-08
1942,1.517105907566929e-08
1943,5.806470415592457e-09
1944,4.819779420017767e-08
1945,2.178504043826024e-08
1946,1.3921104269343232e-08
1947,1.549713246618012e-08
1948,1.087188761239588e-08
1949,1.0798709260129158e-08
1950,3.190608444114673e-09
1951,8.529121409139861e-09
1952,2.1089607837865287e-09
1953,1.1851210235391818e-08
1954,1.4658804392553293e-08
1955,1.220129064449793e-08
1956,8.72114158667614e-09
1957,1.4136060155767183e-08
1958,5.790570523078742e-09
1959,3.8753740216890264e-09
1960,3.4604166754270693e-09
1961,2.431855739004618e-08
1962,1.0147130691251505e-08
1963,1.2285501282960354e-08
1964,1.0342745992986124e-08
1965,1.8057743744748223e-08
1966,7.200797291773142e-09
1967,7.395503320850594e-09
1968,5.838840411165336e-09
1969,7.720988182136068e-09
1970,7.817832603507213e-09
1971,8.735275836002643e-09
1972,6.669190977248718e-09
1973,1.2680368977058265e-08
1974,2.8127858930915295e-09
1975,1.9990181510110006e-08
1976,5.713526984862938e-09
1977,8.815173146992095e-09
1978,1.0693064433908717e-08
1979,1.2289143924704149e-08
1980,1.1370301367108482e-08
1981,6.325549528618524e-09
1982,4.9660017209518514e-09
1983,1.2630632095778083e-08
1984,7.538711210841598e-09
1985,7.820225245147583e-09
1986,7.193382556280881e-09
1987,8.555143704569446e-09
1988,8.395175221664886e-09
1989,1.0976244468885454e-08
1990,1.2531897741752118e-08
1991,9.96449056600568e-09
1992,7.713922001162388e-09
1993,8.862731548653358e-09
1994,1.4242301504818755e-08
1995,1.4098371969861745e-08
1996,7.473329288743003e-09
1997,9.110299625803009e-09
1998,1.0013071705117227e-08
1999,7.769341975327748e-09
2000,7.510653543540968e-09
2001,8.762423453489987e-09
2002,1.0953053908302479e-08
2003,8.333846057695382e-09
2004,1.4535810777260849e-08
2005,1.0808999140188291e-08
2006,4.941467846020231e-09
2007,6.790615098006825e-09
2008,8.089135472566511e-09
2009,1.0490023072406984e-08
2010,8.9752067999882e-09
2011,8.030341225317983e-09
2012,1.293616069819592e-08
2013,9.204112638716566e-09
2014,1.3209215499188076e-08
2015,1.2412821881468972e-08
2016,8.699628351038768e-09
2017,7.295272941298947e-09
2018,8.002546847407643e-09
2019,1.3010037935856644e-08
