year,fût_VERB au_ADP,fût_VERB sot_ADJ
1950,3.1055256499712414e-07,0.0
1951,4.296544773296773e-07,2.1322803522849654e-09
1952,3.384882063528494e-07,0.0
1953,3.5338155157660367e-07,0.0
1954,3.615838295445428e-07,3.9090144454689835e-09
1955,3.144178606362402e-07,1.8771215692936494e-09
1956,3.0175149845490523e-07,1.744228317335228e-09
1957,2.8890573844364553e-07,6.184526224473075e-09
1958,3.07727447079742e-07,1.6544486891589827e-09
1959,2.906530482960079e-07,1.5501495642666896e-09
1960,3.169741660258296e-07,6.920833350854139e-10
1961,3.1475161677008145e-07,2.779263708063695e-09
1962,3.1646362685933127e-07,6.341956404476434e-10
1963,3.233026575344411e-07,1.939815863494232e-09
1964,3.32793064217185e-07,1.8251904432275978e-09
1965,3.184729280292231e-07,0.0
1966,2.697529453143943e-07,1.1078149508847446e-09
1967,3.3575585689504805e-07,2.465167847631733e-09
1968,3.458390267496725e-07,0.0
1969,2.8749326475008274e-07,0.0
1970,2.6534644348430447e-07,0.0
1971,2.2352028850036731e-07,1.541519245584766e-09
1972,2.631765312344214e-07,1.5390440033513642e-09
1973,2.4423493982794753e-07,0.0
1974,1.8058085515804123e-07,0.0
1975,1.9647491455998534e-07,0.0
1976,1.9083179836343334e-07,5.713526873840635e-10
1977,1.868816639216675e-07,5.876781838942691e-10
1978,2.1920781989592797e-07,0.0
1979,2.0891545204904105e-07,0.0
1980,1.9556918573471194e-07,2.2740602734216964e-09
1981,1.7964561038752436e-07,0.0
1982,1.9739857748390932e-07,6.207502289967692e-10
1983,1.9703786335867335e-07,1.2630632095778083e-09
1984,1.9948589624618762e-07,5.799008495621649e-10
1985,1.6482628950598155e-07,0.0
1986,2.008152648613759e-07,0.0
1987,1.9126856898310507e-07,0.0
1988,1.960873134976282e-07,5.996553809062277e-10
1989,1.6299722460644261e-07,5.488122178931576e-10
1990,1.7871575153094454e-07,0.0
1991,1.6529331503534195e-07,0.0
1992,1.9339904611115344e-07,1.1019888335184191e-09
1993,1.6229877530804515e-07,0.0
1994,1.6985264039703907e-07,0.0
1995,1.6592699125794752e-07,5.422450821690461e-10
1996,1.633456179206405e-07,0.0
1997,1.5919049189960788e-07,0.0
1998,1.5877870396252547e-07,0.0
1999,1.6041406070144149e-07,0.0
2000,1.497712673881324e-07,0.0
2001,1.5903798100680433e-07,8.762423564512289e-10
2002,1.6122895374337531e-07,0.0
2003,1.625099912416772e-07,1.2500769308587678e-09
2004,1.3522709707558533e-07,4.404791253964646e-10
2005,1.463718604099995e-07,0.0
2006,1.758339038815393e-07,1.6471559671771274e-09
2007,1.5618414295204275e-07,1.1983438685803094e-09
2008,1.7838672761172347e-07,1.2772318758180745e-09
2009,1.630721868650653e-07,9.53638501499654e-10
2010,1.8942409951705486e-07,0.0
2011,2.0037613523982145e-07,7.64794394481072e-10
2012,2.8834020326939935e-07,3.404252713057332e-10
2013,2.886744425723009e-07,0.0
2014,3.1810390055397875e-07,1.5158115873603606e-09
2015,3.7969937238813145e-07,1.5516027351836215e-09
2016,3.8278363945210003e-07,6.214020409345267e-10
2017,2.052738778957064e-07,0.0
2018,3.1158302249423286e-07,5.162933414126769e-10
2019,3.2601624866401835e-07,1.02039510174734e-09
