year,seront_VERB avant_ADP,seront_VERB savants_ADJ
1959,4.4954337141689393e-08,7.750747821333448e-10
1960,3.5988332314218496e-08,1.3841666701708277e-09
1961,2.084447814354462e-08,0.0
1962,1.9660065575521912e-08,6.341956404476434e-10
1963,2.7804029301137234e-08,0.0
1964,2.981144575642247e-08,1.2167936658258327e-09
1965,2.2435377999840966e-08,5.472043373977442e-10
1966,3.212663202134536e-08,5.539074754423723e-10
1967,3.1554147739143446e-08,9.860671168482327e-10
1968,4.491415950269584e-08,0.0
1969,3.088395317263348e-08,1.3625273131978588e-09
1970,2.6212733317265702e-08,0.0
1971,3.5454942093338104e-08,5.138397485282553e-10
1972,2.565073486948677e-08,0.0
1973,2.4258095976392724e-08,0.0
1974,3.1503201824989446e-08,0.0
1975,3.1413140533231854e-08,5.711480177694739e-10
1976,2.9138986334942274e-08,1.142705374768127e-09
1977,2.7620874476497193e-08,1.1753563677885381e-09
1978,2.0198010375338527e-08,0.0
1979,2.0481905949054635e-08,0.0
1980,3.2973872521324665e-08,0.0
1981,2.909752794266751e-08,0.0
1982,3.848651530802272e-08,6.207502289967692e-10
1983,2.5261265079734585e-08,0.0
1984,3.131464509920079e-08,1.739702604197646e-09
1985,2.4062231318566774e-08,2.4062232206745193e-09
1986,2.997242631863628e-08,0.0
1987,2.4443266966045485e-08,0.0
1988,3.2381390013824785e-08,5.996553809062277e-10
1989,3.6221607047082216e-08,0.0
1990,2.6153525567451652e-08,5.44865097484859e-10
1991,1.75843961613964e-08,5.861465202094962e-10
1992,2.4794749364787094e-08,0.0
1993,1.717154241021035e-08,5.539207426075166e-10
1994,2.3737170451454404e-08,1.5824779264761446e-09
1995,2.3858783393393423e-08,0.0
1996,3.202855225481471e-08,1.067618438099771e-09
1997,1.8700088588730068e-08,1.917957792585412e-09
1998,2.1456582288692516e-08,0.0
1999,2.2393985332769262e-08,1.8280804647829996e-09
2000,2.6508189421292627e-08,0.0
2001,1.7524847351069184e-08,8.762423564512289e-10
2002,2.102986229601811e-08,0.0
2003,2.416815370054337e-08,4.1669229178253886e-10
2004,2.378587282692024e-08,0.0
2005,2.2518747755384538e-08,4.5037495954858286e-10
2006,2.2236605445868918e-08,4.1178899179428186e-10
2007,2.6363563776499177e-08,3.994479469415779e-10
2008,1.8732734474724566e-08,4.257439678578834e-10
2009,1.9549588614609092e-08,0.0
2010,1.795041271179798e-08,0.0
2011,1.4531093661673822e-08,3.82397197240536e-10
2012,2.0765941854961056e-08,6.808505426114664e-10
2013,1.9244962956577183e-08,5.578250084070646e-10
2014,1.645738301192523e-08,6.496335691608124e-10
2015,1.6402658786773827e-08,8.866301581811342e-10
2016,1.905632807108759e-08,0.0
2017,1.509366853724714e-08,2.515611330355938e-10
2018,1.3681773936013997e-08,1.290733298020541e-09
2019,1.4795729086358733e-08,0.0
