year,seront_VERB avant_ADP,seront_VERB savants_ADJ
1800,3.144164484325529e-09,0.0
1801,1.4287095950749062e-08,0.0
1802,6.713520406265161e-09,0.0
1803,1.1702034896643454e-08,0.0
1804,1.730295728918918e-08,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,1.1387820464392462e-08,0.0
1808,6.798221985349073e-09,0.0
1809,1.129515236897305e-08,0.0
1810,7.020380277111826e-09,0.0
1811,1.0028307073639553e-08,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,1.5733386149463513e-08,0.0
1815,5.394447111228828e-09,0.0
1816,2.5493642752394408e-08,0.0
1817,1.556873407970727e-09,0.0
1818,1.1921176934492905e-08,0.0
1819,7.24573512300708e-09,0.0
1820,3.559944161679596e-08,0.0
1821,9.861488514673056e-09,0.0
1822,1.0025615893027862e-08,6.015369535816717e-09
1823,3.755420863171821e-08,0.0
1824,3.3684450784221553e-09,0.0
1825,8.805443041381977e-10,0.0
1826,7.927186018719112e-09,1.7615968683770689e-09
1827,1.1060727445055818e-08,9.217273055917019e-10
1828,7.337841001486822e-09,0.0
1829,6.001223074036943e-09,0.0
1830,1.7742621594152297e-08,4.174734336004349e-09
1831,3.741889287312006e-08,0.0
1832,3.788391467196561e-08,0.0
1833,1.50587169400751e-08,0.0
1834,4.387229424196448e-08,9.334530925997342e-10
1835,2.2689263801112247e-09,3.025235173481633e-09
1836,2.083432448785061e-08,2.688300027031687e-09
1837,1.530736071231331e-08,4.174734336004349e-09
1838,8.837027110075724e-09,6.312161904276081e-10
1839,1.8177836125232716e-08,6.9914751765765e-10
1840,2.5478755105723394e-08,0.0
1841,3.531301828729738e-08,5.1364388298225094e-09
1842,2.6162233268678392e-08,0.0
1843,1.4176587015413133e-08,0.0
1844,3.402907822191992e-08,0.0
1845,1.785672942844485e-08,2.2320911785556063e-09
1846,1.1709002656346001e-08,5.269050973311096e-09
1847,1.9954928376364478e-08,1.0247124926365814e-08
1848,1.850401076808339e-08,1.6090443422100975e-09
1849,2.011059585527164e-08,4.1897072478036534e-09
1850,8.82569484161877e-09,0.0
1851,6.449438760824933e-09,1.2898877521649865e-09
1852,1.1067927019325907e-08,4.557382027314816e-09
1853,1.0152284346531815e-08,2.388772735173461e-09
1854,2.7537021551893304e-08,2.0782657816909023e-09
1855,9.552486801567284e-09,1.5920811335945473e-09
1856,1.863788057221427e-08,0.0
1857,8.78671624349181e-09,1.4644527812635033e-09
1858,2.936205589776364e-08,4.893676019968041e-10
1859,2.0877910955618972e-08,2.036869339860914e-09
1860,2.1055045706930287e-08,9.154367819341758e-10
1861,1.9335450573976232e-08,4.715963619617014e-09
1862,3.6143891435358455e-08,4.066187830886747e-09
1863,2.5472566278494924e-08,0.0
1864,1.1986819536957682e-08,0.0
1865,1.5061901947888146e-08,4.706844358715045e-10
1866,1.4110277390955162e-08,1.9462451650298362e-09
1867,1.649955905236311e-08,1.455843445796745e-09
1868,2.9145256874585357e-08,1.4819622196071691e-09
1869,2.0999133099053324e-08,3.4184632902167778e-09
1870,2.465641024684828e-08,1.1468097582678638e-09
1871,5.3105885911008954e-08,0.0
1872,3.930770375859538e-08,0.0
1873,1.2570609442263958e-08,1.7958012854535355e-09
1874,1.4339061493728877e-08,0.0
1875,2.4030413214859436e-08,0.0
1876,1.5719638923883394e-08,0.0
1877,9.895705588292003e-09,0.0
1878,7.850815109122777e-09,0.0
1879,3.0546626561545054e-08,0.0
1880,2.2462462112571302e-08,0.0
1881,2.8587281875047665e-08,0.0
1882,2.994923420374107e-08,0.0
1883,4.044376922252013e-08,5.0554711528150165e-09
1884,3.498899303622238e-08,0.0
1885,2.127059772760731e-08,3.86738152613475e-09
1886,3.291266637006629e-08,6.4534639854230136e-09
1887,3.003305337756501e-08,1.3057849246322917e-09
1888,1.9021843655764314e-08,1.268122939990235e-09
1889,2.6313573542324775e-08,1.2530273485467092e-09
1890,3.342736931699619e-08,0.0
1891,2.6134301833735663e-08,3.1871101313640793e-09
1892,1.8805536683430546e-08,1.8805537127519756e-09
1893,2.0322774574310642e-08,0.0
1894,3.150769600779313e-08,0.0
1895,1.5648398132839247e-08,0.0
1896,3.066455178668548e-08,4.1279202278587945e-09
1897,4.777905004971217e-08,1.1653427112179315e-09
1898,2.772593887812036e-08,1.13167097914868e-09
1899,5.140648084989152e-08,5.527578395003729e-10
1900,1.9206897405865675e-08,5.191053142894475e-10
1901,3.017919070202879e-08,2.794369402536745e-09
1902,2.5042448115186744e-08,0.0
1903,4.5361851164216205e-08,2.1600881083827517e-09
1904,2.6335662539622717e-08,0.0
1905,3.560923644840841e-08,2.0643036169332163e-09
1906,2.7264178470431943e-08,0.0
1907,3.085705913008496e-08,0.0
1908,3.487086175368859e-08,0.0
1909,2.53045246978445e-08,6.0510818578052294e-09
1910,3.90122991689168e-08,1.068830135508847e-09
1911,3.937076797910777e-08,5.320374141248863e-10
1912,3.854971808436858e-08,0.0
1913,3.4999732889673396e-08,0.0
1914,2.9465672568562695e-08,2.0090231700464756e-09
1915,4.123266705846618e-08,0.0
1916,2.6369908923129515e-08,0.0
1917,8.005489604556715e-08,0.0
1918,2.2972752589112133e-08,0.0
1919,3.6831394822911534e-08,0.0
1920,5.3762846619065385e-08,0.0
1921,4.316466117870732e-08,0.0
1922,3.6889677090812256e-08,0.0
1923,4.0340601970001444e-08,2.1231896241147297e-09
1924,5.285566118118368e-08,1.289162443462999e-09
1925,2.859526304632709e-08,0.0
1926,1.7833821530643945e-08,0.0
1927,2.3413372574054847e-08,1.1149224876660924e-09
1928,2.170947865920425e-08,0.0
1929,1.7824650200282122e-08,3.342121912552898e-09
1930,2.941009036305786e-08,0.0
1931,3.5356606531422585e-08,0.0
1932,1.6439305028370654e-08,0.0
1933,1.9500125958415992e-08,0.0
1934,3.5944740517379614e-08,0.0
1935,3.231436807027421e-08,0.0
1936,3.031178508194898e-08,1.2124714565686645e-09
1937,1.888667711114067e-08,0.0
1938,2.7226949583791793e-08,1.2965214457594243e-09
1939,2.141167065872196e-08,4.588215141154706e-09
1940,2.5357829613881222e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,4.247896612241675e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,3.201854070766785e-08,1.3921104269343232e-09
1947,3.814678706248742e-08,1.1920870957027319e-09
1948,2.0656587551570738e-08,0.0
1949,3.043272656100271e-08,0.0
1950,2.3397795700930146e-08,0.0
1951,3.4116485636559446e-08,0.0
1952,4.956057964022875e-08,0.0
1953,3.44762476345295e-08,0.0
1954,3.518113089739927e-08,9.772536113672459e-10
1955,1.783265446420046e-08,1.8771215692936494e-09
1956,2.0058624983221307e-08,0.0
1957,2.8272120644601273e-08,0.0
1958,3.391619785020339e-08,0.0
