year,étant_VERB en_PRON,étant_VERB sans_ADP,etant_VERB sans_ADP
1942,2.730790527039062e-08,5.734660155631843e-07,1.517105907566929e-08
1943,4.645176332473966e-08,4.906467696574879e-07,2.9032352077962287e-09
1944,3.534504600111177e-08,5.526680304512865e-07,6.4263723231761105e-09
1945,7.406913482554955e-08,4.4005781774103525e-07,6.535512131478072e-09
1946,3.6194869323935563e-08,4.816702281473795e-07,1.1136883415474585e-08
1947,5.006765846360395e-08,4.67298136408445e-07,3.5762612871081956e-09
1948,4.4574740343250596e-08,5.305481209916252e-07,4.348755133776194e-09
1949,5.006674186347482e-08,5.782218055472299e-07,1.0798709260129158e-08
1950,4.1477910883713776e-08,5.434669567705441e-07,9.57182533234402e-09
1951,4.797630737130021e-08,5.405330631980121e-07,8.529121409139861e-09
1952,4.639713679921442e-08,5.261857285443483e-07,6.326882462381889e-09
1953,6.033343424860504e-08,5.289949487341516e-07,4.30953106533849e-09
1954,3.518113089739927e-08,5.159898912587835e-07,9.772536113672459e-09
1955,5.5375085850073447e-08,4.94621513080773e-07,1.595553378308523e-08
1956,6.366433069615596e-08,5.285012081301943e-07,3.488456634670456e-09
1957,4.1524678806581505e-08,4.815095331345276e-07,1.3252556829712603e-08
1958,5.4596807075313336e-08,4.6324562896771226e-07,9.099467679352102e-09
1959,4.960478605653407e-08,5.068988908618621e-07,1.1626121954044777e-08
1960,5.259833457671448e-08,4.7476915643329676e-07,2.7683333403416555e-09
1961,5.002674541287888e-08,5.586319948847063e-07,1.0422238516660798e-08
1962,7.610347552144958e-08,4.4520535169567665e-07,5.073564957047694e-09
1963,8.211887347897573e-08,4.972395126756624e-07,7.759263453976928e-09
1964,5.7189303959148674e-08,4.392625170268616e-07,9.734349548651267e-09
1965,5.307882133820385e-08,4.563684266045698e-07,1.6963334292796617e-08
1966,7.976267824005845e-08,4.724830908742206e-07,6.6468897053084675e-09
1967,6.45873967641819e-08,4.782425504501475e-07,7.395503098805989e-09
1968,6.018497344939533e-08,4.5048901975430766e-07,5.838840494432063e-09
1969,5.677197378872734e-08,4.637134718432634e-07,5.450109141769133e-09
1970,5.28853369985427e-08,4.603323837670814e-07,6.438214961157485e-09
1971,6.422996534638514e-08,4.984245485228911e-07,6.679916730867319e-09
1972,5.643161671287089e-08,4.334974107456091e-07,7.182205719047374e-09
1973,5.678599990233124e-08,5.033554950628627e-07,9.923766475239404e-09
1974,7.031964344150765e-08,4.157297406326421e-07,1.350137179834121e-08
1975,6.453972645203976e-08,4.689125301382546e-07,9.138368284311582e-09
1976,6.227744364650789e-08,4.29657221356905e-07,1.4855170205052559e-08
1977,7.169673921225694e-08,4.895359002610178e-07,8.227494463497464e-09
1978,7.128709711423653e-08,4.1643546033753864e-07,5.346532216954358e-09
1979,6.788289397263725e-08,4.6113548846093977e-07,1.1703946478647254e-08
1980,8.527725725571145e-08,4.3718809505932654e-07,1.3075846627685905e-08
1981,6.199038438126081e-08,4.522767778070147e-07,6.325549528618524e-09
1982,6.455802292748558e-08,4.922549192709624e-07,6.828252407942159e-09
1983,7.1363068343544e-08,4.622811253796044e-07,5.68378455412244e-09
1984,6.610869718315371e-08,4.662402695032597e-07,5.799008495621649e-09
1985,7.399136592312061e-08,4.6560420585706197e-07,9.624892771675775e-09
1986,7.133437662787401e-08,5.047356617104981e-07,4.795588481876223e-09
1987,6.477466030219148e-08,4.662553187984031e-07,9.166225667378569e-09
1988,7.675588875599715e-08,4.845215353377341e-07,4.1975875553212916e-09
1989,7.244321409416443e-08,5.10944155873716e-07,1.1525056353711705e-08
1990,5.5031375012504213e-08,4.674942570837004e-07,7.628111586832631e-09
1991,5.8028504668072856e-08,4.7595096330788067e-07,9.378344545396544e-09
1992,7.769020982095753e-08,5.003029162065076e-07,5.509944167592096e-09
1993,7.422537606771584e-08,5.057296501576047e-07,1.1078415074194936e-08
1994,6.277162611922904e-08,4.5839112750023503e-07,5.2749266066243194e-09
1995,7.699880200107145e-08,4.836826175136366e-07,1.518286268931135e-08
1996,6.725996115619637e-08,5.108554343991045e-07,7.473328844653793e-09
1997,8.391065620116933e-08,5.12094713744915e-07,9.58978896292706e-09
1998,5.8171178096699805e-08,4.6346216286963227e-07,9.536258449571733e-09
1999,7.632235821120048e-08,4.5610606225210404e-07,7.76934183654987e-09
2000,6.052702872239024e-08,4.846580470285744e-07,9.719669513685858e-09
2001,7.404248236753119e-08,5.025249638634932e-07,2.628727069353687e-09
2002,7.710949745387552e-08,4.538945592713617e-07,1.1391175780417484e-08
2003,7.083769304472298e-08,4.721123540996075e-07,7.083768904792009e-09
2004,5.109557932314601e-08,4.585387705091648e-07,7.488145215006625e-09
2005,7.16096195674254e-08,4.566801954375421e-07,6.30524943368016e-09
2006,8.688747499263627e-08,4.7643987155510104e-07,7.000412916013943e-09
2007,6.710725841685417e-08,4.797369750342284e-07,4.793375307787784e-09
2008,5.364373834026992e-08,4.572490226451009e-07,4.257439678578834e-09
2009,5.5787850783417525e-08,4.539319169438727e-07,3.814554005998616e-09
2010,6.518834538837837e-08,3.996328894473322e-07,4.251413776579227e-09
2011,5.659478574671084e-08,3.6863089469818533e-07,2.6767803529281764e-09
2012,5.719144624549699e-08,3.499571823439851e-07,1.7021263842842416e-09
2013,5.076207543197597e-08,3.703957927037038e-07,2.7891249310130206e-09
2014,3.8978011929202694e-08,3.598970002016699e-07,3.897801373331511e-09
2015,4.4996479431347325e-08,3.6817317106141445e-07,1.994917786518613e-09
2016,4.287673860403629e-08,3.85269249392195e-07,1.0356699942093428e-09
2017,5.0815348373589586e-08,3.710526836897543e-07,1.760927903493581e-09
2018,3.9238294391452655e-08,3.536609387566614e-07,2.323319980845895e-09
2019,4.081580584625044e-08,3.2678152095400037e-07,1.7856913725466939e-09
