year,étant_VERB en_PRON,étant_VERB sans_ADP,etant_VERB sans_ADP
1800,4.7162465932615305e-08,4.0559720559940615e-07,3.144164484325529e-09
1801,1.904946067554647e-08,4.2861286875250926e-07,4.0480102825313224e-08
1802,4.0281122437590966e-08,4.1400042505301826e-07,6.713520406265161e-09
1803,1.3652374342143503e-08,4.895351253253466e-07,1.5602713787643552e-08
1804,1.9774807569206132e-08,4.32573926900659e-07,2.4718509461507665e-09
1805,8.528632911009026e-09,4.491746778967354e-07,5.685755422035754e-09
1806,8.645007376628655e-09,5.215821143877974e-07,1.729001475325731e-08
1807,1.9928686256776018e-08,5.89319711252756e-07,1.4234776024579787e-08
1808,2.945896149242344e-08,5.642524456561659e-07,0.0
1809,9.036122072814123e-09,6.890043096063891e-07,6.7770917766551975e-09
1810,9.360507036149102e-09,7.254392926370201e-07,1.4040760554223652e-08
1811,4.512738271955641e-08,6.042055225030651e-07,2.2563691359778204e-08
1812,1.0668832928217853e-08,5.227728365753137e-07,3.467370524035118e-08
1813,8.627225156487839e-09,6.642962944169994e-07,8.627225156487839e-09
1814,1.5733386149463513e-08,5.129083842092541e-07,3.1466771410748606e-09
1815,1.0788894222457657e-08,4.828029886994045e-07,2.6972236000233352e-08
1816,2.5493642752394408e-08,5.168256596022047e-07,9.270415546325239e-09
1817,9.341240669868967e-09,5.480194449347664e-07,1.4011860338669635e-08
1818,1.7881765401739358e-08,5.698322969038827e-07,5.9605886892910576e-09
1819,2.3807414706311647e-08,6.324491437226243e-07,8.280840013696888e-09
1820,1.3053129244156025e-08,4.568595235454609e-07,1.5426425470366212e-08
1821,3.747365440176509e-08,5.118112422763943e-07,7.88919063410276e-09
1822,2.5064039732569654e-08,5.574242436523491e-07,1.0025615893027862e-09
1823,1.2847492847356534e-08,4.042018876271314e-07,1.9765373782121287e-09
1824,1.0947446504872005e-08,6.66110011593446e-07,8.421112696055388e-09
1825,2.4655239627691117e-08,6.542444452861673e-07,7.044354211060977e-09
1826,1.9377566218281572e-08,5.126246955811098e-07,3.5231937367541377e-09
1827,1.474763688946723e-08,5.908272306953677e-07,9.217273166939322e-09
1828,1.4675682002973645e-08,6.310543008147818e-07,1.0089531210510927e-08
1829,2.4862210068476998e-08,5.924064845896915e-07,1.971830521085849e-08
1830,2.922314124020886e-08,6.04292799355477e-07,7.30578508800761e-09
1831,7.795603274018958e-09,5.987022868580993e-07,4.677361609140007e-09
1832,1.6235963684607668e-08,4.938438762369657e-07,4.058990921151917e-09
1833,1.50587169400751e-08,5.340052897651049e-07,1.5058717495186613e-08
1834,1.8669062740173104e-08,4.909963289279062e-07,8.401077833397608e-09
1835,1.663879345414898e-08,5.800888587259578e-07,1.5126175867408165e-09
1836,2.1506400216253496e-08,4.6642005280261856e-07,7.392825240870593e-09
1837,1.3915782304252389e-08,5.141881618264676e-07,9.045258542172974e-09
1838,2.3354999711955315e-08,5.20753341781699e-07,1.2624323808552163e-09
1839,4.194885150354821e-08,5.788941543904969e-07,2.09744255297295e-09
1840,3.248541347034006e-08,5.146708188519256e-07,4.4587821212971335e-09
1841,2.6966304744746594e-08,5.033710284152448e-07,5.778493683550323e-09
1842,3.018719141323345e-08,5.380028791357461e-07,3.3541325272778977e-09
1843,2.7171790151214736e-08,4.7609704201256875e-07,2.953455480181333e-09
1844,2.25031016043431e-08,4.7091856636427565e-07,8.232842019229025e-09
1845,4.073566373108406e-08,4.7543542125438876e-07,2.2320912340667576e-09
1846,1.2294452567118697e-08,5.257341932907167e-07,4.6836010625384006e-09
1847,2.426950729272903e-08,5.350077829646693e-07,5.393223645455691e-10
1848,9.65426583121598e-09,5.277665553471422e-07,8.849743826644385e-09
1849,1.9272654583346593e-08,4.650575218256847e-07,4.1897072478036534e-09
1850,1.425689166723032e-08,5.057801937269346e-07,3.394498016007219e-09
1851,2.5152811389261842e-08,4.6500453976250355e-07,6.449438760824933e-09
1852,1.9531636752390114e-08,4.7461876651055945e-07,1.3021090872200602e-09
1853,1.3735443005202796e-08,4.6401910003268654e-07,4.180352286553557e-09
1854,2.909572138776184e-08,5.429469518425378e-07,3.1173986725363534e-09
1855,1.9104973603134567e-08,4.919530987024245e-07,4.2455496895854594e-09
1856,2.0708757375587084e-08,5.632782063003106e-07,1.0354378465748937e-09
1857,2.0990489346672803e-08,5.149991859632053e-07,6.834112942222248e-09
1858,2.6425849952715907e-08,4.448351611507917e-07,1.1255454790415342e-08
1859,1.629495471888731e-08,4.338531676140178e-07,3.5645213447565993e-09
1860,1.0527522853465143e-08,4.865546436860768e-07,5.492620663849479e-09
1861,2.4994607272788016e-08,4.357550382749764e-07,1.8863854922557266e-09
1862,2.891511208247266e-08,4.350820650422804e-07,9.939570111416884e-09
1863,1.8480097452311384e-08,5.104502531771971e-07,6.99246927027275e-09
1864,2.828889478223573e-08,4.463891669637121e-07,7.671564494771133e-09
1865,7.530950973944073e-09,4.6456555224949625e-07,2.3534221793575227e-09
1866,1.5083399418358567e-08,4.739107102302853e-07,8.271541895865653e-09
1867,8.73506067478047e-09,4.1151840157738206e-07,2.426405742994575e-09
1868,3.902500367303219e-08,4.860836035902594e-07,4.939874176379533e-09
1869,2.8324411260882698e-08,4.541672833369148e-07,1.4650557433881772e-09
1870,2.695002976338401e-08,4.7477922793248695e-07,1.1468097582678638e-09
1871,2.6552942955504477e-08,5.002574345880362e-07,1.0621177271019633e-09
1872,4.656451224605007e-08,3.6828297145241606e-07,1.2094678591978436e-09
1873,1.855661402316855e-08,4.758873410892761e-07,1.7958012854535355e-09
1874,1.4339061493728877e-08,4.194175513561049e-07,2.3898436007918633e-09
1875,3.318485752856759e-08,4.7660321023101915e-07,1.7164581422868253e-09
1876,2.1765654167893445e-08,4.1596580668823435e-07,2.418405919968336e-09
1877,1.2988113695655557e-08,4.521100365195707e-07,6.184815992682502e-10
1878,1.69094480639842e-08,5.314398182632019e-07,2.4156354694326865e-09
1879,2.3215436684154156e-08,5.199035575387256e-07,6.109325378922392e-09
1880,3.144744553651435e-08,4.550253032142848e-07,6.417846254436199e-10
1881,1.6036766581351003e-08,4.957453063614281e-07,4.183504542787375e-09
1882,2.3293848627758962e-08,4.4923848463440663e-07,7.986462380316084e-09
1883,1.3902545781263598e-08,4.878529917817787e-07,2.5277355764075082e-09
1884,2.9047466654219534e-08,4.7466202435231253e-07,2.6406787867472303e-09
1885,3.287274097374393e-08,4.1058700483986854e-07,9.668453371247665e-09
1886,3.291266637006629e-08,3.826904162451683e-07,4.517424767591649e-09
1887,2.9380160526670807e-08,4.7661149138455983e-07,1.0446279619102938e-08
1888,2.4728397107764977e-08,4.108718356654606e-07,2.53624587998047e-09
1889,2.1301465480405568e-08,4.980783891994633e-07,8.144677543509005e-09
1890,3.342736931699619e-08,5.217291914050293e-07,3.9326319978272295e-09
1891,2.42220359325529e-08,5.386216073155481e-07,1.912266012205066e-09
1892,3.13425623232888e-08,5.503753661706412e-07,1.8805537127519756e-09
1893,3.695049954899332e-08,5.296238336782721e-07,4.9267333546154646e-09
1894,3.7179081147087345e-08,4.751360740407051e-07,6.301539290376468e-10
1895,2.888934957923084e-08,4.953319567846393e-07,1.023164442059965e-08
1896,3.3023361822870356e-08,5.018371860288084e-07,4.127920172347643e-09
1897,4.836172351474488e-08,5.121681156960989e-07,6.4093849116986235e-09
1898,3.3384292663640736e-08,5.132127860463243e-07,6.790025985914383e-09
1899,4.698441813388854e-08,5.759736829702433e-07,8.291367592505594e-09
1900,3.2703635355346705e-08,4.941882578712864e-07,6.748368974740515e-09
1901,4.191554126009578e-08,5.655803616555488e-07,1.1736351668290013e-08
1902,6.236060556830125e-08,5.366939990203434e-07,2.4551419786078554e-09
1903,4.212171944573129e-08,5.313816495711166e-07,9.180374460626695e-09
1904,3.439760121182189e-08,5.707851995495616e-07,3.7622376325430196e-09
1905,3.767354073147544e-08,5.423957990524642e-07,4.644683193610888e-09
1906,3.343719967574543e-08,4.974426546233701e-07,9.259532030014839e-09
1907,4.6799875974556926e-08,6.13026911011616e-07,1.1828539481228972e-08
1908,3.388858615949175e-08,5.387793571287602e-07,6.3848057951787496e-09
1909,3.5206294768386215e-08,5.242437430830194e-07,9.901770070541716e-09
1910,2.8323999146095957e-08,5.023501664647156e-07,9.085056262847502e-09
1911,4.0966881442727754e-08,5.357616950085742e-07,6.916486383623521e-09
1912,3.2819354345292595e-08,6.350284502687487e-07,8.335073964360618e-09
1913,4.719660751106858e-08,5.642381077919367e-07,1.113627856597077e-08
1914,3.080502253283157e-08,5.344001321461178e-07,5.357395083116501e-09
1915,2.591767689352764e-08,5.478054481145023e-07,1.0602685840410686e-08
1916,4.2851102222130066e-08,4.4499221196758754e-07,5.493730803607377e-09
1917,2.631941953268324e-08,4.5949318949745077e-07,1.754627876326964e-08
1918,3.445912710731136e-08,4.65198236376807e-07,2.2972752589112133e-09
1919,3.222746869369075e-08,4.944614842017359e-07,1.7494911519477796e-08
1920,2.5745588771997063e-08,5.376284364366768e-07,3.028892692213958e-09
1921,4.543648302046677e-08,5.18733199061927e-07,1.5902768879527684e-08
1922,2.87739485571592e-08,5.171933032954712e-07,9.591315908163978e-09
1923,4.2463792482294593e-08,4.5648576740831004e-07,1.6985517437007047e-08
1924,3.2229060309418855e-08,4.6152016208722557e-07,1.4180787211159895e-08
1925,3.629398648286042e-08,4.993172524336842e-07,4.399271169575059e-09
1926,3.901148559748435e-08,4.960031656509045e-07,2.229227691330493e-09
1927,2.5643217327342427e-08,4.4819884958968714e-07,3.3447675740205796e-09
1928,1.9424270192303084e-08,5.164570671123414e-07,2.2852082448565625e-09
1929,2.4508894469477127e-08,4.7123918767155715e-07,1.1140405931087116e-08
1930,4.7266215830177316e-08,5.924032251414246e-07,7.3525223687198604e-09
1931,4.904303452235581e-08,4.58495327038122e-07,1.2545892325022123e-08
1932,2.9590749406338546e-08,5.019467846922865e-07,4.383814644626227e-09
1933,3.555905436769535e-08,4.897972989414967e-07,5.735331320977366e-09
1934,3.1152108448395666e-08,4.409221556755938e-07,7.188948103475923e-09
1935,4.6676309040094566e-08,5.613125120262907e-07,5.98414207075848e-09
1936,4.607391446143083e-08,4.4376454999550674e-07,9.699771652549316e-09
1937,4.658713592675667e-08,5.237905076338478e-07,6.295559074054324e-09
1938,5.963998717106733e-08,4.187764257590487e-07,9.075649898271365e-09
1939,3.364691281149135e-08,5.077624640748013e-07,6.117620188206274e-09
1940,5.325144059042941e-08,5.477290869748686e-07,0.0
1941,3.836953510472085e-08,6.64088063651036e-07,8.854507793643052e-09
