year,oubliant_VERB en_ADP,oubliant_VERB sans_ADP
1921,1.666004423306333e-08,8.330022005509363e-09
1922,1.1804696775641332e-08,6.6401419362982494e-09
1923,5.307974060286824e-09,2.0170300985000722e-08
1924,2.0626599095407983e-08,2.062659898438568e-08
1925,1.0998177923937646e-09,1.2097995494286806e-08
1926,2.229227691330493e-09,1.3375366592072169e-08
1927,5.574612327308159e-09,1.0034302722061739e-08
1928,5.713020723163709e-09,4.570416489713125e-09
1929,4.4561625500705304e-09,6.684243825105796e-09
1930,1.05036033204442e-08,1.4705044737439721e-08
1931,1.1405356659111021e-09,1.3686427990933225e-08
1932,1.0959536611565568e-09,1.2055489939655217e-08
1933,4.588264879146209e-09,1.032359597807897e-08
1934,8.38710612072191e-09,2.036868629318178e-08
1935,5.98414207075848e-09,2.0346082152400413e-08
1936,1.091224310911798e-08,1.33371855781661e-08
1937,1.2591118148108649e-09,1.888667711114067e-08
1938,1.1668693344901726e-08,1.4261736125398272e-08
1939,6.117620188206274e-09,1.070583532936098e-08
1940,7.607348528892999e-09,2.028626333583361e-08
1941,1.1806010391524069e-08,8.854508237732261e-09
1942,1.517105907566929e-08,1.2136847082899749e-08
1943,2.3225881884414434e-08,1.1612940831184915e-08
1944,6.4263723231761105e-09,2.5705489292704442e-08
1945,6.535512131478072e-09,1.089252066321933e-08
1946,6.960552134671616e-09,1.9489545088902105e-08
1947,1.7881307101674793e-08,1.7881306213496373e-08
1948,1.6307831529616124e-08,1.4133454406817236e-08
1949,6.871905600114303e-09,4.908504269707237e-09
1950,1.0635361258337639e-08,1.701657836861159e-08
1951,1.3859821956785368e-08,7.462981344019681e-09
1952,1.0544803585865736e-08,2.2144087452602434e-08
1953,8.619062019654677e-09,1.2928592862948562e-08
1954,9.772535891627854e-09,2.247683283940205e-08
1955,3.754243138587299e-09,6.569925492527773e-09
1956,2.616342476002842e-09,1.0465369459922158e-08
1957,1.1485549400447326e-08,1.2369053170591116e-08
1958,1.2408365002158916e-08,1.4890038535497752e-08
1959,1.1626121954044777e-08,1.3176271629333769e-08
1960,1.2457499698470542e-08,1.2457499920515147e-08
1961,9.727423089245235e-09,9.03260666262895e-09
1962,1.268391242037481e-08,1.0781325887609938e-08
1963,6.4660533594107505e-09,1.2285501393982656e-08
1964,7.909158605823308e-09,1.3993127545575135e-08
1965,1.2585699593614663e-08,8.755269675919664e-09
1966,2.7695373772118614e-09,1.3293779410616935e-08
1967,1.0353704449350687e-08,1.0846738118797106e-08
1968,1.1677681044375277e-08,1.3474247717581989e-08
1969,9.537690970340407e-09,1.1808570066218493e-08
1970,8.737577439354993e-09,7.817832520240486e-09
1971,1.6956712034499333e-08,1.1304474800688524e-08
1972,5.130146751852749e-09,8.721249722398738e-09
1973,2.039885482751913e-08,1.2680368866035963e-08
1974,6.750686010192908e-09,8.438357568252286e-09
1975,3.998036124386317e-09,1.028066431985053e-08
1976,8.570290255249802e-09,7.427584991503977e-09
1977,9.402850609241398e-09,1.9981059029561266e-08
1978,4.752473081737207e-09,1.841583374684319e-08
1979,1.4044735707763323e-08,1.7555919384903973e-08
1980,8.527726302887118e-09,1.7623967618618508e-08
1981,1.012087935681194e-08,1.8344094243616382e-08
1982,8.690503427999374e-09,1.8622506647858472e-08
1983,7.57837881337764e-09,1.515675762675528e-08
1984,1.0438215625185876e-08,6.378909400694965e-09
1985,1.8648230737383642e-08,2.285912126254175e-08
1986,1.1988970760601347e-08,1.1988970927134801e-08
1987,1.283271516827611e-08,1.2221633483022742e-08
1988,1.6190695673046207e-08,1.4991384078566483e-08
1989,1.2622680678475717e-08,1.9757240732332093e-08
1990,1.1987031922622293e-08,1.6890818632653293e-08
1991,7.033758464558559e-09,1.2309077312977479e-08
1992,8.815910779169656e-09,9.366905251440016e-09
1993,1.827938511667071e-08,9.970573700002205e-09
1994,1.1604838756618108e-08,9.494867947434926e-09
1995,5.4224509327127635e-09,1.9520822291951845e-08
1996,1.0142374717858615e-08,1.1743802819097482e-08
1997,7.67183128136395e-09,1.7741110136526572e-08
1998,1.9072516788121163e-08,1.1920322728897759e-08
1999,2.0108885889769113e-08,1.3253583674988079e-08
2000,1.9881140955746446e-08,2.076474725498656e-08
2001,1.2705514501609727e-08,1.22673927682726e-08
2002,1.6210518871684343e-08,1.4896153421872782e-08
2003,6.667076779542924e-09,1.333415317050779e-08
2004,1.7619164571769375e-08,1.7619164460747072e-08
2005,1.3511249008502091e-08,1.30608737158866e-08
2006,1.8118715416903797e-08,2.1413026907168842e-08
2007,7.190062878414949e-09,1.3181782443361101e-08
2008,1.1920831516354369e-08,1.3198063419928019e-08
2009,1.4781396773244637e-08,1.6211854525494118e-08
2010,1.039234459598859e-08,1.2281861527796423e-08
2011,9.942326933964907e-09,2.1031845487406997e-08
2012,1.46382865828798e-08,1.0212757972638542e-08
2013,1.2551062911203559e-08,1.58980131281794e-08
2014,1.147685946278898e-08,1.6240839340042612e-08
2015,1.50727123282568e-08,1.5294369992702173e-08
2016,1.532791626956964e-08,1.9677730334066723e-08
2017,1.106868996458843e-08,1.006244565449066e-08
2018,8.002546958429946e-09,1.523065407127433e-08
2019,1.122434567513153e-08,1.0714148235280163e-08
