year,semblant_VERB en_ADP,semblant_VERB sans_ADP
1922,1.3280283539529592e-08,0.0
1923,1.9108707505210987e-08,4.246379248229459e-09
1924,2.1915761649893284e-08,3.867487219366694e-09
1925,1.5397448649423495e-08,0.0
1926,1.7833821530643945e-08,3.343841648018042e-09
1927,1.7838759802657478e-08,3.3447675740205796e-09
1928,2.170947865920425e-08,4.570416489713125e-09
1929,1.1140405931087116e-08,5.570202965543558e-09
1930,2.2057568216382606e-08,3.1510811737689437e-09
1931,3.307553342324354e-08,7.983749661377715e-09
1932,1.4247397484012936e-08,2.1919073223131136e-09
1933,1.1470662419910127e-08,9.176529758292418e-09
1934,2.6359476379411717e-08,1.0783422155213884e-08
1935,1.4361940969820353e-08,4.787313656606784e-09
1936,1.8187071404440758e-08,0.0
1937,1.1332006444320086e-08,2.5182236296217297e-09
1938,1.4261736125398272e-08,1.0372171566075394e-08
1939,1.6823456405745674e-08,0.0
1940,7.607348528892999e-09,0.0
1941,2.6563522936839945e-08,8.854508237732261e-09
1942,2.4273694165799498e-08,0.0
1943,2.0322646676618206e-08,1.1612940831184915e-08
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,1.742803235060819e-08,0.0
1946,1.9489545977080525e-08,1.3921104269343232e-09
1947,2.2649655262441115e-08,0.0
1948,1.0871888278529696e-08,0.0
1949,2.2579119018928395e-08,4.908504269707237e-09
1950,2.446133184896837e-08,6.381216888229346e-09
1951,2.6653504292539765e-08,5.330700769690111e-09
1952,2.741649041126948e-08,9.490323193972472e-09
1953,1.1851209791302608e-08,2.1547654771580937e-09
1954,1.7590565448699635e-08,5.863521668203475e-09
1955,2.1586897602787758e-08,3.754243138587299e-09
1956,2.2674967681268754e-08,3.488456634670456e-09
1957,2.8272120644601273e-08,3.534015080575159e-09
1958,2.3989505326671434e-08,5.790570245522986e-09
1959,2.6352543258667538e-08,8.525822714489095e-09
1960,2.5607082676515347e-08,2.7683333403416555e-09
1961,1.598076693198891e-08,6.25334317660986e-09
1962,2.473363025501385e-08,1.9025869768540815e-09
1963,2.4571003010009917e-08,3.879631726988464e-09
1964,1.1559539991878864e-08,6.083968329129164e-10
1965,1.860494691641179e-08,2.73602163147757e-09
1966,1.9386760974349215e-08,0.0
1967,1.6763140209263838e-08,7.888536934785861e-09
1968,1.8414805680322388e-08,4.940557296606585e-09
1969,1.3171097990039016e-08,3.1792304344691047e-09
1970,1.6555409487750694e-08,2.7592350626548523e-09
1971,2.928886644326667e-08,6.166076982339064e-09
1972,1.7955514408640738e-08,3.5911027485013847e-09
1973,2.2052814296902312e-08,4.9618833486420044e-09
1974,2.2502286256553816e-08,5.625571675160757e-10
1975,1.7134440977173426e-08,4.569184142155791e-09
1976,1.9997344113953375e-08,3.4281160132820787e-09
1977,1.6454989204550685e-08,5.876781727920388e-09
1978,1.485147826940647e-08,3.5643548113029055e-09
1979,1.697072249395859e-08,2.3407893401383717e-09
1980,1.591842213599648e-08,2.2740602734216964e-09
1981,1.2651098835192442e-08,1.2651099057237047e-09
1982,1.8622506203769262e-08,1.8622506869903077e-09
1983,1.7682884490000106e-08,6.315316047889041e-10
1984,1.275781880138993e-08,5.219107812592938e-09
1985,1.4437339324047116e-08,3.609334831011779e-09
1986,1.7384007122700496e-08,8.991728250862252e-09
1987,1.4054879038383206e-08,1.2221633705067347e-09
1988,1.679035038781862e-08,2.99827696004229e-09
1989,1.481792966107065e-08,1.0976244357863152e-09
1990,1.961514328741032e-08,1.6345953479657283e-09
1991,1.6998249918742658e-08,1.7584396161396398e-09
1992,1.652983172562017e-08,1.65298330578878e-09
1993,2.7142116665324068e-08,1.661762283333701e-09
1994,2.37371702294098e-08,4.747434001473039e-09
1995,1.6809597269684673e-08,1.626735190995987e-09
1996,2.6156651955488996e-08,1.6014276571496566e-09
1997,1.91795770376757e-08,1.917957792585412e-09
1998,2.4794271524797296e-08,4.291316191284977e-09
1999,1.3710603319339043e-08,4.570201106446348e-09
2000,2.4299172451947015e-08,3.092622158362701e-09
2001,2.2782300490575835e-08,5.695575122643959e-09
2002,2.4534839937473407e-08,4.381221607729913e-09
2003,2.4584844382502524e-08,5.416999737661854e-09
2004,1.8940601975714344e-08,4.404791198453495e-09
2005,1.6663873836364473e-08,6.7556245042510454e-09
2006,2.26483944376632e-08,7.412201963319376e-09
2007,1.3581230584591708e-08,1.0385647009059085e-08
2008,2.9376334420572192e-08,5.960415716543821e-09
2009,2.288732470212551e-08,3.337734755248789e-09
2010,2.267420695645228e-08,7.085689368580006e-09
2011,2.562061141020422e-08,7.265546830836911e-09
2012,3.063827375138217e-08,5.446804340891731e-09
2013,2.5102124823206395e-08,3.904775169871755e-09
2014,3.096586642659105e-08,5.197068553286499e-09
2015,2.704222035188053e-08,5.984753581600444e-09
2016,2.6306019140776016e-08,6.8354220061905835e-09
2017,2.9684212976555102e-08,8.301517695485927e-09
2018,3.0461307920504055e-08,7.228107001822082e-09
2019,3.188734609693711e-08,5.867272001580659e-09
