year,riant_VERB en_ADP,riant_VERB sans_ADP
1855,1.8043586180738203e-08,6.8990182455763716e-09
1856,1.915559949550172e-08,6.212626857404757e-09
1857,1.4644527368545823e-08,8.298565390418844e-09
1858,2.1532174210303623e-08,1.0766087576996597e-08
1859,2.3933214521321133e-08,1.3748867822016564e-08
1860,1.1900677776566226e-08,1.4646988510946812e-08
1861,1.5562680033553988e-08,2.8295783494058924e-09
1862,8.584174260306554e-09,1.581295272501393e-08
1863,1.748117206545885e-08,5.9935452156878455e-09
1864,1.8699438775193755e-08,4.315255264231155e-09
1865,2.6358328464315406e-08,9.413688495385486e-09
1866,1.4596838404656864e-08,8.75810357570117e-09
1867,4.124889585455094e-08,1.5043715606566366e-08
1868,3.1615194018286275e-08,6.915823469455518e-09
1869,2.0022428159904848e-08,1.7580669364747337e-08
1870,2.4656408914580652e-08,8.027668307875047e-09
1871,2.9739296358854972e-08,1.805600113868877e-08
1872,2.53988242659986e-08,7.256807155187062e-09
1873,4.0106229448610975e-08,7.183205141814142e-09
1874,2.5093358502203955e-08,4.779687312606029e-09
1875,1.7164582089002067e-08,2.1169650921137873e-08
1876,1.6324239737741664e-08,2.6602464231473277e-08
1877,1.6699003069220453e-08,2.3502300550148902e-08
1878,3.8650167510922984e-08,6.039088784604019e-09
1879,2.6881031511827302e-08,7.331190321480108e-09
1880,3.529815595371133e-08,1.9253538763308597e-09
1881,1.7431269150325335e-08,6.9725074602899895e-09
1882,2.9949232205339626e-08,8.652000893505374e-09
1883,2.3381554747903266e-08,1.3270612164717477e-08
1884,2.6406787867472303e-08,1.386356363042296e-08
1885,1.0313017106966527e-08,1.0313017106966527e-08
1886,1.5488313631628614e-08,1.677900662855336e-08
1887,2.2198344495905076e-08,1.1099172247952538e-08
1888,1.0144983297877275e-08,8.242799331981132e-09
1889,1.9421923624918236e-08,1.628935564212952e-08
1890,1.769684337959987e-08,2.2940351840361473e-08
1891,1.0198752065093686e-08,2.2947192590550003e-08
1892,2.193979398157353e-08,9.402768341715273e-09
1893,1.6011883374744684e-08,9.853466487186324e-09
1894,2.142523314319078e-08,1.2603078580752936e-08
1895,2.2268872967856623e-08,1.6852119699706236e-08
1896,1.2973464080801023e-08,5.307326134129653e-09
1897,1.8062811357744124e-08,1.3401440845939305e-08
1898,9.619203211741478e-09,8.487532454637403e-09
1899,1.326618814800895e-08,1.1055156790007459e-08
1900,2.18024234222014e-08,1.349673794948103e-08
1901,1.900171220370339e-08,1.117747761014698e-08
1902,5.892340837476695e-09,1.1293653123800595e-08
1903,1.5120615870500842e-08,1.0800440541913758e-08
1904,8.061937784020756e-09,1.1286712897629059e-08
1905,9.289366165177171e-09,1.1353670004154992e-08
1906,1.8519063615940468e-08,1.18316245689698e-08
1907,6.685696440911215e-09,4.114274698707732e-09
1908,6.875944702500192e-09,4.4202499438483756e-09
1909,1.2102163438054703e-08,1.0451868703853506e-08
1910,2.2979847247306395e-08,1.5498036631811374e-08
1911,1.276889838308648e-08,1.3300935464144459e-08
1912,1.2502610502451716e-08,1.5628263128064646e-08
1913,1.2727175369153798e-08,1.590896836489719e-08
1914,9.375441423209452e-09,1.4732836284281348e-08
1915,1.1780762143587253e-08,1.4136913861761968e-08
1916,5.493731025651982e-09,1.648119329900055e-08
1917,1.096642476827725e-08,3.289927441585405e-09
1918,1.72295644418341e-08,1.9526840588923733e-08
1919,6.445493971884986e-09,6.4454939163738345e-09
1920,1.514446346106979e-08,1.514446346106979e-08
1921,1.2873671018098776e-08,2.120369302360814e-08
1922,1.1066903615741808e-08,7.377935595798135e-09
1923,2.229349149729387e-08,4.246379248229459e-09
1924,2.707241142374528e-08,1.4180787211159895e-08
1925,1.539744931555731e-08,6.598906754362588e-09
1926,2.340688998181406e-08,1.5604593173179637e-08
1927,3.9022286735246325e-08,1.4493992672726108e-08
1928,3.085031252680892e-08,1.82816659588525e-08
1929,2.0052731031228177e-08,7.798284684668033e-09
1930,2.6259008523155103e-08,1.470504518152893e-08
1931,2.0529641986399838e-08,1.710803587684495e-08
1932,1.0959536833610173e-08,9.863582839386709e-09
1933,1.261772819560747e-08,2.2941324395731044e-09
1934,3.474658250013363e-08,5.990790086229936e-09
1935,8.377798899061872e-09,1.6755597798123745e-08
1936,9.699771652549316e-09,1.576212937948185e-08
1937,7.55467088886519e-09,1.3850230295986421e-08
1938,5.186085783037697e-09,9.075650453382877e-09
1939,6.117620188206274e-09,6.117620188206274e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,1.2136846860855144e-08,6.068423541449874e-09
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,1.742803235060819e-08,8.714016175304096e-09
1946,2.3665877257883494e-08,1.6705325123211878e-08
1947,1.0728784083369192e-08,2.3841742802233057e-08
1948,3.044128593643336e-08,7.610321262063735e-09
1949,1.570721330779179e-08,2.945102384188658e-09
1950,1.595304155443955e-08,1.2762433776458693e-08
1951,1.919052239340857e-08,7.462981344019681e-09
1952,1.4762725042416491e-08,8.435843135146115e-09
1953,5.386913692895234e-09,1.508335856215126e-08
1954,1.5636057781875934e-08,1.2704297169818801e-08
1955,7.508486277174597e-09,1.8771215692936494e-09
1956,1.4825940697349438e-08,7.849027205963921e-09
1957,1.3252556385623393e-08,8.835037590415595e-09
1958,1.5717262880077243e-08,1.0753916868111446e-08
1959,1.3951345856355601e-08,1.007597205671118e-08
1960,2.5607082898559952e-08,8.305000243069571e-09
1961,2.2234108942864594e-08,1.320150300188061e-08
1962,2.4733629588880035e-08,1.0781326054143392e-08
1963,8.405868889838075e-09,5.1728425987107585e-09
1964,1.9468698597702172e-08,1.4601523545820783e-08
1965,1.6963334570352373e-08,5.47204326295514e-09
1966,2.0494576702390077e-08,1.495550172592175e-08
1967,2.5144710535940362e-08,1.2818872185960117e-08
1968,1.3474247911871018e-08,1.6169096284102125e-08
1969,1.544197653080559e-08,1.1354394757745467e-08
1970,1.7935028046034418e-08,2.7592350626548523e-09
1971,2.7233506338930624e-08,9.762954888969944e-09
1972,1.7442498556619057e-08,1.1799337507056862e-08
1973,1.5988290968937946e-08,6.064523994098181e-09
1974,1.8564387360697765e-08,1.012602890426706e-08
1975,7.996072248772634e-09,7.4249242310031605e-09
1976,8.570290255249802e-09,6.2848797277581525e-09
1977,1.2928919657095861e-08,4.11374712072643e-09
1978,1.663365645221404e-08,1.1881182260253809e-08
1979,1.9311512056141567e-08,9.363157360553487e-09
1980,9.664756106531058e-09,7.95921106799824e-09
1981,1.2651099334792804e-08,1.0120879245789638e-08
1982,1.1794254017871708e-08,5.586751949948621e-09
1983,1.4525227021167098e-08,1.4525227243211702e-08
1984,1.1598016769198694e-08,9.278413592994639e-09
1985,1.4437338990980209e-08,6.617113967877231e-09
1986,1.0190625565620337e-08,1.0790073723399018e-08
1987,1.2221633483022742e-08,5.49973533381376e-09
1988,8.994830658082265e-09,9.594486094499644e-09
1989,1.1525056464734007e-08,9.329808037250586e-09
1990,1.3621627381610324e-08,9.262707045820662e-09
1991,7.6199047072123e-09,6.4476117778156095e-09
1992,8.264916417921597e-09,7.713921945651236e-09
1993,1.3294098155647305e-08,5.539207315052863e-09
1994,8.967375231261343e-09,5.802419433820205e-09
1995,1.2471636778865758e-08,8.133675954979935e-09
1996,5.871901409548741e-09,6.4057106285986265e-09
1997,1.3905194440333446e-08,2.876936688878118e-09
1998,1.6688452286750532e-08,9.059445638115449e-09
1999,6.8553016596695215e-09,3.656160929565999e-09
2000,8.83606254831193e-09,6.627047355323157e-09
2001,1.095302959441824e-08,1.0514908055370142e-08
2002,1.8839251658686607e-08,9.200564754507923e-09
2003,1.12506919336397e-08,8.333845613606172e-09
2004,1.2333415538856585e-08,7.047666006343434e-09
2005,1.1709749281330062e-08,1.261049931144953e-08
2006,1.4412614379732958e-08,9.471146533712727e-09
2007,1.877405364503204e-08,8.787854888225866e-09
2008,2.171294288810799e-08,9.366367237362283e-09
2009,2.002640786535892e-08,2.2887324035991696e-08
2010,3.259417158396616e-08,1.795041271179798e-08
2011,3.6710131767758725e-08,1.606068167347985e-08
2012,4.3234010732584593e-08,2.8595723122748495e-08
2013,5.3551200474011296e-08,3.235384937738672e-08
2014,5.1104506432197994e-08,2.6418431886554572e-08
2015,5.6079357602101254e-08,2.3717356967267733e-08
2016,5.1990634020171456e-08,2.5063213726639333e-08
2017,5.433720368097639e-08,2.6413918163825656e-08
2018,5.756670901080341e-08,3.149389371515099e-08
2019,5.2040150799737006e-08,2.5254779600913935e-08
