year,évitant_VERB en_ADP,évitant_VERB sans_ADP
1983,2.3998200759933752e-08,3.78918940668882e-09
1984,1.1598016769198694e-08,1.1598016991243298e-09
1985,2.2257564680217e-08,3.0077789148208467e-09
1986,1.6784559520033326e-08,1.7983456945813714e-09
1987,2.810975807676641e-08,7.944062296871834e-09
1988,2.7584148298842592e-08,5.996553809062277e-10
1989,1.8659616074501173e-08,3.2928733073589456e-09
1990,1.6345952147389653e-08,2.724325431913144e-09
1991,1.4653663171770859e-08,3.5168792322792797e-09
1992,1.322386644631024e-08,4.958949695321735e-09
1993,1.550978012687665e-08,2.7696036575264316e-09
1994,1.160483886764041e-08,2.637463358823311e-09
1995,1.5182862966867106e-08,3.795715741716776e-09
1996,1.8149513891785318e-08,1.067618438099771e-09
1997,1.965906726297817e-08,4.79489448146353e-10
1998,2.3840646790063147e-08,2.3840645013706308e-09
1999,2.2851006420410158e-08,4.570201161957499e-10
2000,1.590491294223284e-08,3.092622158362701e-09
2001,1.664860427297299e-08,4.8193329327261836e-09
2002,1.3143664823189738e-08,1.3143663935011318e-09
2003,1.3334153337041244e-08,8.333845835650777e-10
2004,1.7178685141061578e-08,4.845270407116686e-09
2005,1.9816498664226856e-08,9.007499190971657e-10
2006,1.2353670086895363e-08,2.8825228870488218e-09
2007,1.2782334302130494e-08,3.595031605740928e-09
2008,1.7455501932772677e-08,2.1287198670449925e-09
2009,1.9549588614609092e-08,1.907277002999308e-09
2010,1.2281861749841028e-08,2.3618964561933353e-09
2011,1.9502257586623273e-08,3.4415748029203996e-09
2012,1.7702113552786614e-08,4.765953853791416e-09
2013,1.7013663367038134e-08,7.2517249982695375e-09
2014,1.1260315346817151e-08,4.330890313042346e-09
2015,1.0196246513771712e-08,4.876465897751814e-09
2016,1.2220906064897008e-08,8.078226088059637e-09
2017,1.33327402451755e-08,4.024978128569501e-09
2018,9.551427204712581e-09,5.162933192082164e-09
2019,9.693753355577428e-09,6.12237061048404e-09
