year,évitant_VERB en_ADP,évitant_VERB sans_ADP
1800,0.0,3.144164484325529e-09
1801,9.524730337773235e-09,0.0
1802,0.0,1.3427040812530322e-08
1803,0.0,2.3404069793286908e-08
1804,0.0,4.943701892301533e-09
1805,2.842877711017877e-09,2.842877711017877e-09
1806,0.0,2.0171682990621775e-08
1807,5.693910232196231e-09,8.540865792383556e-09
1808,0.0,0.0
1809,2.259030518203531e-09,6.7770917766551975e-09
1810,0.0,9.360507036149102e-09
1811,1.504245972228091e-08,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,1.622322720606917e-08
1817,1.2454987263765815e-08,3.113746815941454e-09
1818,0.0,5.960588467246453e-09
1819,1.035105001712111e-09,3.1053151161586356e-09
1820,4.746592452420373e-09,1.1866481131050932e-09
1821,8.875339574387908e-09,9.86148829262845e-10
1822,0.0,1.1028177482330648e-08
1823,9.882686891060644e-10,0.0
1824,1.6842225392110777e-09,1.6842225392110777e-09
1825,0.0,2.201360693732113e-08
1826,1.6735169694470642e-08,0.0
1827,0.0,3.6869092223668076e-09
1828,1.6510142586412258e-08,1.8344602503717056e-09
1829,9.430493719264632e-09,8.573175946935407e-09
1830,1.1480519646056564e-08,1.0436835395921662e-08
1831,1.5591206548037917e-08,4.677361609140007e-09
1832,1.0823975493678972e-08,0.0
1833,3.4750886612755494e-09,0.0
1834,0.0,1.8669061851994684e-09
1835,1.5882484660778573e-08,0.0
1836,1.4113575197427508e-08,1.3441500135158435e-09
1837,6.957890930081589e-10,1.3915781860163179e-09
1838,3.1560809521380406e-09,0.0
1839,8.38977065598101e-09,1.3982950353153e-09
1840,1.6561189752906103e-08,3.821813088222825e-09
1841,4.494383976094696e-09,1.2841097074556274e-09
1842,3.3541325272778977e-09,3.3541325272778977e-09
1843,1.1813821920725331e-08,2.953455480181333e-09
1844,6.037417232818143e-09,5.488561272137815e-10
1845,6.696273757711424e-09,0.0
1846,9.952652035849496e-09,1.7563503984519002e-09
1847,1.0786447290911383e-08,0.0
1848,1.287235473768078e-08,0.0
1849,2.513824481908955e-09,1.005529792763582e-08
1850,0.0,0.0
1851,1.9348316282474798e-09,0.0
1852,1.3021090872200602e-09,1.9531636308300904e-09
1853,2.388772735173461e-09,0.0
1854,5.7152309551611324e-09,0.0
1855,5.306937111981824e-09,1.0613874223963649e-09
1856,1.3978411317339123e-08,1.0354378465748937e-09
1857,3.4170564155999728e-09,0.0
1858,6.8511463169329545e-09,9.787352039936081e-10
1859,2.036869339860914e-09,2.036869339860914e-09
1860,3.204028820036342e-09,0.0
1861,3.3011746669586728e-09,4.2443675241088386e-09
1862,8.132375661773494e-09,1.8071945051545413e-09
1863,2.9967726078439227e-09,1.4983863039219614e-09
1864,7.1920918109924514e-09,0.0
1865,5.177528628053096e-09,4.706844358715045e-10
1866,9.244664589402873e-09,0.0
1867,3.396968040192405e-09,1.261730986357179e-08
1868,4.93987406535723e-10,1.4819622196071691e-09
1869,9.767038289254515e-10,1.4650557433881772e-09
1870,5.734048791339319e-09,5.734048791339319e-10
1871,5.3105884134652115e-09,0.0
1872,1.0885210954825197e-08,1.2094678591978436e-09
1873,1.6760813181804224e-08,5.986004469882289e-10
1874,1.4339061493728877e-08,5.974609140757536e-10
1875,4.577221712764867e-09,7.437985338754061e-09
1876,4.836811839936672e-09,6.650616057868319e-09
1877,1.608052180301911e-08,1.2369631985365004e-09
1878,6.039088784604019e-09,6.039088673581716e-10
1879,1.221865097988939e-08,3.665595160740054e-09
1880,1.0910338410496934e-08,7.059631101924424e-09
1881,6.9725074602899895e-09,2.7890030285249168e-09
1882,3.9932310791357395e-09,3.3276925659464496e-09
1883,1.516641390253426e-08,4.423537092179686e-09
1884,4.621187876807653e-09,0.0
1885,1.160214413431504e-08,6.445635691854079e-10
1886,1.2906927970846027e-08,6.453463874400711e-10
1887,5.223139698529167e-09,2.6115698492645834e-09
1888,1.2047167707862627e-08,1.268122939990235e-09
1889,1.3156786771162388e-08,6.265136742733546e-10
1890,7.865263995654459e-09,6.554386478008212e-10
1891,1.0198752065093686e-08,1.9122659011827636e-09
1892,5.641661360300532e-09,6.268512375839919e-10
1893,8.005941687372342e-09,6.158416554491453e-10
1894,1.0082462864602348e-08,6.301539290376468e-10
1895,3.611168697403855e-09,4.814891596538473e-09
1896,4.1279202278587945e-09,0.0
1897,8.740070001067579e-09,1.1653427112179315e-09
1898,1.0185038590293516e-08,0.0
1899,4.4220627160029835e-09,5.527578395003729e-10
1900,7.786579381274805e-09,1.038210628578895e-09
1901,7.824234593556412e-09,5.588738916095792e-10
1902,4.17374117489544e-08,5.4013122863239005e-09
1903,1.83607493653426e-08,7.020286574288548e-09
1904,1.1286712897629059e-08,3.2247751136083025e-09
1905,8.257214467732865e-09,0.0
1906,6.6874399351490865e-09,5.144184522798412e-10
1907,4.114274698707732e-09,1.028568674676933e-09
1908,3.437972351250096e-09,9.822778146428846e-10
1909,4.950885035270858e-09,0.0
1910,1.1222716089775986e-08,5.344150677544235e-10
1911,8.51259862599818e-09,1.0640748282497725e-09
1912,4.167536982180309e-09,5.209421227725386e-10
1913,9.545381374209683e-09,1.060597942803554e-09
1914,8.036092680185902e-09,2.678697486047099e-09
1915,4.712304768617059e-09,0.0
1916,1.3184954461564757e-08,1.0987462051303964e-09
1917,7.676496771580332e-09,1.0966424435210342e-09
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,4.603924352863942e-09,0.0
1920,9.843901693784574e-09,1.514446346106979e-09
1921,7.572747762196741e-09,0.0
1922,1.623145884366295e-08,0.0
1923,4.246379248229459e-09,0.0
1924,1.0313299547703991e-08,1.289162443462999e-09
1925,8.798542339150117e-09,3.299453377181294e-09
1926,5.57306911730393e-09,0.0
1927,1.8953683067479687e-08,3.3447675740205796e-09
1928,1.0283437212876834e-08,5.713020723163709e-09
1929,1.6710609784809094e-08,1.1140406375176326e-09
1930,7.352522590764465e-09,6.302162347537887e-09
1931,3.4216069977333063e-09,0.0
1932,1.53433514782364e-08,0.0
1933,3.326492148403304e-08,0.0
1934,7.188948103475923e-09,4.7926320689839486e-09
1935,1.4361940969820353e-08,0.0
1936,1.33371855781661e-08,3.6374143697059935e-09
1937,3.777335333410292e-09,2.5182236296217297e-09
1938,6.482607339819424e-09,5.186085783037697e-09
1939,2.4470480752825097e-08,4.588215141154706e-09
1940,1.5214697057785997e-08,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,2.322588166236983e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,2.178504132643866e-08,2.178504043826024e-09
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,1.907339353124371e-08,2.3841741914054637e-09
1948,1.4133454406817236e-08,1.0871887834440486e-09
1949,1.668891336237266e-08,4.908504269707237e-09
1950,2.0207187034770868e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,1.4762725264461096e-08,2.1089607837865287e-09
1953,2.0470272588113403e-08,0.0
1954,2.052232517257835e-08,0.0
1955,1.3139850985055546e-08,9.385607846468247e-10
1956,2.0058624983221307e-08,8.72114158667614e-10
1957,2.738861759610245e-08,8.835037701437898e-10
1958,1.5717262158432277e-08,8.272243445794913e-10
1959,2.1702094343822864e-08,7.750747821333448e-10
1960,1.7302083321624195e-08,2.7683333403416555e-09
1961,1.389631876236308e-08,4.16889545107324e-09
1962,1.585489073363533e-08,1.9025869768540815e-09
1963,1.4871922360271128e-08,1.939815863494232e-09
1964,1.9468698653213323e-08,0.0
1965,1.9699356812452606e-08,1.0944086747954884e-09
1966,1.9386762417639147e-08,3.8773522170743036e-09
1967,1.429797347185513e-08,9.860671168482327e-10
1968,1.4372530721118437e-08,5.3896989093971115e-09
1969,2.361714024345929e-08,1.8167031212712459e-09
1970,2.989171221656761e-08,2.2993624781975086e-09
1971,2.1581270104320538e-08,3.083038491169532e-09
1972,1.6929485369132635e-08,2.0520587451500205e-09
1973,1.9847533394568018e-08,4.9618833486420044e-09
1974,2.3627400480563665e-08,0.0
1975,1.6563292959403952e-08,1.1422960355389478e-09
1976,1.2569759455516305e-08,2.285410749536254e-09
1977,1.8218024422367307e-08,1.1753563677885381e-09
1978,1.7821774278559133e-08,1.7821774056514528e-09
1979,2.3993090181306798e-08,1.1703946700691858e-09
1980,1.5349906234973787e-08,3.411090521154847e-09
1981,1.9609203150139365e-08,5.060439622894819e-09
1982,1.6139505731871395e-08,1.2415004579935385e-09
