year,grand_ADJ homme_NOUN,grand_ADJ somme_NOUN
1800,1.4016684872331098e-05,0.0
1801,1.4425204426515847e-05,0.0
1802,1.6956115359789692e-05,0.0
1803,1.4206270861905068e-05,0.0
1804,1.7960468539968133e-05,2.4718509461507665e-09
1805,2.114816743414849e-05,0.0
1806,1.7503258277429268e-05,1.4408345627714425e-08
1807,1.416929535480449e-05,0.0
1808,1.6886782759684138e-05,0.0
1809,1.4765023479412775e-05,0.0
1810,1.6591498933848925e-05,0.0
1811,1.6506593965459615e-05,2.5070767684098882e-09
1812,1.8667789845494553e-05,0.0
1813,1.8669314158614725e-05,0.0
1814,1.6992056771414354e-05,0.0
1815,1.60862418852048e-05,0.0
1816,1.3170943020668346e-05,0.0
1817,1.69341128639644e-05,3.7364962679475866e-08
1818,1.558336225571111e-05,0.0
1819,1.7600925275473855e-05,0.0
1820,1.5096537026693113e-05,2.7292905713238724e-08
1821,1.9160872398060746e-05,6.903041693817613e-09
1822,1.7052570910891518e-05,2.0051231786055723e-08
1823,1.3562999811256304e-05,6.917880934764753e-09
1824,1.4733578609593678e-05,6.736890156844311e-08
1825,1.5254549907695036e-05,5.107157008410468e-08
1826,1.3782733731204644e-05,2.3781558056157337e-08
1827,1.583896118972916e-05,3.594736597278825e-08
1828,1.3558495993493125e-05,2.5682442839070063e-08
1829,1.6050700651248917e-05,1.1145129263923081e-08
1830,1.585146674187854e-05,0.0
1831,1.3915151612309273e-05,4.677361609140007e-09
1832,1.5039913705550134e-05,0.0
1833,1.2393324141157791e-05,0.0
1834,1.340345261269249e-05,0.0
1835,1.091580452339258e-05,2.647080776796429e-08
1836,1.2874268577434123e-05,2.016225053580456e-08
1837,1.1114534572698176e-05,5.148839221646995e-08
1838,1.0985055268974975e-05,2.5879863585487328e-08
1839,9.761497494764626e-06,9.088918062616358e-09
1840,1.1555889614101034e-05,4.267691267045848e-08
1841,1.1641096534731332e-05,3.467096121312352e-08
1842,9.264113941753749e-06,6.708265054555795e-10
1843,1.0468818800291047e-05,4.134837805480629e-09
1844,1.0297638254996855e-05,2.195424464446205e-08
1845,1.0580670277704485e-05,1.9530798311961917e-08
1846,1.0813849257829133e-05,1.0538101946622191e-08
1847,1.0045418093795888e-05,9.707802561820245e-09
1848,8.438632903562393e-06,2.413566457803995e-09
1849,8.955918929132167e-06,2.0948537127196687e-08
1850,9.004924322653096e-06,2.3761487000228954e-08
1851,9.13498479349073e-06,5.159551008659946e-09
1852,9.66685820458224e-06,4.557382027314816e-09
1853,1.1187219570274465e-05,4.538668108011734e-08
1854,1.112807422032347e-05,3.585008556683533e-08
1855,1.2407618669385556e-05,2.1227748447927297e-08
1856,1.028293354465859e-05,2.7439103433835044e-08
1857,1.069929203367792e-05,1.8061584228235006e-08
1858,9.542179213894997e-06,2.300027723833864e-08
1859,1.104492366721388e-05,1.5276520048956854e-09
1860,1.0008470781031065e-05,2.288591893773173e-08
1861,9.65452090895269e-06,4.5744847909645614e-08
1862,1.0181282050325535e-05,1.9427341513278407e-08
1863,9.869870154943783e-06,1.6482248454963155e-08
1864,9.447531738260295e-06,4.075518589274907e-08
1865,9.347792911285069e-06,1.694463946932956e-08
1866,8.786810212768614e-06,3.6978658357611494e-08
1867,8.437583346676547e-06,4.367530337390235e-09
1868,7.879099030105863e-06,1.432563490055827e-08
1869,9.178574146062601e-06,1.2208797528501236e-08
1870,8.539145710528828e-06,5.734048791339319e-09
1871,5.742870598623995e-06,2.2304472935275044e-08
1872,7.044545327516971e-06,2.1770421909650395e-08
1873,7.0646824497089256e-06,1.6760813181804224e-08
1874,6.465721980930539e-06,5.377148060148329e-09
1875,7.393929536192445e-06,9.154443425529735e-09
1876,7.377951988019049e-06,1.209202959984168e-08
1877,8.487422746839002e-06,1.4843558382438005e-08
1878,8.2759670476662e-06,6.6429977074733415e-09
1879,8.779711606621277e-06,4.27652757650776e-09
1880,9.314861927123275e-06,1.0268554007097919e-08
1881,6.609239790122956e-06,1.743126887276958e-08
1882,7.722243026364595e-06,2.3959387362992857e-08
1883,7.1806648520578165e-06,2.211768546089843e-08
1884,6.9727125264762435e-06,1.9144920315739e-08
1885,6.208436388988048e-06,2.1915161241281567e-08
1886,6.195970854605548e-06,1.097088819790315e-08
1887,5.860362762177829e-06,6.528924512139156e-09
1888,5.887260613235412e-06,1.268122939990235e-08
1889,6.167400442791404e-06,3.3205225236088154e-08
1890,5.50699542145594e-06,1.6385966361553983e-08
1891,5.668593985319603e-06,1.9760081571007504e-08
1892,5.397188942879438e-06,5.328235630486233e-08
1893,5.505008630279917e-06,1.847524977449666e-08
1894,5.361979674489703e-06,1.2603078580752936e-08
1895,5.650275397783844e-06,2.467631965430428e-08
1896,5.520209015230648e-06,3.5382172747233653e-09
1897,5.291238721838454e-06,9.322741689743452e-09
1898,5.5876253099995665e-06,1.7540900287826844e-08
1899,5.279942797642434e-06,1.3818945987509323e-08
1900,4.94863115818589e-06,7.26747462209687e-09
1901,4.946034096064977e-06,2.5708198236884527e-08
1902,4.1148177842842415e-06,2.0623192042990013e-08
1903,4.650669779948657e-06,1.1340462791054051e-08
1904,4.6232526074163616e-06,1.9348650681649815e-08
1905,4.627136604540283e-06,1.2901897328276846e-08
1906,4.621021162165562e-06,1.5432553013283723e-09
1907,4.322560016589705e-06,1.2342823652033985e-08
1908,5.323945970303612e-06,8.840499887696751e-09
1909,5.675364718626952e-06,1.3752458727367411e-08
1910,5.509285074367654e-06,7.481810726517324e-09
1911,5.180448169994634e-06,1.1172785363555704e-08
1912,5.794439402961871e-06,2.6047105805560022e-08
1913,5.361852799978806e-06,1.3787773589513108e-08
1914,5.575708655669587e-06,1.875088173619588e-08
1915,3.805185997407534e-06,1.5314990164938536e-08
1916,4.299393822293496e-06,5.493730803607377e-09
1917,4.544486273516668e-06,1.0966424213165737e-08
1918,5.076978141005384e-06,1.9526840588923733e-08
1919,5.0854946493927855e-06,1.1049418269237776e-08
1920,5.087025328975869e-06,7.572231730534895e-09
1921,5.4970573728496674e-06,5.300923255902035e-09
1922,5.475165835377993e-06,8.115729421831475e-09
1923,5.962977866147412e-06,1.8047112249064412e-08
1924,5.845062332809903e-06,1.1602462102189293e-08
1925,6.06989442530903e-06,1.6497267552040284e-08
1926,6.110313279350521e-06,7.802296586589819e-09
1927,7.447682037309278e-06,1.2264147031260109e-08
1928,5.789574970549438e-06,7.998228745975666e-09
1929,6.553901130246231e-06,1.3368487650211591e-08
1930,5.8715145314636175e-06,4.201441416995522e-09
1931,5.475711532199057e-06,6.843213995466613e-09
1932,5.559772944252472e-06,6.575722188983946e-09
1933,5.45659395356779e-06,5.735331320977366e-09
1934,4.884890131506836e-06,4.7926320689839486e-09
1935,4.8363835958298296e-06,5.98414207075848e-09
1936,4.6243662836786825e-06,3.394919900756577e-08
1937,4.518952209764393e-06,1.0072894518486919e-08
1938,4.632471245713532e-06,2.5930428915188486e-09
1939,4.13551106248633e-06,4.588215141154706e-09
1940,4.209399776300415e-06,7.607348528892999e-09
1941,4.202939635433722e-06,5.017554371988808e-08
1942,4.6180703066056594e-06,0.0
1943,4.537756467470899e-06,8.709705845433291e-09
1944,4.337801328802016e-06,9.639558484764166e-09
1945,5.041058557253564e-06,8.714016175304096e-09
1946,4.556377461994998e-06,1.3921104269343232e-09
1947,5.4442616601591e-06,2.3841741914054637e-09
1948,4.868431460636202e-06,4.348755133776194e-09
1949,4.12019835493993e-06,5.890204768377316e-09
1950,4.67530480818823e-06,1.0635361480382244e-09
1951,4.277354491932783e-06,1.3859822622919182e-08
1952,4.240065663907444e-06,8.435843135146115e-09
1953,3.752523980438127e-06,4.3095309543161875e-09
1954,4.04973889089888e-06,9.772536557761669e-09
1955,4.19536672779941e-06,6.569925492527773e-09
1956,4.420746790856356e-06,4.360570571293465e-09
1957,3.716016863108962e-06,7.068030161150318e-09
1958,3.89622664442868e-06,0.0
1959,3.887775164912455e-06,1.4726420971555854e-08
1960,3.898505383403972e-06,5.536666680683311e-09
1961,4.431536126503488e-06,2.779263708063695e-09
1962,4.537035692919744e-06,8.244543714397423e-09
1963,3.944939180655638e-06,1.0345685197421517e-08
1964,4.831279056816129e-06,1.2167936658258327e-09
1965,4.763960987475002e-06,3.83043037288644e-08
1966,4.185878879070515e-06,8.862519607077957e-09
1967,5.326241534930887e-06,1.232583901611406e-08
1968,5.737334504374303e-06,1.1677681044375277e-08
1969,3.914541139238281e-06,2.5433843475752838e-08
1970,4.420754521561321e-06,1.1496812390987543e-08
1971,4.3481118154886644e-06,8.221435976452085e-09
1972,4.229293153912295e-06,4.104117490300041e-09
1973,3.7754418826807523e-06,1.102640756478479e-09
1974,2.9427365006995387e-06,6.1881286761433785e-09
1975,2.618142616483965e-06,3.4268881066168433e-09
1976,2.936181545010186e-06,5.713526984862938e-09
1977,2.6668835744203534e-06,4.7014254711541525e-09
1978,3.1972263059287798e-06,2.3762365408686037e-09
1979,3.3046094358724076e-06,1.1703946700691858e-09
1980,3.1285383101931075e-06,1.7055452605774235e-09
1981,2.631428515087464e-06,6.958104314946922e-09
1982,2.8175852548883995e-06,4.966001831974154e-09
1983,2.7200067052035592e-06,5.052252838311233e-09
1984,2.819477913362789e-06,1.681712546997005e-08
1985,2.806257725751493e-06,2.4062232206745193e-09
1986,3.2921714137046365e-06,3.5966913891627428e-09
1987,2.7578116714721546e-06,3.6664902225425067e-09
1988,2.866352815544815e-06,5.99655392008458e-09
1989,3.140303533655242e-06,6.585746614717891e-09
1990,2.9874952360842144e-06,3.2691906959314565e-09
1991,2.5878368887788383e-06,2.344586080837985e-09
1992,2.5681849820102798e-06,4.4079553340736766e-09
1993,2.8848191959696123e-06,2.7696036575264316e-09
1994,2.7239721021032892e-06,3.164955852952289e-09
1995,2.780632712529041e-06,5.964695848348356e-09
1996,2.6578361485007918e-06,3.736664311304594e-09
1997,2.618012331367936e-06,1.054876808126437e-08
1998,3.064953489229083e-06,2.86087753487152e-09
1999,2.9358973279158818e-06,6.8553016596695215e-09
2000,2.859791720766225e-06,3.092622158362701e-09
2001,2.924896989497938e-06,4.8193329327261836e-09
2002,3.050206487387186e-06,5.257465574004527e-09
2003,3.066021918129991e-06,2.9168460979889232e-09
2004,3.1414970180776436e-06,2.2023955992267474e-09
2005,3.7151430660742335e-06,3.1526248278623825e-09
