year,petit_ADJ antre_NOUN,petit_ADJ centre_NOUN
1902,0.0,1.0115184850834069e-07
1903,5.400220270956879e-10,1.6524673362994236e-07
1904,1.0749250378694342e-09,2.026233634211394e-07
1905,1.0321518084666081e-09,1.0373125958196283e-07
1906,2.0576738091193647e-09,1.604985548908644e-07
1907,4.114274698707732e-09,1.4091390471149268e-07
1908,1.4734167219643268e-09,9.528094735422599e-08
1909,0.0,1.0396858785011176e-07
1910,2.67207544979442e-09,1.4055116703826087e-07
1911,2.128149656499545e-09,1.1811230427039021e-07
1912,5.209421227725386e-10,8.49135665670353e-08
1913,2.6514948014977335e-09,1.1507487507333991e-07
1914,6.696743715117748e-10,1.3393487974244778e-07
1915,1.6493066468115103e-08,9.306801729280778e-08
1916,1.0987462051303964e-09,1.0218339951961752e-07
1917,1.0966424435210342e-09,1.4366015932409937e-07
1918,0.0,1.2290422812810675e-07
1919,9.207848372660976e-10,1.261475262026579e-07
1920,0.0,1.0449679743729234e-07
1921,1.5145494858259667e-09,8.254294669995943e-08
1922,0.0,8.484625624305409e-08
1923,4.246379248229459e-09,1.1465223881401698e-07
1924,1.289162443462999e-09,9.281969681751434e-08
1925,2.1996355847875293e-09,9.898359820681435e-08
1926,4.458455382660986e-09,1.058883185578452e-07
1927,5.574612327308159e-09,1.092624057896785e-07
1928,1.1426041224282812e-09,1.4396811520711594e-07
1929,0.0,1.1586022341525393e-07
1930,0.0,1.1553963585875238e-07
1931,0.0,1.585344628907137e-07
1932,1.0959536611565568e-09,1.3699421352875163e-07
1933,2.2941324395731044e-09,1.1585369064093243e-07
1934,0.0,1.5815686360554082e-07
1935,0.0,1.4960355088078359e-07
1936,2.424942913137329e-09,1.4185916086262296e-07
1937,6.295559185076627e-09,1.8005298718648532e-07
1938,6.482607339819424e-09,1.3743127169618674e-07
1939,0.0,1.2541121385822862e-07
1940,0.0,1.6736167451902872e-07
1941,2.9515025978810172e-09,1.2396310467011062e-07
1942,0.0,1.4867637321280824e-07
1943,2.9032352077962287e-09,1.8580705352100324e-07
1944,3.2131861615880553e-09,2.956131197606737e-07
1945,0.0,2.1785040749122686e-07
1946,1.3921104269343232e-09,1.851506876704434e-07
1947,1.1920870957027319e-09,1.4066627351816408e-07
1948,0.0,1.641655005268916e-07
1949,0.0,1.8652315625367066e-07
1950,0.0,1.4038677154104562e-07
1951,0.0,1.5032576072826487e-07
1952,0.0,2.1300503760812717e-07
1953,1.0773827385790469e-09,2.54262322973986e-07
1954,9.772536113672459e-10,1.7297388232861977e-07
1955,0.0,2.046062523852754e-07
1956,2.616342476002842e-09,1.9186511734936573e-07
1957,6.184526224473075e-09,2.0408936540761147e-07
1958,0.0,2.2417779854677633e-07
1959,7.750747821333448e-10,2.0229451980213753e-07
1960,0.0,2.2907958463491696e-07
1961,0.0,1.8968475323788425e-07
1962,1.9025869768540815e-09,1.8962450037962597e-07
1963,1.2932106496776896e-09,2.4635663764538407e-07
1964,3.6503808864551957e-09,1.9347019497573115e-07
1965,2.188817349590977e-09,1.7346377800819823e-07
1966,1.6617224263271169e-09,1.9497543612967405e-07
1967,9.860671168482327e-10,1.8192938744387988e-07
1968,8.982831700699023e-10,2.0570684922116556e-07
1969,0.0,1.6668251306972692e-07
1970,4.5987250119061684e-10,1.926865827450719e-07
1971,1.541519245584766e-09,2.1786805037837809e-07
1972,1.5390440033513642e-09,1.9802367567933743e-07
1973,5.513203782392395e-10,2.078477874811746e-07
1974,0.0,1.9802012962699678e-07
1975,8.567219822452898e-09,2.775779455177485e-07
1976,1.142705374768127e-09,1.9597397238335645e-07
1977,1.7630346071939584e-09,2.1156414709011528e-07
1978,5.940591352171509e-10,2.1980188336101492e-07
1979,1.7555920051037788e-09,1.7438880783871014e-07
1980,1.7055452605774235e-09,2.427559282480729e-07
1981,6.325549528618524e-10,2.005199133403579e-07
1982,0.0,2.2347007999634627e-07
1983,3.78918940668882e-09,1.7935497365062503e-07
1984,5.799008495621649e-10,1.989059864593301e-07
1985,1.2031116103372597e-09,2.1174764919251743e-07
1986,1.7983456945813714e-09,1.7563843029977377e-07
1987,0.0,1.7293611681568066e-07
1988,1.798966087207532e-09,1.457162558948788e-07
1989,5.488122178931576e-10,1.558626668840546e-07
1990,3.2691906959314565e-09,1.8035035292962576e-07
1991,5.861465202094962e-10,1.5239808881517547e-07
1992,1.1019888335184191e-09,1.597883778625686e-07
1993,1.1078414852150331e-09,1.5731349722880594e-07
1994,5.274926606624319e-10,1.8884237751315425e-07
1995,5.422450821690461e-10,1.5345535908650731e-07
1996,2.135236876199542e-09,1.9590798472357562e-07
1997,4.79489448146353e-10,1.6110845768579907e-07
1998,4.768129224785866e-10,1.8548023028586158e-07
1999,9.140402323914998e-10,1.43047294454135e-07
2000,0.0,1.3563357004198195e-07
2001,2.190605918883648e-09,1.2749325739580541e-07
2002,4.38122149670761e-10,1.5027590105631816e-07
2003,4.1669229178253886e-10,1.3125806708202958e-07
2004,3.0833537945085254e-09,1.6429871418921493e-07
2005,0.0,1.2430348750314124e-07
2006,8.235779835885637e-10,1.6553918058548334e-07
2007,3.994479469415779e-10,1.7336040725179913e-07
2008,6.3861596011349775e-09,2.1244623682470376e-07
2009,1.907277002999308e-09,2.5986650298293057e-07
2010,4.723793023408973e-10,2.560295886411268e-07
2011,2.6767803529281764e-09,3.8736835777930523e-07
2012,1.7021263287730903e-09,3.7242524777991726e-07
2013,3.3469500504423877e-09,2.6747710318852924e-07
2014,2.165445156521173e-09,2.769604494634592e-07
2015,5.319781060109108e-09,3.063307263406756e-07
2016,1.86420612280358e-09,3.073868626302101e-07
2017,1.509366853724714e-09,2.4124712405537707e-07
2018,2.8396134332808742e-09,2.831869063690817e-07
2019,2.5509878653906526e-09,3.862195467330132e-07
