year,traitant_VERB en_ADP,traitant_VERB sans_ADP
1800,1.1004575384276905e-07,3.144164484325529e-09
1801,3.333655484993869e-08,7.143547975374531e-09
1802,3.8043282302169246e-08,2.2378401354217203e-09
1803,6.241085515057421e-08,1.755305234496518e-08
1804,2.4718509905596875e-08,0.0
1805,8.52863308864471e-08,0.0
1806,5.76333825108577e-09,2.881669125542885e-09
1807,1.9928686256776018e-08,2.8469551160981155e-09
1808,2.945896149242344e-08,1.5862518409903714e-08
1809,4.292158006791169e-08,2.259030518203531e-09
1810,2.8081521108447305e-08,1.8721014072298203e-08
1811,9.27618373225414e-08,0.0
1812,6.934741136888078e-08,8.00162425207418e-09
1813,3.163315653864629e-08,1.1502966579257645e-08
1814,6.922689976818219e-08,3.1466771410748606e-09
1815,5.1247248222807684e-08,1.3486118000116676e-08
1816,5.0987285504788815e-08,0.0
1817,1.8682481339737933e-08,0.0
1818,8.821671571013212e-08,0.0
1819,5.175525075173937e-08,2.794783426907088e-08
1820,2.8479554714522237e-08,7.119888678630559e-09
1821,2.1695274909916407e-08,1.97229765852569e-09
1822,2.90742860897808e-08,7.017931125119503e-09
1823,3.458940445177916e-08,3.063632902922109e-08
1824,5.72635645568198e-08,1.2631669044083083e-08
1825,2.6416328680056722e-08,4.4027217427355936e-09
1826,7.398707069228294e-08,8.807984341885344e-10
1827,3.3182182335167454e-08,4.608636583469661e-09
1828,2.8434133270138773e-08,1.6510142586412258e-08
1829,7.20146760002649e-08,1.628903412154159e-08
1830,5.844627981588246e-08,5.218417697960831e-09
1831,6.860130752350813e-08,2.8064171431196883e-08
1832,2.5706942574643676e-08,1.0823975493678972e-08
1833,9.96192076607727e-08,0.0
1834,6.534171981265047e-08,9.334531370086552e-09
1835,5.294161553592858e-08,3.025235173481633e-09
1836,6.855164880192888e-08,2.688300027031687e-09
1837,3.478945564960867e-08,6.262101948095733e-09
1838,4.418513244175415e-08,1.3886756633496589e-08
1839,5.6630949041291956e-08,1.3283802502428443e-08
1840,3.4396317238893914e-08,2.8663599493938818e-08
1841,6.613164904578639e-08,1.926164561183441e-09
1842,5.1653640475990414e-08,1.2745703159566801e-08
1843,4.7845980732930116e-08,1.7720733769266417e-09
1844,5.214133314002112e-08,1.2623690537338916e-08
1845,4.1293688468613254e-08,9.48638767539478e-09
1846,4.507965911670908e-08,4.6836010625384006e-09
1847,4.58424018745518e-08,2.0494249852731627e-08
1848,6.355725190587691e-08,9.65426583121598e-09
1849,1.1479798445179767e-07,8.379414495607307e-09
1850,2.7155984128057753e-08,6.1100964288129944e-09
1851,4.8370792038454624e-08,9.029214709244116e-09
1852,8.073076673831281e-08,2.6042181744401205e-09
1853,4.060913694203805e-08,3.404000969986498e-08
1854,4.935881375844886e-08,6.754363734984281e-09
1855,4.192480318465641e-08,1.8574279891936385e-08
1856,3.882891874695815e-08,1.9673318973900678e-08
1857,3.27061125404704e-08,4.002837528105374e-08
1858,6.508588912268465e-08,5.872411001917044e-09
1859,4.124660435422811e-08,4.582956236731661e-09
1860,3.1124850030650464e-08,6.865775947773045e-09
1861,6.696668464201139e-08,1.4147890858851042e-08
1862,4.156547461775517e-08,1.2650361647104091e-08
1863,5.0445670751742e-08,1.39849385405455e-08
1864,4.4590971248759104e-08,2.3014694150447212e-08
1865,4.142022902442477e-08,1.4120533187167439e-08
1866,4.5736761933312664e-08,4.379051787850585e-09
1867,4.658699026549584e-08,1.067618526917613e-08
1868,3.853101659956337e-08,8.397785578040384e-09
1869,4.444002443815265e-08,1.5627261262807224e-08
1870,6.76617730732687e-08,7.454262984651905e-09
1871,9.983906723576297e-08,8.496941816815706e-09
1872,3.1446163006876304e-08,1.0885210954825197e-08
1873,2.993002112816612e-08,1.1972009161809183e-08
1874,6.273339625550989e-08,1.1351757756017378e-08
1875,4.577221801582709e-08,1.1443054503956773e-08
1876,2.9020871039620033e-08,1.813804439976252e-09
1877,3.525345027011184e-08,3.710889595609501e-09
1878,4.4689256295527e-08,9.058632954861423e-09
1879,5.742765729621624e-08,1.0385853066452455e-08
1880,6.738738278500023e-08,1.2193908105473383e-08
1881,5.717456375009533e-08,8.367009307619355e-09
1882,7.12126242419231e-08,3.9932310791357395e-09
1883,5.0554710639971745e-08,9.479008689083912e-09
1884,6.007544328667791e-08,5.941527270181268e-09
1885,5.349877696403382e-08,6.445635691854079e-10
1886,5.0982364996343676e-08,4.5174246565693466e-09
1887,4.570247114088488e-08,1.9586774424595887e-09
1888,4.6920547447371064e-08,4.4384300679212174e-09
1889,4.1349903057152915e-08,1.2530273485467092e-09
1890,3.867087983167039e-08,5.898947996740844e-09
1891,5.609313546983685e-08,8.92390783491237e-09
1892,5.453605744776269e-08,8.775917326175886e-09
1893,4.6803965148001225e-08,1.7859408230069818e-08
1894,5.671385494565584e-08,3.780923574225881e-09
1895,5.717683726480516e-08,7.824199066419624e-09
1896,8.550692104369872e-08,2.948514543632541e-09
1897,4.8944393427063915e-08,2.9133566670225264e-09
1898,5.2622700974502834e-08,2.8291773368493978e-09
1899,3.8693048765026106e-08,9.39688327150634e-09
1900,5.813979697677496e-08,6.748368974740515e-09
1901,7.656572620362567e-08,1.1177477832191585e-09
1902,5.057592461499283e-08,2.455141867585553e-09
1903,6.696272936146386e-08,4.320176216765503e-09
1904,6.664535323608334e-08,8.599400302955473e-09
1905,6.089695858690902e-08,8.773290538499623e-09
1906,6.173021471767015e-08,7.201858220895474e-09
1907,4.422845378826423e-08,1.07999713061524e-08
1908,7.858222517143076e-08,7.858222517143076e-09
1909,6.381140921218886e-08,1.1552065082298668e-08
1910,5.344150511010781e-08,4.2753204310130855e-09
1911,6.544060104918259e-08,7.448523575703803e-09
1912,5.730363272782313e-08,3.646594803896619e-09
1913,7.212066244211002e-08,4.772690687104841e-09
1914,5.022557714173814e-08,4.018046340092951e-09
1915,6.479419289995292e-08,1.1780761921542648e-09
1916,7.1418504887788e-08,0.0
1917,4.0575770299255964e-08,2.1932848870420685e-09
1918,6.202643287878118e-08,1.722956355365568e-08
1919,7.274200403140085e-08,2.762354567309444e-09
1920,5.8306182992851063e-08,1.0601124422748853e-08
1921,5.0737408552326e-08,1.060184651180407e-08
1922,6.640142097280588e-08,6.640141769764796e-09
1923,6.581888101209188e-08,1.0615948120573648e-08
1924,4.2542360745301266e-08,5.156649773851996e-09
1925,6.158979459769398e-08,4.399271169575059e-09
1926,6.464759971791523e-08,8.916910765321973e-09
1927,5.351627963001704e-08,2.2298449753321847e-09
1928,8.798052042457982e-08,1.0283437212876834e-08
1929,4.790374674712439e-08,5.570202965543558e-09
1930,6.197126189988467e-08,3.1510811737689437e-09
1931,6.61510677346655e-08,5.7026783295555106e-09
1932,8.87722464426588e-08,1.2055489939655217e-08
1933,6.997103696448903e-08,6.882397318719313e-09
1934,5.990790086229936e-08,5.990790086229936e-09
1935,6.821921960664667e-08,1.196828414151696e-09
1936,5.092380117588391e-08,3.6374143697059935e-09
1937,3.14777944820932e-08,2.5182236296217297e-09
1938,4.537824938033452e-08,1.8151300906765755e-08
1939,6.882322622914216e-08,0.0
1940,5.832300775665544e-08,5.0715658339584024e-09
1941,8.559357711490634e-08,2.9515025978810172e-09
1942,4.854738722137597e-08,9.102635090130207e-09
1943,4.6451763546784264e-08,2.9032352077962287e-09
1944,5.462416474699694e-08,3.2131861615880553e-09
1945,6.317661549459785e-08,2.178504043826024e-09
1946,6.682130226920435e-08,5.568441707737293e-09
1947,7.390939771312333e-08,1.5497132688224724e-08
1948,6.305694610908574e-08,4.348755133776194e-09
1949,7.559096548703792e-08,8.835307596655184e-09
1950,6.487570813895616e-08,7.444753258312176e-09
1951,7.889436970387464e-08,8.529121520162164e-09
1952,6.115986428412157e-08,7.381362632230548e-09
1953,4.955960719588148e-08,3.232148326759443e-09
1954,4.788542695699505e-08,4.886268278880834e-09
1955,6.100644966977598e-08,4.6928039232341234e-09
1956,6.88970183126969e-08,2.616342476002842e-09
1957,4.8592707635464194e-08,0.0
1958,7.610464047846932e-08,1.6544486891589827e-09
1959,8.68083747107562e-08,9.300897163555533e-09
1960,7.820541725322983e-08,4.152500121534786e-09
1961,7.295567128196012e-08,8.33779090214648e-09
1962,7.610347996234168e-08,1.9025869768540815e-09
1963,6.207411340497515e-08,3.2330267352165265e-09
1964,8.760914393945995e-08,1.8251904432275978e-09
1965,7.715580885303552e-08,5.47204326295514e-09
1966,8.308612464702492e-08,5.539074976468328e-09
1967,9.466244055289508e-08,5.423369309198733e-09
1968,8.982831634085642e-08,3.143991039733507e-09
1969,6.540130925714038e-08,6.358460813427058e-09
1970,7.955794389946647e-08,3.219107425067591e-09
1971,6.885452630278621e-08,1.1818314327172175e-08
1972,7.592617645713062e-08,5.643161493651405e-09
1973,1.0419954943330367e-07,2.7566018356850464e-09
1974,9.338448969664626e-08,5.06301445213353e-09
1975,1.336486326053432e-07,9.709516302081056e-09
1976,8.341749491158623e-08,5.142174186456572e-09
1977,8.051191136004832e-08,2.3507127355770763e-09
1978,8.673263129921338e-08,1.0693064211864112e-08
1979,6.846808586757902e-08,8.192762912528906e-09
1980,7.618101927064913e-08,3.411090521154847e-09
1981,6.95810422612908e-08,4.427884725544118e-09
1982,8.752577995707611e-08,1.4898005495922462e-08
1983,7.578379523920376e-08,6.94684787472255e-09
1984,6.262929430622677e-08,4.059306057957457e-09
1985,6.256180418162671e-08,4.812446441349039e-09
1986,6.054430157220736e-08,5.994485352545098e-09
1987,5.2553025486901106e-08,6.721898593298192e-09
1988,5.45686409392232e-08,4.797243047249822e-09
1989,5.6527658998106745e-08,2.1952488715726304e-09
1990,6.320435286255588e-08,9.807571754727462e-09
1991,4.982245482842984e-08,2.344586080837985e-09
1992,7.052728534517883e-08,5.509944056569793e-09
1993,6.480872838388052e-08,2.7696036575264316e-09
1994,7.64864365176976e-08,5.802419433820205e-09
1995,7.537206592189705e-08,3.253470381991974e-09
1996,7.153043490859545e-08,1.014237493990322e-08
1997,7.52798428038659e-08,9.110299292736102e-09
1998,6.913787387041737e-08,6.675380914700213e-09
1999,5.5756454120370336e-08,4.570201106446348e-09
2000,6.980490008245965e-08,8.836062992401139e-09
2001,7.009938607360766e-08,7.886181485616817e-09
2002,5.651775825121774e-08,6.133709873346049e-09
2003,7.042099847698324e-08,6.250384210204629e-09
2004,5.6821806648788e-08,7.488145215006625e-09
2005,5.4495370438445434e-08,7.205999352777326e-09
2006,6.712160560695679e-08,4.529679020759403e-09
2007,6.910449390495899e-08,4.393927444112933e-09
2008,5.364374056071597e-08,4.6831836186811415e-09
2009,6.580105349485166e-08,7.629108011997232e-09
2010,6.188168555354423e-08,4.723792912386671e-09
2011,5.162362259891751e-08,4.971163480860241e-09
2012,4.289358546127886e-08,6.468080293586809e-09
2013,4.490491140041186e-08,2.5102124823206395e-09
2014,4.8505972405354925e-08,3.897801373331511e-09
2015,4.632642502944151e-08,3.546520632724537e-09
2016,4.432667610743124e-08,6.214019965256057e-09
2017,4.3016954720531686e-08,2.7671724911471074e-09
2018,3.923829317020733e-08,5.162933192082164e-09
2019,4.2091296448276694e-08,2.806086474294034e-09
