year,connaissant_VERB en_ADP,connaissant_VERB sans_ADP
1800,1.5720821977538435e-08,0.0
1801,1.1905912700171939e-08,0.0
1802,2.0140561218795483e-08,0.0
1803,0.0,1.5602713787643552e-08
1804,1.2359254952798437e-08,0.0
1805,5.685755422035754e-09,0.0
1806,5.76333825108577e-09,0.0
1807,2.562259560079383e-08,2.8469551160981155e-09
1808,2.039466551195801e-08,2.2660739951163578e-09
1809,1.3554183553310395e-08,0.0
1810,0.0,0.0
1811,7.019815129183371e-08,1.0028307073639553e-08
1812,5.3344164641089264e-09,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,2.8320094713762956e-08
1815,0.0,0.0
1816,4.6352077731626196e-09,2.5493642752394408e-08
1817,1.5568733857662664e-08,0.0
1818,9.536941902865692e-09,0.0
1819,4.554461874306526e-08,0.0
1820,2.610625848831205e-08,1.1866481131050932e-09
1821,5.9168927535324656e-09,0.0
1822,1.303330066093622e-08,0.0
1823,3.360113609574e-08,0.0
1824,1.0105335235266466e-08,8.421112696055388e-09
1825,1.4969252948304757e-08,1.584979747448756e-08
1826,1.056958154332932e-08,7.927186018719112e-09
1827,2.1199728195142598e-08,0.0
1828,2.2930752408001354e-08,0.0
1829,3.000611653591889e-08,0.0
1830,3.235419043789989e-08,0.0
1831,0.0,1.7150327380477393e-08
1832,1.4882966192786284e-08,0.0
1833,2.0850531079474877e-08,1.1583628278799551e-08
1834,1.4001796166951408e-08,9.334530925997342e-09
1835,3.6302822081779595e-08,0.0
1836,3.36037508930076e-08,1.8818100855355624e-08
1837,1.6003149472254563e-08,3.478945576063097e-09
1838,2.6511079775914936e-08,6.312161904276081e-10
1839,2.1673573158409454e-08,2.7965901816529026e-09
1840,3.567025697037707e-08,1.2739377330817092e-09
1841,5.393260948949319e-08,6.420548537278137e-10
1842,3.89079368723344e-08,0.0
1843,4.312044954435379e-08,1.7720733769266417e-09
1844,4.445734469449292e-08,6.037417232818143e-09
1845,3.9619619418562735e-08,3.9061593959388574e-09
1846,3.5712458990033724e-08,1.7563503984519002e-09
1847,3.883121024728098e-08,0.0
1848,4.183515311950714e-08,2.413566457803995e-09
1849,3.5193544078993e-08,0.0
1850,2.987158342904195e-08,0.0
1851,3.031236261996639e-08,0.0
1852,4.6224872818356744e-08,1.3021090872200602e-09
1853,3.4637203327747557e-08,1.1943863675867306e-09
1854,4.208488119106235e-08,2.0782657816909023e-09
1855,3.131092896069276e-08,1.5920811335945473e-09
1856,4.2970670577346937e-08,1.0354378465748937e-09
1857,3.124165814938351e-08,4.393358121745905e-09
1858,2.88726890174118e-08,9.787352039936081e-10
1859,3.564521411369981e-08,2.5460866748261424e-09
1860,3.3413441791196874e-08,5.034902272882391e-09
1861,1.2733102572326516e-08,5.187560159214399e-09
1862,5.1053245631038635e-08,1.3553959066214816e-09
1863,4.644997364522396e-08,6.99246927027275e-09
1864,3.88372978221696e-08,2.8768367688059016e-09
1865,5.3658026966108e-08,4.706844358715045e-10
1866,4.5736760601045034e-08,2.919367858567057e-09
1867,2.1837651686951176e-08,4.367530337390235e-09
1868,4.989272639477349e-08,4.939874176379533e-09
1869,4.0044856319809696e-08,3.9068152046795035e-09
1870,2.8096838633473453e-08,5.734048791339319e-10
1871,3.3987767267262825e-08,9.559059321873065e-09
1872,3.3260365017717675e-08,9.675742873582749e-09
1873,3.531742737150623e-08,4.1902030178953e-09
1874,3.883495969247974e-08,2.3898436563030145e-09
1875,4.6344369564188526e-08,1.1443054281912168e-09
1876,2.781166830168047e-08,3.627608879952504e-09
1877,3.5871932979603116e-08,7.421779413263607e-09
1878,3.01954443671093e-08,1.8117266020745149e-09
1879,3.909968249171669e-08,1.832797580370027e-09
1880,4.941741682529255e-08,3.8507077526617195e-09
1881,4.6018549859638824e-08,6.972507571312292e-10
1882,4.19289278852375e-08,6.655385131892899e-10
1883,5.6874050913258145e-08,5.055470986281563e-09
1884,3.828984418419168e-08,4.621187876807653e-09
1885,3.867381448419138e-08,0.0
1886,3.0331279932127586e-08,5.808117542471791e-09
1887,2.807437621266118e-08,1.9586774424595887e-09
1888,5.072491715552019e-08,1.9021844099853524e-09
1889,3.82173350743642e-08,6.265136742733546e-10
1890,2.8183861022768042e-08,1.3108772956016423e-09
1891,3.82453193559229e-08,6.374220040683554e-10
1892,3.196941333882819e-08,8.149066310636499e-09
1893,2.2786141196107224e-08,1.847525021858587e-09
1894,2.142523314319078e-08,8.822155450616265e-09
1895,4.213030280197927e-08,6.018614495673091e-09
1896,4.245860840690341e-08,3.5382172747233653e-09
1897,2.505486884629704e-08,3.4960281336537946e-09
1898,2.9423445457865682e-08,1.6975064687230201e-09
1899,4.477338322317337e-08,7.738609753005221e-09
1900,4.3085740308868026e-08,3.114631885736685e-09
1901,2.6825946353170593e-08,1.0059729937950124e-08
1902,2.3078334354664776e-08,1.4730851538580225e-09
1903,2.700110202091821e-08,2.7001101354784396e-09
1904,2.794805009642687e-08,3.7622376325430196e-09
1905,3.1480629492097734e-08,0.0
1906,2.3148830408104004e-08,5.658602919567102e-09
1907,3.034277540336916e-08,4.114274698707732e-09
1908,4.371136297365297e-08,9.822778146428846e-10
1909,4.8408657082887885e-08,5.5009836685826485e-09
1910,3.5271394693836555e-08,6.947395880807505e-09
1911,4.0434842141223726e-08,6.384448969498635e-09
1912,3.64659484830554e-08,4.167536982180309e-09
1913,2.8105844984693817e-08,4.772690798127144e-09
1914,2.2768928631400343e-08,4.018046340092951e-09
1915,3.416420901736217e-08,1.1780761921542648e-09
1916,4.1752354462687435e-08,7.69122365795738e-09
1917,3.180263075108769e-08,1.2063066989753679e-08
1918,1.72295644418341e-08,0.0
1919,4.1435319175775476e-08,8.28706359090603e-09
1920,2.877448102012181e-08,6.815008557481406e-09
1921,2.726189118895661e-08,7.572747762196741e-09
1922,3.3200709181890886e-08,5.902348387820666e-09
1923,3.927900893430092e-08,8.492758496458919e-09
1924,4.1253199078994385e-08,3.867487219366694e-09
1925,1.9796720263087764e-08,4.399271169575059e-09
1926,2.452150482668003e-08,3.343841648018042e-09
1927,4.4596900394822114e-08,5.574612327308159e-09
1928,3.884853994051696e-08,4.570416489713125e-09
1929,2.6736974412244763e-08,6.684243825105796e-09
1930,2.8359729675742074e-08,1.05036033204442e-08
1931,4.5621428412800924e-08,4.5621426636444085e-09
1932,2.7398840751757803e-08,7.6716757391182e-09
1933,2.6382522833046096e-08,8.02946331646126e-09
1934,3.1152108448395666e-08,5.990790086229936e-09
1935,3.710167906234574e-08,1.196828414151696e-09
1936,3.273672977144315e-08,3.6374143697059935e-09
1937,1.6368453259474336e-08,1.2591118148108649e-09
1938,3.3709557811789637e-08,2.5930428915188486e-09
1939,4.129393804674919e-08,6.117620188206274e-09
1940,3.803674530900025e-08,0.0
1941,3.246652724442356e-08,0.0
1942,4.2478965012193726e-08,3.034211770724937e-09
1943,4.3548528338988035e-08,1.4516175816936538e-08
1944,8.996921252446555e-08,0.0
1945,2.832055301382752e-08,4.357008087652048e-09
1946,3.3410650246423756e-08,4.1763312808029696e-09
1947,2.98021776146129e-08,1.1920870957027319e-09
1948,4.2400363886585524e-08,1.0871887834440486e-09
1949,4.613994031288371e-08,3.9268033269479474e-09
1950,4.1477910883713776e-08,5.317680740191122e-09
1951,3.0918064997109695e-08,7.462981455041984e-09
1952,4.323369484637851e-08,6.326882129314981e-09
1953,4.740484005338885e-08,1.508335811806205e-08
1954,3.0294862618518437e-08,5.863521668203475e-09
1955,3.754243138587299e-08,0.0
1956,3.924513669595342e-08,3.488456634670456e-09
1957,4.064117509194887e-08,5.301022731885041e-09
1958,4.384289153946952e-08,5.790570467567591e-09
1959,3.487836619520124e-08,6.975673150222406e-09
1960,3.5296250477934166e-08,2.7683333403416555e-09
1961,3.335116316449671e-08,2.779263708063695e-09
1962,4.249110752141405e-08,1.2683912808952869e-09
1963,3.362347733570914e-08,9.69907976156037e-09
1964,3.285343014303166e-08,7.300761994954996e-09
1965,3.830430489459857e-08,1.4227313105408257e-08
1966,3.046491148239738e-08,1.0524242144427376e-08
1967,2.7116845213726037e-08,6.902469706915326e-09
1968,3.862617448113781e-08,4.0422742653145605e-09
1969,2.6342194647810402e-08,4.9959335557403506e-09
1970,3.862929043307872e-08,7.357959797005265e-09
1971,3.494110289992136e-08,1.541519245584766e-09
1972,2.0007572931746154e-08,5.130146973897354e-09
1973,3.804110582095177e-08,6.6158443723374205e-09
1974,4.78173600715337e-08,3.937900117101378e-09
1975,2.1132476213381324e-08,7.996072248772634e-09
1976,1.9997344002931072e-08,4.570821388050206e-09
1977,3.349765753668521e-08,2.938390863960194e-09
1978,3.5643549445296685e-08,2.3762365408686037e-09
1979,3.3941446986318624e-08,4.681578569254441e-09
1980,4.8892295101410355e-08,5.68515062804309e-09
1981,3.099519318983113e-08,6.325549417596221e-09
1982,3.103751089472695e-08,1.1173504121941846e-08
1983,3.220811173321181e-08,3.1576580239445207e-09
1984,3.363425005176168e-08,4.059306057957457e-09
1985,2.8273123287014812e-08,5.4140022465176685e-09
1986,2.3977941632224997e-08,3.5966913891627428e-09
1987,4.0331391226722246e-08,1.0388388371751489e-08
1988,2.998276826815527e-08,4.197587610832443e-09
1989,2.5245361356951435e-08,6.0369343968247335e-09
1990,3.0512445459152104e-08,1.089730194969718e-09
1991,4.0444110283033297e-08,7.619904818234602e-09
1992,2.5345743781546304e-08,3.856960972825618e-09
1993,3.323524566667402e-08,3.323524400133948e-09
1994,3.059457376330954e-08,4.2199412852994556e-09
1995,2.2232047758308227e-08,2.1689803286761844e-09
1996,2.6690460064315857e-08,3.2028553142993132e-09
1997,2.4453961633419397e-08,3.835915585170824e-09
1998,1.9072516788121163e-08,5.2449422582867555e-09
1999,2.605014595702393e-08,7.769342169616777e-09
2000,2.8717204836326005e-08,4.859834756842929e-09
2001,2.453478642472362e-08,4.381211921034023e-09
2002,3.6364139865963097e-08,7.009954283709874e-09
2003,3.208530596765513e-08,1.6667691671301554e-09
2004,2.3785873048964845e-08,3.9643121285681815e-09
2005,3.1526247834534615e-08,4.053374746959548e-09
2006,2.141302735125805e-08,5.765045940631097e-09
2007,4.034424139209847e-08,5.59227145147112e-09
2008,3.1079309792403365e-08,5.960415355721338e-09
2009,2.527142073383004e-08,2.384096253749135e-09
2010,2.5508482437430757e-08,7.558068670920903e-09
2011,2.6003009412356448e-08,3.823971916894209e-09
2012,1.940424065871582e-08,6.468080099297779e-09
2013,1.4503450607161739e-08,2.2313000891394097e-09
2014,1.9489006297668254e-08,3.0316232857430236e-09
2015,2.4825644651116363e-08,6.206411051756788e-09
2016,2.050626646266096e-08,6.628288140575478e-09
2017,3.647636437342783e-08,2.515611413622665e-09
2018,2.1942466066349198e-08,5.16293346963792e-09
2019,2.474458093981724e-08,5.357074228662384e-09
