year,étaient_VERB en_PRON,étaient_VERB sans_ADP,etaient_VERB en_PRON,etaient_VERB sans_ADP
1871,1.370131883504655e-07,1.964917828445323e-06,0.0,2.1242354542039266e-09
1872,1.1671365029997105e-07,1.9569190499169054e-06,1.2094678591978436e-09,0.0
1873,7.48250528204153e-08,1.8406964272799087e-06,0.0,1.7958012854535355e-09
1874,9.61912078878413e-08,2.001494067371823e-06,0.0,1.1949218281515073e-09
1875,8.982797794487851e-08,1.875516545624123e-06,0.0,1.716458086775674e-09
1876,8.403960549685507e-08,1.4806689705437748e-06,1.209202959984168e-09,3.627608879952504e-09
1877,9.091679231687522e-08,1.6358837910956936e-06,6.184815992682502e-10,1.2369631985365004e-09
1878,1.1836613822424624e-07,1.8805721992976032e-06,6.039088673581716e-10,0.0
1879,1.2707396024325135e-07,1.7387139905622462e-06,0.0,0.0
1880,9.370055664703614e-08,1.7097142972488655e-06,6.417846254436199e-10,1.2835692508872398e-09
1881,8.018383823582553e-08,1.6225025092353462e-06,0.0,0.0
1882,1.0382400716935081e-07,1.6831469338285387e-06,0.0,6.655385131892899e-10
1883,1.086926317839243e-07,1.7454013914175448e-06,0.0,6.319338941018771e-10
1884,9.440426396167823e-08,1.6207166027015774e-06,0.0,3.300848483434038e-09
1885,9.926279176397657e-08,1.651371917432698e-06,6.445635691854079e-10,6.445635691854079e-10
1886,9.099384357114104e-08,1.6004590861484758e-06,0.0,6.453463874400711e-10
1887,9.66280850889234e-08,1.5101402368600247e-06,0.0,0.0
1888,9.257297506337636e-08,1.5058959661473637e-06,0.0,1.268122939990235e-09
1889,8.019375030698939e-08,1.4353428241520305e-06,6.265136742733546e-10,1.2530273485467092e-09
1890,9.176140736144589e-08,1.5933713939375593e-06,6.554386478008212e-10,6.554386478008212e-10
1891,9.178877036220001e-08,1.5361870282504242e-06,0.0,0.0
1892,7.647584965297938e-08,1.4843836879663286e-06,0.0,6.268512375839919e-10
1893,1.1947328459882556e-07,1.412740743944596e-06,1.847525021858587e-09,6.158416554491453e-10
1894,8.192001388351855e-08,1.4997663129179273e-06,6.301539290376468e-10,1.8904617871129403e-09
1895,7.342709551494409e-08,1.650905915084877e-06,6.018614495673091e-10,1.2037228991346183e-09
1896,1.0673622341528244e-07,1.473077873015427e-06,1.179405795248556e-09,5.89702897624278e-10
1897,7.574727334258569e-08,1.3337347581909853e-06,5.826713556089658e-10,0.0
1898,1.0637707248406514e-07,1.474567284276418e-06,0.0,0.0
1899,8.45719512199139e-08,1.3553622011386324e-06,1.1055156790007459e-09,2.7637891975018647e-09
1900,8.098042769688618e-08,1.3180083442421164e-06,0.0,1.5573159428683425e-09
1901,8.383108252019156e-08,1.3558280897996156e-06,2.235495566438317e-09,0.0
1902,6.923499995536986e-08,1.1116882205897127e-06,0.0,4.910283846193408e-10
1903,8.316339261682515e-08,1.2577113466250012e-06,1.6200660812870638e-09,2.1600881083827517e-09
1904,1.0158041874319679e-07,1.4398621033251402e-06,0.0,1.0749250378694342e-09
1905,8.618467717269596e-08,1.404758563694486e-06,0.0,1.5482277682110634e-09
1906,9.105206544290922e-08,1.3750404832535423e-06,0.0,1.0288369045596824e-09
1907,1.1314255488059644e-07,1.3613106375487405e-06,0.0,5.142843373384665e-10
1908,8.693158548567226e-08,1.4031838873052038e-06,4.911389073214423e-10,1.4734167219643268e-09
1909,1.0066799660535253e-07,1.3526918110073893e-06,5.500983557560346e-10,2.2003934230241384e-09
1910,1.2184663944481144e-07,1.2040371757393586e-06,0.0,1.068830135508847e-09
1911,8.140172269577306e-08,1.3034916719334433e-06,0.0,2.128149656499545e-09
1912,1.1512820918824218e-07,1.3033971981712966e-06,5.209421227725386e-10,1.5628263128064646e-09
1913,7.742364971363713e-08,1.3506714822142385e-06,0.0,5.30298971401777e-10
1914,8.036092680185902e-08,1.3045256537225214e-06,6.696743715117748e-10,6.696743715117748e-10
1915,9.660224975505116e-08,1.3312261444298201e-06,0.0,4.712304768617059e-09
1916,9.119593613604593e-08,1.3888152352592442e-06,1.0987462051303964e-09,2.197492410260793e-09
1917,4.7155623406069935e-08,1.2710086139122723e-06,0.0,2.1932848870420685e-09
1918,8.499918635607173e-08,1.2370827562335762e-06,0.0,0.0
1919,1.0681104356535798e-07,1.3065937309875153e-06,9.207848372660976e-10,9.207848372660976e-10
1920,8.480899538199083e-08,1.1161469046783168e-06,7.572231730534895e-10,0.0
1921,5.83101567031008e-08,1.1919504459001473e-06,7.572747429129834e-10,0.0
1922,9.00108148016443e-08,1.2690048833974288e-06,0.0,2.2133805899215986e-09
1923,1.0191310195750702e-07,1.1879245676027494e-06,0.0,0.0
1924,8.637388049237416e-08,1.2027885532006621e-06,2.578324886925998e-09,0.0
1925,8.688560626524122e-08,1.2570917533594184e-06,1.0998177923937646e-09,2.1996355847875293e-09
1926,6.799144358637932e-08,1.213814471157093e-06,0.0,0.0
1927,7.469980545238286e-08,1.2966548865733785e-06,0.0,1.1149224876660924e-09
1928,9.369353648480683e-08,1.2934278856846504e-06,1.1426041224282812e-09,0.0
1929,1.1140406286358484e-07,1.2677782024184125e-06,0.0,0.0
1930,9.138135226294253e-08,1.3108497114444617e-06,1.0503603542488804e-09,0.0
1931,7.983749839013399e-08,1.1701896482918528e-06,0.0,2.2810713318222042e-09
1932,9.973178549671502e-08,1.3589825584858772e-06,2.1919073223131136e-09,2.1919073223131136e-09
1933,6.997103696448903e-08,1.275537670153426e-06,1.1470662197865522e-09,3.4411986593596566e-09
1934,9.824896096688462e-08,1.0915219945673016e-06,0.0,1.1981580172459871e-09
1935,9.335261808018913e-08,1.2423079169820994e-06,0.0,0.0
1936,9.578524640119213e-08,1.190647026305669e-06,0.0,1.2124714565686645e-09
1937,7.680581859403901e-08,1.2100064168407698e-06,1.2591118148108649e-09,1.2591118148108649e-09
1938,9.07565009811151e-08,1.1500145546960994e-06,2.5930428915188486e-09,1.0372171566075394e-08
1939,7.494084997006212e-08,1.0048190688394243e-06,0.0,0.0
1940,1.0650288118085882e-07,1.1740675063265371e-06,2.5357829169792012e-09,2.5357829169792012e-09
1941,9.739958528598436e-08,1.0861529062822228e-06,5.9030051957620344e-09,0.0
1942,1.061974117533282e-07,1.2106504527764628e-06,3.034211770724937e-09,6.068423541449874e-09
1943,1.1612940653549231e-07,1.3441979263006942e-06,0.0,2.9032352077962287e-09
1944,1.317406344014671e-07,1.4459337762673385e-06,0.0,0.0
1945,1.2199622290154366e-07,1.4421697187572136e-06,0.0,0.0
1946,1.0162406027802717e-07,1.3155444094081759e-06,2.7842208538686464e-09,1.3921104269343232e-09
1947,1.1801662225252585e-07,1.2946065908181481e-06,2.3841741914054637e-09,0.0
1948,1.2502671609126992e-07,1.2111282785554067e-06,0.0,0.0
1949,1.1191389148734743e-07,1.1898214324901346e-06,2.945102384188658e-09,0.0
1950,1.254972659125997e-07,1.2773068647220498e-06,1.0635361480382244e-09,0.0
1951,1.0021717855579482e-07,1.215399834109121e-06,2.1322803522849654e-09,2.1322803522849654e-09
1952,1.3075556637431873e-07,1.1177492069691652e-06,2.1089607837865287e-09,3.1634410646574906e-09
1953,1.1743471617364776e-07,1.170037648989819e-06,0.0,0.0
1954,1.1531592747360264e-07,1.1766132956836373e-06,0.0,2.9317608341017376e-09
1955,1.1638153551984942e-07,1.2736269354718388e-06,9.385607846468247e-10,0.0
1956,1.2994500764307304e-07,1.1538070339156548e-06,0.0,2.616342476002842e-09
1957,1.5726367053048307e-07,1.1635744385785074e-06,0.0,8.835037701437898e-10
1958,1.249108692036316e-07,1.1026900210708845e-06,0.0,0.0
1959,1.2013659045351233e-07,1.1029313782273675e-06,7.750747821333448e-10,7.750747821333448e-10
1960,1.1211749750827948e-07,1.094875869966927e-06,2.7683333403416555e-09,1.3841666701708277e-09
1961,1.1950834277740796e-07,1.1811870308520156e-06,0.0,0.0
1962,1.6489086362980743e-07,1.237949845744879e-06,1.2683912808952869e-09,1.9025869768540815e-09
1963,1.2350162137408915e-07,1.1089281315435073e-06,0.0,6.466053248388448e-10
1964,1.3688928390820365e-07,1.206450974677864e-06,1.8251904432275978e-09,0.0
1965,1.4063151354548609e-07,1.1868861520270002e-06,0.0,5.472043373977442e-10
1966,1.4124640301815816e-07,1.2379831559883314e-06,5.539074754423723e-10,0.0
1967,1.311469333131754e-07,1.1601080132095376e-06,1.4791006197611978e-09,1.9721342336964653e-09
1968,1.8908860965893837e-07,1.3213744978202158e-06,8.982831700699023e-10,1.7965663401398047e-09
1969,1.4533624437262915e-07,1.1586024584175902e-06,4.5417578031781147e-10,4.5417578031781147e-10
1970,1.5129805319702427e-07,1.141403572546551e-06,4.5987250119061684e-10,1.3796175313274261e-09
1971,1.5106888895388693e-07,1.1016724101864384e-06,1.0276794970565106e-09,1.0276794970565106e-09
1972,1.6980786199383147e-07,1.1132418649140163e-06,2.0520587451500205e-09,2.0520587451500205e-09
1973,1.8965421588745812e-07,1.0756260735433898e-06,1.102640756478479e-09,1.6539611902288698e-09
1974,1.7214249226071843e-07,1.0069772997667314e-06,0.0,1.6876715580593782e-09
1975,1.7534243568206875e-07,9.875149089566548e-07,1.1422960355389478e-09,1.7134440533084216e-09
1976,1.7254851059078646e-07,1.1992692634521518e-06,1.142705374768127e-09,1.7140580066410394e-09
1977,1.7865416168660886e-07,1.0977828424074687e-06,2.938390863960194e-09,2.3507127355770763e-09
1978,2.0613852313999814e-07,1.1346529618094792e-06,4.752473081737207e-09,2.970295565063452e-09
1979,1.6795164015093178e-07,1.0966598438244546e-06,1.7555920051037788e-09,3.5111840102075575e-09
1980,1.671434262107141e-07,1.05175286080339e-06,5.685150683554241e-10,2.8425752862659692e-09
1981,1.8344093177802279e-07,1.140496578955208e-06,0.0,1.2651099057237047e-09
1982,1.9615707458342513e-07,1.2390174788379227e-06,1.8622506869903077e-09,6.207502289967692e-10
1983,2.1535227290314651e-07,1.1455982757979655e-06,1.89459470334441e-09,3.78918940668882e-09
1984,2.2616133321662346e-07,1.1284870424788096e-06,1.739702604197646e-09,1.739702604197646e-09
1985,2.1234919245216588e-07,1.1910805142179015e-06,6.015558051686298e-10,3.0077789148208467e-09
1986,1.966191263136352e-07,1.1845103244922939e-06,2.3977941854269602e-09,2.997242676272549e-09
1987,2.1387859305832535e-07,1.1091132137153181e-06,6.110816852533674e-10,2.4443267410134695e-09
1988,1.8949110369703703e-07,1.129750785366923e-06,5.996553809062277e-10,1.1993107618124554e-09
1989,1.9702358144968457e-07,1.1437247167123132e-06,1.0976244357863152e-09,1.0976244357863152e-09
1990,2.3538171944892383e-07,1.0870058986256481e-06,2.179460389939436e-09,0.0
1991,2.2859714476908266e-07,1.082612584468734e-06,0.0,2.344586080837985e-09
1992,2.3307063656829996e-07,1.1609452030825196e-06,1.1019888335184191e-09,2.7549720282848966e-09
1993,2.0384283061503083e-07,1.1394149623811245e-06,1.661762283333701e-09,3.323524566667402e-09
1994,1.9569978348954464e-07,1.1789461495936848e-06,1.5824779264761446e-09,1.5824779264761446e-09
1995,2.179825173698191e-07,1.138172478931665e-06,2.1689803286761844e-09,3.795715741716776e-09
1996,2.3807891125215974e-07,1.2005369853795855e-06,1.067618438099771e-09,2.6690460952494277e-09
1997,2.272779937584346e-07,1.080289735000406e-06,6.7128524960935465e-09,9.110299181713799e-09
1998,2.43174582692518e-07,1.1634235761448508e-06,1.5258013519314773e-08,3.337690568372409e-09
1999,2.3353727840458305e-07,1.1146720453325543e-06,1.279656292041409e-08,9.140402323914998e-10
2000,2.2929583565201028e-07,1.1239471859880723e-06,4.859834756842929e-09,4.4180314962005696e-10
2001,2.427191247988958e-07,1.1601448477449594e-06,8.762423564512289e-10,1.3143635069212678e-09
2002,2.4797714104352053e-07,1.1189639508302207e-06,0.0,8.76244299341522e-10
2003,2.4251491481663834e-07,1.1775724715334945e-06,4.1669229178253886e-10,1.2500769308587678e-09
2004,2.4798976028250763e-07,1.1364361398591427e-06,1.7619165015858584e-09,1.7619165015858584e-09
2005,2.486069661244983e-07,1.163318529506796e-06,4.5037495954858286e-10,2.251874686720612e-09
2006,2.3348435718162364e-07,1.1764811915782047e-06,8.235779835885637e-10,1.6471559671771274e-09
2007,2.3767152868003905e-07,1.1036746627723915e-06,7.988958938831558e-10,7.988958938831558e-10
2008,2.350106740323099e-07,1.1358848723830306e-06,8.514879357157668e-10,4.257439678578834e-10
2009,2.6511150963415275e-07,1.138167590397643e-06,0.0,1.430457752249481e-09
2010,2.4988864311126235e-07,1.189923409583571e-06,0.0,0.0
2011,2.569709067756776e-07,1.2106695521652e-06,1.911985902935953e-09,0.0
2012,2.900423226037674e-07,1.3834883247909602e-06,3.404252713057332e-10,3.404252713057332e-10
2013,3.0540920192834164e-07,1.4662430203316035e-06,0.0,0.0
2014,3.1030830882627924e-07,1.5023858850327088e-06,0.0,0.0
2015,2.94139567813545e-07,1.456068389416032e-06,2.2165753954528356e-10,0.0
2016,2.947516861695476e-07,1.572354221934802e-06,0.0,0.0
2017,3.343247385600989e-07,1.2922695304951048e-06,0.0,0.0
2018,3.5469352610562055e-07,1.3694681229026173e-06,1.5488800242380307e-09,2.5814667070633845e-10
2019,3.3724057857398293e-07,1.3772782949672546e-06,0.0,0.0
