year,grand_ADJ air_NOUN,grand_ADJ cerf_NOUN
1800,1.748155455061351e-06,2.515331676278265e-08
1801,1.6525407318113139e-06,7.619784314627509e-08
1802,1.5262069155141944e-06,2.9091921760482364e-08
1803,1.7104474636653322e-06,3.315576679874255e-08
1804,1.7945637864613673e-06,4.2021465418429216e-08
1805,1.7028837646648753e-06,2.5585899399160894e-08
1806,1.5013496295068762e-06,5.76333825108577e-09
1807,1.2213437230457203e-06,3.9857372513552036e-08
1808,1.0129350584975327e-06,5.4385775882792586e-08
1809,1.6106887414935045e-06,4.743964199249717e-08
1810,1.1934646408917615e-06,4.680253384847788e-08
1811,1.3889205092709744e-06,4.011322829455821e-08
1812,1.2909288216178538e-06,6.401299934566396e-08
1813,1.9555043309082976e-06,1.4378708002027452e-08
1814,1.3845379953636439e-06,1.2586708564299443e-08
1815,1.372886799799744e-06,2.9669459555847766e-08
1816,1.4114207260718103e-06,4.6352077731626196e-09
1817,1.1022664239135338e-06,4.203558034987509e-08
1818,1.2314576451899484e-06,5.602953234706831e-08
1819,1.064087996383023e-06,2.8982940825095227e-08
1820,1.31599279029615e-06,3.203949905383752e-08
1821,9.250076118405559e-07,2.859831615964481e-08
1822,1.2371609727779287e-06,3.308453244699194e-08
1823,1.1305793350402382e-06,1.0673302175412402e-07
1824,1.2210613249408198e-06,8.673745988119208e-08
1825,1.195779191220936e-06,4.931048014356065e-08
1826,9.812094958761008e-07,6.517908590630839e-08
1827,7.88998590905976e-07,3.779081880761481e-08
1828,1.0346356020818348e-06,3.118582486694166e-08
1829,1.3254129953566007e-06,4.115124396797398e-08
1830,1.2920802419102984e-06,6.679574982015879e-08
1831,1.3299298871061183e-06,7.795603274018958e-09
1832,2.473278300385573e-06,2.0294953273491956e-08
1833,2.002809424084262e-06,4.401778908036391e-08
1834,3.9755768739269115e-06,5.3206825612051034e-08
1835,1.7364850464218762e-06,1.0739584865859797e-07
1836,1.2218323490742478e-06,8.266522388833408e-08
1837,1.4778560171180288e-06,5.357576204900738e-08
1838,1.3223979067333858e-06,7.069621466015974e-08
1839,1.334672560915351e-06,4.4046294611632675e-08
1840,1.6898784451768734e-06,4.395085317909775e-08
1841,1.3534515801438829e-06,3.4028906803484915e-08
1842,1.5039930758575792e-06,2.817471234095592e-08
1843,1.4548721765095252e-06,2.8353173198159e-08
1844,1.3381112466959166e-06,4.171306677847042e-08
1845,1.4932689964552992e-06,4.798995956178942e-08
1846,2.7849862362927524e-06,8.723206645910864e-08
1847,1.1881271575475694e-06,3.937053172364813e-08
1848,1.3475746527547017e-06,5.953463955155058e-08
1849,1.418634951733111e-06,2.8490010128834342e-08
1850,1.9341848656040384e-06,6.924776130290411e-08
1851,1.4001731187818223e-06,1.1415506273593223e-07
1852,1.8795944924931973e-06,4.166749190126495e-08
1853,1.9110182165604783e-06,5.494177313103421e-08
1854,1.602342877049523e-06,6.754363629513094e-08
1855,2.5844783522188663e-06,4.9354515141430966e-08
1856,1.7788821651265607e-06,4.245295115445913e-08
1857,2.039982746282476e-06,9.665387873392106e-08
1858,1.9873218661814462e-06,7.14476681706877e-08
1859,2.1840330646227812e-06,4.8884864156661934e-08
1860,2.2112376427685376e-06,1.0069804887158362e-07
1861,1.970801349671092e-06,8.771692527886898e-08
1862,2.6764550966618117e-06,7.228778048373741e-08
1863,2.1327030026441207e-06,8.091285536027115e-08
1864,2.1624223336402792e-06,1.4480078536216467e-07
1865,2.1402022412075894e-06,8.990072686287931e-08
1866,2.2177464416017756e-06,1.3380435232024368e-07
1867,2.2774245280743344e-06,1.7421593589972417e-07
1868,2.2318351966532646e-06,2.2427028723015496e-07
1869,2.2708363758283667e-06,1.5138909348344498e-07
1870,2.1886864942644024e-06,1.2213523614690303e-07
1871,1.7726745227264473e-06,7.965882686811199e-08
1872,2.4600576580269262e-06,1.2638939039799624e-07
1873,2.3638731363462284e-06,1.1912148839554604e-07
1874,2.7841679184348322e-06,1.3144140104115465e-07
1875,2.2611475287703797e-06,1.664964347503073e-07
1876,2.2551635083800647e-06,1.2454790576654773e-07
1877,2.3087918634701055e-06,1.1503757846309526e-07
1878,2.2549957066075876e-06,1.3285995192902078e-07
1879,2.267170657432871e-06,1.0324759402990935e-07
1880,2.3316035822062986e-06,8.022307662614026e-08
1881,2.3399734345730394e-06,1.6106492428669128e-07
1882,2.5583301521692192e-06,5.989846529885767e-08
1883,2.6623374651535414e-06,9.28942812117306e-08
1884,2.8123229185439413e-06,8.450171851137611e-08
1885,2.8128754365752684e-06,1.2504532981294503e-07
1886,2.479420800227672e-06,1.2326115772509638e-07
1887,2.568478976172628e-06,1.0380990367320209e-07
1888,2.699199740163749e-06,8.686642205546491e-08
1889,2.5160788936773315e-06,1.1903759911113809e-07
1890,2.784958724078024e-06,6.292211063296804e-08
1891,2.6147049538849387e-06,1.2047275510518318e-07
1892,2.5262104372814065e-06,9.089342722923277e-08
1893,2.502780489521683e-06,1.1331486438059812e-07
1894,2.728566414589295e-06,1.209895508225145e-07
1895,2.5266142529289937e-06,8.305688026233327e-08
1896,2.5817191726673627e-06,1.0319800503033605e-07
1897,2.6243517368129687e-06,6.525919227229338e-08
1898,2.5406013719475595e-06,1.0298205843639607e-07
1899,2.6162028916587587e-06,8.512470728305743e-08
1900,2.611099716887111e-06,9.811090695421854e-08
1901,2.468545972078573e-06,8.774319859572444e-08
1902,2.0824513740080874e-06,5.303106559439996e-08
1903,2.4862613372533815e-06,9.18037423858209e-08
1904,2.7383714495954337e-06,8.545654051062002e-08
1905,2.9627917683683336e-06,1.0734378946830603e-07
1906,2.9707666726608295e-06,8.950881102975927e-08
1907,2.4850219233485404e-06,8.177120908170465e-08
1908,2.5730766992637655e-06,1.0215689405512762e-07
1909,2.787348421406932e-06,1.2047153824523704e-07
1910,2.8286590350035112e-06,1.5872127323568463e-07
1911,2.5771892069315072e-06,1.0161914554274176e-07
1912,2.3744541977066547e-06,8.751827440534043e-08
1913,2.8418721740308683e-06,6.681766973049008e-08
1914,2.618426833578269e-06,5.893134469303618e-08
1915,2.2242079467105214e-06,9.542416978813861e-08
1916,2.494153932275367e-06,6.3727279897563e-08
1917,2.706513441808056e-06,5.2638835956742014e-08
1918,2.5086246751016006e-06,5.0540053919689854e-08
1919,2.5966132852772716e-06,8.102906345897054e-08
1920,2.498079311408219e-06,9.919623567000713e-08
1921,2.41267730416439e-06,1.514549521908215e-07
1922,2.5535034637869103e-06,6.935259388995973e-08
1923,2.2739361611456843e-06,1.135906475546733e-07
1924,2.4880835098883836e-06,1.366512154543642e-07
1925,2.2557262582267867e-06,1.0338287137479085e-07
1926,2.331772066099802e-06,7.690835757134806e-08
1927,2.8073748126189457e-06,6.24356604195242e-08
1928,2.362905433983542e-06,1.1768822671953671e-07
1929,2.366222361160908e-06,1.2811467264839393e-07
1930,2.028245944529772e-06,9.453243166035463e-08
1931,1.9719861938938266e-06,6.044839206964525e-08
1932,1.8105154140357627e-06,8.98682019911945e-08
1933,1.8593943877931451e-06,8.832410003378754e-08
1934,1.9350252387084765e-06,6.470053470764014e-08
1935,1.8538871700002346e-06,1.1489552775856282e-07
1936,1.8963053207698977e-06,1.236720845732009e-07
1937,1.8206757204097812e-06,5.162358529542388e-08
1938,1.886438667497714e-06,1.8540256030430413e-07
1939,1.6379927956222673e-06,7.952906244668156e-08
1940,1.2780345741703059e-06,4.817987520056022e-08
1941,1.7649985011303215e-06,5.607854891565012e-08
1942,1.5929612118270597e-06,5.4615812983271894e-08
1943,1.7971026409213664e-06,1.68387647825341e-07
1944,1.976109388124314e-06,1.3174063084875343e-07
1945,1.9192621039110236e-06,5.446260153973981e-08
1946,1.6357297454305808e-06,8.77029586732192e-08
1947,1.7499838804724277e-06,6.437270472225975e-08
1948,1.6492654140165541e-06,8.153915986852667e-08
1949,1.392051785842341e-06,9.718838156480558e-08
1950,1.4921412230251008e-06,9.784532450929362e-08
1951,1.4648766182290274e-06,1.609871668195595e-07
1952,1.327590780419996e-06,1.402458933430495e-07
1953,1.4458476016443456e-06,1.0019659557602978e-07
1954,1.3984499673824757e-06,9.283909085944231e-08
1955,1.3092923154545133e-06,1.2201290289226563e-07
1956,1.286368387809489e-06,8.459507205849093e-08
1957,1.251041339855874e-06,6.184526296637571e-08
1958,1.1399151844670996e-06,6.038737782043668e-08
1959,1.2664721680266666e-06,7.440717730844426e-08
1960,1.314958353759721e-06,8.443417010006726e-08
1961,1.3826836493535666e-06,7.990383155132008e-08
1962,1.2404866538417991e-06,1.033738882272317e-07
1963,1.2026858939861995e-06,7.241979682603983e-08
1964,1.222269247591612e-06,9.55183039885732e-08
1965,1.1978303291471093e-06,6.457011203497842e-08
1966,1.5149369119171752e-06,6.979234257187272e-08
1967,1.1645452104858123e-06,1.0304401787397666e-07
1968,1.3397893781075254e-06,9.476887358195185e-08
1969,1.1022846138075693e-06,7.948076083397204e-08
1970,1.0255156439598068e-06,1.0990952842293567e-07
1971,1.165902403954533e-06,1.0019875029687597e-07
1972,1.3533327773984638e-06,9.542073176049826e-08
1973,9.581948461345746e-07,9.42757842903319e-08
1974,8.48898764616024e-07,9.450960247736617e-08
1975,7.978937901498284e-07,8.510105553583003e-08
1976,8.815972023512586e-07,9.198778505581373e-08
1977,7.980669920470973e-07,9.87299347832149e-08
1978,9.582173561284435e-07,1.1108905872969643e-07
1979,1.0047838259197306e-06,1.06505914643229e-07
1980,9.636330560169881e-07,9.323647071068919e-08
1981,9.640137932365178e-07,1.012087933460748e-07
1982,8.907765618459962e-07,9.249178589687546e-08
1983,9.826632094700471e-07,8.525676764570278e-08
1984,9.24361927445716e-07,9.742334106110917e-08
1985,8.331547860507271e-07,8.361625425390429e-08
1986,9.46529269185703e-07,1.1389522464044788e-07
1987,8.500146009282616e-07,9.044008841829765e-08
1988,8.311223496093589e-07,7.195864631936999e-08
1989,8.374874482797168e-07,7.299202586796838e-08
1990,8.336435826095112e-07,7.900543708139196e-08
1991,8.628076670902374e-07,7.033758109287191e-08
1992,8.90957949195581e-07,8.375115267966748e-08
1993,8.956898227552301e-07,8.087242842069742e-08
1994,8.397682904615067e-07,1.5613783221901656e-07
1995,9.706186574476305e-07,7.754104669466244e-08
1996,9.314970839113812e-07,8.594328426703157e-08
1997,8.645194498058117e-07,6.185413803372342e-08
1998,8.84487974417425e-07,1.08236530405037e-07
1999,9.222666221830877e-07,7.860746045751377e-08
2000,1.0068694109577336e-06,8.615161273262117e-08
2001,8.963959317043191e-07,8.893859848591035e-08
2002,9.980423101296765e-07,7.185203226844905e-08
2003,1.03339687029802e-06,7.667138224309866e-08
2004,8.518866252416046e-07,7.70838466113144e-08
2005,9.773136753210565e-07,8.557124087094081e-08
2006,9.99000121737481e-07,1.1612449790643353e-07
2007,1.031374608828628e-06,8.268572507241778e-08
2008,1.3602519857158768e-06,1.1154492240983416e-07
2009,1.1777435702242656e-06,1.02039320770686e-07
2010,1.3538390248868382e-06,1.0203393208119138e-07
2011,1.7295825500696083e-06,1.2504388177680958e-07
2012,1.950636715264409e-06,1.0961693736044609e-07
2013,1.9389997305552242e-06,1.2160585383114153e-07
2014,2.27696568799729e-06,2.585541544197767e-07
2015,2.3278473690879764e-06,1.7111962358207222e-07
2016,2.615895255075884e-06,1.1123096077536587e-07
2017,1.7408029862053809e-06,1.9370207821056695e-07
2018,2.192697820646572e-06,1.4068993792193396e-07
2019,2.161707016057335e-06,1.5280416876262137e-07
