year,sont_VERB en_ADP,sont_VERB sans_ADP
1927,4.365701897768304e-05,4.6525715333700646e-06
1928,4.514085958362557e-05,4.805792741535697e-06
1929,4.385532520245761e-05,4.7825765250308905e-06
1930,4.478946721064858e-05,4.9492978178022895e-06
1931,4.706420440925285e-05,4.946503395331092e-06
1932,4.5751679863315076e-05,4.895624897471862e-06
1933,4.692533184424974e-05,5.129680175741669e-06
1934,4.6304015995701775e-05,4.811802682525013e-06
1935,4.7443474613828585e-05,5.226549546932802e-06
1936,4.803812043974176e-05,4.9990198931482155e-06
1937,4.7060562792466953e-05,4.90801767227822e-06
1938,4.731914305011742e-05,5.008462267142022e-06
1939,4.722649828181602e-05,5.267270807962632e-06
1940,4.676490789279342e-05,5.249070454738103e-06
1941,4.41898955614306e-05,5.424861683422932e-06
1942,4.5252232666825876e-05,5.315939233696554e-06
1943,4.485208046389744e-05,5.638082711811876e-06
1944,4.487857222557068e-05,5.758029601565795e-06
1945,4.2842460970859975e-05,5.112949111207854e-06
1946,4.2929899791488424e-05,5.427838459581835e-06
1947,4.367807196103968e-05,5.297635198076023e-06
1948,4.7313369577750564e-05,5.307655555952806e-06
1949,5.1638446166180074e-05,5.732151294068899e-06
1950,4.781445750268176e-05,5.4208435358305e-06
1951,4.7075420297915116e-05,5.542862709262408e-06
1952,4.9343354476150125e-05,5.289273758535273e-06
1953,4.909848576062359e-05,5.292104106047191e-06
1954,4.9108948587672785e-05,5.4589386309089605e-06
1955,4.9099868192570284e-05,5.443652753456263e-06
1956,5.015528586227447e-05,5.591995886788936e-06
1957,4.9699738156050444e-05,5.4459173952636775e-06
1958,5.133837112225592e-05,5.297544703353196e-06
1959,4.8952948418445885e-05,5.1294450713612605e-06
1960,4.963344690622762e-05,5.367798166844295e-06
1961,4.981830352335237e-05,5.478623734234134e-06
1962,4.9476137064630166e-05,5.294265065458603e-06
1963,5.1533796067815274e-05,5.375876753532793e-06
1964,4.8760572099126875e-05,5.217611033003777e-06
1965,4.9275204219156876e-05,5.221971150604077e-06
1966,5.1185481424909085e-05,5.2942477850592695e-06
1967,4.847949821851216e-05,5.2123509703960735e-06
1968,4.8160552978515625e-05,5.34119180883863e-06
1969,5.066966696176678e-05,5.258447345113382e-06
1970,4.899205669062212e-05,4.996514689992182e-06
1971,4.871868804912083e-05,5.2252362365834415e-06
1972,4.9265825509792194e-05,4.982398422725964e-06
1973,4.9382870201952755e-05,5.1090860324620735e-06
1974,5.035617868998088e-05,5.134459115652135e-06
1975,4.994632399757393e-05,4.913015345664462e-06
1976,4.9294594646198675e-05,5.1553151934058405e-06
1977,4.85921700601466e-05,5.0746011766023e-06
1978,4.8607700591674075e-05,5.243759915174451e-06
1979,4.69737897219602e-05,5.257998054730706e-06
1980,4.820439426111989e-05,5.213283202465391e-06
1981,4.7885041567496955e-05,5.36406605533557e-06
1982,4.885428279521875e-05,5.664345735567622e-06
1983,4.848394382861443e-05,5.328863608156098e-06
1984,4.739007636089809e-05,5.3658227443520445e-06
1985,4.740018994198181e-05,5.319558113114908e-06
1986,4.7257526603061706e-05,5.42081306775799e-06
1987,4.750182415591553e-05,5.577953743340913e-06
1988,4.78992733405903e-05,5.519228125194786e-06
1989,4.737456765724346e-05,5.473304099723464e-06
1990,4.789473314303905e-05,5.7183592616638634e-06
1991,4.6993125579319894e-05,5.493951448443113e-06
1992,4.754145265906118e-05,5.423989023256581e-06
1993,4.71574894618243e-05,5.54640837435727e-06
1994,4.6961089537944645e-05,5.360380328056635e-06
1995,4.711188012151979e-05,5.61820115763112e-06
1996,4.7486068069702014e-05,5.628484359476715e-06
1997,4.8234720452455804e-05,5.772094027634012e-06
1998,4.8862835683394223e-05,5.593015430349624e-06
1999,4.952178642270155e-05,5.635515208268771e-06
2000,4.9344111175742e-05,5.722676178265829e-06
2001,4.88562072860077e-05,5.763045919593424e-06
2002,4.892466313322075e-05,5.752543984272052e-06
2003,4.9403872253606096e-05,5.504088676389074e-06
2004,4.8698930186219513e-05,5.798026904813014e-06
2005,4.863779395236634e-05,5.7305710470245685e-06
2006,4.8493919166503474e-05,5.641097232000902e-06
2007,4.6674293116666377e-05,5.34181754119345e-06
2008,4.761009768117219e-05,5.1979081945319194e-06
2009,4.64221702713985e-05,5.141065230418462e-06
2010,4.475840978557244e-05,4.885346697847126e-06
2011,4.3186410039197654e-05,4.526053089648485e-06
2012,4.12445624533575e-05,4.23250730818836e-06
2013,3.8126225263113156e-05,4.218830326863099e-06
2014,3.591065978980623e-05,4.095073563803453e-06
2015,3.581564669730142e-05,4.172924946033163e-06
2016,3.5549994208849967e-05,4.040770363644697e-06
2017,3.642051888164133e-05,4.027242084703175e-06
2018,3.504108826746233e-05,3.7914001040917356e-06
2019,3.5055927583016455e-05,3.847909738396993e-06
