year,étaient_VERB avant_ADP,étaient_VERB savants_ADJ,etaient_VERB avant_ADP
1852,6.764456657037954e-07,2.799534470909748e-08,6.510545436100301e-10
1853,5.362794581742492e-07,2.508211416341055e-08,0.0
1854,5.304773367242888e-07,1.0391328686409906e-08,5.195664454227256e-10
1855,5.784561381005915e-07,1.2736649068756378e-08,1.5920811335945473e-09
1856,5.42569409844873e-07,1.6049286344355096e-08,0.0
1857,4.881509312326671e-07,3.221796163188628e-08,0.0
1858,5.397724862632458e-07,2.9851424443450014e-08,4.893676019968041e-10
1859,6.293926162470598e-07,3.768208145515928e-08,1.018434669930457e-09
1860,4.3162845031474717e-07,3.112485202905191e-08,1.8308735638683515e-09
1861,5.645008513965877e-07,1.7920662287451705e-08,2.8295783494058924e-09
1862,5.218274168328207e-07,1.2650361647104091e-08,2.710791813242963e-09
1863,5.519056003322476e-07,2.7470415275843152e-08,1.4983863039219614e-09
1864,5.969436074337864e-07,1.0068928801842958e-08,0.0
1865,5.229304065323959e-07,2.8241066374334878e-08,1.4120533631256649e-09
1866,5.147818455952802e-07,2.1895258939252926e-08,9.731225825149181e-10
1867,5.803962608297297e-07,3.396968040192405e-08,0.0
1868,5.038671702095598e-07,2.420538258718352e-08,9.87974813071446e-10
1869,4.629576153547532e-07,2.197583626184496e-08,1.4650557433881772e-09
1870,4.398015391871013e-07,1.1468097582678638e-08,5.734048791339319e-10
1871,4.4608944449464616e-07,1.1683295220166201e-08,1.0621177271019633e-09
1872,5.049528226663824e-07,1.4513614310374123e-08,0.0
1873,3.681392684029561e-07,1.4366410283628284e-08,0.0
1874,4.241972533236549e-07,1.4339061493728877e-08,5.974609140757536e-10
1875,3.650334292615298e-07,9.7265964171811e-09,0.0
1876,4.2382563947285234e-07,3.567148709748835e-08,6.04601479992084e-10
1877,4.675720788327453e-07,1.1132669008873108e-08,0.0
1878,4.3300266838741663e-07,6.6429977074733415e-09,0.0
1879,4.31929294109068e-07,3.176849006081284e-08,0.0
1880,5.487258363245928e-07,1.8611753915820373e-08,0.0
1881,3.395611258838471e-07,1.4642266066289267e-08,0.0
1882,3.54066486352167e-07,1.7969540522244642e-08,0.0
1883,3.8231999610616185e-07,8.847074184359371e-09,6.319338941018771e-10
1884,4.2184842641290743e-07,9.242375753615306e-09,0.0
1885,4.5119449509911647e-07,1.9981470700258797e-08,0.0
1886,4.3883554212698073e-07,1.355227396970804e-08,0.0
1887,4.831404112337623e-07,6.528924512139156e-09,0.0
1888,3.8550936665160407e-07,1.268122939990235e-08,0.0
1889,3.163894177760085e-07,8.14467782106476e-09,0.0
1890,4.194807274870982e-07,7.209825181320184e-09,6.554386478008212e-10
1891,4.2006109879366704e-07,1.784781566982474e-08,1.2748440081367107e-09
1892,4.475717787499889e-07,9.402768341715273e-09,0.0
1893,3.53493106786118e-07,1.9091091374434654e-08,1.2316833108982905e-09
1894,3.869145075441338e-07,8.192000855444803e-09,0.0
1895,4.00237865960662e-07,5.416753268150387e-09,0.0
1896,3.432070911912888e-07,7.66613794667137e-09,5.89702897624278e-10
1897,3.7057898794046196e-07,5.826713334045053e-09,5.826713556089658e-10
1898,3.728855801909958e-07,1.4711722506888236e-08,0.0
1899,3.2944367944764963e-07,1.326618814800895e-08,5.527578395003729e-10
1900,3.6804567571380176e-07,1.2977633190303095e-08,0.0
1901,3.5320829283591593e-07,2.235495566438317e-09,5.588738916095792e-10
1902,4.1590104160604824e-07,5.892340837476695e-09,0.0
1903,3.596546775952447e-07,4.320176216765503e-09,0.0
1904,3.4505094959058624e-07,1.0749250378694342e-08,0.0
1905,3.0293654162960593e-07,8.257214467732865e-09,0.0
1906,3.7758314874736243e-07,1.0288369267641428e-08,0.0
1907,3.188562800460204e-07,1.8514235478050978e-08,0.0
1908,3.0843523290968733e-07,4.911389073214423e-09,0.0
1909,3.652653219887725e-07,1.1001967337165297e-08,5.500983557560346e-10
1910,2.9660037625944824e-07,1.60324518105881e-08,5.344150677544235e-10
1911,3.335874509957648e-07,9.576673676292558e-09,1.0640748282497725e-09
1912,3.917484718840569e-07,1.2502610502451716e-08,0.0
1913,3.362095526426856e-07,1.2727175757731857e-08,1.590896969716482e-09
1914,3.348371819811291e-07,1.1384464038144415e-08,6.696743715117748e-10
1915,4.771208637066593e-07,2.3561523843085297e-09,2.3561523843085297e-09
1916,5.416818567027804e-07,6.592477230782379e-09,0.0
1917,6.514056281048397e-07,4.386569774084137e-09,4.386569774084137e-09
1918,6.776962209187332e-07,8.040463406189247e-09,1.1486376294556067e-09
1919,6.62044271848572e-07,3.6831393490643904e-09,9.207848372660976e-10
1920,6.156224117148668e-07,1.817335615328375e-08,0.0
1921,5.104031970404321e-07,8.330022005509363e-09,7.572747429129834e-10
1922,4.5816977944923565e-07,6.640141769764796e-09,7.377935484775833e-10
1923,5.010727477383625e-07,2.441668023323018e-08,0.0
1924,4.1382114090993127e-07,3.867487219366694e-09,0.0
1925,3.99233869075033e-07,1.2097995494286806e-08,1.0998177923937646e-09
1926,3.9234407722688047e-07,7.802296586589819e-09,0.0
1927,4.281302494746342e-07,5.574612327308159e-09,1.1149224876660924e-09
1928,3.9991144262785383e-07,3.4278122562625413e-09,0.0
1929,4.1776524994929787e-07,8.912325100141061e-09,0.0
1930,3.361153062542144e-07,2.100720708497761e-09,0.0
1931,3.501444609810278e-07,9.124285327288817e-09,1.1405356659111021e-09
1932,3.682404212668189e-07,4.383814644626227e-09,0.0
1933,3.4297281104045396e-07,1.1470662641954732e-08,0.0
1934,3.4267318937963864e-07,3.5944740517379614e-09,0.0
1935,3.458834214598028e-07,7.180970484910176e-09,0.0
1936,2.8129338147664384e-07,2.9099314957647948e-08,0.0
1937,3.3744197480700677e-07,6.295559185076627e-09,0.0
1938,2.9819992164448195e-07,7.779128452511941e-09,0.0
1939,2.967045702462201e-07,6.117620188206274e-09,1.5294050470515685e-09
1940,3.37259137950241e-07,5.0715658339584024e-09,0.0
1941,2.9219876296338043e-07,2.9515025978810172e-09,0.0
1942,4.0355016039939073e-07,0.0,0.0
1943,3.0774293691138155e-07,5.806470415592457e-09,0.0
1944,3.116790594503982e-07,1.927911696952833e-08,0.0
1945,3.943092394820269e-07,1.5249527862692958e-08,2.178504043826024e-09
1946,4.37122679386448e-07,4.1763312808029696e-09,1.3921104269343232e-09
1947,3.5881822668670793e-07,4.7683483828109274e-09,0.0
1948,3.9573671983816894e-07,1.0871887834440486e-09,1.0871887834440486e-09
1949,4.780882818522514e-07,7.853606653895895e-09,3.9268033269479474e-09
1950,4.1477909462628304e-07,5.317680518146517e-09,0.0
1951,3.9340571333923435e-07,2.0256663901818683e-08,0.0
1952,3.311068326183886e-07,1.0544803918932644e-09,1.0544803918932644e-09
1953,3.4583985097924597e-07,6.464296653518886e-09,2.1547654771580937e-09
1954,3.000168646849488e-07,2.9317608341017376e-09,0.0
1955,2.881381533370586e-07,1.8771215692936494e-09,0.0
1956,3.244264803470287e-07,7.849027205963921e-09,0.0
1957,3.154108583203197e-07,8.835037701437898e-10,0.0
1958,2.796018350181839e-07,8.272243445794913e-10,0.0
1959,3.1080497819857555e-07,2.325224457422337e-09,1.5501495642666896e-09
1960,3.114375033419492e-07,6.2287499602575735e-09,6.920833350854139e-10
1961,2.814004460560682e-07,1.111705483225478e-08,0.0
1962,3.170978288835613e-07,6.976152100435229e-09,1.2683912808952869e-09
1963,2.793335056594515e-07,5.1728425987107585e-09,0.0
1964,3.20625133554131e-07,5.475571551727398e-09,6.083968329129164e-10
1965,3.398138801458117e-07,8.755269398363907e-09,0.0
1966,3.079725559018698e-07,6.6468897053084675e-09,1.6617224263271169e-09
1967,3.184996728577971e-07,7.888536934785861e-09,0.0
1968,3.539235819971509e-07,2.6948494546985557e-09,0.0
1969,4.0376227161686984e-07,3.1792304344691047e-09,4.5417578031781147e-10
1970,3.044355878500937e-07,1.0117195081704722e-08,9.197450023812337e-10
1971,2.944301797924709e-07,6.679916619845017e-09,5.138397485282553e-10
1972,3.185821242368547e-07,6.669190977248718e-09,0.0
1973,2.811733850194287e-07,1.1026407342740185e-08,1.102640756478479e-09
1974,2.992804013501882e-07,2.2502286700643026e-09,0.0
1975,2.872874631520972e-07,5.711480177694739e-09,5.711480177694739e-10
1976,2.885331014113035e-07,1.199840671262109e-08,5.713526873840635e-10
1977,3.155831791445962e-07,6.464460078348111e-09,5.876781727920388e-09
1978,3.089107565301674e-07,5.346532105932056e-09,0.0
1979,3.195177384895942e-07,3.5111840102075575e-09,2.925986564150662e-09
1980,2.933537643912132e-07,7.390696055153967e-09,2.2740602734216964e-09
1981,2.9919848998360976e-07,4.427884725544118e-09,6.325549528618524e-10
1982,3.060298752188828e-07,5.586751949948621e-09,0.0
1983,2.886099537136033e-07,4.4207211225000265e-09,1.89459470334441e-09
1984,3.0038864906600793e-07,6.958810416790584e-09,5.799008495621649e-10
1985,3.302541244920576e-07,4.210890747202711e-09,0.0
1986,3.237022099256137e-07,4.7955883708539204e-09,0.0
1987,3.0187436550477287e-07,7.332980445085013e-09,1.2221633705067347e-09
1988,2.4286043753818376e-07,4.797243047249822e-09,1.1993107618124554e-09
1989,3.1446938919543754e-07,4.939309850016116e-09,5.488122178931576e-10
1990,3.154768819513265e-07,2.724325431913144e-09,0.0
1991,2.948316932815942e-07,6.4476117778156095e-09,5.861465202094962e-10
1992,2.9257802225401974e-07,6.61193322315512e-09,0.0
1993,2.991172038946388e-07,4.4313659408601325e-09,0.0
1994,3.14913108923065e-07,6.329911705904578e-09,0.0
1995,2.9172784365982807e-07,4.880205572987961e-09,0.0
1996,3.2562363116994675e-07,6.4057106285986265e-09,5.338092190498855e-10
1997,3.308477118935116e-07,3.835915585170824e-09,0.0
1998,3.075443260058819e-07,5.2449422582867555e-09,0.0
1999,3.381948943115276e-07,1.1425503210205079e-08,0.0
2000,3.1633106800654787e-07,9.277866475088103e-09,4.4180314962005696e-10
2001,3.1632347941012995e-07,6.571817756650944e-09,0.0
2002,3.0668550721202337e-07,1.0514931148009055e-08,0.0
2003,3.325204431803286e-07,9.167230530238157e-09,0.0
2004,3.2991886200761655e-07,8.369103632333008e-09,0.0
2005,3.616511037307646e-07,3.602999676388663e-09,4.5037495954858286e-10
2006,3.2366614277634653e-07,5.353256948836815e-09,8.235779835885637e-10
2007,2.9998540185260936e-07,4.7933754743212376e-09,1.1983438685803094e-09
2008,3.303773326024384e-07,7.2376473703172906e-09,8.514879357157668e-10
2009,3.256675427110167e-07,8.105927484791664e-09,2.860915504498962e-09
2010,2.94292306080024e-07,5.196172381261022e-09,9.447586046817946e-10
2011,2.676780468391371e-07,7.647943611743813e-09,7.64794394481072e-10
2012,2.532763971885288e-07,6.468080293586809e-09,0.0
2013,2.5659949187684106e-07,5.29933741333366e-09,0.0
2014,2.5400672143405245e-07,7.145969149746634e-09,0.0
2015,2.4626152139717306e-07,6.206410940734486e-09,0.0
2016,2.5581050522305304e-07,7.2496901815100045e-09,0.0
2017,2.666548084562237e-07,7.798394818792076e-09,2.515611330355938e-10
2018,2.2949238598357624e-07,1.2391040193904246e-08,0.0
2019,2.408132502296212e-07,6.887666881283394e-09,0.0
