year,serait_VERB au_ADP,serait_VERB sot_ADJ
1998,6.923323780938517e-07,7.152193948201102e-09
1999,6.832450480942498e-07,4.570201106446348e-09
2000,7.214645165731781e-07,8.394259509714175e-09
2001,7.290336156984267e-07,1.5334240544007116e-08
2002,7.259683911797765e-07,1.270554239596322e-08
2003,7.729641993137193e-07,1.750107614384433e-08
2004,7.765647183077817e-07,1.1452457648886138e-08
2005,7.485231776627188e-07,5.404499514582994e-09
2006,7.441026923515892e-07,7.412201963319376e-09
2007,7.837168709556863e-07,1.3181781888249589e-08
2008,7.676163704672945e-07,7.2376473703172906e-09
2009,8.153609201144718e-07,1.4781396551200032e-08
2010,8.266637792075926e-07,1.1337103700270745e-08
2011,8.401266313740052e-07,1.1471915861704929e-08
2012,8.701269962330116e-07,1.0893608681783462e-08
2013,9.265473295272386e-07,8.925200134513034e-09
2014,9.750999652169412e-07,1.2126492698882885e-08
2015,9.345081934952759e-07,9.752931795503628e-09
2016,9.853364417722332e-07,7.663958356829426e-09
2017,9.244871534974664e-07,1.0062445099379147e-08
2018,9.693407037048019e-07,1.0842160058643913e-08
2019,9.614673217583913e-07,8.673358031785483e-09
