year,serait_VERB au_ADP,serait_VERB sot_ADJ
1800,1.103601789509412e-06,0.0
1801,5.667214395543851e-07,2.3811825844433088e-09
1802,5.124653625898645e-07,0.0
1803,6.221582111720636e-07,0.0
1804,1.050536639013444e-06,0.0
1805,6.879764100631292e-07,0.0
1806,6.195588753143966e-07,5.76333825108577e-09
1807,8.683213081894792e-07,0.0
1808,6.412989250748069e-07,0.0
1809,7.070765377648058e-07,0.0
1810,7.441603315783141e-07,2.3401267590372754e-09
1811,9.426608471585496e-07,0.0
1812,1.4456268218054902e-06,0.0
1813,1.08415463273559e-06,0.0
1814,1.4474715044343611e-06,0.0
1815,1.0033671742348815e-06,0.0
1816,1.0962265832858975e-06,0.0
1817,1.0322070238544256e-06,0.0
1818,9.978025445889216e-07,0.0
1819,1.1013516996172257e-06,0.0
1820,1.2744600326186628e-06,0.0
1821,1.1547803069333895e-06,0.0
1822,1.0366486549173715e-06,0.0
1823,9.704798458187724e-07,0.0
1824,1.0997973731718957e-06,0.0
1825,1.1262161478953203e-06,0.0
1826,1.0296533901055227e-06,0.0
1827,1.4111644759395858e-06,0.0
1828,1.308887362938549e-06,0.0
1829,1.6006119949452113e-06,0.0
1830,1.4830743566562887e-06,0.0
1831,1.5388520751002943e-06,1.5591206103948707e-09
1832,1.6330673133779783e-06,0.0
1833,1.310108359575679e-06,0.0
1834,1.5149943237702246e-06,0.0
1835,1.3749694289799663e-06,0.0
1836,1.2829912066081306e-06,0.0
1837,1.3066919564153068e-06,0.0
1838,1.2605387382791378e-06,3.787297142565649e-09
1839,1.2983169881408685e-06,0.0
1840,1.5166228877205867e-06,0.0
1841,1.4343505654323963e-06,0.0
1842,1.381902620778419e-06,1.341653010911159e-09
1843,1.379263721901225e-06,5.906911071384968e-10
1844,1.4736787079527858e-06,5.488561272137815e-10
1845,1.4374667216543457e-06,6.696273757711424e-09
1846,1.3962985576654319e-06,6.439951683034906e-09
1847,1.4691140677314252e-06,0.0
1848,1.4159589909468195e-06,8.045221711050488e-10
1849,1.340706376140588e-06,8.379414939696517e-10
1850,1.3204597735239076e-06,0.0
1851,1.4117821365289274e-06,0.0
1852,1.1816639471362578e-06,6.510545436100301e-10
1853,1.1352642559359083e-06,2.9859659189668264e-09
1854,1.2329311402936582e-06,1.0391328908454511e-09
1855,1.1728330946425558e-06,5.306937111981824e-10
1856,1.1560663324416964e-06,5.177189232874468e-10
1857,1.138856077886885e-06,5.369659827891837e-09
1858,1.1969931392741273e-06,9.787352039936081e-10
1859,1.4365020888362778e-06,5.092173349652285e-10
1860,1.2642182127819979e-06,4.119465657481669e-09
1861,1.2162470284238225e-06,3.3011746669586728e-09
1862,1.3111196039972128e-06,4.9697850279528666e-09
1863,1.2546487369036186e-06,4.994620828036034e-10
1864,1.2672466027652263e-06,0.0
1865,1.2666117754633888e-06,9.41368871743009e-10
1866,1.1789379641413689e-06,9.731225825149181e-10
1867,1.3078326901450055e-06,1.94112459439566e-09
1868,1.2690536550508114e-06,6.421836395986702e-09
1869,1.3263637583804666e-06,0.0
1870,1.3675706895810436e-06,2.8670243956696595e-09
1871,1.3616348724099225e-06,0.0
1872,1.305015871366777e-06,4.8378714367913744e-09
1873,1.1894190947714378e-06,2.9930022904522957e-09
1874,1.1925319540750934e-06,3.5847653734322193e-09
1875,1.4143614635031554e-06,1.1443054281912168e-09
1876,1.0707492492656456e-06,3.02300739996042e-09
1877,1.3439605481835315e-06,0.0
1878,1.156485495812376e-06,6.6429977074733415e-09
1879,1.2976206562598236e-06,8.55305515301552e-09
1880,1.3387626722760615e-06,1.9253538763308597e-09
1881,1.2438953262972063e-06,6.972507571312292e-10
1882,1.438894287275616e-06,1.2645231528551903e-08
1883,1.1937231647607405e-06,3.159669414998234e-09
1884,1.1163469935127068e-06,0.0
1885,1.2510978422142216e-06,0.0
1886,1.171303665614687e-06,3.2267319927115068e-09
1887,1.1249337603658205e-06,1.6322312390570914e-08
1888,1.0893176067838795e-06,1.014498351992188e-08
1889,1.0857481811399339e-06,6.891650361495749e-09
1890,1.2761390735249734e-06,1.3108772956016423e-09
1891,1.2066398085153196e-06,6.374220040683554e-10
1892,1.095735910894291e-06,1.2537024751679837e-09
1893,1.1627090543697705e-06,9.853466487186324e-09
1894,1.2073749076080276e-06,3.150769645188234e-09
1895,1.2428438367351191e-06,3.611168697403855e-09
1896,1.1711499610100873e-06,2.358811590497112e-09
1897,1.044147097672976e-06,5.826713334045053e-09
1898,1.1192225883860374e-06,3.3950129374460403e-09
1899,1.0607423064357135e-06,5.527578395003729e-10
1900,1.072990698958165e-06,6.22926377147337e-09
1901,1.1356316917954246e-06,3.912117296778206e-09
1902,9.95314508145384e-07,2.455141867585553e-09
1903,1.046562715600885e-06,5.400220270956879e-09
1904,1.037840092976694e-06,2.6873125946735854e-09
1905,1.080662968888646e-06,4.64468330463319e-09
1906,9.6350572675874e-07,1.4918134283448126e-08
1907,1.01416867437365e-06,1.0799970695529737e-08
1908,1.083943516277941e-06,6.875944702500192e-09
1909,1.0242831649520667e-06,8.251475058784763e-09
1910,1.0490567774468218e-06,1.0153886620400954e-08
1911,1.0449215324115357e-06,7.980561100850991e-09
1912,1.0731407655839575e-06,1.1981668990301841e-08
1913,9.900682016450446e-07,6.893886794756554e-09
1914,9.254899850930087e-07,1.0714789944188396e-08
1915,9.23611708003591e-07,1.1780762143587253e-08
1916,1.0910549690379412e-06,1.3184954461564757e-08
1917,1.0165875892198528e-06,1.2063066989753679e-08
1918,1.01769296634302e-06,1.6080926812378493e-08
1919,9.962891454051714e-07,7.366278698128781e-09
1920,1.0532974101806758e-06,3.104614876292544e-08
1921,9.62496187639772e-07,1.5902768879527684e-08
1922,1.0188929309151717e-06,1.696925089333945e-08
1923,1.032931777444901e-06,2.1231896241147297e-08
1924,9.526910389467957e-07,1.675911143195208e-08
1925,8.996509563985455e-07,1.3197813508725176e-08
1926,9.440779535907495e-07,8.916910765321973e-09
1927,9.075469051822438e-07,2.6758140592164636e-08
1928,8.683791179464606e-07,2.399468712610542e-08
1929,9.513906888969359e-07,1.0026365515614089e-08
1930,9.253674875253637e-07,9.453243521306831e-09
1931,8.611044108874921e-07,6.843213995466613e-09
1932,9.512878023087978e-07,3.287861094491973e-09
1933,8.006522307368868e-07,1.8353059516584835e-08
1934,9.201853572449181e-07,1.9170528275935794e-08
1935,8.617164439783664e-07,1.555876849579363e-08
1936,8.426676458839211e-07,1.2124714565686645e-08
1937,8.020542168196698e-07,2.2664012888640173e-08
1938,8.388493597522029e-07,1.9447821131279852e-08
1939,8.151728820848803e-07,1.6823456405745674e-08
1940,8.317367701238254e-07,2.7893612752905028e-08
1941,8.14614736555086e-07,1.4757512545315876e-08
1942,7.97997699919506e-07,4.247896612241675e-08
1943,6.735505735377956e-07,1.4516175816936538e-08
1944,7.550987675131182e-07,9.639558484764166e-09
1945,8.605090897617629e-07,2.178504132643866e-08
1946,9.327139878223534e-07,2.0881657292193267e-08
1947,8.583027124586806e-07,2.9802176726434482e-08
1948,8.30612236768502e-07,5.3272248834446145e-08
1949,6.901356641719758e-07,1.668891336237266e-08
1950,8.678454719301953e-07,1.2762433776458693e-08
1951,8.763672099121322e-07,1.2793682557799002e-08
1952,7.992961172931246e-07,1.0544804140977249e-08
1953,8.231203878494853e-07,1.2928593307037772e-08
1954,8.423926374234725e-07,1.2704297169818801e-08
1955,7.893296469774214e-07,2.0648336374051723e-08
1956,8.101940807136998e-07,2.616342520411763e-08
1957,7.200555955932941e-07,1.0602045463770082e-08
1958,7.850359224903514e-07,3.391619785020339e-08
1959,8.192540690288297e-07,1.6276571201956358e-08
1960,7.059250037855236e-07,2.8375417571169237e-08
1961,7.941745820971846e-07,1.80652133252579e-08
1962,8.168439649125503e-07,2.4099433559854333e-08
1963,7.636409122824261e-07,9.69907976156037e-09
1964,7.623212354701536e-07,2.251068309533366e-08
1965,7.611612318214611e-07,2.0793764932136583e-08
1966,8.197830538847484e-07,2.326411419062424e-08
1967,7.577925771329319e-07,1.824224149515885e-08
1968,8.044125934247859e-07,1.976222918642634e-08
1969,8.452211091025674e-07,1.6350327314285096e-08
1970,7.762647555864532e-07,1.4256047897731605e-08
1971,7.563721169390192e-07,1.6956711590410123e-08
1972,7.510535056098888e-07,1.487742551375959e-08
1973,7.338074397011951e-07,9.923766697284009e-09
1974,7.026338835203205e-07,1.3501372464475025e-08
1975,7.002274742262671e-07,1.2565256390928425e-08
1976,6.741961442457978e-07,1.2569759455516305e-08
1977,7.19318109076994e-07,1.1165885105413054e-08
1978,7.247521693898307e-07,1.128712323605896e-08
1979,7.677788858018175e-07,1.7555919384903973e-08
1980,6.680052138108294e-07,9.096241093686785e-09
1981,6.12313215242466e-07,1.771153890217647e-08
1982,7.262777899086359e-07,1.5518756057986138e-08
1983,6.555297886734479e-07,1.2630632539867293e-08
1984,6.964609156057122e-07,1.5657322549600394e-08
1985,6.839689490334422e-07,1.564045071233977e-08
1986,7.46912860449811e-07,2.1580147446798037e-08
1987,6.752452463842928e-07,1.649920555735207e-08
1988,6.350350645334402e-07,2.998276826815527e-08
1989,7.024796104815323e-07,1.2073869015694072e-08
1990,6.887094627927581e-07,1.7435683119515488e-08
1991,6.928252105353749e-07,1.582595565707834e-08
1992,6.70560211801785e-07,1.8182815253453555e-08
1993,7.206508598756045e-07,9.416652346772025e-09
1994,7.115875746421807e-07,1.3714808844156323e-08
1995,7.168479783103976e-07,9.760411145975922e-09
1996,7.13169129085145e-07,9.074756945892659e-09
1997,7.580728151879157e-07,7.671831170341648e-09
